2000
3295766807957177494/3644315056016444060 3628575673582792535/4897156967777217116
1269096394085649998/7700155952668404609 1645894066412907378/6685930294648280772
176021015864182703/374087486968436586 1780190955886760696/6658902959670751445
307587286322627991/4881556834448609045 2213664268182508869/7050564088489589389
2207273627699349688/6871364399098724426 5734181124990298794/7095326782023638990
3324751121369817808/5750522953532163129 8838280025403357955/8864189639202820913
1171366483480092083/6835985625651058686 2705691890629567751/5212695694879319866
2777095496500120321/5116314474419787725 7752140424283416792/7954711425519908142
3025343199126797087/4511575356003447014 867549609226690434/2678310791589789974
5315602416408242061/7215136937683196660 3524066482590705746/3808643787073807634
6409269329149166733/7442191718293582355 508021573014973316/6916847587410333084
4385924526985928134/7303721468010821056 274587851812474956/7358157998495701190
3608701270883907/9042690636876519646 1037764428308200198/5136435780218301983
1722761092226424593/7778497521829472006 1899348345641717668/6453342461072278871
741225890182779118/9068751370336572023 3959298763597728409/4264909185280435496
3489452000954998424/6942061701082036937 4179831307768997598/6840668450598626407
1424917066396491141/5324164536584119517 5884762833663398396/6242615953956670343
3093740535538729531/8503420122254596910 482251350914048194/3975151346981821706
7038648244065739460/8427604107901982073 2448635653155159741/8382504772418168486
3451563834354611671/8802789096090254606 355774217412974741/4488245088839790669
5703515797637149890/7273041887237412967 1860340092870237923/3669729825421744304
6459443341765420842/7300001557579564808 1417546935091959607/2344836364268798285
4740177093254473340/4909132686375677084 2531506126617842381/7868445551481041172
8055976916686844802/8960379295938596708 2054164618264627377/6815867399966142838
2222868871103516497/4173735091746879545 1361411663188299045/5341042871659205336
3067984928637180994/4443198815173121556 1546440947749598245/2808320397585554111
3732990180328799094/4393153993734025775 1231952002651207994/1698999142157003365
732452339084849012/4064749791058481510 5912800514034595615/7128661269245659965
832367689808539423/1146844330974273371 5733838497502296066/8359638098502896166
2769421951707233420/4764607043837583082 2224885134071773620/3523117554766638992
6373646208575036232/7911037484229073877 952854468428194213/2837068198819576701
1857685785377904828/2769369943684710704 2657501116190901153/3526723437001306060
1367960490271666605/4697570236694425110 7317958039217945927/7452005414822018426
3905114308875951567/4883825726556242188 1247673807968239998/2148778486528194160
4306249472698412804/8971486671425370503 6457757301616453843/6952682506877241252
2684202233101679118/4919832850133082228 3221888538840112174/5564467249888659442
49727361856090195/5626898300771845744 2663529416055311274/5735024003445693677
4628341228705229990/5123197814849336893 3042376853141405655/4324779612792532504
6292507742372218768/8288777450345974881 6882872423181346729/9043722493601132133
4139277874023554299/8405077465285425542 912962476014651851/7147327993247347102
1225309931839796427/6196565754032570668 6722839790475543120/8758958124228681038
5099681989422331884/5163465311145781069 2795243754599791847/8346006678826185143
