1000
-728244039527613/19531250000000000 -4879417147450813/4882812500000000
-955916436489499/976562500000000 -199745044633071/976562500000000
-1088200959248537/1220703125000000 8849819583973693/19531250000000000
-2028846418581441/19531250000000000 4856397254989477/4882812500000000
239269683445411/610351562500000 2245988596338367/2441406250000000
-5284667426229331/156250000000000000 -38125147889737/38146972656250
6723008982050539/9765625000000000 -7082978319033087/9765625000000000
6019715321484389/9765625000000000 3844816611000813/4882812500000000
-8084304022014261/9765625000000000 -1095654327245031/1953125000000000
4562091962717553/4882812500000000 6961809918536023/19531250000000000
4744789027824187/4882812500000000 -4611004214433911/19531250000000000
-7697045174970889/9765625000000000 601023520463903/976562500000000
4420454121113933/9765625000000000 -544241936247939/610351562500000
-762128137696983/4882812500000000 -2411483910991673/2441406250000000
-957549064698821/7812500000000000 -4845997705851191/4882812500000000
-4857198068716337/4882812500000000 -1598350610374619/15625000000000000
1612957024695439/1953125000000000 5506965820918623/9765625000000000
-5097084667984381/9765625000000000 416494776461913/488281250000000
-422040728080299/610351562500000 705472376100131/976562500000000
3549448472598537/4882812500000000 1676549540762527/2441406250000000
-910826595879003/976562500000000 3522346215886757/9765625000000000
-1616530118145503/2441406250000000 -57173793223043/76293945312500
8065766909994547/9765625000000000 -5505527748932161/9765625000000000
-1816045061404989/2441406250000000 1631699976247353/2441406250000000
951522932892109/1953125000000000 -1705667427667363/1953125000000000
-48326916818203/48828125000000 -697817324678263/4882812500000000
948200297223361/976562500000000 4672922543838269/19531250000000000
-600547417693639/1953125000000000 4646261981909827/4882812500000000
-4201772566241387/4882812500000000 -994944437583327/1953125000000000
5379795358406431/39062500000000000 -4836283290386309/4882812500000000
-9002909257216949/9765625000000000 -1891762177636393/4882812500000000
-228714449986303/488281250000000 269626680185007/305175781250000
4590766832588373/4882812500000000 -415836340926539/1220703125000000
-5324498680638183/9765625000000000 -8186400029347897/9765625000000000
3262183612778509/4882812500000000 -113536957031567/152587890625000
-7333578464034421/9765625000000000 -1612181335808637/2441406250000000
6561568844322/19073486328125 -4584785577996117/4882812500000000
1747062443141773/1953125000000000 8731953306039259/19531250000000000
1777424971631283/31250000000000000 4874908003113881/4882812500000000
-585094813003669/610351562500000 2780185416200259/9765625000000000
-4766617384960759/4882812500000000 -8471001321859799/39062500000000000
-7674253749398229/39062500000000000 -4787654592216591/4882812500000000
-632178770611689/1220703125000000 8354030869457581/9765625000000000
-6524122271480513/19531250000000000 1150586730673461/1220703125000000
-7562427279105739/19531250000000000 9003879999904727/9765625000000000
-7879280050272359/19531250000000000 2233924071462731/2441406250000000
-2392736823740173/2441406250000000 -776082420129163/3906250000000000
5645462666831367/9765625000000000 -1593689843326339/1953125000000000
-3840986183241563/39062500000000000 -2429575042727177/2441406250000000
5116810800301309/9765625000000000 332711716354071/390625000000000
8010680587677171/19531250000000000 -4453220204839921/4882812500000000
-2631509947271543/39062500000000000 48717201493149/48828125000000
5154315540897593/9765625000000000 -8294604447801387/9765625000000000
-1159395376510367/1953125000000000 -982363943058597/1220703125000000
-8766371663789973/9765625000000000 -8606546227825709/19531250000000000
-4033536771053649/4882812500000000 5503613004823051/9765625000000000
-4554164892692521/4882812500000000 -3522181165314001/9765625000000000
145161717715819/152587890625000 1203782687892571/3906250000000000
5971489372162849/9765625000000000 -7727143477299431/9765625000000000
562724224363367/976562500000000 7981326730067483/9765625000000000
4905976646174943/19531250000000000 -2363131925107831/2441406250000000
1784924792615249/2441406250000000 6662741732646071/9765625000000000
