1000
-4691835598036761/4882812500000000 -676116970492399/2441406250000000
-6990472978001071/39062500000000000 -4803989542872539/4882812500000000
-776678581755063/1953125000000000 4480142050111207/4882812500000000
3013523769441671/4882812500000000 -3841943831079043/4882812500000000
-27703011495701/39062500000000 -3442432961218749/4882812500000000
-1305551533101177/2441406250000000 -103150371690511/122070312500000
2424773279571493/2441406250000000 4551965418924333/39062500000000000
-8966132476082673/9765625000000000 -7739741613764789/19531250000000000
207040752549967/244140625000000 5175136181231789/9765625000000000
-178863762780539/195312500000000 7845206829801921/19531250000000000
7795301095779/9765625000000 -2941118514560903/4882812500000000
139689577962401/195312500000000 6825282863174297/9765625000000000
1072083383180269/1220703125000000 2334963259303287/4882812500000000
8225357721140483/19531250000000000 8857386986602971/9765625000000000
-1952790417464571/19531250000000000 -2429172750611173/2441406250000000
-202227039630369/305175781250000 -3656848283343809/4882812500000000
-243810336677041/244140625000000 8124837301366221/156250000000000000
1751221628188979/3906250000000000 2182316346749547/2441406250000000
923638995923237/1220703125000000 199531815225461/305175781250000
-6587368062707417/19531250000000000 -1149178219575777/1220703125000000
472704190809531/488281250000000 -4893968057544967/19531250000000000
-6468319334450819/9765625000000000 -3658151057166541/4882812500000000
-3165952805132601/4882812500000000 -371733785736907/488281250000000
6911138094657787/19531250000000000 2283452350605431/2441406250000000
-8436427774614897/9765625000000000 -983750335081647/1953125000000000
7509386152945999/9765625000000000 -1560780078329581/2441406250000000
-4238976351567541/9765625000000000 274926323815731/305175781250000
-924374949058627/976562500000000 -3149686809178187/9765625000000000
2434142588442971/2441406250000000 -6021983124123541/78125000000000000
-1218727269959131/1220703125000000 2221630010364973/39062500000000000
8830320468082249/9765625000000000 8340952480764459/19531250000000000
-2338456426812983/2441406250000000 -1402976860017467/4882812500000000
191290737055971/195312500000000 7886257852323547/39062500000000000
-3025609134914581/4882812500000000 -1532973438667621/1953125000000000
2158782265920247/2441406250000000 -4560918514312319/9765625000000000
-4725172050115149/4882812500000000 4922774838591507/19531250000000000
2336755842589753/2441406250000000 5657061341222121/19531250000000000
3474503469345647/4882812500000000 6861394479742821/9765625000000000
-8097243105801839/9765625000000000 -2729564329987919/4882812500000000
-5227064838319471/19531250000000000 -4704701901678417/4882812500000000
1148584121188409/1953125000000000 7898499512848707/9765625000000000
-7721542414558911/9765625000000000 1494682541143619/2441406250000000
3462094099307151/4882812500000000 -344321976610539/488281250000000
-8674671103966477/9765625000000000 -280328440730091/610351562500000
913440149652471/976562500000000 6908007220874089/19531250000000000
-7636486799532453/9765625000000000 -6086994414420929/9765625000000000
317657897071643/390625000000000 -1136676636658613/1953125000000000
-6025806399012517/9765625000000000 7684861019058497/9765625000000000
1986716697357119/2441406250000000 -1135160603116647/1953125000000000
195311268977163/195312500000000 -4438051748252859/1250000000000000000
96446700840901/97656250000000 6128974608767713/39062500000000000
-4852939491451221/4882812500000000 8628677061529763/78125000000000000
7478806602652769/9765625000000000 6279720012925921/9765625000000000
-6075418847436883/19531250000000000 -2320287604717317/2441406250000000
5420743551274079/78125000000000000 -974208906975241/976562500000000
-8765676049553187/19531250000000000 -8726864413361617/9765625000000000
-8217535110157261/9765625000000000 164884987004311/305175781250000
4711849060864009/4882812500000000 -1024604926879807/3906250000000000
-4505092505125241/9765625000000000 346575413232709/390625000000000
-75092837298577/76293945312500 6904066611280827/39062500000000000
1050937952359413/3906250000000000 940555636405637/976562500000000
