1000
625793075969973/1953125000000000 -185015682894533/195312500000000
2610729117286553/9765625000000000 -4705090995846339/4882812500000000
1559599140762437/1953125000000000 -5878664358844763/9765625000000000
5841418428678881/19531250000000000 4659315650551529/4882812500000000
-2595258950490283/9765625000000000 188289205872801/195312500000000
4882758881861317/4882812500000000 5857936526422189/1250000000000000000
-607899284345757/610351562500000 6996215773256203/78125000000000000
-7527736442533459/9765625000000000 155524547283497/244140625000000
4706354918799073/4882812500000000 -2601600498502429/9765625000000000
555797767505063/976562500000000 -8029714553099867/9765625000000000
-1047207947210559/1953125000000000 -2060814758825699/2441406250000000
-4848446869655459/4882812500000000 -4626330639524539/39062500000000000
-4698091054187567/4882812500000000 665168842610469/2441406250000000
-7250628539128931/9765625000000000 -6541851223330753/9765625000000000
-1637843825388657/4882812500000000 -1149981671424389/1220703125000000
-827778757646537/3906250000000000 -2385959204296267/2441406250000000
1681210009265911/1953125000000000 -4970488332068379/9765625000000000
-5752539764915209/39062500000000000 1207393884645263/1220703125000000
946008950268769/976562500000000 4847324310075883/19531250000000000
1654018860015253/1000000000000000000 -2441402910424487/2441406250000000
5761381545559009/19531250000000000 2332769977840829/2441406250000000
-54081693423281/78125000000000 -440467479425591/610351562500000
313177005779369/488281250000000 1498472513742613/1953125000000000
-470981836899677/488281250000000 3220509316491/12207031250000
-4111202956492093/9765625000000000 2214518032935661/2441406250000000
-4881585571803109/4882812500000000 -7005066876952301/312500000000000000
-5313686290904367/39062500000000000 -4837425135486361/4882812500000000
927457214713819/4882812500000000 2396960628850187/2441406250000000
-6225613714236193/156250000000000000 -4878935133909809/4882812500000000
-48577465478957/61035156250000 -1182494240835497/1953125000000000
390815011446241/488281250000000 -5854304601909163/9765625000000000
3133374847007659/39062500000000000 2433539144305621/2441406250000000
-4180803081924131/4882812500000000 -5044895836518309/9765625000000000
3878719204296299/19531250000000000 1196389855814807/1220703125000000
8016722934457853/9765625000000000 278835009605871/488281250000000
-2235241322306741/2441406250000000 7855334833719973/19531250000000000
-5504006708847981/9765625000000000 4033402465338087/4882812500000000
-8431108178823613/9765625000000000 -492786429577749/976562500000000
2059944672579959/4882812500000000 -8854035431613247/9765625000000000
