1000
986051668430439/1953125000000000 -4214854218127351/4882812500000000
-206663724162751/244140625000000 -5199192228117441/9765625000000000
-71587592630773/244140625000000 466818428756711/488281250000000
-6501287501735893/9765625000000000 -7287022194312137/9765625000000000
-2900061112123651/4882812500000000 7856590470707859/9765625000000000
-4099263210361349/4882812500000000 -663225972158727/1220703125000000
4782967737761489/78125000000000000 487365319722229/488281250000000
-8246559534823359/9765625000000000 5230840035715003/9765625000000000
-1359477041532197/1953125000000000 3505816095408337/4882812500000000
-8430966481524187/9765625000000000 2464053359205147/4882812500000000
4873225964542237/4882812500000000 978627852023701/15625000000000000
-7530050236723221/78125000000000000 -4860078915428139/4882812500000000
-1118703160320449/1220703125000000 3907894438482639/9765625000000000
7206712200448417/9765625000000000 823774951258429/1220703125000000
-5728119855149089/9765625000000000 -1977309955559443/2441406250000000
-1184076531220309/1220703125000000 -593561749434871/2441406250000000
-182369643674857/3125000000000000 4874490736888169/4882812500000000
3897059393874573/4882812500000000 2941901764296387/4882812500000000
3892283161006467/4882812500000000 -1474109027913281/2441406250000000
1494485242287059/3906250000000000 -563915383409301/610351562500000
8975340564963757/19531250000000000 8673421878149017/9765625000000000
8189553377559281/19531250000000000 -4432838692915969/4882812500000000
4589106854198839/4882812500000000 6671678878245247/19531250000000000
-449865700610051/3906250000000000 151572617221897/152587890625000
235824861911087/6250000000000000 4879335426636527/4882812500000000
4910958077425649/19531250000000000 -1181485124291847/1220703125000000
-974287436195853/976562500000000 -133241256030731/1953125000000000
-4700079924574311/4882812500000000 -2646587699487617/9765625000000000
6115315271816061/9765625000000000 3806913144757779/4882812500000000
84201413627151/305175781250000 4693277013730677/4882812500000000
8868479795020987/9765625000000000 -408870367793137/976562500000000
34112658322587/38146972656250 8741836856872711/19531250000000000
-4585985580616429/4882812500000000 -3352965352958153/9765625000000000
-4739413378747443/9765625000000000 -8538465463183343/9765625000000000
2298489156363577/4882812500000000 -4307993211256873/4882812500000000
4655652098138051/4882812500000000 -117759387260879/390625000000000
5178128646153269/9765625000000000 8279759378418669/9765625000000000
1630780095414349/4882812500000000 -4602435680219401/4882812500000000
7567462917440443/78125000000000000 -2429925958956147/2441406250000000
2320745688389097/4882812500000000 -8592088770486409/9765625000000000
3541584003989683/156250000000000000 4881558057134873/4882812500000000
-685251129016737/1220703125000000 -4040885070508297/4882812500000000
-594513274197789/610351562500000 2210259519173463/9765625000000000
-7577006554221267/9765625000000000 -6160876830282599/9765625000000000
-5712142545968919/78125000000000000 2434871790719329/2441406250000000
290976686782847/2441406250000000 -2424004341020853/2441406250000000
-7306461832291357/19531250000000000 1132070389775013/1220703125000000
976460166942353/976562500000000 -4523885408694773/312500000000000000
-6730994706098637/9765625000000000 3537694938342519/4882812500000000
-106341082033343/195312500000000 1638247445541357/1953125000000000
-2301956913774781/19531250000000000 1212195066246083/1220703125000000
1319154430538883/2441406250000000 -4108671836946191/4882812500000000
2524097840727539/19531250000000000 -2420932983418191/2441406250000000
665901079774337/9765625000000000 -2435723806599647/2441406250000000
-2220239994051547/9765625000000000 2377471950536943/2441406250000000
-6939745336904009/156250000000000000 2438997058031569/2441406250000000
169707700794141/305175781250000 4058186511324341/4882812500000000
-8913953389436303/19531250000000000 -8689234165527147/9765625000000000
-1680861231749291/1953125000000000 2486718200293381/4882812500000000
-7194445038461247/156250000000000000 -4877633749746747/4882812500000000
2409474134436987/2441406250000000 -1574287765400951/9765625000000000
8898736160415921/9765625000000000 4022427922030563/9765625000000000
-7608847386701179/19531250000000000 2248524405055703/2441406250000000
6483856511888717/9765625000000000 -1460507259466563/1953125000000000
2505771536481239/19531250000000000 2421230432192033/2441406250000000
-8510730133073377/625000000000000000 -1220589943928983/1220703125000000
5703111948912169/19531250000000000 4670012317038597/4882812500000000
-290330915317449/1220703125000000 592837262449759/610351562500000
5470071947171491/9765625000000000 -2022463604947449/2441406250000000
8026392080385253/9765625000000000 5562774650527729/9765625000000000
3040611884902807/4882812500000000 305643319186731/390625000000000
6164894373885851/19531250000000000 -4633194119080611/4882812500000000
3189996260211857/4882812500000000 7393451635059397/9765625000000000
-2022972596808013/4882812500000000 -8888068357684947/9765625000000000
-4481312247974753/4882812500000000 -1938994184186151/4882812500000000
-726814387072749/156250000000000000 -1220689918449729/1220703125000000
7936030993893653/19531250000000000 -4461565999080783/4882812500000000
4847524906319363/4882812500000000 -2343877787836899/19531250000000000
7670683173922291/19531250000000000 2245239220995607/2441406250000000
4257761348487583/4882812500000000 -4780513030828993/9765625000000000
-109513599513899/195312500000000 -1010757454557583/1220703125000000
8840509677875169/19531250000000000 -8707972140485629/9765625000000000
6504310965268277/9765625000000000 -3642161806802241/4882812500000000
7217143158966869/39062500000000000 599843678951419/610351562500000
6587372642161009/9765625000000000 1441859262396073/1953125000000000
1705472478535557/1953125000000000 4759361539594317/9765625000000000
-1941067340402173/2441406250000000 -2961568542217517/4882812500000000
-5326483463014751/9765625000000000 8185108768908047/9765625000000000
-401061739748603/1953125000000000 2389379739903363/2441406250000000
594456688829411/610351562500000 8856609182077781/39062500000000000
9002061380612793/9765625000000000 7571082495998759/19531250000000000
5248123171362231/9765625000000000 -4117785655508183/4882812500000000
-3855906339773293/39062500000000000 2429482722519163/2441406250000000
1034861463730701/1220703125000000 5179515778262933/9765625000000000
-2858177584802629/39062500000000000 973944854427001/976562500000000
-901869133723483/976562500000000 1872874675753189/4882812500000000
938702154338773/976562500000000 -2692816032446263/9765625000000000
2382895856418663/2441406250000000 -8500681422125413/39062500000000000
4699312332668357/4882812500000000 -2652034321186163/9765625000000000
-344876953120547/488281250000000 -691313145565309/976562500000000
-351842064695297/7812500000000000 1219464568279391/1220703125000000
1784719562118081/7812500000000000 -2376848218660607/2441406250000000
1407573144328539/1953125000000000 6770219917015381/9765625000000000
-2925738149855499/4882812500000000 1563683558198979/1953125000000000
1906325166011633/2441406250000000 610100167378411/976562500000000
1760092992249581/2441406250000000 6767613625109493/9765625000000000
3303227926821137/4882812500000000 1797953223364361/2441406250000000
8675524008478153/19531250000000000 874935725840503/976562500000000
-4543142213918323/4882812500000000 -7157336637906113/19531250000000000
-4870931468009853/4882812500000000 5446691040581579/78125000000000000
-7171143900065801/39062500000000000 4799826822094973/4882812500000000
483034755072357/488281250000000 -1142180874642957/7812500000000000
171629372187839/195312500000000 4661097311432747/9765625000000000
2354544991275763/2441406250000000 -5163455349107407/19531250000000000
-1220724136404859/1953125000000000 1905801114534749/2441406250000000
-7768601841517781/19531250000000000 -139998289259233/152587890625000
391037825036939/610351562500000 -3749077319973621/4882812500000000
4123378594156967/4882812500000000 -5230528416672397/9765625000000000
8241564823820613/19531250000000000 88536198221019/97656250000000
190077975438761/195312500000000 -8982952542125033/39062500000000000
1228915851160537/2441406250000000 4219113797140549/4882812500000000
-4606264178567973/39062500000000000 -2424372693160189/2441406250000000
-21223869108201/39062500000000 -8198423195682019/9765625000000000
1018428542958359/1953125000000000 8332917509061147/9765625000000000
-2287296927352481/2441406250000000 -170732216486867/488281250000000
-6546286068660793/9765625000000000 -905828094444893/1220703125000000
1219492726504461/1220703125000000 -6956431283675493/156250000000000000
4654995870967281/4882812500000000 -1179253011409189/3906250000000000
-5003908384651097/9765625000000000 52413743321857/61035156250000
-5992239546812487/9765625000000000 -3855531638251769/4882812500000000
-4655760794300321/19531250000000000 2371028317223207/2441406250000000
-349733267854453/610351562500000 -4001724997664177/4882812500000000
715793758430869/7812500000000000 -4862274880127461/4882812500000000
-1814634027668183/2441406250000000 -6533076240997419/9765625000000000
-6958232700625247/78125000000000000 1215851784626193/1220703125000000
-5555974793866669/9765625000000000 -4015550265235863/4882812500000000
-4680620406230113/9765625000000000 4285417839995513/4882812500000000
-3825179846846611/4882812500000000 6069549258201893/9765625000000000
-962745336312117/976562500000000 -25577191403777/152587890625000
8179106864407447/9765625000000000 2667847565980297/4882812500000000
56892083653711/390625000000000 -966149514317463/976562500000000
-5560072607491563/19531250000000000 4680780645108263/4882812500000000
4620491585541237/4882812500000000 3157793798270479/9765625000000000
1458986050232237/19531250000000000 -152161567001643/152587890625000
854881357205981/15625000000000000 -487549880125563/488281250000000
8446808684627747/9765625000000000 -38288308250709/76293945312500
2792599821326149/4882812500000000 8010803741968819/9765625000000000
-7543958972988471/19531250000000000 -4503876174865703/4882812500000000
-5172287818819687/19531250000000000 1177121033234047/1220703125000000
-8489916527088499/9765625000000000 482584179223631/976562500000000
162608163139189/244140625000000 7284309719487719/9765625000000000
-83110187671721/244140625000000 -17934298066068/19073486328125
2262795095357181/2441406250000000 -3666546787300657/9765625000000000
3741290218455679/4882812500000000 -3137611418172127/4882812500000000
-1136328218319777/1220703125000000 713525197218371/1953125000000000
1469897818839309/3906250000000000 -4523927611992607/4882812500000000
-976305404514879/976562500000000 -7170239088061021/312500000000000000
-2227533365199717/2441406250000000 7994236261551789/19531250000000000
-1366777525496061/9765625000000000 -1208688279424899/1220703125000000
-2495626342878603/9765625000000000 -4720680056870921/4882812500000000
8105987838403059/156250000000000000 -1219059342281033/1220703125000000
87007840600361/122070312500000 -3424802912381343/4882812500000000
946862545382077/1953125000000000 -1708258934054663/1953125000000000
-480324352500793/488281250000000 7023205192505883/39062500000000000
-4693108737359133/4882812500000000 2695617398281599/9765625000000000
-8971742276388431/9765625000000000 1542738975546519/3906250000000000
-174038693729549/305175781250000 802190859581279/976562500000000
8683773838268151/19531250000000000 -8747310993789887/9765625000000000
-4197643277136889/4882812500000000 -1247161660337557/2441406250000000
-2624322865320147/9765625000000000 4703200004762259/4882812500000000
1614581091041659/1953125000000000 2747527486299871/4882812500000000
-1186194466843517/1953125000000000 3879142908277891/4882812500000000
2445867897690693/4882812500000000 4226060593176861/4882812500000000
1206360151201883/2441406250000000 -849014455766801/976562500000000
4874318098532199/4882812500000000 -4606249236232167/78125000000000000
305122674936189/305175781250000 -182177271262331/9765625000000000
6215498708558571/39062500000000000 4820604348221527/4882812500000000
8446189032373227/19531250000000000 -4402638536945191/4882812500000000
-5871672102637167/9765625000000000 -780326203326131/976562500000000
-1578635012276493/1953125000000000 -1437559109458523/2441406250000000
-4670400342061843/39062500000000000 -2423893325841317/2441406250000000
3398409596413849/4882812500000000 7012180866223719/9765625000000000
-5496314184230437/9765625000000000 -4036024096460907/4882812500000000
-4783424224477287/4882812500000000 7841267647884949/39062500000000000
-4089659376363719/9765625000000000 1773607823910859/1953125000000000
-1197271673956393/1220703125000000 7616850918946513/39062500000000000
-8524256135280751/9765625000000000 -952984553510779/1953125000000000
1344730506645943/7812500000000000 -1202484164909379/1220703125000000
-6715562634119839/78125000000000000 -4864739540299157/4882812500000000
3297755651116163/4882812500000000 3600925655395799/4882812500000000
-2283046470272229/4882812500000000 -8632394042149319/9765625000000000
-4468873173781319/4882812500000000 -7869973790872681/19531250000000000
-18731733007972/19073486328125 -1472286060478471/7812500000000000
5325484432694009/39062500000000000 4837222410974759/4882812500000000
2229465942796339/9765625000000000 -4753864566080323/4882812500000000
1218907903265529/1220703125000000 -8470895270178629/156250000000000000
959992066792193/1220703125000000 -6032081437544791/9765625000000000
-2405087784539207/4882812500000000 8498802423592759/9765625000000000
486024503583083/610351562500000 -236288495568719/390625000000000
5396300449191419/9765625000000000 8139248927430681/9765625000000000
-7408087861738761/9765625000000000 -3181495948189461/4882812500000000
7587155016565433/9765625000000000 -6148374614093629/9765625000000000
5013299081265873/19531250000000000 4719219737442559/4882812500000000
-4745791840674699/4882812500000000 114861556455661/488281250000000
4585653372514623/4882812500000000 -6709564584742011/19531250000000000
780902653999377/976562500000000 1466000855608079/2441406250000000
2349032269357709/4882812500000000 -8561286190210539/9765625000000000
6679331778461611/9765625000000000 -7124181260598151/9765625000000000
-194321165117809/195312500000000 -3930686675415443/39062500000000000
109727972191981/122070312500000 -4279015447494249/9765625000000000
-120347797545181/122070312500000 326952011596773/1953125000000000
-4711805998436427/4882812500000000 2561829145946121/9765625000000000
-4689613720342313/4882812500000000 1087935605192403/3906250000000000
-1201460913858871/2441406250000000 8501252754749473/9765625000000000
1220703047290547/1220703125000000 356818109983637/1000000000000000000
-5561053417441327/19531250000000000 2340353911039899/2441406250000000
-4517102933351667/39062500000000000 4850055874902863/4882812500000000
1044504770812243/1953125000000000 -8251828660023583/9765625000000000
-2416651578467327/2441406250000000 -2774277573197759/19531250000000000
4617879295145727/4882812500000000 -3173041900524257/9765625000000000
6706556957525433/19531250000000000 4585928343435269/4882812500000000
-2867174803888189/4882812500000000 -1976181074326501/2441406250000000
-2323654898958683/2441406250000000 299624401699027/976562500000000
-1189419206721803/2441406250000000 -852830246013387/976562500000000
-4857802189608611/4882812500000000 -3948596078932637/39062500000000000
-949056528142989/976562500000000 4602869661218997/19531250000000000
-5391976697846113/19531250000000000 1173263866734963/1220703125000000
-487903715198601/488281250000000 -6143198255730711/156250000000000000
-6347389149422341/9765625000000000 -7421460949598841/9765625000000000
7135119663670499/9765625000000000 3333822844188319/4882812500000000
1198618082038747/1220703125000000 7396833937678301/39062500000000000
7423635494163023/19531250000000000 -225817737142529/244140625000000
-4670860582153621/4882812500000000 -1422996603031711/4882812500000000
-730120379618331/1953125000000000 -1132202895784603/1220703125000000
-1215101909615067/7812500000000000 -4823392040976657/4882812500000000
2388390426331999/4882812500000000 -4258808410995017/4882812500000000
-1432584278649851/3906250000000000 -4542592071690953/4882812500000000
4384505434718943/4882812500000000 4297892508230657/9765625000000000
3112487573842789/39062500000000000 -4867287693355051/4882812500000000
-2382699093561583/2441406250000000 -4257394561596547/19531250000000000
683695193188417/1220703125000000 -8090199511787853/9765625000000000
-986769085706739/1220703125000000 5748894242913861/9765625000000000
-1295234036718477/1953125000000000 7309353691932959/9765625000000000
-1675970403297589/1953125000000000 501453006994553/976562500000000
-2759085668518751/9765625000000000 234193933944711/244140625000000
37562589599247/38146972656250 6811207831664483/39062500000000000
-8194503531882451/9765625000000000 5312018778825149/9765625000000000
875779062467823/976562500000000 -8641420025649277/19531250000000000
635355962086489/976562500000000 1483235811120271/1953125000000000
482627185642967/488281250000000 2963667668254739/19531250000000000
2441330563852231/2441406250000000 -4921299815104837/625000000000000000
1417411955584587/2441406250000000 993907418438073/1220703125000000
-5599821242790543/19531250000000000 -2338909096042733/2441406250000000
-502037820859801/1953125000000000 4718749365596873/4882812500000000
5232714665542221/9765625000000000 -8245370147521841/9765625000000000
1812512831120459/1250000000000000000 -976561473373597/976562500000000
-967935352176279/2441406250000000 8965324874467357/9765625000000000
6097732495038991/19531250000000000 -1159686422091667/1220703125000000
186454530271769/610351562500000 4649395576974369/4882812500000000
287230527222311/305175781250000 -3299397347058473/9765625000000000
-631958996710331/1953125000000000 4620149545808739/4882812500000000
-6164345030416897/19531250000000000 -4633239801346317/4882812500000000
4939293064425571/9765625000000000 -4212208911733321/4882812500000000
4117139743103913/4882812500000000 -525014980582859/976562500000000
-4270610295828271/4882812500000000 -4734446371571577/9765625000000000
-8084803109353241/19531250000000000 -1777936121590121/1953125000000000
-4323317069066507/4882812500000000 4539069257226391/9765625000000000
2410583508756369/2441406250000000 309375241259821/1953125000000000
-305175174434271/305175781250000 -124637342791781/62500000000000000
2900940835146493/4882812500000000 7855291256506233/9765625000000000
89961186669667/305175781250000 -4665838192946739/4882812500000000
