500
1501452362242143/1953125000000000 -3122837321193749/4882812500000000
-8380075116054807/9765625000000000 5014157226284793/9765625000000000
4838214006325839/4882812500000000 2633759713105873/19531250000000000
-37124689784459/38146972656250 8982583288146979/39062500000000000
-754070373241059/976562500000000 1551314339129767/2441406250000000
-4826776779226083/4882812500000000 5900963087117923/39062500000000000
6381682508586969/9765625000000000 -7391992965379507/9765625000000000
-8061741989978313/9765625000000000 2755709878037123/4882812500000000
-84170975364773/152587890625000 -4072722767639169/4882812500000000
-5106573720760639/9765625000000000 -520255107476813/610351562500000
995984664154821/1953125000000000 1680092799339789/1953125000000000
102038756115591/305175781250000 -35951432019447/38146972656250
-4771075151022151/4882812500000000 -1661767589780637/7812500000000000
-944754161146201/4882812500000000 -479054250426329/488281250000000
-2297845301483837/4882812500000000 8616673344302871/9765625000000000
1214139227853469/1220703125000000 -4045444856462569/39062500000000000
-3271801408333121/4882812500000000 289961911480367/390625000000000
5311827435627079/9765625000000000 8194627565346973/9765625000000000
-6063645838552869/19531250000000000 -1160384374805763/1220703125000000
-3427770213547123/4882812500000000 6954782318167941/9765625000000000
-2381704131202627/2441406250000000 4292877143931537/19531250000000000
-8535640079561319/9765625000000000 4744499981326953/9765625000000000
-97784317090591/488281250000000 -4783898059456213/4882812500000000
-2385507236261007/2441406250000000 8311067563259917/39062500000000000
-8788193079001823/9765625000000000 -1703412764860447/3906250000000000
-839662290422597/976562500000000 1246599260108597/2441406250000000
1298399180645877/3906250000000000 230259268188517/244140625000000
-2196343002671599/2441406250000000 -426434875150627/976562500000000
333266740753871/390625000000000 1273546508099591/2441406250000000
-65316948727411/152587890625000 -4412840675586599/4882812500000000
-4671329158466551/4882812500000000 -2842915266705241/9765625000000000
1142077006927009/1220703125000000 3448141339408557/9765625000000000
3424466985126833/9765625000000000 114318946311133/122070312500000
-5630400411653963/9765625000000000 7979099124905761/9765625000000000
296264981541581/1220703125000000 2368411433933667/2441406250000000
234041713332343/390625000000000 3909371094032049/4882812500000000
2437161735400537/2441406250000000 28779960415891/488281250000000
-71264210873399/305175781250000 4747814175575507/4882812500000000
-176107067250597/244140625000000 -338177146713283/488281250000000
-4727844238188029/4882812500000000 4881551834551809/19531250000000000
-4863952872634339/4882812500000000 -1714971080565059/19531250000000000
-3786248774614691/9765625000000000 2250440954809659/2441406250000000
8838957576033659/9765625000000000 8304278562211697/19531250000000000
-2613558316101521/9765625000000000 -4704698305124399/4882812500000000
-8141721291848447/9765625000000000 5392569521711023/9765625000000000
2215512184417279/2441406250000000 -8205248030815943/19531250000000000
-4877327149403401/4882812500000000 7404234920443581/156250000000000000
93429786640379/781250000000000 1211942564223001/1220703125000000
4742507287298203/4882812500000000 -4648410549991791/19531250000000000
-1173794222157051/1220703125000000 -1072469119636837/3906250000000000
5423414049346483/39062500000000000 -96710440436237/97656250000000
-470498409523687/488281250000000 1044599850269747/3906250000000000
-2737635649007731/9765625000000000 -2343512090510563/2441406250000000
4808109780956761/4882812500000000 1701691211029981/9765625000000000
-97517830576023/97656250000000 8316288989083463/156250000000000000
-244276175386891/305175781250000 -5853587052594189/9765625000000000
601867747819021/610351562500000 1622580185769373/9765625000000000
4871763575331811/4882812500000000 -5252719249490897/78125000000000000
2898300521669067/19531250000000000 -965750460326829/976562500000000
1179059095833477/1220703125000000 158063094931351/610351562500000
-4880238840070847/4882812500000000 -5072456662869683/156250000000000000
6796358671749673/9765625000000000 1402525442843131/1953125000000000
5326013334101397/19531250000000000 4697760826496719/4882812500000000
4784113638569459/4882812500000000 -7814303207467457/39062500000000000
6209052159245829/19531250000000000 185180289946383/195312500000000
-1223249064727347/1953125000000000 -3806539595936077/4882812500000000
-5501592086343117/19531250000000000 -4685097458151129/4882812500000000
-7072647246005577/78125000000000000 972552479780459/976562500000000
4866019103699113/9765625000000000 8466952800332613/9765625000000000
-5577870310016001/9765625000000000 8015908834640461/9765625000000000
4881249470152761/4882812500000000 -494150103343311/19531250000000000
-2422048174216079/4882812500000000 -8479514267204887/9765625000000000
6544121634366683/39062500000000000 4813804008857973/4882812500000000
-246188615870177/488281250000000 -8433498550838529/9765625000000000
4823079808317909/4882812500000000 47588694854333/305175781250000
-3828441974339629/4882812500000000 606131667520209/976562500000000
-94887806240529/97656250000000 -923512764110883/3906250000000000
1184629010018873/1220703125000000 -4713085864872019/19531250000000000
-277115058714501/488281250000000 -8040542850709053/9765625000000000
1041175353434279/1220703125000000 -2548944888492553/4882812500000000
7012374099985053/9765625000000000 3398309915328641/4882812500000000
2826778067560407/9765625000000000 -4673776775729251/4882812500000000
-4380901194658269/4882812500000000 -8625137803233523/19531250000000000
-4835966210812961/4882812500000000 -2699003425063661/19531250000000000
-8428838644136569/9765625000000000 -493174520344827/976562500000000
97656029853933/97656250000000 5308358014965857/2500000000000000000
-595152974442921/610351562500000 -2165738561237573/9765625000000000
1005139342068329/1220703125000000 -1385367853548237/2441406250000000
-5583527732695873/19531250000000000 4679035321387813/4882812500000000
6992083198058571/19531250000000000 2279598714391441/2441406250000000
-5807638891602077/19531250000000000 582744262985263/610351562500000
1586593095916739/3906250000000000 4461906720101799/4882812500000000
4853765579791901/4882812500000000 -4254447886783107/39062500000000000
-76290798936671/76293945312500 -5676109947189847/625000000000000000
-3349962315372033/4882812500000000 -7104818194927579/9765625000000000
-5548883973782691/9765625000000000 8036001386642651/9765625000000000
1957237125790081/2441406250000000 2918689645007187/4882812500000000
-4944649457605513/9765625000000000 -8421275044910153/9765625000000000
4589776711790607/156250000000000000 305044090021767/305175781250000
-6510009864747979/19531250000000000 -143862366519861/152587890625000
1349105350332743/1953125000000000 353076834708871/488281250000000
-965811373137149/976562500000000 5780340187246401/39062500000000000
