500
6387952143894667/9765625000000000 3693287798423531/4882812500000000
-476194963701721/488281250000000 2159345794140357/9765625000000000
-5533013814436959/9765625000000000 8046936669930661/9765625000000000
1011616849459453/1220703125000000 5465513519658307/9765625000000000
4689238582188513/4882812500000000 1088969988044383/3906250000000000
-1039066634633211/1953125000000000 -8268974837331731/9765625000000000
342682266446159/488281250000000 434790616570361/610351562500000
-1617813075625213/2441406250000000 3656854019440837/4882812500000000
4645943109215281/4882812500000000 -1502354996693957/4882812500000000
-8221576977897949/9765625000000000 -658752415046847/1220703125000000
-4807730444838001/4882812500000000 -3411945790739471/19531250000000000
-781620773083553/2441406250000000 -4625811688611343/4882812500000000
7254807692283753/9765625000000000 3268608151362193/4882812500000000
3495679366266829/19531250000000000 -300248087659607/305175781250000
-6534026517395927/9765625000000000 -453605043609801/610351562500000
113770452595967/2441406250000000 -4877507872532927/4882812500000000
2374380286483049/2441406250000000 -2272558849226081/9765625000000000
-4857509855326861/4882812500000000 7943092243139263/78125000000000000
5463086374207213/9765625000000000 4047286711754447/4882812500000000
3639078158038663/9765625000000000 -2265564799894153/2441406250000000
-1216469309686263/1220703125000000 1300226619485753/15625000000000000
-2613734277255741/9765625000000000 -4704673866712851/4882812500000000
7338830412708861/39062500000000000 959172975283753/976562500000000
5098409380898269/9765625000000000 1665816957836527/1953125000000000
5357153441678071/19531250000000000 -4695547316107149/4882812500000000
7127387742372513/9765625000000000 -6675910096047059/9765625000000000
7017907554732069/19531250000000000 -2278358441797153/2441406250000000
-519594729627463/1953125000000000 -94137115190667/97656250000000
-1193770469090087/1220703125000000 2040049983908423/9765625000000000
-2380668768173363/2441406250000000 -865895245445107/3906250000000000
-9314300752499/19073486328125 8522019404985121/9765625000000000
5509214345451261/9765625000000000 -4031624639537361/4882812500000000
-8178063716260611/9765625000000000 2668646918075089/4882812500000000
-1481707232558523/3906250000000000 180716163772667/195312500000000
4158584569788029/4882812500000000 5117824649624941/9765625000000000
-4807933585122399/4882812500000000 -3407362736682609/19531250000000000
-1939957396099529/4882812500000000 -35006994986231/38146972656250
-7091880011836381/39062500000000000 1200416652987309/1220703125000000
-2427073105683037/9765625000000000 4729607483192847/4882812500000000
4184871793369917/4882812500000000 -157230746824297/305175781250000
3214188339259707/4882812500000000 -1837855491457583/2441406250000000
4273129844504821/4882812500000000 -2362672055567267/4882812500000000
-3070917080670583/9765625000000000 -1158776967891893/1220703125000000
-38146960233197/38146972656250 -8070474925227883/10000000000000000000
-2717247557446921/78125000000000000 4879858232568543/4882812500000000
2284051377718957/2441406250000000 -55187663557527/156250000000000
264697819259459/305175781250000 4860137618155957/9765625000000000
302512250483737/305175781250000 -2574833639103011/19531250000000000
2722341258567561/4882812500000000 -4053481957781117/4882812500000000
-8938817990168667/78125000000000000 -4850746220757977/4882812500000000
8981955723542709/9765625000000000 1916500914488653/4882812500000000
4542663366857339/4882812500000000 7162197925853313/19531250000000000
-2440291488377393/2441406250000000 4721243732287313/156250000000000000
4638680975460563/9765625000000000 -8593606370350299/9765625000000000
-4651624036292467/4882812500000000 1187737812183797/3906250000000000
7540102140588027/9765625000000000 -3102994172977321/4882812500000000
1157339290859557/1220703125000000 -621084234348857/1953125000000000
1801820243965641/2441406250000000 -3294788785931299/4882812500000000
152587024926349/152587890625000 -16842545213361/5000000000000000
4397398055219411/4882812500000000 8489756890850329/19531250000000000
7294771756845311/9765625000000000 6492590904728017/9765625000000000
8733466861565609/19531250000000000 -8734933931353393/9765625000000000
-18355874355567/38146972656250 -8560715787145191/9765625000000000
-1619317032315859/31250000000000000 609531578049827/610351562500000
2147384301445299/2441406250000000 -929242319981727/1953125000000000
4633136523616329/4882812500000000 -246623475992107/781250000000000
1239963908415033/4882812500000000 -188909914683097/195312500000000
2268188949687861/4882812500000000 8648046438050649/9765625000000000
4874503469971127/4882812500000000 -911150938918413/15625000000000000
-4617838372459877/4882812500000000 -3173280117476783/9765625000000000
1193245435564567/1220703125000000 -4119229439058677/19531250000000000
-3514672495323463/4882812500000000 677906635482291/976562500000000
-519110031855437/610351562500000 5136319109668819/9765625000000000
4792973608266959/4882812500000000 -7458737268412817/39062500000000000
-4828464560975271/4882812500000000 -1452980238767381/9765625000000000
7439293110829251/9765625000000000 3163240018232629/4882812500000000
-71589125408003/76293945312500 -16881487278269/48828125000000
-1485169141085151/4882812500000000 93029308355001/97656250000000
-4141428937712083/4882812500000000 -2586585444951939/4882812500000000
3499637370017573/9765625000000000 -91170154063159/97656250000000
-1051224050753891/1953125000000000 -8230469702182223/9765625000000000
2330553519296641/4882812500000000 -8581463325995233/9765625000000000
-2910217764775573/19531250000000000 1207076075824741/1220703125000000
-1458524686690143/9765625000000000 4828046638624683/4882812500000000
-8383499630128507/78125000000000000 -4854617872027089/4882812500000000
4322125177266407/4882812500000000 4543607316745619/9765625000000000
-3863008799069863/4882812500000000 5972945982834623/9765625000000000
712666701880899/9765625000000000 -973958612121969/976562500000000
8448160806661123/9765625000000000 -979714460961353/1953125000000000
-6127669942342243/312500000000000000 -610234212659677/610351562500000
4873855792940201/4882812500000000 -591227941760189/9765625000000000
1492020993478353/2441406250000000 7729773950183983/9765625000000000
-256298896953541/390625000000000 -921206145312813/1220703125000000
661513952796811/1220703125000000 8207373892845011/9765625000000000
-4858529695865013/4882812500000000 -1945444338156521/19531250000000000
73497729738591/152587890625000 8558106249115593/9765625000000000
8865990418688873/9765625000000000 8188197734872333/19531250000000000
2350242502795481/4882812500000000 -8559957497139781/9765625000000000
-4876908251755909/4882812500000000 7681587443363701/156250000000000000
2376361805121073/2441406250000000 -4478350044028461/19531250000000000
-3553645146134233/4882812500000000 -6697302168937237/9765625000000000
462658256435349/610351562500000 -1592363614748311/2441406250000000
4616798146486083/4882812500000000 1589664362297563/4882812500000000
-4522996256460053/4882812500000000 -57489492706791/152587890625000
-1526636351949489/1953125000000000 -6091138470210959/9765625000000000
-904018541471039/976562500000000 1477429080979931/3906250000000000
-954241827331169/976562500000000 -8303912463692889/39062500000000000
7593065314027431/9765625000000000 -122821481472157/195312500000000
472392751857377/488281250000000 -1235462144065011/4882812500000000
4341261516057299/4882812500000000 8940072804496513/19531250000000000
-6317371706629411/19531250000000000 -5775423933327/6103515625000
-3956179276939411/4882812500000000 -715476390197093/1220703125000000
-5331438609899871/9765625000000000 -4090941028342193/4882812500000000
-2407524001917349/2441406250000000 3242642455587697/19531250000000000
516075246343219/610351562500000 5214020973226149/9765625000000000
1727277341532451/1953125000000000 -4558536637599803/9765625000000000
-4724610278345253/4882812500000000 4931394330873397/19531250000000000
1151708256334401/1220703125000000 -6473264878640491/19531250000000000
-6584359749655313/9765625000000000 -7212048136815507/9765625000000000
3139021898619017/4882812500000000 -7480213748322039/9765625000000000
-8863475994963659/9765625000000000 -2049769799717031/4882812500000000
-7899269827444089/9765625000000000 2870930503941903/4882812500000000
-2389931823458681/2441406250000000 -7979018193373317/39062500000000000
4880953779544221/4882812500000000 8621755459268423/312500000000000000
1147528828314471/1953125000000000 -7902333284878931/9765625000000000
-749028828731207/976562500000000 6266020508550911/9765625000000000
8329767230809241/9765625000000000 -5097294333385267/9765625000000000
-2105689051601651/2441406250000000 1235531503242229/2441406250000000
-6352761515707141/9765625000000000 -7416862730641259/9765625000000000
8761291301720067/9765625000000000 4313607117834133/9765625000000000
-64467827019757/390625000000000 -481585580894557/488281250000000
-8648132930260873/39062500000000000 -1190411194332581/1220703125000000
4765278748461177/156250000000000000 -4880541183575809/4882812500000000
1686131760883609/7812500000000000 -953546963438839/976562500000000
-4709703681278911/9765625000000000 -8554888828919571/9765625000000000
-485254873185291/488281250000000 -8684753944593729/78125000000000000
6841941696049947/78125000000000000 -4864051591630819/4882812500000000
3280641136687313/19531250000000000 -12033597503039/12207031250000
2287115018093141/2441406250000000 -6833186648944979/19531250000000000
-6928741483869641/9765625000000000 1720464564629437/2441406250000000
1981153128553831/4882812500000000 69731786291327/76293945312500
1217326741600439/1220703125000000 29033230848263/390625000000000
8114496880269309/39062500000000000 2388149328119753/2441406250000000
4286865718171551/9765625000000000 -10968008447511/12207031250000
957087487206883/976562500000000 3881126549766949/19531250000000000
-1145054781312073/1220703125000000 676869343358497/1953125000000000
6918609078073483/9765625000000000 -1378408938819307/1953125000000000
-3052653474097417/9765625000000000 1159530740265391/1220703125000000
1659849265039337/1953125000000000 -5146838065680163/9765625000000000
-3871621394823547/4882812500000000 5950598519577951/9765625000000000
-959672566202303/976562500000000 7233575280309053/39062500000000000
587333212116069/610351562500000 1328306658367403/4882812500000000
4795474121242979/4882812500000000 1471030865879953/7812500000000000
4642885143246193/9765625000000000 4295667852245119/4882812500000000
-5947974604195709/39062500000000000 -120646877240439/122070312500000
5170186728952551/78125000000000000 -609013554373689/610351562500000
4880659776633573/4882812500000000 -927846716330943/31250000000000000
-945754779259959/976562500000000 -973424584963387/3906250000000000
-1623388199547941/2441406250000000 911739440726839/1220703125000000
810609689330073/976562500000000 544597326444459/976562500000000
915174909160509/976562500000000 6815546993435051/19531250000000000
-723396308281519/976562500000000 -3280137564077609/4882812500000000
-4882807115825297/4882812500000000 7425221785555097/5000000000000000000
-4020191160852113/4882812500000000 -2771267027978861/4882812500000000
-2091684598759709/2441406250000000 -251818983942871/488281250000000
-4460368256298193/19531250000000000 -2376890174092727/2441406250000000
-4594579226376979/39062500000000000 -4848918610084857/4882812500000000
-120363094740623/122070312500000 -6510145137758819/39062500000000000
-4234592102204973/4882812500000000 4862134361820749/9765625000000000
-2105031452630447/2441406250000000 -61832577598213/122070312500000
3764714348205851/4882812500000000 -310946680100773/488281250000000
8644672545736209/9765625000000000 -4542804003874661/9765625000000000
1976835909572197/2441406250000000 5730737145135767/9765625000000000
-4660861678975643/4882812500000000 1164330212848599/3906250000000000
-5573276137272143/19531250000000000 -4679799138719877/4882812500000000
-4521140626809691/4882812500000000 -7376877759884191/19531250000000000
8555486190008031/9765625000000000 -4708618448463079/9765625000000000
1426769446033831/2441406250000000 396221828040979/488281250000000
-6150613689013251/9765625000000000 7585339998256359/9765625000000000
-1750545623574643/7812500000000000 1189664415960291/1220703125000000
7261530030240821/9765625000000000 -81621854132081/122070312500000
926017852898517/976562500000000 -6202104562790627/19531250000000000
6309941124563761/9765625000000000 -465832900923359/610351562500000
4638670886599779/9765625000000000 -8593611816136253/9765625000000000
-2231162005419613/2441406250000000 991151140397363/2441406250000000
2790067403973961/9765625000000000 -4679288287814371/4882812500000000
-1313651736223419/3906250000000000 2299210817257569/2441406250000000
-1210855695778689/1220703125000000 -2475847020027401/19531250000000000
-7133352167172349/19531250000000000 4545499239781021/4882812500000000
-4833628918473431/4882812500000000 5530363539029899/39062500000000000
6903759630927673/9765625000000000 -55255354621393/78125000000000
-18577848278849/24414062500000 1584013892243289/2441406250000000
970971797044109/976562500000000 8347679246807129/78125000000000000
4652713720028071/39062500000000000 606006547705291/610351562500000
-8400234392209303/9765625000000000 199212424498349/390625000000000
7058127282105969/9765625000000000 3374547040352839/4882812500000000
5271585134532319/9765625000000000 -513785817676319/610351562500000
-3587259130736331/78125000000000000 -4877662412775581/4882812500000000
-7001765520103333/9765625000000000 3403774053977331/4882812500000000
-301819399807757/1220703125000000 -147850281602943/152587890625000
3036022377687669/78125000000000000 4879124134194939/4882812500000000
-4831665526014759/9765625000000000 -848660355415201/976562500000000
-4879280971565433/4882812500000000 371349488626201/9765625000000000
