500
-784996845708013/976562500000000 2904540706526249/4882812500000000
378606116910211/2441406250000000 -4823742068468103/4882812500000000
-195311193027131/195312500000000 142903403566243/39062500000000000
294389151416927/305175781250000 5146843626658629/19531250000000000
-7074115556659583/39062500000000000 -4802076040860197/4882812500000000
601679477215679/2441406250000000 -2366103608094229/2441406250000000
22617240469973/39062500000000 3981086809397607/4882812500000000
-2886251843330989/4882812500000000 -7876905028505731/9765625000000000
4556725778460131/4882812500000000 -7017815147264179/19531250000000000
3150690086331241/4882812500000000 -1865141408181313/2441406250000000
1168572744566941/1220703125000000 -705843778863433/2441406250000000
2731722708324709/4882812500000000 8094331091567571/9765625000000000
4637350908968463/4882812500000000 6114683255568511/19531250000000000
-4514903064412307/4882812500000000 3718875221954407/9765625000000000
486278065187507/488281250000000 3534716888516853/39062500000000000
-4843610615557793/4882812500000000 -4939921392165511/39062500000000000
-8831803098670767/9765625000000000 8334671119350647/19531250000000000
95753376704737/97656250000000 -7673685046476491/39062500000000000
-8683032372589043/9765625000000000 1117261732350451/2441406250000000
4676242038798813/4882812500000000 2810422249219477/9765625000000000
8063386766855091/9765625000000000 1101802622772903/1953125000000000
-1574279455026903/3906250000000000 1787486591556717/1953125000000000
4522880914008771/9765625000000000 -8655112932730583/9765625000000000
-5515847229444361/9765625000000000 4029356678865001/4882812500000000
2397350224245663/2441406250000000 3693682215661399/19531250000000000
488058190416141/488281250000000 -4722378999478603/156250000000000000
6667973096150059/39062500000000000 962229520774221/976562500000000
75308825064297/76293945312500 3128514390366059/19531250000000000
-2494582013046853/4882812500000000 2098744773092917/2441406250000000
4841751271450243/4882812500000000 2527615589653467/19531250000000000
-7859543309156643/39062500000000000 -2391477777002423/2441406250000000
-4806161256121121/4882812500000000 -861784132086741/4882812500000000
-5881444531316287/9765625000000000 7795899041526561/9765625000000000
1154557021911189/1220703125000000 -1268404286500563/3906250000000000
4860307415339463/4882812500000000 -299687979256921/3125000000000000
-2391876153020243/2441406250000000 31313791010339/156250000000000
922623151094549/4882812500000000 958970790612949/976562500000000
4321602470576099/4882812500000000 1136398917245481/2441406250000000
-1182874111141963/1220703125000000 -482460245856261/1953125000000000
-7621848167897711/19531250000000000 -899134524234297/976562500000000
-4068630677398479/9765625000000000 -4438853344377267/4882812500000000
-1290354548524803/1953125000000000 3665448816930841/4882812500000000
-971112766528443/976562500000000 -8242062301817023/78125000000000000
3842867411392201/4882812500000000 -3012345924460877/4882812500000000
1411315291298177/2441406250000000 1992147993018341/2441406250000000
6499292710449303/9765625000000000 -1822200350958381/2441406250000000
-4757392666554573/19531250000000000 2367873985702657/2441406250000000
3072066809546623/9765625000000000 -463491739835531/488281250000000
-2940315790374307/9765625000000000 -4656231703145273/4882812500000000
3015204174437379/4882812500000000 3840625170022669/4882812500000000
-8087642654837503/9765625000000000 547334156875651/976562500000000
3816159550744939/4882812500000000 -3046109681776813/4882812500000000
6010745370639571/19531250000000000 -36295593352167/38146972656250
-2322519679554273/2441406250000000 6020587695550949/19531250000000000
-4858339266958083/4882812500000000 -7812154260260071/78125000000000000
-488116517617621/488281250000000 -2029190690515707/78125000000000000
3047814921153631/156250000000000000 1220470873511027/1220703125000000
4882054534857781/4882812500000000 1376504914881049/78125000000000000
-100131317797397/122070312500000 -5585627493489679/9765625000000000
8623706764345667/9765625000000000 -4582478945200271/9765625000000000
-11483693056184/19073486328125 3898625962575309/4882812500000000
5502718056797983/9765625000000000 -8067684031245549/9765625000000000
-240063911338119/390625000000000 -481486369251011/610351562500000
-330299455134963/488281250000000 -28094693853973/38146972656250
73668015027491/122070312500000 7786833916094841/9765625000000000
6841516454229099/9765625000000000 -6968578351940767/9765625000000000
3106870855156717/9765625000000000 -578639248076099/610351562500000
-5132232092283299/9765625000000000 8308286549678121/9765625000000000
27672251808131/39062500000000 -3446296440830973/4882812500000000
7527203681854201/9765625000000000 -6221626505384711/9765625000000000
-4012106859730311/4882812500000000 2782958220358551/4882812500000000
-3308569093629059/4882812500000000 -7181985369753641/9765625000000000
4882724643533041/4882812500000000 -7498508718227687/1250000000000000000
2310133126272149/4882812500000000 -1720704174414943/1953125000000000
-697026575970427/1220703125000000 -2004265523103871/2441406250000000
-5129968621587823/9765625000000000 1038710540632511/1220703125000000
2299334213452837/2441406250000000 -6565493565040967/19531250000000000
-1668201784807447/1953125000000000 203155120121571/390625000000000
92100352357019/97656250000000 6493899474970173/19531250000000000
-4881721058294557/4882812500000000 -330351286050953/15625000000000000
-8478831504204201/39062500000000000 -4766399851062439/4882812500000000
4881384879304119/4882812500000000 -1889055315728913/78125000000000000
-4070219737404883/19531250000000000 -4775608847647987/4882812500000000
8356769835895539/9765625000000000 505290308144649/976562500000000
-2439402789870437/2441406250000000 -3164362568174507/78125000000000000
-2434545372549819/2441406250000000 1170575685586743/15625000000000000
-536855096440693/2441406250000000 -4763297632088391/4882812500000000
1341686809767119/4882812500000000 4694862555459231/4882812500000000
38020652820177/38146972656250 1270518323970043/15625000000000000
-2432576516047823/2441406250000000 -1659609035631163/19531250000000000
-8233392584120879/78125000000000000 -1213905321988051/1220703125000000
4778551889757657/4882812500000000 -8029145895497597/39062500000000000
8230199727063031/78125000000000000 -4855642432011383/4882812500000000
