500
-2260301976874609/4882812500000000 -865630241696603/976562500000000
1514352270367093/1953125000000000 6167322082677033/9765625000000000
-2723755769504907/39062500000000000 1217731970954229/1220703125000000
-6907741092659133/9765625000000000 -6902937391966801/9765625000000000
7718268928339513/19531250000000000 -4485379382730133/4882812500000000
4171552372942843/4882812500000000 507543444838023/976562500000000
4303179071495157/78125000000000000 975079986693291/976562500000000
4662591544004853/4882812500000000 -5799445496156599/19531250000000000
-7622468492136439/19531250000000000 8991213775804789/9765625000000000
-3137072475607319/19531250000000000 1204854281330071/1220703125000000
-579631454644527/7812500000000000 2434677525064333/2441406250000000
-3344695656154997/4882812500000000 7114736503301901/9765625000000000
-4715350873456263/4882812500000000 2535605687287761/9765625000000000
6163219713820671/9765625000000000 7575100949809003/9765625000000000
94883369839121/97656250000000 -462120889826497/1953125000000000
-600795699205193/610351562500000 6885150120844233/39062500000000000
7788953920155529/9765625000000000 1178127810898611/1953125000000000
5660637020678071/9765625000000000 795767680675421/976562500000000
-8449027492681779/9765625000000000 -1224269324651761/2441406250000000
178955703404381/195312500000000 1564842340338887/3906250000000000
-2135926346204787/2441406250000000 472996088123753/976562500000000
5808820824590161/9765625000000000 -1570032257865203/1953125000000000
8091624087425701/9765625000000000 5467453819504761/9765625000000000
-3520641352730869/39062500000000000 1215735049129969/1220703125000000
-4380252464946559/4882812500000000 -863040787308303/1953125000000000
1173955906825381/15625000000000000 486901127075801/488281250000000
-2431990824106019/2441406250000000 856832389707021/9765625000000000
3745162171801829/9765625000000000 4509467594614957/4882812500000000
3141070843810743/4882812500000000 -1869193132364759/2441406250000000
342197859331669/610351562500000 8086407834028887/9765625000000000
2434261997330673/2441406250000000 597235280539623/7812500000000000
-1093383844546313/7812500000000000 -4834756490219621/4882812500000000
1877160287013441/2441406250000000 -3122008157836029/4882812500000000
186646320718431/195312500000000 1438341844478087/4882812500000000
-3238672702498023/9765625000000000 -1151618635108857/1220703125000000
4791500268334609/9765625000000000 1701869052767273/1953125000000000
908526597666059/4882812500000000 -4797544927511319/4882812500000000
8838811654946903/9765625000000000 129764059363673/305175781250000
-243493056587693/244140625000000 -284321471677979/3906250000000000
-8186996381172201/9765625000000000 -5323581679217319/9765625000000000
1811915465228779/2441406250000000 -3272568914112483/4882812500000000
6176593975263347/78125000000000000 -1216882113473601/1220703125000000
3403233191422937/156250000000000000 488165416298983/488281250000000
-2386491684168771/4882812500000000 -8519745383883149/9765625000000000
-4463997459570573/78125000000000000 609354384250681/610351562500000
-515946419545347/610351562500000 -1304320954394451/2441406250000000
-7264682112418363/9765625000000000 -6526241295426769/9765625000000000
-6748568981257649/9765625000000000 7058629353198261/9765625000000000
4824368425734227/4882812500000000 6025690083951699/39062500000000000
180195009997819/195312500000000 1883602105696673/4882812500000000
4882808841242767/4882812500000000 306045993382583/250000000000000000
-1706666182531383/2441406250000000 -349156413026759/488281250000000
-4520256046017219/4882812500000000 -3692773043987963/9765625000000000
-1479813220344627/1953125000000000 6373480404218453/9765625000000000
6123561347935887/19531250000000000 4636618669492387/4882812500000000
1204717153803643/1220703125000000 -1575262745647523/9765625000000000
-843480251000963/4882812500000000 480940734148477/488281250000000
591459270882103/610351562500000 -964362583086129/3906250000000000
-988489917707413/1220703125000000 -5729942698355341/9765625000000000
3879223325111263/4882812500000000 -1482690485575881/2441406250000000
-7587725288345023/9765625000000000 -6147670826356469/9765625000000000
3046628301378629/4882812500000000 1526298209572167/1953125000000000
-82456652244647/97656250000000 327015604598753/610351562500000
-3925922073831721/78125000000000000 -4876643457302289/4882812500000000
-4279510776961363/4882812500000000 -2351094515332763/4882812500000000
71783564048357/78125000000000 -240877956213847/610351562500000
3248906116887809/4882812500000000 729012124832097/976562500000000
7596576365705331/19531250000000000 -1799338084081219/1953125000000000
8924539985662013/9765625000000000 -3964847750537829/9765625000000000
8927215634753793/9765625000000000 -3958819603269697/9765625000000000
4179303779973177/156250000000000000 2440532764738147/2441406250000000
953695357284767/976562500000000 -1050469917462309/4882812500000000
-3515677608999023/4882812500000000 -6776981292504551/9765625000000000
3715446256487223/9765625000000000 451560878386791/488281250000000
1797407018129949/4882812500000000 -4539954396393587/4882812500000000
2241683876478973/19531250000000000 -4850544943357101/4882812500000000
1728399815671857/19531250000000000 4863655779347501/4882812500000000
-6225179831272953/19531250000000000 2314076701107041/2441406250000000
-263658300758321/305175781250000 -1229414375130731/2441406250000000
-8513579940022287/9765625000000000 -4783972015540551/9765625000000000
-3743618019007043/9765625000000000 -4509788126076179/4882812500000000
-7880723743495967/9765625000000000 -5767289217589483/9765625000000000
-4583619423565981/4882812500000000 -6731764571123873/19531250000000000
2437858910897667/2441406250000000 1683986218005563/31250000000000000
1165605866872771/1220703125000000 -46412856921583/156250000000000
8984076233061061/9765625000000000 -7656057961946831/19531250000000000
1760612880859879/7812500000000000 -594650830480667/610351562500000
8320001697400589/9765625000000000 -255660924839309/488281250000000
-1114223865586949/1953125000000000 8020602288764661/9765625000000000
1602176597145717/2441406250000000 -1473715224398013/1953125000000000
2433598038103311/2441406250000000 -6243286640405729/78125000000000000
-7932326771741571/39062500000000000 298817360737123/305175781250000
-5335523552083059/9765625000000000 -2044804698280987/2441406250000000
2078128389734323/2441406250000000 -1025076581980267/1953125000000000
-4467922906697503/4882812500000000 -1969650428366411/4882812500000000
-7740921862005547/9765625000000000 -5953617418590951/9765625000000000
6652252927028089/9765625000000000 3574736446070927/4882812500000000
-8925748744002143/9765625000000000 7924251636481309/19531250000000000
-8604872782864471/9765625000000000 4617747939346977/9765625000000000
4803452309770869/9765625000000000 1700520832549627/1953125000000000
968441944350269/9765625000000000 4858743454872053/4882812500000000
