500
8793018296707621/19531250000000000 -8719985031470309/9765625000000000
-6494662193971851/19531250000000000 -4604950390264079/4882812500000000
-8818852296527273/9765625000000000 524334039113257/1220703125000000
1420691116158341/1953125000000000 6701369296818687/9765625000000000
-696870484692373/976562500000000 3420693803787717/4882812500000000
-1205487772094633/1220703125000000 -6148277737077757/39062500000000000
6484969448489823/9765625000000000 -7301547979214997/9765625000000000
-608071196572009/610351562500000 3373504136397581/39062500000000000
-1525269513714237/1953125000000000 -6099692976205719/9765625000000000
2350100972075657/4882812500000000 -1712022585421363/1953125000000000
-1086982050592083/39062500000000000 -305057605371031/305175781250000
-669845730647057/976562500000000 -7106201612255033/9765625000000000
-7045270468730103/9765625000000000 676251400464831/976562500000000
6386464966900001/156250000000000000 4878732101598381/4882812500000000
-2352970870935973/2441406250000000 -651147109389169/2441406250000000
-8801493265655713/9765625000000000 1057743705229501/2441406250000000
6563180215475527/9765625000000000 723132747839673/976562500000000
2750068277240293/4882812500000000 -8069444189204819/9765625000000000
-7639053486131691/312500000000000000 4881353403540143/4882812500000000
-1554437252779417/3906250000000000 2239778334602101/2441406250000000
-5533964997011527/9765625000000000 -20115706402659/24414062500000
-7752126541167723/9765625000000000 5939020603630531/9765625000000000
6808034378366101/9765625000000000 3500646352590129/4882812500000000
-5360471279258411/19531250000000000 -469531065417099/488281250000000
4864943628565757/9765625000000000 1058446349103121/1220703125000000
5164215812091003/9765625000000000 8288444165630499/9765625000000000
193788792100093/244140625000000 -742471360251989/1220703125000000
1633868609724593/1953125000000000 -5350632279884373/9765625000000000
6341131851350963/19531250000000000 4618304433219257/4882812500000000
-916919843003579/2441406250000000 -2262680374919391/2441406250000000
-2019874121036723/4882812500000000 8890886670140921/9765625000000000
-6298918826530077/19531250000000000 2310956742412399/2441406250000000
1977988735146617/2441406250000000 -2862184509197231/4882812500000000
2156580029593741/2441406250000000 -457755752076851/976562500000000
-364951387077313/610351562500000 -7827574069827343/9765625000000000
3027781033681947/39062500000000000 -1217030617401811/1220703125000000
1188031796967769/1220703125000000 2244232697785849/9765625000000000
