250
82121225773501686/317373567791589064 3735511449950277021/3781223343015982863
5189781177291494120/7728790459642429262 5622306147402494071/7767165113655923038
6001802881278627953/7143395653673598464 6153329577654351486/6785969063104107057
5714548462234658450/8807932336704882555 2683613074005418474/6551073613303130383
866096568932271851/5403327447732800303 95097742261254874/1739877826373902682
1321528708085285763/6089766231558622346 5910101997272742560/6584738127626373322
3905019233294769812/6934083935950794054 7163403770361809741/8968320806432676532
760562538399463906/8768139130892247201 4655882930788626932/6172834438596019517
2591166376707646929/7753817810533272819 515420157466039564/5977752991802383776
1495541087136310534/4861566187439467867 3979010242204873632/8354417621545954350
5162569904717799161/5463347925793569532 2480390200557512186/3719404297253571698
7385524756669073178/8444657803578280493 683432429744564678/5707573222537799069
2788676207051533108/4502294411939929105 717380271710027607/6283545755069703095
94065345595468371/6732683159041895329 633072600554349864/6935672326618684058
440154119536994896/9146738509631105737 2527348175263550404/6766882625600560744
751258889527199498/2889989007511294646 3165746203251858838/5649153806347626136
1411532820970497900/7689888130633841130 8577188758292481035/8678947269631062926
966810588067371765/5982260484244941439 1523402790182135755/5967423125825323996
6551718317056038217/9165861541291695778 1413451042368369333/2096975995052577419
3237668966277780324/4018992282143340208 7050995622764312493/7202565879742251657
2637878234253123034/4655188930274942699 1293003832592466604/4373957973359035103
1673350605968583233/7090087596603952503 2943330471206073596/4223844238080235870
5483484574977326796/6091225168494044042 2300448814835850385/6268190300978962474
2079416912190969766/8792254962638415820 5762878686142502178/6760711926999590999
3862921519777293875/4219470157548202348 2928734419282437060/3714922089772463453
743645050707953149/8782810476441677684 2294354772518386402/3527152283274819778
3584609768540194423/5056168912697239526 3787091332263391890/9146503851507090287
1523211002997754456/8367483881275165695 8264160389105673655/8797267478780585046
1445788996548684290/8921959867326480772 59585026758116588/7864202999710301639
1821885017521705201/8453903637718833683 507555676248464307/5068991057569622547
2997219168031293456/8297670585330503132 3271375027268560952/5093831303319005577
4418881494562248360/4772422656033890247 4058400885128252882/8587117165560611381
6562777931568904539/8632908043435497074 995750787942665208/3483262588010047577
5572416777040512426/6012190619328428960 1872028797088906051/3190543566206275928
15942539743460757/969056938733486795 3940850209188293435/9011542768339677168
1040386992868742872/6533109862929919408 77717926265428120/2513366941311783532
1815366068217475339/3552865094134943669 192843733278992005/2438728602665398254
2930385590077082749/7967807571054920225 399530740335608531/6845760945684743367
976343336469223454/4627458819981678321 7942492107648174041/8315937647213546389
382897800018683505/3305482504695202867 2044276351905644879/4129985246978455603
44195423039681008/7530995994279439215 2765806668724847263/3373909752273543163
2931968011866345279/3400807991505912924 7225054212533190268/9090319924364832869
4235065475075144668/6345214120743167032 4594846753782643780/8121940611979259781
1719359997245781100/3773362094212433289 872229859867965511/5741156568462267150
2410632896279978467/4936039572884323160 5755384217558459875/6384559220227689677
2938765197969267731/8541765209952666579 4465507429633746265/6284343142167126795
3219613850797331061/5916857815246102919 3381646038560149614/4615619117059404456
2893985352046203747/4610642522240659169 432448638793018108/8116370354817791413
3633313117625507385/5730390939796623502 401164010908104518/8956021476263090591
3737692366684785753/8550804935508199175 4996479422897695244/9097934344384929988
4994050376611719550/8056849115649756685 2669034882488166658/3662512702857499350
2076786577018584568/2360986098626449688 1533484933806441052/8932703288822099159
3043826717316199106/5036040931220341560 2411506978353833035/8080596730057995196
2941123612380649138/4942671652251998548 1978156533297102189/2894904034273617680
5225325281542258637/6654488543535935917 1146134623770288337/8422742796315264120
5318831797737551247/7127206350643789919 4660138189530668067/5744025995405212348
1034584499495675441/7744996473813144438 488221788283048319/4152754663218950763
3974994815463910542/8786911890621760140 5167652859122848979/7440899412668532968
2311051025024010223/6814977293386602001 2039659450215474955/7482794282504863402
5008686009923861825/5139935661880847723 5618080540572303278/7501775072802100166
5560322843647158712/5955009141179570021 6866794919009249424/7400328369248041200
5840648694164515714/7325271946910023742 411152535518352609/2473425759093013329
6321711460490843234/8180662062911904424 532759687033087963/4752405604698199295
6445928782491224496/7766006804940601439 2560829100073798821/7052100348703973349
874960202948692577/5161987268083110896 3853196909469214611/8924379479231325747
