5000
1208241161552983/1220703125000000 -5567394441908801/39062500000000000
4756481398772061/4882812500000000 1765622012217383/7812500000000000
-7839840890371753/39062500000000000 2391730382569261/2441406250000000
-6286229875585371/9765625000000000 -3736667820128079/4882812500000000
1208819825814941/1220703125000000 5437246183127749/39062500000000000
-4993081794481503/9765625000000000 -8392649512176853/9765625000000000
2520026191797017/4882812500000000 4182263251256821/4882812500000000
-8776064503973771/19531250000000000 -8724253813143443/9765625000000000
1217254958552549/1220703125000000 -366747548354407/4882812500000000
2385327982052553/2441406250000000 -1664845617677463/7812500000000000
-4828672211537731/4882812500000000 5800869362043263/39062500000000000
2411827070070687/2441406250000000 6062177279905877/39062500000000000
-1759378976884913/2441406250000000 6770583541449831/9765625000000000
4882731479198059/4882812500000000 7200894599951709/1250000000000000000
-520402489210601/610351562500000 1275681960801213/2441406250000000
5623410782899647/78125000000000000 2435073486957141/2441406250000000
4472857960591749/4882812500000000 -7833670480205067/19531250000000000
-4908931127553327/39062500000000000 -2422051446342589/2441406250000000
7509624302214879/9765625000000000 -390177115632523/610351562500000
-4987696718004129/9765625000000000 4197925472475537/4882812500000000
1474702612568927/9765625000000000 -4826817891870051/4882812500000000
-8239218974263917/9765625000000000 163824834804689/305175781250000
-5790355684923/6103515625000 -3087910476090513/9765625000000000
-2364479523410039/9765625000000000 947505505123847/976562500000000
1725723673217227/2441406250000000 -1381556752359993/1953125000000000
1148816376901657/1220703125000000 1320701104657867/3906250000000000
-6971134298853953/9765625000000000 1709728016161617/2441406250000000
289291700114629/390625000000000 6562116792134779/9765625000000000
932933291756331/1220703125000000 -6297944261512449/9765625000000000
-2677599483238103/4882812500000000 163327004099233/195312500000000
-6225748099964529/39062500000000000 -602549710824829/610351562500000
1870991047281203/4882812500000000 -2255063769117729/2441406250000000
-221017771378651/488281250000000 1741584215989003/1953125000000000
2831209586201877/4882812500000000 3978204392581513/4882812500000000
-848275687797481/1953125000000000 2199121139482739/2441406250000000
-5636843252776137/9765625000000000 7974548876535721/9765625000000000
1939394318289671/2441406250000000 -741487382853681/1220703125000000
-4797830180379827/4882812500000000 -7256152017780137/39062500000000000
-2441328101410223/2441406250000000 5000714797605457/625000000000000000
-4825480225545753/4882812500000000 5968442359065077/39062500000000000
-602952922616611/610351562500000 -37898396703351/244140625000000
-737477576053981/976562500000000 6401571222940463/9765625000000000
4655544961244553/4882812500000000 -5889324611853827/19531250000000000
4517111338383569/4882812500000000 -185406662954783/488281250000000
-8954691618886637/9765625000000000 487033906212943/1220703125000000
904104194800591/976562500000000 -230717225250807/610351562500000
8643088831229873/19531250000000000 -8757378917489659/9765625000000000
2333439182532229/2441406250000000 -1148802294106217/3906250000000000
-8000305917757907/9765625000000000 -700028312629577/1220703125000000
-7086947499315221/39062500000000000 1200445100310433/1220703125000000
-962742861004301/1220703125000000 -6003957643927979/9765625000000000
3120352065223289/4882812500000000 -1502278850238557/1953125000000000
1912690149417723/9765625000000000 -2394121029116759/2441406250000000
1093167258508593/2441406250000000 -436598205331349/488281250000000
-5967625437943633/9765625000000000 -3865063979840213/4882812500000000
-11426714288833/12207031250000 -3435514517493417/9765625000000000
2379651925431913/2441406250000000 -8730213341023021/39062500000000000
8900797589234081/156250000000000000 4874883642669423/4882812500000000
-2512781034301521/4882812500000000 -2093310140889951/2441406250000000
3926526637634181/39062500000000000 -971616338509557/976562500000000
-202064312379933/12500000000000000 2441087244890417/2441406250000000
364321636650967/610351562500000 -3917540247975219/4882812500000000
-966793906648053/976562500000000 -5511276944512341/39062500000000000
-192788184388527/195312500000000 250399823185281/1562500000000000
-6068890316542037/9765625000000000 7650882430570169/9765625000000000
-4418201989199207/4882812500000000 8315141940140213/19531250000000000
180315999151627/195312500000000 3752703394288061/9765625000000000
-8190564312184791/19531250000000000 -1773088781788619/1953125000000000
1503331143975937/1953125000000000 3117182960199201/4882812500000000
1256041670474899/1953125000000000 -7478396532104367/9765625000000000
4330028292543893/4882812500000000 -70521999669801/152587890625000
4914530175449639/9765625000000000 8438887651534409/9765625000000000
8638276455584099/9765625000000000 2277477306008033/4882812500000000
2439119660301027/2441406250000000 -3380472528892263/78125000000000000
4809406576231907/4882812500000000 6747876914839663/39062500000000000
4727598416922053/4882812500000000 610669943273851/2441406250000000
-7893005399351999/312500000000000000 -976250952633207/976562500000000
-722163833326303/976562500000000 -1314767985983397/1953125000000000
-2433116794264663/2441406250000000 3216244488470397/39062500000000000
2470492595347251/19531250000000000 2421796830670213/2441406250000000
-8672805516753973/9765625000000000 -8977722675419831/19531250000000000
5997972725284883/19531250000000000 -4646867558832231/4882812500000000
4516059092356509/4882812500000000 -742651270462831/1953125000000000
4602500366475341/4882812500000000 6522390097809973/19531250000000000
234354685935651/244140625000000 2737159390431767/9765625000000000
-780593717681603/9765625000000000 -973437748849617/976562500000000
-4569002356458007/4882812500000000 -3444459537772177/9765625000000000
-4882324782926777/4882812500000000 8833506352937207/625000000000000000
1027801864156047/7812500000000000 2420186499666443/2441406250000000
721069374748813/1220703125000000 3939898630541901/4882812500000000
-4861402075931683/4882812500000000 -7308126173551177/78125000000000000
-6483530955875291/9765625000000000 -1460565068524259/1953125000000000
2322034813567521/4882812500000000 8590695486335597/9765625000000000
-3606548952552483/4882812500000000 -82290121532747/122070312500000
4899628893165781/19531250000000000 295417211624117/305175781250000
-4527764785223301/4882812500000000 456974011832733/1220703125000000
3518976526847179/4882812500000000 -3385064565655257/4882812500000000
-347406711847487/390625000000000 -8929791037353159/19531250000000000
7225331346684777/78125000000000000 -4861885489740987/4882812500000000
-117438013839979/122070312500000 666175382063479/2441406250000000
-150939038582129/152587890625000 -5727029533568597/39062500000000000
-4395105544048491/4882812500000000 -2127182447941517/4882812500000000
-6994397264590623/9765625000000000 -6815118380902287/9765625000000000
148408581384641/195312500000000 -3174297720328111/4882812500000000
-5269026977134053/19531250000000000 -4701775471010483/4882812500000000
4729163184633817/4882812500000000 -4861067344952763/19531250000000000
117010140422193/122070312500000 -1113024325789767/3906250000000000
-4232739082577753/19531250000000000 -297923168716919/305175781250000
7341115666117991/9765625000000000 -6440143819613193/9765625000000000
1634412827768041/2441406250000000 -7254415688080013/9765625000000000
-4987994218374443/9765625000000000 -419783710135613/488281250000000
-6706047480009713/9765625000000000 -709903928968423/976562500000000
1196810966713559/1220703125000000 769063459300053/3906250000000000
4871109250482921/4882812500000000 -5405835780347831/78125000000000000
3580505080477007/39062500000000000 -48622572073361/48828125000000
-6064698251532701/19531250000000000 -4641451562283319/4882812500000000
-4605896460125671/9765625000000000 -2152805574117569/2441406250000000
-2434211001976397/2441406250000000 2996799376235989/39062500000000000
4747191910280873/4882812500000000 -4571261317614801/19531250000000000
-424933611975519/4882812500000000 -30401794596219/30517578125000
94162493106369/195312500000000 8555757936653393/9765625000000000
-1218248341603347/1220703125000000 4952085583683383/78125000000000000
3023089498561557/9765625000000000 580370172566047/610351562500000
-845299730565487/976562500000000 4890221691418141/9765625000000000
-2238456792319557/4882812500000000 4339489497518653/4882812500000000
-152465783649809/152587890625000 624968780612813/15625000000000000
-406244953040213/488281250000000 5417882140870827/9765625000000000
-4882229953022653/4882812500000000 -4827058014079127/312500000000000000
243885493504337/244140625000000 -892675380322797/19531250000000000
4334943749783719/4882812500000000 -2247247337603789/4882812500000000
856039280706563/1220703125000000 6961897990736289/9765625000000000
-1642607999925783/19531250000000000 -608189203253543/610351562500000
-5151704831259547/19531250000000000 4709894265626333/4882812500000000
-1043341007461941/1220703125000000 -202778943041397/390625000000000
884383046432867/2441406250000000 -2275594670568813/2441406250000000
7339798483287221/19531250000000000 -4524910805662601/4882812500000000
