5000
-3145257390501041/4882812500000000 -1493945854850427/1953125000000000
-208808856834879/7812500000000000 4881068142871437/4882812500000000
-3374489494038871/9765625000000000 -4582037000484781/4882812500000000
-1314191273123909/2441406250000000 4115028930728931/4882812500000000
-1109051007448929/1953125000000000 8038505968930911/9765625000000000
3905475545514763/4882812500000000 -5861439643480913/9765625000000000
5663178295661081/9765625000000000 -7955868477556567/9765625000000000
-5438622128359157/19531250000000000 1172422565252549/1220703125000000
4860758145289769/4882812500000000 -1483392999414331/15625000000000000
485855183826413/488281250000000 -3889118728403069/39062500000000000
-299797891327623/305175781250000 3650515240712199/19531250000000000
4740651121173343/4882812500000000 -37428851091819/156250000000000
-4814474399583827/4882812500000000 6512482369889751/39062500000000000
-2426418120268753/2441406250000000 8643530133377669/78125000000000000
-8961357253292259/9765625000000000 485114481003763/1220703125000000
6319565192157881/9765625000000000 1489033611745437/1953125000000000
-4872737855149911/4882812500000000 -2508018566378401/39062500000000000
5765403238927727/9765625000000000 246315737444601/305175781250000
-18381082486943/38146972656250 267411572458023/305175781250000
2398962198699883/2441406250000000 7252163867943829/39062500000000000
-4636115156054489/4882812500000000 1532414490259771/4882812500000000
-3368910541153889/4882812500000000 -1767222373942967/2441406250000000
-6229847850703321/19531250000000000 4627760813284779/4882812500000000
1912107925425063/2441406250000000 -47437332829351/76293945312500
951358644061987/976562500000000 -8817350783521107/39062500000000000
-2786426451807581/9765625000000000 -233991531990599/244140625000000
-3605508869105349/9765625000000000 -4537833663639173/4882812500000000
1675876030850589/1953125000000000 -5015318521403889/9765625000000000
-8403281764515713/9765625000000000 2487583527581671/4882812500000000
-4882385423627641/4882812500000000 -2066537430557689/156250000000000000
4590586231735041/9765625000000000 -2154848453047651/2441406250000000
967256735221331/976562500000000 -5379773166254791/39062500000000000
-151514816575629/152587890625000 -2312250909578907/19531250000000000
-1299707534257817/1953125000000000 728947458843651/976562500000000
-1135360007951153/2441406250000000 -864538918025947/976562500000000
563357517433729/1220703125000000 -1082933251375943/1220703125000000
-5889734417653641/9765625000000000 -7789637997373891/9765625000000000
-1431074201390799/3906250000000000 -1135833931515433/1220703125000000
828036336888697/1220703125000000 7175388799731321/9765625000000000
-8394735357655811/9765625000000000 2494787060830461/4882812500000000
1214094569649173/1953125000000000 -1529925371243117/1953125000000000
7140646679569781/19531250000000000 -2272391676323817/2441406250000000
-2243759307709977/2441406250000000 7698347444916347/19531250000000000
8629720245679587/9765625000000000 4571144290211461/9765625000000000
-4542067809876151/4882812500000000 -7168238746741761/19531250000000000
-4809235145224053/19531250000000000 946494828142819/976562500000000
2389453190760459/2441406250000000 4007815777831899/19531250000000000
-7683881759612939/19531250000000000 2244533942669069/2441406250000000
3388775390258321/9765625000000000 -2289700212295877/2441406250000000
4855403530829319/4882812500000000 4133101212147093/39062500000000000
-2419931893004343/4882812500000000 -4240965402284799/4882812500000000
-2288651869147731/2441406250000000 6800174583103157/19531250000000000
1358449643919857/2441406250000000 -811426303983111/976562500000000
21348626775221/30517578125000 -3489169379859849/4882812500000000
1216098668154309/1220703125000000 -169480325309721/1953125000000000
4881936990730119/4882812500000000 591753590134541/31250000000000000
567062085648981/610351562500000 -7224464808301997/19531250000000000
-1609434848305693/4882812500000000 -921988663253849/976562500000000
5730751999757461/39062500000000000 -4829980246736387/4882812500000000
4763304533610389/4882812500000000 8589436601753891/39062500000000000
6767456137592877/39062500000000000 2404488351626687/2441406250000000
4452781427546463/4882812500000000 -1602916435731527/3906250000000000
6442436979743433/9765625000000000 7339103310531833/9765625000000000
2797748209587537/4882812500000000 8003614899757729/9765625000000000
3199232957333063/4882812500000000 7377470134096157/9765625000000000
7544127794719117/9765625000000000 6201094053275717/9765625000000000
-752831559233829/976562500000000 6220281021206453/9765625000000000
-1471701833156781/9765625000000000 482704685483029/488281250000000
-3040207135390743/39062500000000000 -608500182719053/610351562500000
4880637317305649/4882812500000000 4663365948505667/156250000000000000
-5735878047730423/9765625000000000 -1975903822656059/2441406250000000
-7859726458691619/9765625000000000 -5795871947789039/9765625000000000
556620855547399/1953125000000000 936064966868577/976562500000000
-4164389333273609/4882812500000000 2549454724264237/4882812500000000
-648702632080513/19531250000000000 -122002963504227/122070312500000
964447527420871/3906250000000000 2365823557498643/2441406250000000
-557888138515963/610351562500000 -3961086065190023/9765625000000000
-4768828446702181/4882812500000000 8390978607358011/39062500000000000
-7828278008861517/9765625000000000 5838278432603241/9765625000000000
-953831886627601/976562500000000 -8378930572208497/39062500000000000
-121209035669003/19531250000000000 4882718472660569/4882812500000000
4422539146904339/4882812500000000 -8278169270320479/19531250000000000
-5486932525675919/9765625000000000 4039214128370291/4882812500000000
1770677765917963/1953125000000000 -412127866962661/976562500000000
-976379986214441/976562500000000 604146886415263/31250000000000000
-4880989315901243/4882812500000000 -8538954786459927/312500000000000000
-4873198355720817/4882812500000000 4900173279056651/78125000000000000
1126478894475293/1953125000000000 31162858028791/38146972656250
990599326527441/2441406250000000 8925628226021913/9765625000000000
-4732114828891959/4882812500000000 -4814888835829251/19531250000000000
966849719294257/976562500000000 -1373897256233751/9765625000000000
-3268455600644599/4882812500000000 -7255082603739589/9765625000000000
-605469404610773/610351562500000 4930837594041281/39062500000000000
5155306212285529/9765625000000000 -8293988756816303/9765625000000000
1147811765184127/1220703125000000 -1662019355312877/4882812500000000
3621482014367279/19531250000000000 -4798141532029057/4882812500000000
-1283881037525927/1953125000000000 -919907168190583/1220703125000000
-473828557057481/488281250000000 4716791726313633/19531250000000000
462658986814409/976562500000000 -344004878645897/390625000000000
4271218746633083/19531250000000000 -4764624965441339/4882812500000000
-1616926621365623/4882812500000000 -4607320936430997/4882812500000000
4562367425930097/4882812500000000 -3479460521959249/9765625000000000
-4171444362934277/4882812500000000 507578952956093/976562500000000
-1275548416113127/4882812500000000 36822355618697/38146972656250
7110986649461501/9765625000000000 -6693377362124841/9765625000000000
-448526328848881/976562500000000 8674666845104747/9765625000000000
8130746349971443/9765625000000000 2704551507785119/4882812500000000
2432467062619567/2441406250000000 1669844865800379/19531250000000000
-8318938599069069/9765625000000000 -639368490015047/1220703125000000
4733007154885073/4882812500000000 -2400417615301937/9765625000000000
-1718503478449133/9765625000000000 -300413415398757/305175781250000
-1057208338885919/4882812500000000 -595873419317527/610351562500000
-96952744035009/97656250000000 2340158867637207/19531250000000000
-4458251287240051/19531250000000000 -475390446121871/488281250000000
365085687563667/7812500000000000 -2438739041867683/2441406250000000
25107932181593/76293945312500 2305412418831203/2441406250000000
-7751769542027157/9765625000000000 -5939486560968473/9765625000000000
4864656408108227/39062500000000000 4844800731649489/4882812500000000
-942829990745741/1220703125000000 3101451861138977/4882812500000000
-2334216879485993/2441406250000000 572375282240167/1953125000000000
8263471089151351/19531250000000000 -8848513605703217/9765625000000000
-8288385835011421/39062500000000000 -4771630955612789/4882812500000000
-333296701870769/390625000000000 5092960776102377/9765625000000000
-4835245235158751/4882812500000000 43513478383397/312500000000000
