5000
7573316962590717/9765625000000000 3082705865986921/4882812500000000
7016429507391517/9765625000000000 679243318763097/976562500000000
-7388705214659599/9765625000000000 -6385488774673951/9765625000000000
-1893350314244913/9765625000000000 -2395081629978581/2441406250000000
4743318972235361/4882812500000000 2317570312019317/9765625000000000
-4834990500540149/4882812500000000 -5453657971484583/39062500000000000
1628656756740003/1953125000000000 2695104861538479/4882812500000000
3496926147061241/9765625000000000 -911805566788361/976562500000000
-4836176644495213/4882812500000000 -2692963790013579/19531250000000000
-673651232091881/2441406250000000 938650818572287/976562500000000
593320775604021/610351562500000 -4581645421987869/19531250000000000
-4220535419788893/78125000000000000 2437841063031759/2441406250000000
-538099341037929/610351562500000 -2304473965426217/4882812500000000
-93091063432989/97656250000000 2950927096655761/9765625000000000
-103044263004403/488281250000000 4772844633585321/4882812500000000
8575103898376563/9765625000000000 -2336398123858179/4882812500000000
-4869478540041761/4882812500000000 28848476782417/390625000000000
486657019219171/488281250000000 6366964229883187/78125000000000000
8586257038323819/9765625000000000 -465227059751039/976562500000000
-925733842616159/4882812500000000 -2397127174494053/2441406250000000
7365959884819951/39062500000000000 4795214967198459/4882812500000000
7554744922589429/9765625000000000 -3094077439045209/4882812500000000
-7162568844378779/9765625000000000 -1659537570947089/2441406250000000
-2437735388559631/2441406250000000 -535322749796219/9765625000000000
1816380154787/1953125000000 -717955708188851/1953125000000000
-4504403917213481/4882812500000000 7538915848579927/19531250000000000
-190173884411681/195312500000000 -8901384934992067/39062500000000000
880094602956063/1220703125000000 1691803309173233/2441406250000000
3656546938773483/4882812500000000 -1617986587915867/2441406250000000
-7011883289255633/9765625000000000 6797126185269963/9765625000000000
1000970613690941/1220703125000000 -558955568845723/976562500000000
4607982644970323/4882812500000000 3230079784654587/9765625000000000
-5651324055554691/39062500000000000 4831442335545859/4882812500000000
-118301264932933/122070312500000 -120397469017627/488281250000000
-950498408408509/976562500000000 5602850391717/24414062500000
-6116475885901441/19531250000000000 -72456299264003/76293945312500
4478763694664501/4882812500000000 3889747383834297/9765625000000000
-299729184084057/305175781250000 7347103742759941/39062500000000000
301109719012817/1953125000000000 -2412218313458143/2441406250000000
7871056515415573/19531250000000000 -279297124516337/305175781250000
6270503627872217/19531250000000000 -1156081931729939/1220703125000000
-4724912063938509/4882812500000000 -4926765913991997/19531250000000000
2309132284283799/156250000000000000 -976455852338527/976562500000000
5028193299464781/39062500000000000 -968438233185659/976562500000000
1146831995894019/1220703125000000 267648958451469/781250000000000
1217122282115423/1220703125000000 -5979624415369309/78125000000000000
1972698291629123/9765625000000000 -1195537882939807/1220703125000000
8480315489741433/19531250000000000 4398536516252817/4882812500000000
-6680788672753551/19531250000000000 -917655694245543/976562500000000
-1914576763738611/2441406250000000 -6059518519871029/9765625000000000
4814901066563757/4882812500000000 -3246131554597107/19531250000000000
4880020012191261/4882812500000000 -5283643908092071/156250000000000000
4277767800234169/9765625000000000 -8778845840308663/9765625000000000
-2582030653347659/4882812500000000 828854043009487/976562500000000
-277526355149001/305175781250000 -8123559015869987/19531250000000000
3795914419406639/4882812500000000 6142602585450897/9765625000000000
-73805283696171/195312500000000 1130192059777233/1220703125000000
5754349089054677/9765625000000000 -7890177323857849/9765625000000000
2420496397436891/2441406250000000 -5101508295467947/39062500000000000
4654630077886369/9765625000000000 8584978187430679/9765625000000000
-4443053413134717/4882812500000000 2025125743796713/4882812500000000
2304847770312263/2441406250000000 -6440577530504673/19531250000000000
-6201040955077431/9765625000000000 -3772085719932587/4882812500000000
-5306888411893933/156250000000000000 -487999538087557/488281250000000
1194705803826113/1220703125000000 -320752169924387/1562500000000000
464565746578673/488281250000000 -6012952181065493/19531250000000000
8783085780893137/9765625000000000 8538111221130301/19531250000000000
-557804018707341/610351562500000 7928235334396607/19531250000000000
7302172565845647/19531250000000000 905742792382461/976562500000000
-4836228632460873/4882812500000000 -5382939121167983/39062500000000000
-3289966312910841/4882812500000000 -7216087463457769/9765625000000000
-1148617262472669/4882812500000000 -1186447857432693/1220703125000000
6963140610325943/9765625000000000 3423525393561973/4882812500000000
-2262212399361937/4882812500000000 8654305973405229/9765625000000000
-4081404056044093/4882812500000000 -1340149137359633/2441406250000000
100984966526613/305175781250000 2303865190461167/2441406250000000
-292729259155541/305175781250000 5521029764417173/19531250000000000
-3392033033015929/19531250000000000 1202152754023207/1220703125000000
-1272135350768727/1953125000000000 7410075767071359/9765625000000000
3181339730829453/4882812500000000 7408356208283247/9765625000000000
3681874388124851/4882812500000000 6414252536414979/9765625000000000
-7291937432474941/9765625000000000 1623943505049817/2441406250000000
1733751325108731/2441406250000000 6875546023667103/9765625000000000
4875363570103739/4882812500000000 -215685651946087/3906250000000000
-1666255694315881/2441406250000000 1784392456467737/2441406250000000
-5487363343445381/19531250000000000 -187445610804711/195312500000000
-2467007467272241/4882812500000000 -4213755102824469/4882812500000000
