5000
7465690776186037/19531250000000000 564002496632667/610351562500000
-4831101381480437/4882812500000000 22679792072733/156250000000000
165694341665119/195312500000000 -2585096443608633/4882812500000000
-5378207080622859/9765625000000000 20378039687149/24414062500000
-4513563275674251/19531250000000000 2375320613619167/2441406250000000
-631863194883001/4882812500000000 -605219572927727/610351562500000
1020194459086977/15625000000000000 -304524588524289/305175781250000
-1367628599099371/2441406250000000 -8089555233721621/9765625000000000
1243438426734301/1953125000000000 -1882716680983197/2441406250000000
2405246657555763/2441406250000000 1339623326567717/7812500000000000
1202914066095021/1220703125000000 1661110355886261/9765625000000000
1393979680615317/3906250000000000 4561320003664581/4882812500000000
-6094751554999461/9765625000000000 -7630297184478247/9765625000000000
3311500733239529/4882812500000000 1794144699007741/2441406250000000
3934527857538709/4882812500000000 -5783199269749611/9765625000000000
-4750100591259443/4882812500000000 18090632505987/78125000000000
-5795917432164491/19531250000000000 -1165716430197729/1220703125000000
-148902345250811/1953125000000000 194744071981763/195312500000000
7124618786814269/19531250000000000 284147201732157/305175781250000
-8062705088105923/19531250000000000 -8894696639356663/9765625000000000
2395496754352199/2441406250000000 7539715049081689/39062500000000000
-7342680790319023/9765625000000000 1287671859630473/1953125000000000
-973385935269919/976562500000000 3148113701874229/39062500000000000
8375434120126049/19531250000000000 8822157188889921/9765625000000000
1464501677481407/4882812500000000 -931602763989253/976562500000000
2396286686500011/2441406250000000 -14599958316837/76293945312500
-1451708073345813/1953125000000000 -6533071512327849/9765625000000000
7688928823960569/625000000000000000 -2441221494176523/2441406250000000
-2421477296969603/2441406250000000 1245228832302551/9765625000000000
2282124685392733/2441406250000000 -693914760349221/1953125000000000
-1215318192206073/1220703125000000 183252820875927/1953125000000000
4726608304608361/4882812500000000 -2450332095829887/9765625000000000
-2376979851784713/2441406250000000 139290896541327/610351562500000
4194737998683127/9765625000000000 440941052644877/488281250000000
1168239181767481/1953125000000000 39130506639707/48828125000000
-578479702587407/610351562500000 -6228934890135739/19531250000000000
-4307537486742649/4882812500000000 -4598686208239511/9765625000000000
-1467428973498219/2441406250000000 3902366812731487/4882812500000000
-2371842182833339/2441406250000000 2314576893590513/9765625000000000
991823229685253/1220703125000000 -5692958741134059/9765625000000000
-7440093059202051/39062500000000000 -4793426360522967/4882812500000000
8840385137160787/19531250000000000 17416007498539/19531250000000
-4043581371346503/4882812500000000 -2737025320207283/4882812500000000
8070175350949459/9765625000000000 5499063688079341/9765625000000000
-2288220714575731/2441406250000000 6809454316701001/19531250000000000
6138994940077499/19531250000000000 -927068589275091/976562500000000
7832857417216747/9765625000000000 -2916066542543979/4882812500000000
-788964421312047/1220703125000000 -298072959451111/390625000000000
8329560814583429/156250000000000000 4875869405311477/4882812500000000
-8331048673293363/9765625000000000 -5095199666729647/9765625000000000
-2392172548052837/2441406250000000 3902614326885697/19531250000000000
595500830807479/610351562500000 428223975534821/1953125000000000
3872024080917143/78125000000000000 -2438405892263747/2441406250000000
7513274389835063/9765625000000000 6238440476887917/9765625000000000
-238116799635409/244140625000000 4311869761878149/19531250000000000
4235240246363793/4882812500000000 2429937852237503/4882812500000000
-4811476769278977/4882812500000000 -6652755020747347/39062500000000000
-8413938624430271/9765625000000000 619640375350713/1220703125000000
-7817451352541697/156250000000000000 -4876697416263957/4882812500000000
4878871857122589/4882812500000000 -6276187331480397/156250000000000000
35170710603521/78125000000000 1090008863012653/1220703125000000
3835643434576701/19531250000000000 -598466110612823/610351562500000
6393435973885489/9765625000000000 1476365917900463/1953125000000000
-2034471859640227/2441406250000000 5398353422844561/9765625000000000
-3874008501902937/39062500000000000 4858740455961143/4882812500000000
1090953081093271/2441406250000000 4368196814426823/4882812500000000
-4926910223951571/9765625000000000 -8431665747985179/9765625000000000
-5265449432588903/78125000000000000 974341978856183/976562500000000
2559103596922397/19531250000000000 -484071737544343/488281250000000
-2262077678636383/2441406250000000 1469449140523919/3906250000000000
7511137528369677/156250000000000000 2438583759121561/2441406250000000
2376738599895007/2441406250000000 4465534541320199/19531250000000000
-2170659136240721/2441406250000000 4469815909934097/9765625000000000
4871339698604003/4882812500000000 -5352411367411267/78125000000000000
4858225090669559/4882812500000000 -1566062079325351/15625000000000000
4747041183077371/4882812500000000 -571720630274009/2441406250000000
-2825200125127397/4882812500000000 -1592989750783671/1953125000000000
5324721566687849/9765625000000000 -8186255058198119/9765625000000000
2338948858220233/2441406250000000 -5598758240434857/19531250000000000
4152459005766619/4882812500000000 -5137681234013629/9765625000000000
-8653501091132391/9765625000000000 226298202082979/488281250000000
2408452123406417/2441406250000000 1599113988673397/9765625000000000
-8328690039643537/9765625000000000 -5099054212711171/9765625000000000
2317196715090157/4882812500000000 8595919332737281/9765625000000000
926815615886597/31250000000000000 244033227979891/244140625000000
11558671157276/19073486328125 3884077707399939/4882812500000000
4842016229451621/4882812500000000 -1007792669323103/7812500000000000
-4521923463675201/4882812500000000 -7369196535655621/19531250000000000
6086197948846089/9765625000000000 -95464019864887/122070312500000
4878496304384241/4882812500000000 6568323949374457/156250000000000000
-248871110832837/390625000000000 -7527078650521967/9765625000000000
1777103790703353/1953125000000000 4051541011432481/9765625000000000
8771742517650027/9765625000000000 107307865638649/244140625000000
-6050213089355577/19531250000000000 4642632928467763/4882812500000000
-1146341964005781/4882812500000000 -949268307944927/976562500000000
719748205611821/1220703125000000 7887523879761829/9765625000000000
-6660651548900897/9765625000000000 7141649150213771/9765625000000000
-4869725355132681/4882812500000000 2858059489756087/39062500000000000
-6463910693037657/9765625000000000 7320197414896571/9765625000000000
-8585749352395587/19531250000000000 -8771468443486797/9765625000000000
931582235560957/976562500000000 -732414051243811/2441406250000000
-206407784810173/305175781250000 -3596552440993197/4882812500000000
-777793740234063/976562500000000 -5905177508415449/9765625000000000
5795657952435443/9765625000000000 -3929942128676859/4882812500000000
-2852143844459627/4882812500000000 3963222602966847/4882812500000000
-3761697831716109/4882812500000000 -3113115374190069/4882812500000000
-2209861764254761/4882812500000000 544265113665911/610351562500000
166567378333781/390625000000000 -8833289276227/9765625000000
-271679714256953/488281250000000 -8114399841339417/9765625000000000
702918128608629/976562500000000 -211851128098301/305175781250000
1414695523941209/2441406250000000 -7958995968919467/9765625000000000
4689208025452473/4882812500000000 -5445270981963519/19531250000000000
-1801217707485631/19531250000000000 607750512048533/610351562500000
-2767720939203689/39062500000000000 2435270315986417/2441406250000000
-5131507450258147/19531250000000000 -471127210694233/488281250000000
965695797683633/976562500000000 -2905576895724617/19531250000000000
-6240222299703197/19531250000000000 2313443564975121/2441406250000000
2022741544992843/4882812500000000 8888278697771851/9765625000000000
-8693335843013679/9765625000000000 -8897942135392573/19531250000000000
-119872807698749/122070312500000 7378558641799829/39062500000000000
-1198499416239167/1220703125000000 -3708248747959101/19531250000000000
3571389292964403/9765625000000000 -1136143491699031/1220703125000000
4642886878717597/312500000000000000 488227356029309/488281250000000
1660250368062731/7812500000000000 -4771281477715279/4882812500000000
-6271063517642297/9765625000000000 935758332169029/1220703125000000
2670677333260211/9765625000000000 -4696672072389/4882812500000
2865659769232911/9765625000000000 1166963378600263/1220703125000000
-324566596447011/488281250000000 -7295892092742753/9765625000000000
-424599187570257/2441406250000000 961680196943141/976562500000000
193779432392667/610351562500000 4630186597900467/4882812500000000
-214975074399123/390625000000000 8153741779548651/9765625000000000
-1336853151541273/4882812500000000 2348120608133791/2441406250000000
1600392676545207/4882812500000000 922618039949723/976562500000000
-1261233900925869/1953125000000000 -7456517807898529/9765625000000000
-685305534574089/976562500000000 1739307765837411/2441406250000000
-4551235864340713/4882812500000000 884323189972859/2441406250000000
-7299639768875299/9765625000000000 405444831352703/610351562500000
-8608782572489687/19531250000000000 -8765822682185881/9765625000000000
-303555851896799/1953125000000000 1205869614635697/1220703125000000
-3765039838684763/4882812500000000 -1554536339497477/2441406250000000
4702668915414717/4882812500000000 -5256254152376447/19531250000000000
4863238584542839/4882812500000000 6988326357027399/78125000000000000
976235728408449/976562500000000 8083525472940257/312500000000000000
-1453023947496747/1953125000000000 3262877060228031/4882812500000000
-6824166531675547/19531250000000000 571883946062591/610351562500000
2077309067567/2441406250000 5130694323918327/9765625000000000
-3648583548698549/4882812500000000 -6489898611942271/9765625000000000
