5000
1968635584497119/4882812500000000 8936740310786241/9765625000000000
-2413691836192287/2441406250000000 5869104407323883/39062500000000000
839865468372227/2441406250000000 4584796821048873/4882812500000000
-7703311586641069/19531250000000000 -1121746540628757/1220703125000000
4290024908049777/156250000000000000 2440485860825011/2441406250000000
-6785622520028149/19531250000000000 -2289326639463921/2441406250000000
-4684865316912009/4882812500000000 5504754123557111/19531250000000000
3712742560390567/4882812500000000 -1268536201480793/1953125000000000
7866185204430057/9765625000000000 5787103072369687/9765625000000000
3517543742955361/4882812500000000 3386553399335649/4882812500000000
3005525535556693/4882812500000000 -153928160725829/195312500000000
-5531643564176003/9765625000000000 1005984834002351/1220703125000000
4163458280114037/19531250000000000 -2385291326914577/2441406250000000
-77736580501633/97656250000000 -5910809771914193/9765625000000000
-8679949606080669/9765625000000000 1790012579912221/3906250000000000
-228673874339057/1953125000000000 2424615151427311/2441406250000000
-3769516315441733/4882812500000000 -6207287542163593/9765625000000000
-4314563572011641/39062500000000000 4852936365350541/4882812500000000
-505983358602579/610351562500000 -546136676023887/976562500000000
-4063948035281531/4882812500000000 -541338499524563/976562500000000
-7544481915554759/78125000000000000 -4859991487271459/4882812500000000
-6438528040194063/19531250000000000 230493723897113/244140625000000
-458985200154591/488281250000000 6663472384949167/19531250000000000
-303063049752311/305175781250000 4588483713732261/39062500000000000
267408769481993/488281250000000 13073522715941/15625000000000
7600666705288261/9765625000000000 -6131663499878927/9765625000000000
217176428938401/9765625000000000 2440802455640083/2441406250000000
8853015309349487/9765625000000000 8244161952084303/19531250000000000
4865778713008549/4882812500000000 -50937373648481/610351562500000
-2828949369765801/4882812500000000 -7959623954297823/9765625000000000
-303503400326737/305175781250000 -8167737878246727/78125000000000000
186928332507679/488281250000000 -451083559451529/488281250000000
-237197138812163/244140625000000 -4624914867775423/19531250000000000
4878787540805313/4882812500000000 1268589813032363/31250000000000000
-4823072427395851/4882812500000000 6091726955142481/39062500000000000
3463896496616927/39062500000000000 -2431788442393277/2441406250000000
4802340633342727/4882812500000000 -3448540401474/19073486328125
525523278789483/976562500000000 -8231036385878763/9765625000000000
5710760012069099/9765625000000000 7921783367725827/9765625000000000
4606571262670359/4882812500000000 6476244729280529/19531250000000000
-283938946061849/488281250000000 -7944740499496479/9765625000000000
-795092715033507/1220703125000000 -7410020000557783/9765625000000000
-652199397765441/1220703125000000 2063736480211717/2441406250000000
74600231578371/76293945312500 -8185141765991161/39062500000000000
1114828151464569/2441406250000000 1737607121576779/1953125000000000
4459173979552093/4882812500000000 795751250604539/1953125000000000
170409384044079/195312500000000 -4771691127359249/9765625000000000
-2920655356785749/4882812500000000 -1956503909850103/2441406250000000
-692306995374313/1220703125000000 -2010797994369953/2441406250000000
4693388706950841/4882812500000000 -336708363760703/1220703125000000
-7181719094200233/9765625000000000 -1323485436151449/1953125000000000
478637614344239/976562500000000 -8512228559790353/9765625000000000
916868718115139/976562500000000 6723870020996887/19531250000000000
-7691688161939/9765625000000 3008544700520189/4882812500000000
-4882321981350777/4882812500000000 2214709937909989/156250000000000000
5990419165673853/78125000000000000 4868437290671543/4882812500000000
-3712506517711003/39062500000000000 -2430355074371491/2441406250000000
1920570614899207/2441406250000000 -1507273362971941/2441406250000000
