1000
2527643968039532759/9137388535261732394 3997013028449468512/5591559470729630240
117411143836961575/3989609633501252752 3981838001303917735/7965718364957667459
6563116165513582215/8318449032907114807 4148503118341182850/4345728944934660756
4073568594283018628/9016170261901114127 3700593559516158356/8336727269554552574
3654358040472803049/4919161346801432240 4288505589268458943/7979761683152474683
5077177227938719770/7487030613792701358 1828525148108492345/5346219560798666074
1268677709496071679/8756007084472531631 2348451711553111403/4076418120052559048
7554523157510859532/8968908187893025416 4479841472293750222/7015693261730279719
1305007584469938308/3150189745935639244 8449509461359375807/8727828397946953938
1195036481125127292/6580461320586942851 2292280913624687073/2434764633668806239
4140428384532920014/4593114341799042714 7228091996733180848/8618219915473908122
3513488067148445740/5777236116971059055 381165600185853689/5446369160107711773
4456594811683666297/5551799504931408625 889785464881222425/6779324383930665414
1623632856288429958/4072973807680130273 799895759046716366/5428102827165954994
7625384360488591418/8594751334384797733 6254808078290442360/7434125570897033462
4661881096056196263/5856428798149557355 832359483995085554/3434934131866878155
1472526322941068139/6279913707067598441 129293571525899922/5425207524031253277
5373690925481437247/7130495657428740788 388613636876444425/6748786956133406777
1873671874357664859/4384011430167497789 2157805284272795475/7827880502470166112
1910645307882687212/7697279984928518702 3981210526250255360/4262969548873993254
7045706352627327701/9127367873454590409 272850914482436912/2683389876324513807
4267549068355672046/8785300073959757184 3842584498919010428/8059823991564212349
2879345100161424516/7542805756032413625 7026551378984843102/7374322678838497426
4537078782456794393/7666492616042519586 749054200885933401/8898604224543612469
4202022407621285184/4959744832642406733 5666433703800804654/7905747131373024925
6202935569469717613/6451059425091138487 6483440875921545173/8661419777725751931
21571618853826916/5630634260154937443 138667605299607554/4347967641595351023
1560584368752319196/9041822090474820528 2139628723414106132/2845433569347243912
2225650956523259998/8950181004449410617 8315021271778314449/9067339285518642165
2490181469037591440/7410142871911657988 1440424105463531002/8837000757863222933
2517672168113053071/4697478504625083890 5433995286380777296/8314847574337526348
1637649566466700796/6063366088270965254 6553718155717946414/9203332867300331850
3640808999526068875/7324706751753478549 258813566849107343/7779860430397542240
474972681417795229/8992943740470809376 2556551952091916297/5148472508532256624
4953260892652981888/7080333542026748706 3822339692054190878/4974982712216125259
3992196862066093494/5367052357400687237 899639373606752068/9176193561918065568
4526097655391085608/8515151593290133064 4188167382536898729/5814115286059553609
141654744078008301/6801797848777530540 4319387773581461809/5966922498375209669
2272505064640051663/4512796758520306553 1991737434683369736/6843236495848455492
8847328409980018862/8869950328161680274 4718430086503414640/8255337101939172118
2438712636847479111/2924950961373153840 943314895154152818/1680527678172693889
321181252403829570/8875858010631173891 537510000189911814/5884040105537394207
1968952510874677601/6698900454334808625 4755172015971238020/8105593276024826466
7995867894773322928/9201595875797621452 3099001899805845417/4154401536322811106
2185019604442338810/6583693462760168958 4553408387144550093/6818619641032836029
5814785052365939496/9016956930831936198 2584930832761988696/3258876147564416118
4860684021728652438/9099922029964553229 2552141123515282214/8900096287146785285
7932469846366916144/8381137386657699148 1617027057226322046/8053385203378953271
2560502347109616803/6646157915034647199 4304296010911792434/5899914055733493994
4678635777180996915/7535889119506336034 181758471799896288/2482848043546751904
2163167084553308185/6844906721411055675 2027291216149605168/6137960915067987277
1509419803979507918/6422394896990944417 6489794955609909249/8142656022967513456
5149971088070103491/7399846247132442476 6471719544533829594/7081221707982612426
886131634893941284/8751797980451004379 4902784769096869437/6805542743034345774
101691101282569817/1184023270982285783 1055130744947989177/3710455490385323199
1687109736427353302/2937091805492155614 3802205634931344906/6495396247728143478
1326800228362056301/4169010022854132573 1434530544683310128/4375819244221077915
5276415516559856838/5818157370541688625 4091012994724836721/7727474661666371131
1722354364797426109/7841383901731402851 3564894615022745799/8388096866948984326
5603539215804327466/7683916528292027231 613198998768493232/8812269588482196945
1233437943525068128/7702907443006467197 4564141478303936547/5043822061620294216
1560413731473072104/8762897239572344025 6612220567236851989/8422383457485500181
577906916510551595/1545849445197671614 2282265651104523331/3244925483524094773
3124086750346096628/8888420400365514001 2626093871306838129/8608057056230827305
2232501333615590334/7571644376124709576 3162263079722136518/7206935743722457457
956312080692802641/2942570673106620320 1855384266537833576/7701565066378023258
3442877290734294257/8533818322158767847 5223804531725803768/8988439996429857634
1327608579787894347/5083534148932754289 3213641848857358277/8677597111179031710
1132713698972387163/6527431800023962628 2205150514112927054/3469184897249627214
509077464318125826/3555581575663922347 2313455413870170697/3074109121594534927
2315595650982643667/4192874611359636027 2053049610217568533/5701333054559097399
4537777831294265084/9056158036018856503 4265150327388799018/5720568022524313065
1673090878790537018/2813518258463696766 2922965926554783873/4794324251239389282
3880109325901824623/9211343530743325876 1698017513634263910/6493537635592267331
3880250118007177599/4275846572175580390 1249430478502637621/2806455641326818706
2353332009993824767/6962524917301802165 6570064560071641089/8306439334037886462
6657678525396663699/9095645054932664539 1010426789487291491/3248798864696350066
1602780659041758582/4573821906324909940 1028397645402477918/6148132477062346141
900587384770337595/8482050083056183174 5697719872058664330/8671016995795006142
4857108978122872631/6715822506513797738 3121416188948551180/8696759210328955925
595900641291767424/6187729057206554661 4321953138041539101/5043888170960756055
2733819358553580242/9093745194158218067 2614885545776584067/6419366766267721290
1137882582842557495/5194289222700447140 500682218078579694/6928940115927439761
1257802909859423535/1333546966325723746 4425978771810643011/6090789100045028842
827500587355386063/9122315401129393504 1872411024289633038/2540486377691345743
1684138669757896354/2198998101849105593 6170274908296530975/7636304247722301678
3754244737790889563/6252968034372196224 1413362947433824191/6215179830735404743
993323815620118994/3575382165096973933 5272691733949308168/5758999510878887219
8491558585727796480/8630963832476542160 4304638489219350769/5646174569857790458
1947307184735018987/7372160786013188574 1868935791416094359/6482529595861444565
2477307674436912639/4792016651182649689 2211403317441359324/8825801573547536692
5716450787284101618/7531064560832274864 4395367786815318779/6166954088347638844
4717365670989165927/6531377363752031379 4230414485321821527/7954304621599377267
847992276652717933/9040767610248461745 5187448335975550699/6813016483318264108
7886910215487724180/8114379448140718127 3578448082481342381/5860370463315521491
4826369210683275232/6965143814515858494 945804031118199504/6162811440311733989
4347428752035307655/6892623044950262382 5293546608618387130/5966785561113822571
4673574481881723055/7866741921115769307 1882135045157745909/2379612261181203237
1927713803154140220/5043286001207064339 4151923651682724280/8419120733014113595
6021015691090042095/6785878190147116725 7748112221003758675/9014882219106961077
8189634622897902246/9119351815713995232 4910538144539662101/8633706960495045176
8419836508758205043/8671142550877031660 1267115894154384277/3598880207923345992
228725791249888350/6454115305725085416 1413325580147306285/4175728179337335106
827578160119704860/8951066373033783537 8298449948942821145/8304373830589159078
2005455860875148265/3214626304373116182 2526296752968469661/8336137953813322856
74550535061156470/5306913546053281668 6736967032461344046/7958200229187523587
6617158532033522003/7403481777028917443 2195439767051681292/5788244417235007857
4377659929339712353/8141378774318260460 3986073215721238816/6943177507756605247
2600089327896114336/7368326046819118466 6437396807009471365/6659271674729306728
5775094862546461333/8884422056287865318 966722926133756870/8272342912154932001
2523148356496657295/7982368552233801196 5012143382884516330/5509212012956670357
9023557167886318585/9048576488155896584 2096844287714464784/3560354491420066971
104033187320722032/4375420060494475811 5534518984641786602/6910220298923899259
7417477830080122067/8839231037816685889 573158341101124582/1583231661197071268
769620376056506565/7024289451809196229 3674760578461621875/4759444544419018745
2322408696624438420/8436870246734684500 1038433813092444255/3357002950023513076
350736172060257541/1491060489060791241 6527429851767291597/8295438321091621592
3705391039287796449/6393124378003012831 3882496985499120405/7205580926597052864
243390972457588205/1541836498922691951 3972613458832478781/8036755616940399671
2254636517482747220/6930844544049996505 5386016092548034393/8730171305781086881
6986957219036498405/8097190963622489982 2127686242301547331/3797273171996485667
5452089504208965214/6794730518655102715 7191485743622018404/8133963888223968091
2015590691791556917/5570129260356013098 1282180942155005015/8631730371207004290
2257970314394932008/4447424925349408513 1655386678444333512/1861286453848446451
2106667484757202629/8359559761071408167 1175386971211941051/6518935738136930291
5918358550955216053/8393873284123684958 2538859328416493010/8057106980034721152
5845945753600586201/8160060956171659765 1098041898691600047/3948825190148962953
1571092475215482452/4561286579587852160 2532961119721693238/4102783991225225411
4339464857663478874/4629493164025957960 1794768252083652749/4575245371576752471
2877650996099271484/4161507008949958846 1017863310129603161/4953462663077860971
3477569074914649355/5411415959309357417 6062420280498823953/8946181016527476639
994212213509734753/8497104702987036067 4182773136739855799/6085799506344012559
2579867195239543101/3449461889541786132 445093641402365715/4057499305429473915
367695454959499365/6322882814872997177 2774329978041110050/8424412789550346211
5533412278745846016/7844003962967456026 5396921654138101726/8830451822525184156
1434792440858173279/5285138946001660419 2345195391878141293/7833236264216210901
6568134225872460496/8515746725458591779 5309617531705967117/5665073481159827433
2839670399332878722/3272581354650836959 4695353285638516751/8417786981046963663
1510589548614340529/7386048802790071730 2414700562676059687/8439527655395427360
2472313920225459054/7046708767428036263 1180204255449772575/7708064340043553913
1951656506698625179/4487152959448893224 8074122351231990353/9050759118495954721
1157231959139941983/8304234564198035535 5499848765705170886/6391030044586212781
2520755043447494814/5864035022002836339 910710922220756802/2038730915070693939
4024816134459100838/4512554263661885505 2684410474449441366/6321287694875722940
5901199439036016744/8161725633084740381 2369027112280806189/9198248189876097226
1160934007767766634/5822348641409536836 2409191181835347218/6070126826032315872
2969063426818685371/3837498574377101037 3556319311252047901/5219925315575977603
1417986170835619106/3777791541922830814 6074653842913813083/8758490278928230860
