250
4644507681946009/4882812500000000 6027146990078487/19531250000000000
4781477207349527/4882812500000000 -3958451466426167/19531250000000000
-750564808614847/976562500000000 3123806910146689/4882812500000000
8955653169117153/9765625000000000 -3894060599824673/9765625000000000
4861892945390767/4882812500000000 144480938279387/1562500000000000
-7775751207048017/9765625000000000 5908055924474337/9765625000000000
7242537039300599/19531250000000000 2267347651293449/2441406250000000
4571322985146841/9765625000000000 172592511779733/195312500000000
-7277919313192091/9765625000000000 651147618526633/976562500000000
2394409648932779/2441406250000000 7627603104710371/39062500000000000
-224168489449719/781250000000000 4677489522794549/4882812500000000
-8871110799865369/9765625000000000 8165984280449481/19531250000000000
610296100911587/610351562500000 -1053176799628099/78125000000000000
906353728997419/976562500000000 -227243359998843/610351562500000
1205401113294629/1220703125000000 -3082825735575341/19531250000000000
3955189867562269/4882812500000000 2863272781571643/4882812500000000
8265726423890413/39062500000000000 238612253533927/244140625000000
-3369029567532389/4882812500000000 3534331292231781/4882812500000000
-124359810344421/1953125000000000 2436452307914913/2441406250000000
-1736335877497271/1953125000000000 -1788669881382009/3906250000000000
2288563900702137/2441406250000000 -850258637087611/2441406250000000
-97651828355551/97656250000000 5947466249210977/625000000000000000
-7655614740281/9765625000000 -1515729910575621/2441406250000000
950499638685539/976562500000000 -8964351913209089/39062500000000000
-1195864571374993/1220703125000000 7839937718274701/39062500000000000
-6989820087291149/19531250000000000 -911882862145409/976562500000000
-3376355357775041/39062500000000000 -4864538664450913/4882812500000000
87968542724707/152587890625000 -7979391017572467/9765625000000000
2941734880725491/9765625000000000 1164001903000941/1220703125000000
-280534856495233/488281250000000 7992966242710187/9765625000000000
7499430168087847/9765625000000000 -1251015248421839/1953125000000000
-4824718143838573/4882812500000000 -1501935741196841/9765625000000000
1773851396226001/1953125000000000 8174035048444967/19531250000000000
-2735923222691017/4882812500000000 -8088654283549581/9765625000000000
1605282363737849/19531250000000000 -4866292191540523/4882812500000000
-1452447607240543/1953125000000000 -1632240223323369/2441406250000000
-559346707342479/2441406250000000 -190117365662779/195312500000000
-7629602509020353/19531250000000000 179794018842911/195312500000000
153412935406741/244140625000000 -1899187089922363/2441406250000000
7080262321064639/78125000000000000 -972543822154119/976562500000000
487954374458463/488281250000000 571634611945889/15625000000000000
2370176265550627/2441406250000000 -4683444529041731/19531250000000000
8039988356741531/9765625000000000 5543105525252573/9765625000000000
-630139400065161/976562500000000 3730276976619059/4882812500000000
-961561047189501/976562500000000 6820518330341801/39062500000000000
4774289562590803/4882812500000000 8189816438256543/39062500000000000
2216931000433543/2441406250000000 -1636137044122781/3906250000000000
