250
-7936759296200531/19531250000000000 1115371256922223/1220703125000000
7453902507222441/9765625000000000 -3154630289489087/4882812500000000
2420333868585567/2441406250000000 -1280302727430891/9765625000000000
-2538942692616063/9765625000000000 -4714901951372809/4882812500000000
5602515755008489/9765625000000000 -319948117932909/390625000000000
1337866607399279/15625000000000000 76013760980537/76293945312500
6035207950986939/9765625000000000 -1535495967158091/1953125000000000
6721007749285443/156250000000000000 975658642814281/976562500000000
8942201611577547/19531250000000000 8681974961096121/9765625000000000
4848751203048773/4882812500000000 4605872294117243/39062500000000000
-1206404495776437/1220703125000000 238452395054747/1562500000000000
-5100438378668661/19531250000000000 2356690127686709/2441406250000000
-3887819264214723/19531250000000000 -598137235320341/610351562500000
-6792873901533663/39062500000000000 -4808416726181587/4882812500000000
468987295578659/976562500000000 -8565776281178873/9765625000000000
967638390030241/976562500000000 -263440790660317/1953125000000000
3274147278075857/9765625000000000 -2300100422292653/2441406250000000
3115751037556207/156250000000000000 -4881841613022753/4882812500000000
-3346791859242241/4882812500000000 -7110792406213563/9765625000000000
-2008330484900577/2441406250000000 -5552762398602087/9765625000000000
-4764927622274127/4882812500000000 53322665552401/244140625000000
-7760194621261407/156250000000000000 -1219196679949311/1220703125000000
-6068483045732077/9765625000000000 7651205471315441/9765625000000000
4195206011733021/4882812500000000 4996840773639027/9765625000000000
-2341189432002783/2441406250000000 -553849955720167/1953125000000000
7512307794158577/19531250000000000 2253590739548791/2441406250000000
-4865512412855793/4882812500000000 6570661979483303/78125000000000000
915590861191999/976562500000000 3396581977634919/9765625000000000
180765046191159/195312500000000 -924575133148849/2441406250000000
-472495065427623/7812500000000000 1218468563890797/1220703125000000
-4025558017119243/4882812500000000 -2763465317488757/4882812500000000
-8687002837144177/9765625000000000 4461324169803627/9765625000000000
-1123760591742781/1220703125000000 305111736827423/781250000000000
4882617674061979/4882812500000000 -43618334377143/4882812500000000
956254860732447/3906250000000000 4734244545038569/4882812500000000
-638005660689341/1953125000000000 4614952628788131/4882812500000000
2355085496947263/2441406250000000 -1286913796037209/4882812500000000
