250
1348198570710661/9765625000000000 2418028539101621/2441406250000000
-4702110649335567/4882812500000000 5264239130679831/19531250000000000
349934402826483/610351562500000 -8001199007183487/9765625000000000
-2436668322416949/2441406250000000 60810478135051/976562500000000
2369855861152509/2441406250000000 234690494021437/976562500000000
-4301541607364523/4882812500000000 -4621081133357469/9765625000000000
6248409560424897/9765625000000000 -1500997129988139/1953125000000000
-926961222458297/976562500000000 -1536369165149361/4882812500000000
-4100134802775121/4882812500000000 265155662003067/488281250000000
-486623022548101/488281250000000 6433140252586571/78125000000000000
1634376983154553/7812500000000000 4774769633142927/4882812500000000
8148271199778111/9765625000000000 5382667377378207/9765625000000000
-4665739898840051/4882812500000000 -5758790298704447/19531250000000000
-4794033396347899/4882812500000000 -7415019157821903/39062500000000000
2431337328980613/2441406250000000 708807369673517/7812500000000000
943725990389439/1953125000000000 -4274984298720049/4882812500000000
-280868081189561/305175781250000 1527731259758607/3906250000000000
1601765713429941/39062500000000000 4878705727523439/4882812500000000
-1753535929799197/1953125000000000 -860121508002367/1953125000000000
7677608501636513/9765625000000000 6035044269615903/9765625000000000
2416547707267991/2441406250000000 -695015556766547/4882812500000000
976202844457611/976562500000000 66253437605129/2441406250000000
5403907923872911/9765625000000000 -4067100035373133/4882812500000000
-930249795196341/976562500000000 -5943387416058817/19531250000000000
7407850650219871/9765625000000000 6363268058526377/9765625000000000
-7208649593647983/39062500000000000 4798948903936541/4882812500000000
4847181742561109/9765625000000000 -4238875463941093/4882812500000000
-1944422749349921/2441406250000000 5905502043822599/9765625000000000
5286772837105493/9765625000000000 -4105406941140809/4882812500000000
-2323501037060163/2441406250000000 5996305039976051/19531250000000000
-4882770092399381/4882812500000000 2604839080228429/625000000000000000
6125427273733947/39062500000000000 -120560136663761/122070312500000
592443553607837/610351562500000 1174111834801693/4882812500000000
7343459990605291/9765625000000000 1287494108833191/1953125000000000
-5003281738956039/9765625000000000 4193286404517763/4882812500000000
-4725293721576521/4882812500000000 196836234386953/781250000000000
-4103456750905769/19531250000000000 -477383080748539/488281250000000
2444382150295797/4882812500000000 -211346006666033/244140625000000
-7486107913692869/9765625000000000 24496149483039/38146972656250
-8707959984517801/9765625000000000 -8840557572610847/19531250000000000
-3651627767685003/19531250000000000 -191868533430777/195312500000000
-6167739196410559/9765625000000000 378571079342063/488281250000000
-3843630738642259/9765625000000000 8977412454910901/9765625000000000
-4787585509424747/9765625000000000 851154842731751/976562500000000
-1219688411185193/1220703125000000 -6369590481571161/156250000000000000
6593386914059357/39062500000000000 -2406376746054369/2441406250000000
4531269210155369/4882812500000000 1455353099203997/3906250000000000
5608763569862351/19531250000000000 4677148555609797/4882812500000000
7970489604001629/19531250000000000 -4457725190855491/4882812500000000
15336122396753/24414062500000 -7598418757459657/9765625000000000
7332850910250161/5000000000000000000 -4882807248952013/4882812500000000
-8220431066262133/9765625000000000 2635903295146533/4882812500000000
