250
-2199899970826841/2441406250000000 -8469822556422781/19531250000000000
904461027536269/9765625000000000 -4861825323124357/4882812500000000
8956250250492543/9765625000000000 -7785374259771269/19531250000000000
-8005895980330121/9765625000000000 -2796116109568727/4882812500000000
-5906813449257157/19531250000000000 -465415997682567/488281250000000
-8212301795106473/5000000000000000000 -1220701478468109/1220703125000000
2184369071138033/2441406250000000 -4361644164476747/9765625000000000
-6929652284273647/19531250000000000 -4565150913315743/4882812500000000
-1058775164516019/1953125000000000 -1025779508591263/1220703125000000
-6672139904265721/156250000000000000 4878358723690753/4882812500000000
4860071197842083/19531250000000000 73894174583591/76293945312500
4769164191034751/4882812500000000 837875725050667/3906250000000000
6673934749093529/9765625000000000 7129237449087167/9765625000000000
-433406645126249/610351562500000 -6876049280690903/9765625000000000
5033373012511661/19531250000000000 589735509670751/610351562500000
6985907329840331/19531250000000000 569973636778443/610351562500000
-3788766713286221/4882812500000000 3080114397623987/4882812500000000
1392186699233319/1953125000000000 428080912431479/610351562500000
-975337729145287/976562500000000 3911525952435291/78125000000000000
-922818619617179/4882812500000000 958963267397539/976562500000000
-6278754650234931/39062500000000000 4819323322398581/4882812500000000
-4044360845408203/4882812500000000 5471746800532823/9765625000000000
-2516833603885557/19531250000000000 -1210525575377883/1220703125000000
-8679743066439263/9765625000000000 -4475432039616347/9765625000000000
4583080107968447/39062500000000000 1212272160847861/1220703125000000
2324719379935649/4882812500000000 -8587790801995089/9765625000000000
-116127902074231/390625000000000 -4662050933213933/4882812500000000
-7912203709468987/9765625000000000 -715503145744419/1220703125000000
-8505690846433947/9765625000000000 4797984458657067/9765625000000000
198756864931783/244140625000000 -2835514303817181/4882812500000000
-672632415547747/1953125000000000 4584118576113763/4882812500000000
6808098925256559/19531250000000000 -45765674608981/48828125000000
-2418356647701879/4882812500000000 8483727726576893/9765625000000000
-5247181641175791/9765625000000000 8236171226069353/9765625000000000
-4520961464177721/19531250000000000 -4750201535210901/4882812500000000
-1214139946865761/1220703125000000 8090447755471303/78125000000000000
-4141677035279309/4882812500000000 -5172376338046659/9765625000000000
1175952564158209/1220703125000000 5239888517519401/19531250000000000
4849765333792669/4882812500000000 4537023639694209/39062500000000000
-2308058223824911/2441406250000000 159164281542469/488281250000000
-2351996020017557/2441406250000000 -2618638422877459/9765625000000000
