250
6617310696014853/19531250000000000 -4594024146342911/4882812500000000
-5949506352800717/9765625000000000 -7744081985529913/9765625000000000
-2505667828887551/4882812500000000 8381762736187227/9765625000000000
1142565199021847/1953125000000000 7920293605052099/9765625000000000
-6253372860610427/78125000000000000 -152098296767337/152587890625000
-4649465004147323/9765625000000000 214694414831631/244140625000000
-4057509137230509/4882812500000000 339541913637127/610351562500000
-7801670536225507/9765625000000000 2936893277121923/4882812500000000
304910324144177/305175781250000 -814465548552991/19531250000000000
4878329607033743/4882812500000000 -6693904019428021/156250000000000000
7299465428930843/9765625000000000 -6487313472653257/9765625000000000
8705024443346559/9765625000000000 -8852114116156419/19531250000000000
-4654437893234907/312500000000000000 -976454175031529/976562500000000
-2434821173703493/2441406250000000 2867096856368317/39062500000000000
1345026914302801/3906250000000000 183369106328609/195312500000000
-2253750505656831/4882812500000000 8663132590098763/9765625000000000
44722040187621/48828125000000 -3919820977914359/9765625000000000
4360902963190987/9765625000000000 8737846244141463/9765625000000000
-2314202503505143/2441406250000000 -6222186112598513/19531250000000000
243980632173979/244140625000000 -1413950149061159/39062500000000000
8116506418040687/1250000000000000000 2441354782522791/2441406250000000
8533760778473811/19531250000000000 8784142723372071/9765625000000000
958159648202629/1953125000000000 2127435132009469/2441406250000000
7843749250569149/312500000000000000 122031853690247/122070312500000
-478796090784487/976562500000000 2127834315471577/2441406250000000
-1776001159735961/3906250000000000 217447990756523/244140625000000
5134367648962077/9765625000000000 -8306966984761443/9765625000000000
-7654986404452861/9765625000000000 3031856476990083/4882812500000000
-385328621800129/610351562500000 -378672107717739/488281250000000
2972213956996579/19531250000000000 -2412971685612521/2441406250000000
-4721776431041239/4882812500000000 -994926407865733/3906250000000000
2246084075064609/2441406250000000 -3827418566669129/9765625000000000
-8750238367684339/9765625000000000 8671968669069303/19531250000000000
902677462920103/976562500000000 7452455014084321/19531250000000000
359060928808593/7812500000000000 2438826391907301/2441406250000000
-5126534664936421/9765625000000000 8311803292296457/9765625000000000
-345603904609367/1953125000000000 30036010316101/30517578125000
2434053696634963/2441406250000000 1514665997489533/19531250000000000
2391890196508063/2441406250000000 -1956837307034729/9765625000000000
8033805074300597/19531250000000000 2225307923182493/2441406250000000
-12236351693471/15625000000000 6072875214635561/9765625000000000
123095197832221/2441406250000000 -2438301058075009/2441406250000000
334043205365333/488281250000000 -3561372152005691/4882812500000000
4528760622538741/4882812500000000 -1460341907121483/3906250000000000
935119510054289/976562500000000 5629416251160563/19531250000000000
4420403637719361/4882812500000000 8296398823387107/19531250000000000
5403274982745971/9765625000000000 -4067310262982667/4882812500000000
