250
1720288287468727/1953125000000000 -1156034083639321/2441406250000000
97314304336543/1562500000000000 243666661242489/244140625000000
5187115534151289/156250000000000000 -152503785672447/152587890625000
465191351717069/488281250000000 5935059951064849/19531250000000000
5625100771993737/9765625000000000 7982836146730087/9765625000000000
-1059242175421139/2441406250000000 879860942772041/976562500000000
5165857833437643/19531250000000000 -4708925298085613/4882812500000000
2321351512006877/2441406250000000 1512338104052727/4882812500000000
7254030203493793/312500000000000000 244074839944183/244140625000000
7459967727342217/9765625000000000 -1575521999759873/2441406250000000
-5582917432606089/19531250000000000 -467908083590679/488281250000000
-8151804413904291/9765625000000000 1344328746021493/2441406250000000
-846696754157193/976562500000000 4865993453611747/9765625000000000
-5738999764040043/19531250000000000 4667263707669411/4882812500000000
-8368494301155777/19531250000000000 8823803455625347/9765625000000000
6284573330638107/9765625000000000 -3737364368524203/4882812500000000
-7182505407344507/9765625000000000 -1654143428524487/2441406250000000
-7100528585466269/9765625000000000 6704470556844991/9765625000000000
3157980176298773/4882812500000000 -7448226397273439/9765625000000000
7033173594629861/9765625000000000 3387547078212577/4882812500000000
118479136621849/122070312500000 -4702626681678623/19531250000000000
-7794813342346511/9765625000000000 -36768020984721/61035156250000
2331384710626569/2441406250000000 5797156867821231/19531250000000000
388616161133561/2441406250000000 -1205139199101589/1220703125000000
-3622619442375617/19531250000000000 -1199521966859061/1220703125000000
175971720209921/195312500000000 -1694806932085337/3906250000000000
2654171222685771/9765625000000000 2349505357001923/2441406250000000
4883075064566687/19531250000000000 -2363872962416191/2441406250000000
-1203770723898509/1220703125000000 3241813365914837/19531250000000000
243869609320691/244140625000000 230007326113041/4882812500000000
3918756942821941/4882812500000000 2912936994382317/4882812500000000
-8683579386466613/78125000000000000 1213139235696087/1220703125000000
-5211411059962291/39062500000000000 4839163313874141/4882812500000000
593171937167503/610351562500000 -2300668858746233/9765625000000000
-2984745262013889/19531250000000000 -120636499173943/122070312500000
168810835858953/244140625000000 -881866578230407/1220703125000000
948398293760379/976562500000000 1164205660511191/4882812500000000
145164031739289/488281250000000 4662037998459013/4882812500000000
-4872172063110171/4882812500000000 -5154814078789581/78125000000000000
3327622912841621/4882812500000000 -3573343484761533/4882812500000000
2045507259770647/2441406250000000 5331213036845767/9765625000000000
6999071139760303/78125000000000000 607897278198463/610351562500000
-4809066466190699/4882812500000000 -422710785856107/2441406250000000
723051218184407/976562500000000 131281567980931/195312500000000
-245808612412733/305175781250000 5787523885901573/9765625000000000
-3628375626325553/9765625000000000 -4533274808427999/4882812500000000
-1480906048520133/1953125000000000 -1273426299823231/1953125000000000
-8706578574557807/9765625000000000 1769199645746107/3906250000000000
-63785766504943/78125000000000 704840202478203/1220703125000000
-6673729003708833/9765625000000000 -3564715024573511/4882812500000000
5467652347601987/9765625000000000 -4045744969915537/4882812500000000
1264272752773013/2441406250000000 8354236179696919/9765625000000000
2415228264402303/2441406250000000 -5705002063369747/39062500000000000
-4808741713712521/4882812500000000 -21181670156019/122070312500000
-4428876185647911/4882812500000000 -1644756739189269/3906250000000000
4881261605312757/4882812500000000 7875654606828143/312500000000000000
4076573605054913/4882812500000000 -2687639401542893/4882812500000000
-4748380107911851/4882812500000000 910294637468389/3906250000000000
8799623860878003/9765625000000000 -338788916443891/781250000000000
5542489893314987/9765625000000000 -8040412764474609/9765625000000000
-23672038272797/24414062500000 -4778689478265957/19531250000000000
-2269429330201769/2441406250000000 -7200688823756847/19531250000000000
-8492717776051119/9765625000000000 602613791341653/1220703125000000
356359779307659/610351562500000 -1982066547976583/2441406250000000
-8432377219350729/19531250000000000 -8808585882437017/9765625000000000
2585049557898881/9765625000000000 -4708634367410359/4882812500000000
7927313905880287/9765625000000000 5703080385042983/9765625000000000
4875289784386307/4882812500000000 -1083752210902603/19531250000000000
-4703083022815819/4882812500000000 -5250322642516919/19531250000000000
-4858326547643527/4882812500000000 -312567159002489/3125000000000000
5136608958860899/9765625000000000 -4152790629335139/4882812500000000
-8758065649285281/9765625000000000 -2160076255797129/4882812500000000
3839798641625157/4882812500000000 -6032513340865431/9765625000000000
-52254099898417/78125000000000 7259718345094233/9765625000000000
-59576443816471/312500000000000 -2396628712062601/2441406250000000
-4793872416304607/4882812500000000 -371083853887517/1953125000000000
-8112759106124021/9765625000000000 -2718021860040257/4882812500000000
6630621525727891/39062500000000000 -4811954132081753/4882812500000000
299369165423263/305175781250000 -379189076923621/1953125000000000
-208165642914483/4882812500000000 195134927576859/195312500000000
-826598498059873/1220703125000000 -7185991004235629/9765625000000000
-564025127695287/610351562500000 -7463939818801787/19531250000000000
2603048358624733/4882812500000000 -8262202406820431/9765625000000000
4884784216479151/9765625000000000 4228070328147971/4882812500000000
4834535260793893/4882812500000000 -5479426085548911/39062500000000000
-7916074888702469/9765625000000000 57186702997357/97656250000000
1671208181491953/500000000000000000 -4882785225150523/4882812500000000
-7166806712130091/9765625000000000 -3316787345896329/4882812500000000
-1256719003920829/1953125000000000 -1868887792081011/2441406250000000
5072320039828439/9765625000000000 -8344998565259303/9765625000000000
2117942382390107/4882812500000000 1759826263017209/1953125000000000
-5152971252778461/19531250000000000 1177451919517541/1220703125000000
2221245321650461/4882812500000000 4348324634983247/4882812500000000
272695341896299/781250000000000 -28598147208429/30517578125000
2823353478676283/9765625000000000 -4674294245527113/4882812500000000
4882676375535289/4882812500000000 -466686305352267/62500000000000000
-4599877589464293/4882812500000000 -163798170688821/488281250000000
8116739050314007/9765625000000000 1357524834711429/2441406250000000
-8543304080885737/9765625000000000 -4730685682028147/9765625000000000
-6528392045774873/19531250000000000 2300984245447897/2441406250000000
-120721333654307/122070312500000 1447802847513471/9765625000000000
467845638227749/488281250000000 2795642172584517/9765625000000000
3411729265570419/19531250000000000 -300483753030331/305175781250000
7350327001300463/9765625000000000 803703581616249/1220703125000000
4880213797442329/4882812500000000 1019413757874727/31250000000000000
4649309335326271/4882812500000000 745952514340597/2441406250000000
1219972429775951/1220703125000000 -1351366467927959/39062500000000000
2388603294570379/2441406250000000 4040109136795929/19531250000000000
-367252415185843/610351562500000 121874600867643/152587890625000
4996799703565519/19531250000000000 4720313279360727/4882812500000000
-8420198974982877/9765625000000000 -1236620416253567/2441406250000000
-6771573420360493/9765625000000000 879570430072369/1220703125000000
-2538989512937829/4882812500000000 -4170778124444883/4882812500000000
4659586704456383/9765625000000000 -8582288936191691/9765625000000000
1144887673896583/1220703125000000 338796300848223/976562500000000
658628991312929/1220703125000000 -4111104904887501/4882812500000000
8736161293381527/9765625000000000 349142194497519/781250000000000
-4393045125305519/4882812500000000 -1705147489162983/3906250000000000
-4061030593578963/4882812500000000 2711067765322723/4882812500000000
4826580932323941/4882812500000000 5911206517160853/39062500000000000
-4199445000518631/4882812500000000 2491288742353107/4882812500000000
-2203940181642487/19531250000000000 -4851625850154781/4882812500000000
-1826388886159963/2441406250000000 202514201432981/305175781250000
4051179074200939/4882812500000000 1090306820590437/1953125000000000
-4745339003491419/4882812500000000 -4601939855494533/19531250000000000
-2434027597286511/2441406250000000 1213878286867291/15625000000000000
-1536981801688939/2441406250000000 7587517558533711/9765625000000000
-8479329094901683/9765625000000000 -6055525594057/12207031250000
-2038809886210279/2441406250000000 5372103834335731/9765625000000000
3601024230394437/4882812500000000 3297648010668877/4882812500000000
6828791059508139/9765625000000000 -349052447012647/488281250000000
924397597160263/976562500000000 6298044101801199/19531250000000000
320523548106317/781250000000000 -445294941587761/488281250000000
-1219980216906267/1220703125000000 -5376593859928439/156250000000000000
-8259526145402213/9765625000000000 -1042068318183453/1953125000000000
-6393009933902223/39062500000000000 602121965945261/610351562500000
4918033118312691/19531250000000000 4725480642284441/4882812500000000
-1716497279099399/1953125000000000 2329611497210103/4882812500000000
7850737193812439/9765625000000000 363002653411849/610351562500000
4669840222441831/156250000000000000 -488063127203553/488281250000000
10196851212597/48828125000000 2387577232449133/2441406250000000
-1122596689198627/1220703125000000 -767154188888857/1953125000000000
1284941457841627/2441406250000000 -4151814026402867/4882812500000000
8781814099720157/39062500000000000 -4757820285080587/4882812500000000
965697093292359/976562500000000 -5810809294814493/39062500000000000
4476816325096789/4882812500000000 7797408288915623/19531250000000000
-4197394969578401/4882812500000000 4989482289582431/9765625000000000
-518429244145373/610351562500000 -5153891544961773/9765625000000000
-3055097023145743/4882812500000000 7617936751987973/9765625000000000
8703972038427523/9765625000000000 -1107031571221459/2441406250000000
1316411688827363/2441406250000000 -8224378146031713/9765625000000000
-274882812738909/610351562500000 8719170149238743/9765625000000000
1312890280193303/2441406250000000 -8233379466258567/9765625000000000
-8868676922043181/9765625000000000 -25551725489867/61035156250000
-4534271956722641/4882812500000000 1811694160898821/4882812500000000
-903889446210173/1220703125000000 6563413689425379/9765625000000000
-8381648705930321/9765625000000000 5011526375367247/9765625000000000
1483976274881761/1953125000000000 -1587308886731059/2441406250000000
-8399683802778427/9765625000000000 -4981239168516881/9765625000000000
7382853287999437/9765625000000000 6392253825412513/9765625000000000
1071336615332529/3906250000000000 939116170900459/976562500000000
7459710935010727/9765625000000000 315119597957293/488281250000000
-7752768634267961/78125000000000000 -2429355424152443/2441406250000000
-1185786548870571/3906250000000000 581550227466089/610351562500000
2185705913595381/19531250000000000 -2426070692182159/2441406250000000
5606922459037817/9765625000000000 1599122911835889/1953125000000000
7722778003457273/9765625000000000 -597713405822067/976562500000000
8587620484813797/9765625000000000 -290609583256629/610351562500000
-1407999120981159/39062500000000000 -4879639530624477/4882812500000000
-7559299156439233/9765625000000000 -6182590711350873/9765625000000000
-6575274822961013/19531250000000000 -17960136341017/19073486328125
2304789832831891/2441406250000000 6441904334657853/19531250000000000
-452610565283617/2441406250000000 4798169715102919/4882812500000000
805913702561053/976562500000000 1378807048753071/2441406250000000
785733364355027/976562500000000 362444713750411/610351562500000
4221838274564229/19531250000000000 4767374855108447/4882812500000000
7619448146636009/9765625000000000 6108309224437651/9765625000000000
