500
8243390604713918168/8267439270192091770 3950680041098924861/6995691017500560829
2344459970431971181/7303378831670022315 4961664783355575218/7305000473041766479
3029396667193213346/8983920357635495660 1230112526461526649/4573998534507777258
3963535311151606804/7933365161717098443 1084017150828410493/5603386434279631340
7177955476499007943/7666258404980417235 1830079189405286251/3959008006692254513
2108336731771997818/8946845588744914245 3288712443078685165/6760779500168494233
3400140816044764784/4114987343664968961 297580335747112354/4301997945887602797
1995813392594184557/4534100433915634623 3964179498497783143/5657341170297664032
4520808280840592420/8848473134651345011 1663023364221810004/1939343835022461418
861334999379503292/3521432449846640777 6088023804320576449/7528024135847654605
607086379539732117/8069295965342051927 3750433393645233161/4411755560245072360
4782979522214010872/6237769257483751336 730471122387136659/8473680093883473345
1213476448012528468/3793864075130121714 6137506687931653401/7348875703021664629
4351994551971878337/7329662425029517380 1669354475266287549/6200438808061716426
7436297826522624692/8007908016543800064 192675713842069917/2606455266552650981
462360827892965423/7397498467365991141 273537127013594882/1762785822060834624
3112496762767957908/7474858336668686612 1672185077360797409/2700059536140858251
2786656871741468252/2952772485441000326 3530997100074663674/8602353515791854032
2210390221826209628/7512240995533974988 1258086709104190283/6801434523880280968
5452453827930312348/5617484415547650764 583677483854522268/855102435678629811
886546506257027534/3388690794345887250 4528296371563788190/5131531678683697970
3349014010499582545/4854940498989025188 1356595379116676737/5831088249923299855
73966013129829071/1886724130632291181 939811148603928629/5975877543621130694
2608208310666859738/3668717001183527604 3075575987211518364/7650096534361395764
3479587358796287203/6180086627446255214 388262652949228297/2697147116710294831
6339120603872753197/7939886820180506967 1044351065012767418/1429428868312235152
4490738259332138173/7572565055279462754 117653164170477924/3910166012883830780
3044921578472680748/4860721868645053824 6152069870501640681/7788275738232801963
821731352675175130/4086522802824522142 2817238689873271222/4093031311594417642
1579945103554629180/4849208168581901630 735364300070037456/3806914940576802165
873779979941652188/1320432501458163800 1669830580756208278/1965088901777798934
2196091890893573252/8180554892226787042 2147365227424982527/2367289530203695619
3907120467695373557/6159476192288355509 5130120345205629315/7039742859854610199
83016634730208261/4360434160272196020 1246845457434617477/5752389946399297959
5163846687019558852/6714763304044676126 4486530801287068359/7690515949301208378
388864817399465428/9128205965514324909 6218281025937723235/8164797136168857312
4202487748057174725/4604709783562026352 542234691179739045/6133090281042388508
338431938470136698/6188700105375647970 3991793460757232/2775119236502844814
5997025556611911020/8501620160067850787 652626372775595363/3359688571490687818
2875796683625308635/3531117735148310469 3720675610252423046/8583713745286265915
1775510576158597031/6919346010092429639 1825996846461219789/2453607126039282515
1540171939072795325/7586173829074731442 75185164812738403/4491740827013297924
5343121041035357512/8706708746713998329 1686775192624042141/2195081377720431855
6264034670168178427/6944322240677129271 3544131275489530456/7127009416390217733
6072622903110512815/6129403528775682719 3049622159439787265/9213555716945443670
2861417904640753958/8581189114352123532 149647777904922350/4285858809783868694
6203640869223288971/8948444933456860977 939441039996427476/7340506802270068888
1040294950681474754/8215703599198953834 328847884317277106/4744998342614475761
3889844718304947214/5127168079755211547 2322366254149393652/2737230214986527011
979792283117895940/4775047093832021817 3524508897581187543/5203514888506422026
210367648786296003/4339234541397226149 6814912813066614102/8085866322992702088
2288609266128189497/2295668902800445086 4138006458480830176/6519294709498352516
1236696537520455012/2380775510742602539 3390803804875382758/8442333508571262143
148777224354726743/1602083240736192325 1609509160491770597/3685472236331455500
787082492235684655/4441883772761681318 3099800106690043190/5328309793950960785
47280159888902964/4829764011505998631 1935595695605799848/5178306857392378973
2066887453313554946/3276734817773652824 6672235140613951723/8550722991964403747
2316690876810241556/6679599941531690425 2347178984618551906/7403094542696521328
6658843355123356281/7204904337736570887 2405896920675772344/7720320016993297210
672397800458284005/7444210519153971874 914907741346178801/5904279897709964273
922113547401024080/7522591438910090094 1110753359521176555/5326405599398146600
2977661522464675591/9161622289984418606 3521346380884673941/3630491652247100670
811068917016911737/6280257197503443499 6813568102991178768/7605584861079075577
5814372378996865569/6447299563156005854 624855487777338976/6560461624186705533
258646184626380534/3132842843906343633 4566828618345855616/7475985726803637463
2501890149692095457/6706085498348802844 4929913168386802339/9205504190173769730
234461182889654656/2673048986991634894 2371399692629819324/3941727494068759691
5601482676425315477/7650510836884471732 4472785543905403298/8259925497855167138
5372247217170248866/6074244530188103561 4438143186810007903/9085375047467204248
1976006897198305653/4106952048456477895 4509986890355051888/5059001335083302061
4090234120061315922/6696508224510757662 5228353819876345771/7213150518760402871
