2500
3344717693502820714/5762981625023177791 2380315481968885994/4104231827307240541
674366008556801387/6209996075168402032 2070888359268529346/7731136357353535495
2493046104474391046/3180562343741988609 6459391044151462269/6856173138214877151
6179087606423913376/6379492495848712796 1062498931308909526/2377366758874691425
2689370328530294126/8421371869508197399 7327621095534884429/7757495858953944892
3279962266161253976/3740976083419838276 447060192048690305/1639454981266530141
2123783915091780338/6966306785227683717 1406982125310060721/5636388689569154704
6162266074179228012/9190635707371505333 6755632756835522419/7518161694031838506
468453124922205949/2963181935429377246 1136493272447255739/4450291522433492890
4005118889347070257/5553008019243323764 1743093765055182896/8740490795146245020
4040877730146606835/6859159738762858667 288693866591487362/3076254793522679326
670109553349039343/7278562009134623896 5375523729789476909/5887495841949886428
805318921164753223/2727752339509323903 274946732914880713/889372076432697991
1348599033764118704/2597255155033023501 22982393687907396/860983231294412577
1708083972126135326/3055103812784702462 4183842197097359308/4692740228422179287
3018414332263761611/4091824325394131490 3474671493569600518/6300015588060196453
15051715835018581/1504504268405696414 6542260242247717901/9011835317920358134
5005044944881397603/9073880529110759735 8256775279833180976/8927728706879540799
4388144849194558974/8180443452254550971 2067259295815179316/8419418138403251375
6018248409935230846/9084042645599800635 7756576634426245918/7871443789527584963
4454812251544703729/6243190245054668253 3478148180521730551/8264532507101141745
2903317573899192583/4695079431018958361 2568278517804734967/4742727924923369202
5568342614510689210/6470129818835768499 2004314383487481545/2707683779056336878
81907549195542703/3220916740007554345 4882727449522867267/5329414536060301314
781489989169748822/1969334021255983143 5410929445656300484/7034416735910946891
1732417487555872044/5454764700756966099 1905561318555319883/7793131019465455617
3530804839206016572/8260801242764432768 605508553122352107/1334419795693381582
2368525796306200806/6749752915390674383 919960213114757933/5386538819821152666
3224848401861797511/5090557677966658945 5135871747206982877/7777880670391036044
3563029561817554059/8891564294611030436 2787902810404117952/4167990945041919224
4009101529895731790/5693706777889908736 1096241978608274989/4757144580209166042
2124010260714370807/3578872249577201898 1219377320359169302/7808586516189361301
3430086014371081843/4645160622839529993 1787424975905767789/5988359288802899646
1885433471360114985/3557381216426836856 4239531470064079895/9190698207403980365
5356625695038663721/6880447734222014002 1381696202341319886/6749073467189239014
1874217603101785071/9046111075693260622 107967305988470850/2907718440563432912
276467093564355882/7817300337227810724 2982226702767151605/8876416676431794120
4335397014166480738/4966076762793245016 2833659087626811233/5199444109813456094
8147111655648960634/8827695017920621049 1552903768925760824/3444878512924810023
508833692906803964/7329251277503077936 1620987494726190589/2041041830642022183
1897500215232226463/7966123197946351734 4052261838949168938/9028355970002867957
5779348517454764340/5815875897111655369 3664591651622037778/4868273794217718616
2603112075865542808/4095549689935185154 5756850547579257614/8026154901117178898
4982541862171117951/6035457961425668124 588671450616344571/6908341953196408042
