2500
3193488686054783600/7695124927025527407 926943730448792327/4745285598119019241
6349836313363938355/9044262996532110991 2719285993352856387/3248863337289435390
5896008690996635749/6890764428013542458 2228035997544678147/7583994520109605339
5597223283328120538/6970015531970415519 315163093835698081/6963481999009778481
2198700015012271295/5834244772573151627 3071051193391735501/4410924619505698093
3792640981402842701/3824648619453342302 2486351283109868503/9066263526338710751
2513337445805456470/7391055348613533962 3547121617380827741/5483717739753805847
797623200452375917/3729381201805564059 53734962479543983/7289960072603629920
4421872158099238339/9039712292862305756 1744589761779721043/6990794391616062568
6694375728892839437/6864462078869958824 81650241922421409/4494057508872812459
5734600512127262424/7953027944149071485 4755619572588409913/6066107828601224400
8280051105382978981/9005403967819038462 6687893416013128813/6969235038706770463
118823728218448047/6506029261117661668 1109936619233064093/6970963436764173219
1719696138094114109/2033646976619090014 1882525318296490156/4020850101344362607
771587294215358546/6525707613688015278 6197708142870025132/6532101568065593358
7257302141078149878/9092949222612907312 3522763783704222435/7153404180582451522
642158697736025512/8355990865441079157 3931464422377933220/7627079817681134620
179313559085528298/6279855421072353602 3402533464323852306/4212366580546660785
5518789569888571404/8686154173079380050 649038375546027683/4535248232544375478
6690118314692104273/7966618462081966885 512745816764928808/7805555129230587531
3220994018818918815/3480377516810595696 5674471399359821063/7127166292792456162
2356304532125701296/6499040929690660011 1390893422240095306/3063334826252409798
4264600859446816599/8806388073807779221 4834128405967696504/7265411574976447234
6491201887029665698/8377113392172581427 1738683119112773724/7530024929489998912
223688512708070956/3331719805759240423 5488399765215131860/7298381021638090942
1031984422019851459/5804024782322635472 1009765352429760577/8353645312480871961
1168144803972652811/2845120675905347867 5826018033294209464/6946326171354940215
749641068622993250/3047762633981648168 402551247499760080/1109199040366368258
7886629594092483423/8122624798001911008 5450108617644392967/7584998584647597902
2147158535758132241/2860404104017035854 4884349937120596026/9027995454457103609
2902679822376440023/3940621202789433381 1196213782390461572/8812747904908645856
2946642441513085310/3937540550309806459 3240663452567800731/6132259386573333160
219835234963399546/7415217658127608383 6851709797466905127/8331519534748325798
2887900086049887058/7643538242421458096 2612454413212278654/8600936591215991013
170696611731578247/8310988045410797259 3922577090137555253/5722280049478935638
4135919165971026645/5799985777236444768 2680678649564615740/6882536293424869901
3003202290753852632/4873243831261776440 654494909653705325/4631275691658209556
4528382421889662286/9216178915327041824 1134906020781586076/5521217616730822632
2888752157015377653/5130914319123992494 1151417248291322546/7463663219588662757
297924879643019193/1506688644630508952 1733515645538791380/7595612740576645929
1789378972027190670/9023123779495586262 5874691469354869045/7800818020642651798
6498750210375018344/8543071557984640484 4192544142360100148/8969828216544387169
3693541706265238299/8845342992163237997 546053703966083770/1325448927837140487
2801915854018688964/8501276407315269581 4212676464473137489/4644954698140557583
4344213955634456061/9139058679059071868 4421471368739919519/8128742645169189483
57656626574169709/7791996043327892825 2533297424213873546/8597353196316139183
4382920648251083617/8185940632912716589 1781287462119453685/7152876960376470055
7840874256383457087/9194358697451967929 2137640369847779620/3842034917278422254
5121931261108270463/8633612531991859734 2841356277652767482/8145154986524700801
1570158102302686315/5043262777182365851 7572126498827554843/8143791428460570176
368262762504715537/7399424153456452293 1850869061691161659/8846490620949268939
697087094133239876/5755736695895618749 2712901284136755221/5128747413290122373
690996462602952161/8131486808340237549 5328060358034439212/8046816546164951867
3299102237418660555/4855210742579195224 1842109289745642352/6951528057552462028
2406964134533249724/6283269580903736440 3199414182463838677/7528067258186453585
6035934511262223981/6699953452527395057 1337419848590718839/2670505612887882017
1064615703135167354/7200624067225011513 3627992438372442323/8053521898345951478
4408243055582852362/7482386194937326979 2573384924076519633/4700286327453512801
2427986588352398148/7395077789766713126 1352680145784041566/2226984214571284666
841471777313616172/1394114019418838952 2004459088766858746/8910149204367734434
3343747766995866848/6013252393582870056 1914737222845358509/9220136811789504051
3346987211655187460/5931423212944644282 1619795242484961970/6746457318317866631
1160256286472207007/8233145221847757534 3276557928495353525/6424275098061252167
3260099952623731989/3986548098574899948 76900113529031561/1977845582919149442
1154726943848257741/4539028217185213325 687600746564355439/860182399237256484
3880012473948321101/8375327927996474506 5823282750592857151/7215778514296913997
769745232643779798/3270942219195539950 2090523534111187574/7998586891768993730
1098949762547566876/1237814402153264025 1732849061819171463/2123539726881694901
5812855174323033116/8958360933628888629 982372047762846416/7390131963062295466
3877561147771643028/7709203709227849591 1015864483553475985/2684974577923747964
2813462639292169361/4681337048747312210 1651044649480913161/2405181647646495550
1570839104669500517/3264327292737007881 7110935320762176438/7277138244883660993
1817391491849550830/5444944442681769521 6462324845128129457/6518386876827238559
6077838451807278211/9062393475342072160 761728089634070944/7196376595076315009
6537892924613803541/8478729330247856215 1331518418354524293/5056648561929624611
2133891792302669114/2857751591313302036 3100771111535153598/9181659994969051122
1876013148850982111/3836121385367115746 2480236336928250107/5913069514211456321
2535428920185040379/6265812819018433135 2779849231591605935/5119025150612915763
7966184076382618504/8665401371449967211 1086977359141040186/8984471902404548234
3418057955262336887/4498981814155300427 6454528873369476385/8330751998980964376
