2500
2276344300613206549/9073902698343639857 317464796039475717/8711434119040386943
4708241768363312079/8032408735598928125 4230317184191817844/9162723031838155923
2039790528257861928/8681451025194330469 1569435728148219908/3228655153573901860
3541896166950398593/7406856172689391838 5077953081834460295/5263135953258352991
7621080828969098439/9184279320035712588 3779043662532697022/5772014203191600466
4234691282481300953/7589610667879602319 6886004203312191482/7232836533463145985
2075862181808593979/3875391687622490013 2687239300946615709/2989643858702588776
467320767480996114/1915030430883133018 4173977624633846816/7933364906201958056
1884290213298323134/6896708537490122489 3257547883967365463/6453826410321866332
2220404257296573277/2781120562725914523 2005836819887937748/5925528718177022117
3333560309099092057/4361767604769868060 1275577900226014170/4049431477401813713
336527878961014908/4184173942895613497 5884892969816590659/9137590775691949565
1054494067461228665/4632178902048701695 368003603013201140/7338382684654989764
1193700736004675558/5645436705266613647 5647610874839163555/6437559501565909332
592324202175141468/1261364061276346242 978789793765417504/8794698005152157222
4554848972790752813/8596349616477194046 2718399971773931076/8319280751209270034
3641978795385371765/6370091796879668037 3352842722197165625/3850020577748991597
5564565112442564125/8718466912581738164 1179359832711171128/8761711505331263808
2649739122117902634/5827196697980956998 6706361565597444017/8127356970803528447
6861145621732056186/7984970223405179458 4062672789980276982/4481810254409321042
494245302406768072/4085119767409004761 790875932480072381/8149749546504591378
1467314575542152654/2494488385364080060 4015195055774486056/8849782036596156672
7085613848053670093/7225511703255718587 399787556661579836/2052035277541849558
6610257799629940091/9198777631243889015 1806371145956073744/4836165621245857552
5332577083729976998/6251134256184710824 952332202622475348/4315671353618036280
580969733352566763/1550121847404143742 1244425001730943611/7100652016092477253
2177886494733006426/9147599193507899297 1064341244618884659/4435167665956381643
245821723033761067/3513038656318762012 417779847308527327/818212568724856187
64156208238975787/7983351387787821690 3609597803990210201/7436745026742292343
1354610938071553558/3986421418327632558 847181185595453353/3791502023920081021
1123722459767914622/4881413691770474770 2998067675298933570/6678695513272976050
4915325803307811533/5793369242105137014 8247912883193717/6942475265122943168
92098816602366027/6131016331162472173 5190264944655670521/5765307852720436140
6129082677551148064/8594695450612789691 6024483901104272570/8692669694138570678
4717634929726496693/6155608477239297785 1359108108055684336/6939633301713403094
855743050491511204/5100474314624699235 4542682113144958193/9017794056922348371
6629725445045543668/8873671557635836760 2835057492556041990/5342133128775426215
2284120340590549421/8091536301210366464 3790056564526814561/6945854049730545665
3274304851982599868/8126575583748730543 6755631515856652108/7939659783390078716
3176845792739332275/4113280729221952116 265891705097110379/4536477999970100670
1450142528018552580/6155071696753136281 5087006616163556000/7434181405452729965
1032767734696798769/2010793025425763048 5026607236658252545/6549909859823689786
5428609553417019979/6492610883964971427 7308164380749939031/7736552117605219825
3543580372719734905/4240617551703487476 4263991423987151724/6292458003100010482
4078961171014491153/8841008052226976974 1808275057540830843/2939341828905223661
2550285209081957553/5176799871568717436 8355933737171867517/8725745104385153713
5846926738486141125/8880001669093849056 5902173725198568368/7062948701515190570
6024779759949489516/6162406329585583788 8151668948479422229/9161126151890740369
3582026411780848039/5666342423651858561 2860534829800022185/4421824568577820084
7812739464870254800/8632997201245346078 7869099382896213123/8482186933717507213
7375032205191115587/8182488703533319811 5792719948982536730/8242772026587486584
2337336531905254576/7910293075997229526 3266301487702503927/4665937413099909050
3587121276503936806/6674982795678938959 977733375538168921/4826789543486982923
293816114234462206/6380867942454420026 121037776262028220/3863457824257462103
688406634369078430/6950940716929057855 3016823485033478935/6160617865563133974
5452515262635229710/9093484228073797384 1571046247492341374/2257013494373739152
868986279882077905/8366481464684605948 3689237636184347690/7789081111899672840
2778320134300739376/3088933450020407571 54628706162819186/4715606243510863860
2207320661028534270/8097438441861469118 7010659848691336412/7936894083115156709
1353591308078946120/4800992005470802817 3201191942972940200/8629202682303894647
1104698594345082004/4371820055599916869 2587119791417103330/8134600730398368919
792345001017778169/6343599467395658960 3046807454343011628/6970512566262913015
8266964971463043325/8472618263504551060 2115270733624677096/7961733753872925031
674176840657581456/7620571192899271692 340055685434876029/3518852217356885049
907875072377562430/1980829761834992105 1315082841943760187/6693655654299463916
5191457613228176066/5877789982616161058 4758104288185988930/8018719523714603200
2423761007390498732/3660301085891542161 93955027473110571/6481388701747610958
3882863589965507415/5576402503383857070 998458781679902488/3829278126921088488
2397299801968461668/5691850927312521797 712498504967763799/7009075436479156919
