100
577430504355407/610351562500000 6327836558075511/19531250000000000
13824750658843/19531250000000 11037274903767/15625000000000
7989288233615583/9765625000000000 5615933151386029/9765625000000000
547464818389613/976562500000000 8086758244388651/9765625000000000
4893144716466427/312500000000000000 -1220553472919101/1220703125000000
1097060723604093/1953125000000000 -4039767191892269/4882812500000000
225287479597987/244140625000000 376301927962687/976562500000000
1141342316777919/1220703125000000 1731837568904327/4882812500000000
1443783399696409/1953125000000000 -6576828187633609/9765625000000000
-214059410986837/488281250000000 -1755435661798089/1953125000000000
-1382059748250189/1953125000000000 6900377014865971/9765625000000000
1273307883631963/4882812500000000 942773460458809/976562500000000
-5038157753220297/39062500000000000 4842029327771031/4882812500000000
-6621239345153017/39062500000000000 -2406077993677059/2441406250000000
2724135750788419/78125000000000000 48798432309489/48828125000000
2365767645291211/2441406250000000 -37687444342431/152587890625000
-5217294728844849/9765625000000000 -4127567908375123/4882812500000000
54842814937613/488281250000000 -9703831093981/9765625000000
2985784394841563/4882812500000000 7727082103272063/9765625000000000
-2870900185823941/4882812500000000 394965695133037/488281250000000
4860251562567463/9765625000000000 4235132417917577/4882812500000000
-8591219094665893/156250000000000000 195017040339057/195312500000000
4284276465547647/4882812500000000 4684798000729941/9765625000000000
-2416243745158523/2441406250000000 -2796919923302797/19531250000000000
-4642789924670533/4882812500000000 -604828521223533/1953125000000000
-4383364192188943/4882812500000000 8605092695646711/19531250000000000
-7359918928892073/19531250000000000 -4522867729125489/4882812500000000
-4856973798291501/4882812500000000 4013285400196381/39062500000000000
-8069791456961337/9765625000000000 171863344723503/305175781250000
-8605345876068621/19531250000000000 -8766666255135541/9765625000000000
3539441747149939/4882812500000000 -672732042605031/976562500000000
2226639048584989/9765625000000000 950839156681831/976562500000000
4732892166142049/4882812500000000 -4802648692257171/19531250000000000
-1212283915238609/3906250000000000 1160429808714217/1220703125000000
814703508877193/2441406250000000 4602921972035699/4882812500000000
456242619003893/488281250000000 6958304587300679/19531250000000000
-3354138331190991/4882812500000000 -7096932848883823/9765625000000000
670918122694831/1220703125000000 8158372355412701/9765625000000000
-6613781732814333/78125000000000000 -4865284194948933/4882812500000000
2402381292922551/2441406250000000 -6956387125831771/39062500000000000
-8731507603890361/9765625000000000 8747161048895763/19531250000000000
-4911025811538103/39062500000000000 4844069718042501/4882812500000000
-1834270556858263/2441406250000000 1611184657878153/2441406250000000
-4845585613370217/4882812500000000 -962872999184691/7812500000000000
8958019321445973/9765625000000000 -7777228677935513/19531250000000000
-4747571195878237/4882812500000000 -2282477294716013/9765625000000000
2387493520554173/2441406250000000 -4081875387424001/19531250000000000
-6535906738091557/9765625000000000 7255987510435391/9765625000000000
4630420704677579/4882812500000000 6198144248530449/19531250000000000
-8272451594632783/9765625000000000 -2594897698131977/4882812500000000
-1473522331770949/7812500000000000 2397587658634641/2441406250000000
6204871636106191/78125000000000000 -486738796456333/488281250000000
1005011028769647/1220703125000000 -5542960661227271/9765625000000000
-3950124366141629/9765625000000000 4465533258543687/4882812500000000
4167632702696069/4882812500000000 2544149281306919/4882812500000000
8356324699088511/9765625000000000 -5053639200024899/9765625000000000
4132801518046369/19531250000000000 4772248409914697/4882812500000000
-1156253058457787/1220703125000000 -3131210466939879/9765625000000000
-905571176957581/3906250000000000 -1187447774590219/1220703125000000
6522131339571967/9765625000000000 -1817093049866981/2441406250000000
7614787554862533/9765625000000000 -1528529565770149/2441406250000000
4706644250439671/4882812500000000 -2599505960723641/9765625000000000
-5300420846509777/9765625000000000 8202010149378601/9765625000000000
2295713814104547/4882812500000000 8618945641755911/9765625000000000
5339350931842601/9765625000000000 4088360406913037/4882812500000000
-572992020162103/610351562500000 -3364156464441919/9765625000000000
-5046065665463029/39062500000000000 -2420950329569267/2441406250000000
