fp1, fp2, fp3, #Points, #Points on CH, Jarvis March runtime (ms), Jarvis March validity, Graham Scan runtime (ms), Graham Scan validity
BigRandom, n-100, test 1, 100, 11007, 14, True, 12, True
BigRandom, n-100, test 2, 100, 10007, 10, True, 4, True
BigRandom, n-100, test 3, 100, 8007, 8, True, 4, True
BigRandom, n-100, test 4, 100, 14013, 13, False, 4, True
BigRandom, n-100, test 5, 100, 14010, 13, True, 4, True
BigRandom, n-1000, test 1, 1000, 20013, 221, True, 33, True
BigRandom, n-1000, test 2, 1000, 9014, 116, True, 41, True
BigRandom, n-1000, test 3, 1000, 14013, 98, False, 31, True
BigRandom, n-1000, test 4, 1000, 17011, 121, True, 31, True
BigRandom, n-1000, test 5, 1000, 10008, 69, False, 31, True
CircleRandom, n-100, test 1, 100, 98066, 14, False, 1, True
CircleRandom, n-100, test 2, 100, 99079, 16, False, 1, True
CircleRandom, n-100, test 3, 100, 100069, 17, False, 1, False
CircleRandom, n-100, test 4, 100, 98066, 16, False, 1, True
CircleRandom, n-100, test 5, 100, 99066, 15, False, 1, True
CircleRandom, n-1000, test 1, 1000, 1000713, 1569, False, 11, False
CircleRandom, n-1000, test 2, 1000, 996749, 1520, False, 11, True
CircleRandom, n-1000, test 3, 1000, 997749, 1544, False, 11, True
CircleRandom, n-1000, test 4, 1000, 999777, 1542, False, 11, True
CircleRandom, n-1000, test 5, 1000, 1000792, 1557, False, 11, True
DisturbedRandom, n-100, test 1, 100, 100080, 24, False, 1, True
DisturbedRandom, n-100, test 2, 100, 99063, 24, False, 1, True
DisturbedRandom, n-100, test 3, 100, 98101, 43, False, 2, False
DisturbedRandom, n-100, test 4, 100, 99093, 32, False, 1, True
DisturbedRandom, n-100, test 5, 100, 100088, 23, False, 1, True
DisturbedRandom, n-1000, test 1, 1000, 999844, 2361, False, 16, False
DisturbedRandom, n-1000, test 2, 1000, 998848, 2345, False, 16, False
DisturbedRandom, n-1000, test 3, 1000, 991837, 2369, False, 17, False
DisturbedRandom, n-1000, test 4, 1000, 999777, 2425, False, 17, False
DisturbedRandom, n-1000, test 5, 1000, 998805, 2374, False, 17, True
UnitRandom, n-100, test 1, 100, 3010, 1, True, 1, True
UnitRandom, n-100, test 2, 100, 13014, 3, False, 1, True
UnitRandom, n-100, test 3, 100, 6013, 1, True, 1, True
UnitRandom, n-100, test 4, 100, 7011, 1, True, 1, True
UnitRandom, n-100, test 5, 100, 16014, 5, True, 1, True
UnitRandom, n-1000, test 1, 1000, 8014, 37, True, 20, True
UnitRandom, n-1000, test 2, 1000, 16019, 49, True, 13, True
UnitRandom, n-1000, test 3, 1000, 25017, 74, False, 13, True
UnitRandom, n-1000, test 4, 1000, 27018, 81, True, 13, True
UnitRandom, n-1000, test 5, 1000, 14018, 41, False, 13, True
