fp1, fp2, fp3, #Points, #Points on CH, Jarvis March runtime (ms), Jarvis March validity, Graham Scan runtime (ms), Graham Scan validity
BigRandom, n-100, test 1, 100, 7, 11, True, 9, True
BigRandom, n-100, test 2, 100, 7, 9, True, 3, True
BigRandom, n-100, test 3, 100, 7, 7, True, 4, True
BigRandom, n-100, test 4, 100, 13, 13, True, 4, True
BigRandom, n-100, test 5, 100, 10, 11, True, 4, True
BigRandom, n-1000, test 1, 1000, 13, 148, True, 42, True
BigRandom, n-1000, test 2, 1000, 14, 111, True, 39, True
BigRandom, n-1000, test 3, 1000, 13, 101, True, 38, True
BigRandom, n-1000, test 4, 1000, 11, 86, True, 30, True
BigRandom, n-1000, test 5, 1000, 8, 63, True, 40, True
CircleRandom, n-100, test 1, 100, 98, 16, False, 1, False
CircleRandom, n-100, test 2, 100, 99, 17, False, 1, False
CircleRandom, n-100, test 3, 100, 100, 16, False, 1, False
CircleRandom, n-100, test 4, 100, 97, 17, False, 1, False
CircleRandom, n-100, test 5, 100, 100, 16, False, 1, False
CircleRandom, n-1000, test 1, 1000, 998, 1656, False, 11, False
CircleRandom, n-1000, test 2, 1000, 997, 1711, False, 11, False
CircleRandom, n-1000, test 3, 1000, 999, 1599, False, 11, False
CircleRandom, n-1000, test 4, 1000, 998, 1595, False, 11, False
CircleRandom, n-1000, test 5, 1000, 1000, 1603, False, 11, False
DisturbedRandom, n-100, test 1, 100, 100, 24, False, 1, False
DisturbedRandom, n-100, test 2, 100, 99, 24, False, 1, False
DisturbedRandom, n-100, test 3, 100, 101, 24, False, 1, False
DisturbedRandom, n-100, test 4, 100, 99, 24, False, 1, False
DisturbedRandom, n-100, test 5, 100, 98, 24, False, 2, False
DisturbedRandom, n-1000, test 1, 1000, 995, 2383, False, 16, False
DisturbedRandom, n-1000, test 2, 1000, 999, 2411, False, 16, False
DisturbedRandom, n-1000, test 3, 1000, 995, 2418, False, 16, False
DisturbedRandom, n-1000, test 4, 1000, 997, 2451, False, 16, False
DisturbedRandom, n-1000, test 5, 1000, 996, 2389, False, 16, False
UnitRandom, n-100, test 1, 100, 10, 3, True, 1, True
UnitRandom, n-100, test 2, 100, 14, 4, True, 1, True
UnitRandom, n-100, test 3, 100, 13, 4, True, 1, True
UnitRandom, n-100, test 4, 100, 11, 3, True, 1, True
UnitRandom, n-100, test 5, 100, 14, 4, True, 1, True
UnitRandom, n-1000, test 1, 1000, 14, 47, True, 12, True
UnitRandom, n-1000, test 2, 1000, 19, 61, True, 12, True
UnitRandom, n-1000, test 3, 1000, 17, 55, True, 12, True
UnitRandom, n-1000, test 4, 1000, 18, 59, True, 13, True
UnitRandom, n-1000, test 5, 1000, 18, 58, True, 13, True
