fp1, fp2, fp3, #Points, #Points on CH, Jarvis March runtime (ms), Jarvis March validity, Graham Scan runtime (ms), Graham Scan validity
BigRandom, n-100, test 1, 100, 1007, 6, False, 14, True
BigRandom, n-100, test 2, 100, 1007, 2, False, 4, True
BigRandom, n-100, test 3, 100, 1007, 1, False, 5, True
BigRandom, n-100, test 4, 100, 1013, 1, False, 5, True
BigRandom, n-100, test 5, 100, 1010, 1, False, 4, True
BigRandom, n-1000, test 1, 1000, 1013, 17, False, 70, True
BigRandom, n-1000, test 2, 1000, 1014, 50, False, 78, True
BigRandom, n-1000, test 3, 1000, 1013, 11, False, 37, True
BigRandom, n-1000, test 4, 1000, 1011, 13, False, 40, True
BigRandom, n-1000, test 5, 1000, 1008, 11, False, 34, True
CircleRandom, n-100, test 1, 100, 1066, 0, False, 1, True
CircleRandom, n-100, test 2, 100, 1079, 0, False, 1, True
CircleRandom, n-100, test 3, 100, 1069, 0, False, 1, False
CircleRandom, n-100, test 4, 100, 1066, 0, False, 1, True
CircleRandom, n-100, test 5, 100, 1066, 0, False, 1, True
CircleRandom, n-1000, test 1, 1000, 1713, 8, False, 12, False
CircleRandom, n-1000, test 2, 1000, 1749, 8, False, 13, True
CircleRandom, n-1000, test 3, 1000, 1749, 10, False, 20, True
CircleRandom, n-1000, test 4, 1000, 1777, 9, False, 18, True
CircleRandom, n-1000, test 5, 1000, 1792, 10, False, 17, True
DisturbedRandom, n-100, test 1, 100, 1080, 1, False, 1, True
DisturbedRandom, n-100, test 2, 100, 1063, 1, False, 1, True
DisturbedRandom, n-100, test 3, 100, 1101, 1, False, 7, False
DisturbedRandom, n-100, test 4, 100, 1093, 1, False, 2, True
DisturbedRandom, n-100, test 5, 100, 1088, 1, False, 2, True
DisturbedRandom, n-1000, test 1, 1000, 1844, 14, False, 39, False
DisturbedRandom, n-1000, test 2, 1000, 1848, 11, False, 30, False
DisturbedRandom, n-1000, test 3, 1000, 1837, 9, False, 22, False
DisturbedRandom, n-1000, test 4, 1000, 1777, 8, False, 35, False
DisturbedRandom, n-1000, test 5, 1000, 1805, 9, False, 23, True
UnitRandom, n-100, test 1, 100, 1010, 0, False, 2, True
UnitRandom, n-100, test 2, 100, 1014, 0, False, 1, True
UnitRandom, n-100, test 3, 100, 1013, 0, False, 1, True
UnitRandom, n-100, test 4, 100, 1011, 0, False, 1, True
UnitRandom, n-100, test 5, 100, 1014, 0, False, 1, True
UnitRandom, n-1000, test 1, 1000, 1014, 8, False, 16, True
UnitRandom, n-1000, test 2, 1000, 1019, 6, False, 19, True
UnitRandom, n-1000, test 3, 1000, 1017, 9, False, 15, True
UnitRandom, n-1000, test 4, 1000, 1018, 6, False, 14, True
UnitRandom, n-1000, test 5, 1000, 1018, 5, False, 15, True
