fp1, fp2, fp3, #Points, #Points on CH, Jarvis March runtime (ms), Jarvis March validity, Graham Scan runtime (ms), Graham Scan validity
BigRandom, n-100, test 1, 100, 7, 4, True, 9, True
BigRandom, n-100, test 2, 100, 7, 1, True, 3, True
BigRandom, n-100, test 3, 100, 7, 1, True, 4, True
BigRandom, n-100, test 4, 100, 13, 1, True, 6, True
BigRandom, n-100, test 5, 100, 10, 1, True, 3, True
BigRandom, n-1000, test 1, 1000, 13, 14, True, 45, True
BigRandom, n-1000, test 2, 1000, 14, 16, True, 51, True
BigRandom, n-1000, test 3, 1000, 13, 9, True, 29, True
BigRandom, n-1000, test 4, 1000, 11, 9, True, 30, True
BigRandom, n-1000, test 5, 1000, 8, 9, True, 29, True
CircleRandom, n-100, test 1, 100, 66, 0, True, 0, True
CircleRandom, n-100, test 2, 100, 79, 0, True, 0, True
CircleRandom, n-100, test 3, 100, 69, 0, True, 7, False
CircleRandom, n-100, test 4, 100, 66, 0, True, 1, True
CircleRandom, n-100, test 5, 100, 66, 2, True, 2, True
CircleRandom, n-1000, test 1, 1000, 713, 11, True, 19, False
CircleRandom, n-1000, test 2, 1000, 749, 10, True, 14, True
CircleRandom, n-1000, test 3, 1000, 749, 7, True, 13, True
CircleRandom, n-1000, test 4, 1000, 777, 9, True, 16, True
CircleRandom, n-1000, test 5, 1000, 792, 9, True, 13, True
DisturbedRandom, n-100, test 1, 100, 80, 0, True, 1, True
DisturbedRandom, n-100, test 2, 100, 63, 1, True, 3, True
DisturbedRandom, n-100, test 3, 100, 101, 0, True, 1, False
DisturbedRandom, n-100, test 4, 100, 93, 1, True, 2, True
DisturbedRandom, n-100, test 5, 100, 88, 1, True, 3, True
DisturbedRandom, n-1000, test 1, 1000, 844, 17, True, 23, False
DisturbedRandom, n-1000, test 2, 1000, 848, 10, True, 37, False
DisturbedRandom, n-1000, test 3, 1000, 837, 9, True, 25, False
DisturbedRandom, n-1000, test 4, 1000, 777, 13, True, 21, False
DisturbedRandom, n-1000, test 5, 1000, 805, 10, True, 25, True
UnitRandom, n-100, test 1, 100, 10, 0, True, 1, True
UnitRandom, n-100, test 2, 100, 14, 0, True, 1, True
UnitRandom, n-100, test 3, 100, 13, 0, True, 1, True
UnitRandom, n-100, test 4, 100, 11, 0, True, 2, True
UnitRandom, n-100, test 5, 100, 14, 0, True, 2, True
UnitRandom, n-1000, test 1, 1000, 14, 11, True, 24, True
UnitRandom, n-1000, test 2, 1000, 19, 6, True, 16, True
UnitRandom, n-1000, test 3, 1000, 17, 5, True, 14, True
UnitRandom, n-1000, test 4, 1000, 18, 10, True, 19, True
UnitRandom, n-1000, test 5, 1000, 18, 6, True, 16, True
