fp1, fp2, fp3, #Points, #Points on CH, Jarvis March runtime (ms), Jarvis March validity, Graham Scan runtime (ms), Graham Scan validity
BigRandom, n-100, test 1, 100, 7007, 11, True, 8, True
BigRandom, n-100, test 2, 100, 11011, 11, True, 5, True
BigRandom, n-100, test 3, 100, 6006, 7, True, 4, True
BigRandom, n-100, test 4, 100, 4004, 6, True, 4, True
BigRandom, n-100, test 5, 100, 10010, 11, True, 4, True
BigRandom, n-1000, test 1, 1000, 11011, 133, True, 31, True
BigRandom, n-1000, test 2, 1000, 10010, 75, True, 30, True
BigRandom, n-1000, test 3, 1000, 12012, 99, True, 30, True
BigRandom, n-1000, test 4, 1000, 12012, 88, True, 30, True
BigRandom, n-1000, test 5, 1000, 8008, 61, True, 30, True
CircleRandom, n-100, test 1, 100, 100100, 16, True, 0, True
CircleRandom, n-100, test 2, 100, 100100, 16, True, 1, True
CircleRandom, n-100, test 3, 100, 100100, 16, True, 0, True
CircleRandom, n-100, test 4, 100, 100100, 16, True, 1, True
CircleRandom, n-100, test 5, 100, 100100, 16, True, 1, True
CircleRandom, n-1000, test 1, 1000, 1001000, 1596, True, 11, True
CircleRandom, n-1000, test 2, 1000, 1001000, 1644, True, 11, True
CircleRandom, n-1000, test 3, 1000, 1001000, 1596, True, 11, True
CircleRandom, n-1000, test 4, 1000, 1001000, 1607, True, 11, True
CircleRandom, n-1000, test 5, 1000, 1001000, 1599, True, 11, True
DisturbedRandom, n-100, test 1, 100, 4004, 1, True, 1, True
DisturbedRandom, n-100, test 2, 100, 4004, 1, True, 1, True
DisturbedRandom, n-100, test 3, 100, 4004, 1, True, 1, True
DisturbedRandom, n-100, test 4, 100, 5005, 1, True, 1, True
DisturbedRandom, n-100, test 5, 100, 4004, 1, True, 1, True
DisturbedRandom, n-1000, test 1, 1000, 4004, 14, True, 14, True
DisturbedRandom, n-1000, test 2, 1000, 4004, 13, True, 15, True
DisturbedRandom, n-1000, test 3, 1000, 4004, 14, True, 14, True
DisturbedRandom, n-1000, test 4, 1000, 4004, 14, True, 14, True
DisturbedRandom, n-1000, test 5, 1000, 4004, 14, True, 14, True
UnitRandom, n-100, test 1, 100, 15015, 4, True, 1, True
UnitRandom, n-100, test 2, 100, 12012, 3, True, 1, True
UnitRandom, n-100, test 3, 100, 11011, 3, True, 1, True
UnitRandom, n-100, test 4, 100, 13013, 4, True, 1, True
UnitRandom, n-100, test 5, 100, 13013, 3, True, 1, True
UnitRandom, n-1000, test 1, 1000, 25025, 87, True, 13, True
UnitRandom, n-1000, test 2, 1000, 14014, 46, True, 13, True
UnitRandom, n-1000, test 3, 1000, 17017, 56, True, 13, True
UnitRandom, n-1000, test 4, 1000, 16016, 52, True, 13, True
UnitRandom, n-1000, test 5, 1000, 19019, 61, True, 13, True
