fp1, fp2, fp3, #Points, #Points on CH, Jarvis March runtime (ms), Jarvis March validity, Graham Scan runtime (ms), Graham Scan validity
BigRandom, n-100, test 1, 100, 7, 16, True, 11, True
BigRandom, n-100, test 2, 100, 7, 37, True, 4, True
BigRandom, n-100, test 3, 100, 7, 7, True, 4, True
BigRandom, n-100, test 4, 100, 13, 22, True, 8, True
BigRandom, n-100, test 5, 100, 10, 18, True, 5, True
BigRandom, n-1000, test 1, 1000, 13, 160, True, 30, True
BigRandom, n-1000, test 2, 1000, 14, 106, True, 29, True
BigRandom, n-1000, test 3, 1000, 13, 98, True, 29, True
BigRandom, n-1000, test 4, 1000, 11, 83, True, 29, True
BigRandom, n-1000, test 5, 1000, 8, 60, True, 29, True
CircleRandom, n-100, test 1, 100, 98, 15, False, 1, False
CircleRandom, n-100, test 2, 100, 99, 16, False, 0, False
CircleRandom, n-100, test 3, 100, 100, 16, False, 1, False
CircleRandom, n-100, test 4, 100, 97, 16, False, 1, False
CircleRandom, n-100, test 5, 100, 100, 16, False, 1, False
CircleRandom, n-1000, test 1, 1000, 998, 1653, False, 11, False
CircleRandom, n-1000, test 2, 1000, 997, 1658, False, 12, False
CircleRandom, n-1000, test 3, 1000, 999, 1637, False, 11, False
CircleRandom, n-1000, test 4, 1000, 998, 1645, False, 11, False
CircleRandom, n-1000, test 5, 1000, 1000, 1629, False, 11, False
DisturbedRandom, n-100, test 1, 100, 100, 24, False, 1, False
DisturbedRandom, n-100, test 2, 100, 99, 24, False, 1, False
DisturbedRandom, n-100, test 3, 100, 101, 24, False, 1, False
DisturbedRandom, n-100, test 4, 100, 99, 24, False, 1, False
DisturbedRandom, n-100, test 5, 100, 98, 24, False, 1, False
DisturbedRandom, n-1000, test 1, 1000, 995, 2430, False, 16, False
DisturbedRandom, n-1000, test 2, 1000, 999, 2476, False, 16, False
DisturbedRandom, n-1000, test 3, 1000, 995, 2566, False, 19, False
DisturbedRandom, n-1000, test 4, 1000, 997, 2439, False, 17, False
DisturbedRandom, n-1000, test 5, 1000, 996, 2485, False, 16, False
UnitRandom, n-100, test 1, 100, 10, 3, True, 1, True
UnitRandom, n-100, test 2, 100, 14, 4, True, 1, True
UnitRandom, n-100, test 3, 100, 13, 4, True, 1, True
UnitRandom, n-100, test 4, 100, 11, 3, True, 1, True
UnitRandom, n-100, test 5, 100, 14, 4, True, 1, True
UnitRandom, n-1000, test 1, 1000, 14, 45, True, 12, True
UnitRandom, n-1000, test 2, 1000, 19, 62, True, 12, True
UnitRandom, n-1000, test 3, 1000, 17, 57, True, 13, True
UnitRandom, n-1000, test 4, 1000, 18, 60, True, 13, True
UnitRandom, n-1000, test 5, 1000, 18, 61, True, 12, True
