fp1, fp2, fp3, #Points, #Points on CH, Jarvis March runtime (ms), Jarvis March validity, Graham Scan runtime (ms), Graham Scan validity
BigRandom, n-100, test 1, 100, 9, 13, True, 8, True
BigRandom, n-100, test 2, 100, 6, 8, True, 4, True
BigRandom, n-100, test 3, 100, 13, 13, True, 4, True
BigRandom, n-100, test 4, 100, 8, 8, True, 4, True
BigRandom, n-100, test 5, 100, 9, 9, True, 4, True
BigRandom, n-1000, test 1, 1000, 11, 121, True, 31, True
BigRandom, n-1000, test 2, 1000, 10, 76, True, 30, True
BigRandom, n-1000, test 3, 1000, 8, 98, True, 31, True
BigRandom, n-1000, test 4, 1000, 11, 81, True, 31, True
BigRandom, n-1000, test 5, 1000, 8, 60, True, 30, True
CircleRandom, n-100, test 1, 100, 100, 16, True, 1, True
CircleRandom, n-100, test 2, 100, 100, 16, True, 1, True
CircleRandom, n-100, test 3, 100, 100, 16, True, 1, True
CircleRandom, n-100, test 4, 100, 100, 16, True, 1, True
CircleRandom, n-100, test 5, 100, 100, 16, True, 1, True
CircleRandom, n-1000, test 1, 1000, 1000, 1687, True, 11, True
CircleRandom, n-1000, test 2, 1000, 1000, 1661, True, 11, True
CircleRandom, n-1000, test 3, 1000, 1000, 1763, True, 11, True
CircleRandom, n-1000, test 4, 1000, 1000, 1793, True, 13, True
CircleRandom, n-1000, test 5, 1000, 1000, 1849, True, 11, True
DisturbedRandom, n-100, test 1, 100, 77, 16, True, 1, True
DisturbedRandom, n-100, test 2, 100, 72, 15, True, 1, True
DisturbedRandom, n-100, test 3, 100, 75, 16, True, 1, True
DisturbedRandom, n-100, test 4, 100, 79, 16, True, 1, True
DisturbedRandom, n-100, test 5, 100, 72, 16, True, 1, True
DisturbedRandom, n-1000, test 1, 1000, 241, 723, True, 13, True
DisturbedRandom, n-1000, test 2, 1000, 223, 672, True, 16, True
DisturbedRandom, n-1000, test 3, 1000, 229, 684, True, 14, True
DisturbedRandom, n-1000, test 4, 1000, 225, 677, True, 13, True
DisturbedRandom, n-1000, test 5, 1000, 237, 739, True, 15, True
UnitRandom, n-100, test 1, 100, 12, 3, True, 1, True
UnitRandom, n-100, test 2, 100, 10, 3, True, 1, True
UnitRandom, n-100, test 3, 100, 14, 4, True, 1, True
UnitRandom, n-100, test 4, 100, 13, 4, True, 1, True
UnitRandom, n-100, test 5, 100, 14, 4, True, 1, True
UnitRandom, n-1000, test 1, 1000, 17, 57, True, 14, True
UnitRandom, n-1000, test 2, 1000, 18, 60, True, 14, True
UnitRandom, n-1000, test 3, 1000, 20, 70, True, 14, True
UnitRandom, n-1000, test 4, 1000, 21, 71, True, 14, True
UnitRandom, n-1000, test 5, 1000, 18, 60, True, 14, True
