fp1, fp2, fp3, #Points, #Points on CH, Jarvis March runtime (ms), Jarvis March validity, Graham Scan runtime (ms), Graham Scan validity
BigRandom, n-100, test 1, 100, 9009, 13, True, 8, True
BigRandom, n-100, test 2, 100, 6006, 10, True, 4, True
BigRandom, n-100, test 3, 100, 13013, 16, True, 4, True
BigRandom, n-100, test 4, 100, 8008, 8, True, 5, True
BigRandom, n-100, test 5, 100, 9009, 10, True, 4, True
BigRandom, n-1000, test 1, 1000, 11011, 126, True, 49, True
BigRandom, n-1000, test 2, 1000, 10010, 77, True, 31, True
BigRandom, n-1000, test 3, 1000, 8008, 62, True, 34, True
BigRandom, n-1000, test 4, 1000, 11011, 82, True, 33, True
BigRandom, n-1000, test 5, 1000, 8008, 61, True, 30, True
CircleRandom, n-100, test 1, 100, 100100, 16, True, 1, True
CircleRandom, n-100, test 2, 100, 100100, 16, True, 1, True
CircleRandom, n-100, test 3, 100, 100100, 19, True, 1, True
CircleRandom, n-100, test 4, 100, 100100, 17, True, 1, True
CircleRandom, n-100, test 5, 100, 100100, 20, True, 1, True
CircleRandom, n-1000, test 1, 1000, 1001000, 1745, True, 11, True
CircleRandom, n-1000, test 2, 1000, 1001000, 1725, True, 11, True
CircleRandom, n-1000, test 3, 1000, 1001000, 1599, True, 11, True
CircleRandom, n-1000, test 4, 1000, 1001000, 1589, True, 11, True
CircleRandom, n-1000, test 5, 1000, 1001000, 1595, True, 11, True
DisturbedRandom, n-100, test 1, 100, 77077, 16, True, 1, True
DisturbedRandom, n-100, test 2, 100, 72072, 15, True, 1, True
DisturbedRandom, n-100, test 3, 100, 75075, 16, True, 1, True
DisturbedRandom, n-100, test 4, 100, 79079, 16, True, 1, True
DisturbedRandom, n-100, test 5, 100, 72072, 15, True, 1, True
DisturbedRandom, n-1000, test 1, 1000, 241241, 711, True, 13, True
DisturbedRandom, n-1000, test 2, 1000, 223223, 652, True, 13, True
DisturbedRandom, n-1000, test 3, 1000, 229229, 671, True, 13, True
DisturbedRandom, n-1000, test 4, 1000, 225225, 657, True, 13, True
DisturbedRandom, n-1000, test 5, 1000, 237237, 691, True, 13, True
UnitRandom, n-100, test 1, 100, 12012, 3, True, 1, True
UnitRandom, n-100, test 2, 100, 10010, 3, True, 1, True
UnitRandom, n-100, test 3, 100, 14014, 4, True, 1, True
UnitRandom, n-100, test 4, 100, 13013, 3, True, 1, True
UnitRandom, n-100, test 5, 100, 14014, 4, True, 1, True
UnitRandom, n-1000, test 1, 1000, 17017, 56, True, 13, True
UnitRandom, n-1000, test 2, 1000, 18018, 59, True, 13, True
UnitRandom, n-1000, test 3, 1000, 20020, 64, True, 13, True
UnitRandom, n-1000, test 4, 1000, 21021, 70, True, 13, True
UnitRandom, n-1000, test 5, 1000, 18018, 60, True, 14, True
