fp1, fp2, fp3, #Points, #Points on CH, Jarvis March runtime (ms), Jarvis March validity, Graham Scan runtime (ms), Graham Scan validity
BigRandom, n-100, test 1, 100, 10010, 14, True, 8, True
BigRandom, n-100, test 2, 100, 7007, 9, True, 4, True
BigRandom, n-100, test 3, 100, 10010, 11, True, 4, True
BigRandom, n-100, test 4, 100, 9009, 9, True, 4, True
BigRandom, n-100, test 5, 100, 8008, 8, True, 4, True
BigRandom, n-1000, test 1, 1000, 15015, 170, True, 31, True
BigRandom, n-1000, test 2, 1000, 11011, 86, True, 32, True
BigRandom, n-1000, test 3, 1000, 15015, 115, True, 32, True
BigRandom, n-1000, test 4, 1000, 10010, 78, True, 32, True
BigRandom, n-1000, test 5, 1000, 11011, 85, True, 32, True
CircleRandom, n-100, test 1, 100, 100100, 17, True, 1, True
CircleRandom, n-100, test 2, 100, 100100, 17, True, 1, True
CircleRandom, n-100, test 3, 100, 100100, 17, True, 1, True
CircleRandom, n-100, test 4, 100, 100100, 17, True, 1, True
CircleRandom, n-100, test 5, 100, 100100, 17, True, 1, True
CircleRandom, n-1000, test 1, 1000, 1001000, 1724, True, 12, True
CircleRandom, n-1000, test 2, 1000, 1001000, 1700, True, 12, True
CircleRandom, n-1000, test 3, 1000, 1001000, 1726, True, 12, True
CircleRandom, n-1000, test 4, 1000, 1001000, 1756, True, 12, True
CircleRandom, n-1000, test 5, 1000, 1001000, 1730, True, 12, True
DisturbedRandom, n-100, test 1, 100, 76076, 16, True, 1, True
DisturbedRandom, n-100, test 2, 100, 79079, 17, True, 1, True
DisturbedRandom, n-100, test 3, 100, 74074, 16, True, 1, True
DisturbedRandom, n-100, test 4, 100, 76076, 16, True, 1, True
DisturbedRandom, n-100, test 5, 100, 76076, 16, True, 1, True
DisturbedRandom, n-1000, test 1, 1000, 244244, 769, True, 14, True
DisturbedRandom, n-1000, test 2, 1000, 236236, 742, True, 14, True
DisturbedRandom, n-1000, test 3, 1000, 222222, 709, True, 14, True
DisturbedRandom, n-1000, test 4, 1000, 231231, 736, True, 14, True
DisturbedRandom, n-1000, test 5, 1000, 220220, 778, True, 15, True
UnitRandom, n-100, test 1, 100, 15015, 5, True, 1, True
UnitRandom, n-100, test 2, 100, 13013, 4, True, 1, True
UnitRandom, n-100, test 3, 100, 12012, 3, True, 1, True
UnitRandom, n-100, test 4, 100, 9009, 3, True, 1, True
UnitRandom, n-100, test 5, 100, 9009, 3, True, 1, True
UnitRandom, n-1000, test 1, 1000, 18018, 64, True, 14, True
UnitRandom, n-1000, test 2, 1000, 17017, 61, True, 15, True
UnitRandom, n-1000, test 3, 1000, 19019, 69, True, 14, True
UnitRandom, n-1000, test 4, 1000, 17017, 61, True, 15, True
UnitRandom, n-1000, test 5, 1000, 20020, 70, True, 15, True
