2000
2413983989869437/2441406250000000 -1459565821431001/9765625000000000
-1525811752999339/1953125000000000 3048150832917069/4882812500000000
4640257607379509/4882812500000000 -3039649484603673/9765625000000000
-8507206956537231/78125000000000000 4853777143401539/4882812500000000
-1220497186337561/1220703125000000 5739983149839179/312500000000000000
-4391600103110603/4882812500000000 1707528074290353/3906250000000000
8734543267297407/9765625000000000 -8735029605521563/19531250000000000
4517666547579501/4882812500000000 -3705426763565763/9765625000000000
5723778522742569/9765625000000000 -3956191067909129/4882812500000000
8901840023377623/9765625000000000 8031108476123901/19531250000000000
-849316690018009/976562500000000 964023809795387/1953125000000000
-4590711294290967/4882812500000000 -6653994556806433/19531250000000000
1171683409072737/1953125000000000 -3906609187108983/4882812500000000
-4864624603332331/4882812500000000 -842105406252711/9765625000000000
-944402087217871/1220703125000000 -3093789435739399/4882812500000000
8627593673554097/9765625000000000 -915031344701903/1953125000000000
-5957518620895601/156250000000000000 1219815501583307/1220703125000000
6644973796428403/9765625000000000 -1431247775689519/1953125000000000
-2374323077343167/2441406250000000 2273514994662623/9765625000000000
-2402332893278631/4882812500000000 -4250959254101099/4882812500000000
4057456425232031/4882812500000000 -1358207022833739/2441406250000000
686888486875913/3906250000000000 -2403364606804623/2441406250000000
2337240945808149/4882812500000000 4287092566226449/4882812500000000
-342999263843169/488281250000000 -6950398092328427/9765625000000000
297542515748163/305175781250000 8682051181248143/39062500000000000
-1467298125231529/1953125000000000 6445412084027367/9765625000000000
-6030610815103091/39062500000000000 4824272353563349/4882812500000000
4789123343441047/4882812500000000 -1903844018258113/9765625000000000
563438077057109/7812500000000000 4870097446058983/4882812500000000
-8690537549231357/9765625000000000 -2227217364000697/4882812500000000
-2220615518522069/2441406250000000 -4058238428555967/9765625000000000
-4606048274288817/9765625000000000 -269098159178011/305175781250000
63764947651573/97656250000000 -7396468491824091/9765625000000000
877080554161231/1220703125000000 6792211167021207/9765625000000000
7552844290888229/39062500000000000 4790670375466121/4882812500000000
-2064282635048201/2441406250000000 -130353430341419/244140625000000
-4652677152540499/4882812500000000 2962737399354781/9765625000000000
-5112200649842539/19531250000000000 188503350388859/195312500000000
-1889174121028217/2441406250000000 9665268074513/15258789062500
-5565726778058097/19531250000000000 936072128623787/976562500000000
5813112356251921/9765625000000000 -7846983903017531/9765625000000000
-4882778586489953/4882812500000000 582352060821063/156250000000000000
-2738280145061873/4882812500000000 2021365859840579/2441406250000000
420293315571269/1220703125000000 -4584268139227243/4882812500000000
-8889324088086281/9765625000000000 4043185488892887/9765625000000000
2020849570286367/4882812500000000 8889999982998797/9765625000000000
182827925361913/195312500000000 858862107321073/2441406250000000
173234190019273/781250000000000 -4761259180174459/4882812500000000
-1617344618568529/3906250000000000 -8889244008662737/9765625000000000
7683255037274281/39062500000000000 -2393714505515401/2441406250000000
4582340025701581/9765625000000000 431189029108691/488281250000000
348351616470097/3125000000000000 -242619022711103/244140625000000
769798227033193/1220703125000000 1894757830479999/2441406250000000
-6220347206321137/9765625000000000 -3011304362523/3906250000000
1653488844265419/2441406250000000 -3592458277797459/4882812500000000
294153463102701/1220703125000000 947785582343839/976562500000000
594988902559261/610351562500000 -870899519664079/3906250000000000
-343079352845619/781250000000000 1754722414213697/1953125000000000
-7029495370836739/39062500000000000 -4803099749578041/4882812500000000
-2225656600734261/4882812500000000 8692136815712063/9765625000000000
-3047996671518503/9765625000000000 2319444275185291/2441406250000000
6262825503306693/9765625000000000 -7492959919534887/9765625000000000
-4383886722586149/9765625000000000 -8726337653572539/9765625000000000
-2422648193740209/2441406250000000 -966591805635231/7812500000000000
-4923676823064221/9765625000000000 4216777151529507/4882812500000000
-700781126998797/1953125000000000 -4557687926506223/4882812500000000
4804610641719729/4882812500000000 -3481550210190351/19531250000000000
446606671355457/610351562500000 665629828075857/976562500000000
1220461487618291/1220703125000000 -1243513643134493/62500000000000000
3994631905129039/9765625000000000 278476511687557/305175781250000
-2419705709920297/2441406250000000 -2598322596361559/19531250000000000
-8754349586875173/19531250000000000 -87297063219973/97656250000000
2241290064871323/2441406250000000 7744245131030037/19531250000000000
-116418660934829/122070312500000 734263326059249/2441406250000000
4441104064250717/9765625000000000 -2174339358447767/2441406250000000
8291204395083333/19531250000000000 -884202545010829/976562500000000
-1060470770866947/3906250000000000 4699433278105999/4882812500000000
-1890696645323909/2441406250000000 -772290533559097/1220703125000000
851314751829029/1953125000000000 -8789141680140443/9765625000000000
3691790666568849/9765625000000000 -2260228325231493/2441406250000000
8148617514365211/78125000000000000 303511242568219/305175781250000
-4768452532090367/78125000000000000 -1218427189364837/1220703125000000
-1173078799857127/4882812500000000 -1184951054882701/1220703125000000
-7690486737802543/312500000000000000 -1220333421601473/1220703125000000
-1783599124552703/1953125000000000 7959091835880717/19531250000000000
3772821097543327/4882812500000000 -30996256025669/48828125000000
2286874309449569/4882812500000000 -8628340235047713/9765625000000000
4829757914407931/4882812500000000 5742731884364209/39062500000000000
-5543116169048113/19531250000000000 936407483015457/976562500000000
-3865921534390039/4882812500000000 5965403121364261/9765625000000000
-332098331330289/390625000000000 1285413797561861/2441406250000000
1500609374728567/1953125000000000 -6250737496691369/9765625000000000
-1340248678833773/2441406250000000 816254661871981/976562500000000
-2291111650128717/9765625000000000 -2373265670011333/2441406250000000
90839005771739/97656250000000 -896178760929031/2441406250000000
-1205837306556621/1220703125000000 6077684569724249/39062500000000000
5414887720307857/39062500000000000 -4835671323008153/4882812500000000
3802808742880963/4882812500000000 9571127427153/15258789062500
4854943015034021/4882812500000000 65118429482441/610351562500000
1180785132849663/4882812500000000 4737890287902143/4882812500000000
8775347174395037/9765625000000000 267808770463107/610351562500000
8446313429936871/9765625000000000 4901756938475533/9765625000000000
1637179033033851/15625000000000000 2427967487117741/2441406250000000
1214454957507927/1220703125000000 -7894413767429431/78125000000000000
-4868846481442851/19531250000000000 -4728663001464061/4882812500000000
120145204786691/390625000000000 -4646117673521963/4882812500000000
-1389797463651639/4882812500000000 4680846175659239/4882812500000000
-2264442580430691/9765625000000000 237486488353229/244140625000000
-4815885282479591/4882812500000000 -402835840061657/2441406250000000
-4398100448577131/9765625000000000 -8719182535355631/9765625000000000
5692415627468777/9765625000000000 -317399019443411/390625000000000
-4129108139446963/4882812500000000 40722011222137/76293945312500
-7125263972927547/19531250000000000 -11365730080601/12207031250000
-4706277549092543/9765625000000000 -4278387057979107/4882812500000000
5636372349552581/78125000000000000 -1217522110992713/1220703125000000
-5198439839600543/9765625000000000 -8267022128594969/9765625000000000
2439828647998293/2441406250000000 2808106381280099/78125000000000000
-1489539974730729/3906250000000000 -4513877858577363/4882812500000000
5174066348191937/9765625000000000 2070574634387951/2441406250000000
-4319693624136877/4882812500000000 2276423709186729/4882812500000000
8851880268720897/19531250000000000 -544067743253319/610351562500000
1630019158909567/3906250000000000 1774952577119157/1953125000000000
4879903970487343/4882812500000000 5392275266859941/156250000000000000
-8128853415559851/9765625000000000 -5411947319492861/9765625000000000
5660072502601859/9765625000000000 7958078342534417/9765625000000000
8780271193731143/39062500000000000 -4757864778472283/4882812500000000
-1011613834012197/1220703125000000 -546554923992769/976562500000000
-126765044037277/195312500000000 -3714632911412413/4882812500000000
-1155936031790779/1953125000000000 7871640801054103/9765625000000000
-4892656283538257/19531250000000000 -4727126777002427/4882812500000000
4754188451309789/4882812500000000 8906806672073237/39062500000000000
3104775803294737/4882812500000000 -7537167935353907/9765625000000000
2316419818978303/4882812500000000 8596756861142643/9765625000000000
-2258636700743603/19531250000000000 4850053394142649/4882812500000000
2404060893168657/2441406250000000 -1701555521168471/9765625000000000
946102585569359/1220703125000000 -49367445199073/78125000000000
2424007831629471/2441406250000000 931032340854849/7812500000000000
6733427256691583/9765625000000000 -3536537466911239/4882812500000000
297467306347163/1953125000000000 4825848673601077/4882812500000000
-2857138711332927/9765625000000000 116728979655351/122070312500000
-4796013390005269/4882812500000000 -7332616332181233/39062500000000000
-3819181795138713/4882812500000000 760579890849627/1220703125000000
-1658836632386011/2441406250000000 -3582583148842913/4882812500000000
4841199301506233/4882812500000000 -2544475531819653/19531250000000000
-2856494517277073/4882812500000000 -1980044000958203/2441406250000000
1205531480794087/1220703125000000 6139495698830819/39062500000000000
-1609553404157123/31250000000000000 -2438165771755751/2441406250000000
8984995082062749/9765625000000000 7651743596314037/19531250000000000
881350788960557/1220703125000000 -1689185491511657/2441406250000000
-5721547555134113/19531250000000000 -4668602709435921/4882812500000000
1317641075681673/9765625000000000 -15119256854191/15258789062500
1721853160547681/1953125000000000 4609552470514253/9765625000000000
-6755094824451621/9765625000000000 3526192193900239/4882812500000000
-6008819165002259/19531250000000000 929198335670057/976562500000000
331262186027029/488281250000000 35872544265797/48828125000000
2338451769367633/2441406250000000 -701503955712617/2441406250000000
-1210299107684407/19531250000000000 -4873428609770271/4882812500000000
-96377765966737/152587890625000 -1514212981947857/1953125000000000
-4517880786908519/9765625000000000 865772399859847/976562500000000
720245835577637/3906250000000000 2399547076308187/2441406250000000
-236459804222283/244140625000000 -2430277601443987/9765625000000000
3212959413372259/4882812500000000 367678524232499/488281250000000
5851508877589567/19531250000000000 -4658524246059519/4882812500000000
1194373698470093/1220703125000000 -252165794245843/1220703125000000
8472720845866051/9765625000000000 -971193762513987/1953125000000000
7301331311317499/19531250000000000 -36230389876173/39062500000000
1193690764692237/1220703125000000 -1021516344838227/4882812500000000
-5176225665202457/9765625000000000 -4140474595487949/4882812500000000
-1796083585944177/3906250000000000 -867210788058543/976562500000000
-5940223363391337/19531250000000000 -4651501591929211/4882812500000000
-689362515293347/976562500000000 -432314645485261/610351562500000
-2414853953408731/2441406250000000 -1436355728893283/9765625000000000
4992756826544131/9765625000000000 4196421419245867/4882812500000000
4065469345930507/4882812500000000 -540881388382171/976562500000000
-3906149720391599/4882812500000000 -366227650172183/610351562500000
3281631357373077/39062500000000000 973110284694233/976562500000000
-2691488425547413/9765625000000000 4693701143441317/4882812500000000
-6050189627609463/39062500000000000 -4823889301758953/4882812500000000
4409214676506463/19531250000000000 -190270479186599/195312500000000
-4822862719082351/9765625000000000 -8491609201647859/9765625000000000
-4844937200742789/4882812500000000 -2427975060876447/19531250000000000
5666390681060419/9765625000000000 3976790423514189/4882812500000000
-4686584261011127/4882812500000000 -5481293095026449/19531250000000000
293458997678013/305175781250000 670000556100727/2441406250000000
2388298585313459/2441406250000000 8103243319916467/39062500000000000
-975980514022643/976562500000000 -5393572837303813/156250000000000000
4622939626526581/4882812500000000 314342941364779/976562500000000
-2118422036083643/156250000000000000 -48823637081829/48828125000000
-3739088008086643/9765625000000000 2255363780363487/2441406250000000
477549382631723/1220703125000000 8987325142560541/9765625000000000
-5453684499810459/19531250000000000 -1172149221147557/1220703125000000
-1485330341960669/1953125000000000 -6341315007307243/9765625000000000
8934724816139297/9765625000000000 3941842729040519/9765625000000000
975600211077063/976562500000000 6934748773213933/156250000000000000
-78517945832469/610351562500000 -4842240552659503/4882812500000000
-2654535592460641/19531250000000000 -151172009720317/152587890625000
550599026699529/15625000000000000 4879779965420339/4882812500000000
-2438864508994111/2441406250000000 890999773125943/19531250000000000
-5184759246637257/39062500000000000 4839610614831931/4882812500000000
1217462225102557/1220703125000000 5689110380047389/78125000000000000
-321777970851483/781250000000000 8898828047616563/9765625000000000
8249266020832749/312500000000000000 39048887550199/39062500000000
4879437934434223/4882812500000000 -5808097335650213/156250000000000000
-6596456744853903/19531250000000000 -2297949102514333/2441406250000000
-1361230782352777/2441406250000000 8106802313824419/9765625000000000
-8576143661697817/9765625000000000 934177532047209/1953125000000000
-6809977784784441/9765625000000000 -1749850604540417/2441406250000000
-254550138172419/976562500000000 4714017775641741/4882812500000000
-8246172534991559/9765625000000000 2615725050716143/4882812500000000
2432719806701989/2441406250000000 3292223841484349/39062500000000000
5675229114909657/9765625000000000 -397363832444231/488281250000000
-3553033589587741/9765625000000000 -18192678082337/19531250000000
-3433577568586673/78125000000000000 -4878094438597611/4882812500000000
1987022213008169/4882812500000000 1115056070203657/1220703125000000
-6496148344733119/9765625000000000 -729160396098459/976562500000000
850701670749169/976562500000000 4795633261528893/9765625000000000
-945786043405349/1220703125000000 -6174035332503607/9765625000000000
931131259162507/976562500000000 5887916256765011/19531250000000000
1227838209595633/2441406250000000 8440737227134657/9765625000000000
8432503296655981/19531250000000000 8808555709002271/9765625000000000
-2647394186669/3906250000000 -7180743817187039/9765625000000000
-8915110288501861/9765625000000000 -7972011084907811/19531250000000000
-1448503268936387/4882812500000000 1165753409549937/1220703125000000
-4808558945204187/4882812500000000 -848303472026989/4882812500000000
6840694093364297/19531250000000000 1143382165720943/1220703125000000
6016911122559061/312500000000000000 -97638146712299/97656250000000
1434249142173257/3906250000000000 4541771140734099/4882812500000000
-1073039965099813/15625000000000000 487128474448431/488281250000000
7847335160300771/9765625000000000 -2906319086169491/4882812500000000
-6463544721781491/39062500000000000 -4815504737108839/4882812500000000
-550941007636823/610351562500000 -4202644072876059/9765625000000000
-688210057887823/7812500000000000 -4863830279399713/4882812500000000
8260811772105701/9765625000000000 5208303035199169/9765625000000000
-486161340928847/488281250000000 7272047855205201/78125000000000000
1818141246969007/9765625000000000 -119936046790763/122070312500000
3565371206947771/4882812500000000 3336163375319627/4882812500000000
3054198863453043/9765625000000000 2318934304577039/2441406250000000
-8570156203942703/9765625000000000 468186440220639/976562500000000
-5331199792100159/9765625000000000 -8182037669024521/9765625000000000
480413621445407/610351562500000 1204713015402931/1953125000000000
4600465017812077/4882812500000000 -6545324474821493/19531250000000000
-148234020891909/152587890625000 -4632361232164093/19531250000000000
-34557634418373/97656250000000 4566867927658019/4882812500000000
4771684487290131/4882812500000000 -2071603305568877/9765625000000000
-4782679865953999/4882812500000000 -787027302176277/3906250000000000
-144698499819049/152587890625000 -6198965487725477/19531250000000000
-4691764424406501/4882812500000000 -5409923468633967/19531250000000000
2262025348051701/2441406250000000 -7348276760430381/19531250000000000
6723579938850287/19531250000000000 1146092545361313/1220703125000000
-4582584471406701/4882812500000000 -269721158417369/781250000000000
3219134161164781/4882812500000000 -7342760560600671/9765625000000000
-3998741933589687/4882812500000000 -1120851166477167/1953125000000000
-2049707803048337/2441406250000000 1326334196068933/2441406250000000
180684755939321/195312500000000 -3708096421143201/9765625000000000
-3981011605170561/4882812500000000 -44175952427363/76293945312500
-1675802423303537/1953125000000000 5015933371953301/9765625000000000
4749007148297103/4882812500000000 1135248437822871/4882812500000000
-4841066719905427/4882812500000000 1274254171788913/9765625000000000
7138122896559813/19531250000000000 -4545031133529977/4882812500000000
-177078951014839/244140625000000 -6722819632609503/9765625000000000
5930316937212919/156250000000000000 4879294366670779/4882812500000000
1233711869595599/9765625000000000 -968738285934049/976562500000000
3641044003676053/9765625000000000 4530734769436401/4882812500000000
-814678872364287/1220703125000000 -1818146808492669/2441406250000000
-7051527992785763/78125000000000000 -972576441241169/976562500000000
-5464769860681277/156250000000000000 -2439912607616331/2441406250000000
-7579546277191639/19531250000000000 140629384652653/152587890625000
957035410150871/976562500000000 -7772519810059467/39062500000000000
2401170931761641/2441406250000000 7062557207167319/39062500000000000
5466005884746789/9765625000000000 1011575282268163/1220703125000000
8668086120450883/9765625000000000 -1799187134194629/3906250000000000
2067178796694589/2441406250000000 2597873207094891/4882812500000000
4731322566121231/19531250000000000 2368690016845453/2441406250000000
-8701614986214417/9765625000000000 -8865512567768131/19531250000000000
2868191281102813/4882812500000000 1580649825111789/1953125000000000
1370557471657261/2441406250000000 1616324065412333/1953125000000000
1160762164883471/1220703125000000 -3022553261967011/9765625000000000
4227976892810737/4882812500000000 -61063846218603/122070312500000
590886019088817/610351562500000 -4893253325402143/19531250000000000
3712323422671779/4882812500000000 -6343662259496083/9765625000000000
-4523936587261391/4882812500000000 7349400698934853/19531250000000000
-6068195722882417/9765625000000000 1530286669999011/1953125000000000
-965359951320399/1220703125000000 -1494250693520257/2441406250000000
-7875054734596259/9765625000000000 -115500553362723/195312500000000
7554353062817049/9765625000000000 -6188633245146433/9765625000000000
338596767604337/390625000000000 2434777954226993/4882812500000000
-1217093834944333/1220703125000000 -3001647134003011/39062500000000000
2020557586482943/2441406250000000 -5481330520587549/9765625000000000
4774967149718661/4882812500000000 -8164495347104417/39062500000000000
-1107056445328777/1220703125000000 -51433660791429/122070312500000
-2439999528567579/2441406250000000 662928201436267/19531250000000000
-1438096427443291/3906250000000000 90797397153893/97656250000000
850731869315603/976562500000000 74923398859801/152587890625000
-6931169371123073/9765625000000000 214981655261683/305175781250000
-4604854372055313/4882812500000000 6495751377408859/19531250000000000
6149291724622849/39062500000000000 -2410965442592031/2441406250000000
-2143524095767569/2441406250000000 -233732233840597/488281250000000
-1671272055030721/78125000000000000 4881695112035109/4882812500000000
6445532309224251/9765625000000000 -2934554000631/3906250000000
3575811211801921/9765625000000000 4543704595871541/4882812500000000
-602991315479093/610351562500000 -1209617154789459/7812500000000000
-8957194373711739/9765625000000000 -972628545237459/2441406250000000
-4707529577087533/4882812500000000 -2593085568200417/9765625000000000
1717599529538711/1953125000000000 -2324528341612281/4882812500000000
-7009468632149027/39062500000000000 -4803557040986851/4882812500000000
727911518641783/3906250000000000 -4797286649035417/4882812500000000
6485991504872807/19531250000000000 -2302857059587943/2441406250000000
5616700290457867/19531250000000000 -1169138311845641/1220703125000000
-4821805155761131/4882812500000000 1231119633537277/7812500000000000
1063126098574743/1220703125000000 4799193384986349/9765625000000000
7804513215989667/19531250000000000 -4476042476507167/4882812500000000
8671932587101059/9765625000000000 -1122636874878731/2441406250000000
-301662409068983/305175781250000 -1182057210997251/7812500000000000
-407667112012457/488281250000000 -6718728715547/12207031250000
-5559520218225021/9765625000000000 -4014323311087817/4882812500000000
-5763387569155433/19531250000000000 -1166346275317117/1220703125000000
1799249549600847/1953125000000000 1899668266905681/4882812500000000
-105793474526821/2441406250000000 -609778249565293/610351562500000
7611687336710541/19531250000000000 -1798699370241343/1953125000000000
5876320149101399/9765625000000000 3899881188763637/4882812500000000
608729175454999/610351562500000 -5692505241348983/78125000000000000
-798592765453809/976562500000000 1124142182058991/1953125000000000
-8918726373170781/9765625000000000 7955815865423981/19531250000000000
-248338328148753/305175781250000 -709482428070831/1220703125000000
