2000
-4879516574278567/4882812500000000 -1148009292173877/31250000000000000
-986540675397231/1953125000000000 2107069485020819/2441406250000000
75836493388067/76293945312500 4271208275254741/39062500000000000
4978573053877179/312500000000000000 -4882192805934957/4882812500000000
-8334918260932013/9765625000000000 -101777343695357/195312500000000
899061889398839/976562500000000 -7625274695034659/19531250000000000
4766312984419007/4882812500000000 -4240978084763039/19531250000000000
-7525921729493717/9765625000000000 6223177143723237/9765625000000000
2364161034429153/9765625000000000 4737567261894861/4882812500000000
1220690275135679/1220703125000000 286772904586049/62500000000000000
-4419221492786197/4882812500000000 -4153234550493283/9765625000000000
228966205580383/390625000000000 -395605483971883/488281250000000
-119916777522023/244140625000000 8506431566209113/9765625000000000
-4842384037047289/4882812500000000 1003258368835751/7812500000000000
4510221677799877/4882812500000000 -7483056410061669/19531250000000000
-2389008495172311/2441406250000000 8049493102587229/39062500000000000
2438553771361641/2441406250000000 -302036408700017/6250000000000000
-74233168376353/195312500000000 4516387478467859/4882812500000000
7510363254520701/9765625000000000 -1248388968643511/1953125000000000
-4864980218209203/4882812500000000 -6670779487202529/78125000000000000
-1758694152547229/4882812500000000 -1138772716237541/1220703125000000
-2966824685347171/19531250000000000 120653765651857/122070312500000
-4792611663710647/4882812500000000 -7473607326140331/39062500000000000
-4753298191447833/9765625000000000 -853074369230513/976562500000000
2384156868684501/2441406250000000 -8409678280359821/39062500000000000
583803374372909/1220703125000000 -8576394541131869/9765625000000000
2369415010429291/2441406250000000 941606437893269/3906250000000000
4937941933147533/9765625000000000 -842520985527887/976562500000000
97625682268749/97656250000000 -1563661016810881/62500000000000000
1569049377116977/2441406250000000 -7481762925629641/9765625000000000
8843589083387987/9765625000000000 8284531070569007/19531250000000000
606951410561829/610351562500000 8234902719244959/78125000000000000
8103135456374419/9765625000000000 2725189324444851/4882812500000000
944227556819641/976562500000000 -1246080227640477/4882812500000000
1188406413030933/1220703125000000 4463005390321601/19531250000000000
-103346834593129/195312500000000 4143247853121271/4882812500000000
8331296219730331/9765625000000000 1273698721728673/2441406250000000
-4511622109916241/312500000000000000 4882303605129497/4882812500000000
-460028826603323/488281250000000 3273655925446793/9765625000000000
-4323018293522427/4882812500000000 -2270103685743603/4882812500000000
-502729234386973/3906250000000000 2421102891390671/2441406250000000
46531512519891/48828125000000 5919515299439329/19531250000000000
-336430248710589/390625000000000 -2481260339321381/4882812500000000
4821631313295709/4882812500000000 -6164307007552659/39062500000000000
-1218692830742219/1220703125000000 -4481784185191173/78125000000000000
-1679942690827599/1953125000000000 -4981189168160367/9765625000000000
8130755373936337/39062500000000000 2387933307619273/2441406250000000
-347514818181409/488281250000000 -6860088344792791/9765625000000000
-4397371837269507/4882812500000000 -1697994833432941/3906250000000000
5490552660580939/9765625000000000 8075968246718939/9765625000000000
-5866485833492571/9765625000000000 390358090751479/488281250000000
-2227029566908243/2441406250000000 -4001607248405163/9765625000000000
2413681289505567/2441406250000000 2935107332740593/19531250000000000
4199149736570731/4882812500000000 1245893193658089/2441406250000000
2694934593570337/4882812500000000 -4071754590656727/4882812500000000
-942234104158649/976562500000000 -5132999488275769/19531250000000000
304997422822367/305175781250000 -267062769622959/7812500000000000
-5469838398801523/9765625000000000 4045006165991017/4882812500000000
7364075091238007/19531250000000000 4522444890578463/4882812500000000
-6401535396020907/9765625000000000 7374806859444961/9765625000000000
-5936330146554133/9765625000000000 -193854675001239/244140625000000
5132204607236411/19531250000000000 4711224644611801/4882812500000000
797901758775463/1953125000000000 13927411148849/15258789062500
-2886705724379583/4882812500000000 -3938119852288703/4882812500000000
-2347964554217801/2441406250000000 -668974535894951/2441406250000000
-6816775428783969/9765625000000000 1398556461415157/1953125000000000
3109690184534647/9765625000000000 1157160172826359/1220703125000000
-1323347035473691/2441406250000000 256454707905523/305175781250000
4837807140131673/4882812500000000 -165355674427741/1220703125000000
-2349858330919579/4882812500000000 4280189684437373/4882812500000000
-1439670257998903/2441406250000000 -7887016191967591/9765625000000000
5504891157742077/9765625000000000 -4033100698657241/4882812500000000
-2255254080363229/2441406250000000 374014654374733/976562500000000
-2045560708377913/9765625000000000 954898492139167/976562500000000
475933946291319/1953125000000000 -4735625713931959/4882812500000000
6554511387400169/9765625000000000 -723918587363707/976562500000000
-7450709687624287/9765625000000000 -6313030713640367/9765625000000000
384586887927997/488281250000000 6017026000788787/9765625000000000
8587009302160407/19531250000000000 -8771160097260661/9765625000000000
568808622469569/610351562500000 -1416494823017351/3906250000000000
-1205854296017029/1220703125000000 -3037115944030203/19531250000000000
4737710575616119/78125000000000000 1218456467406317/1220703125000000
4788038404081923/4882812500000000 7658913348272337/39062500000000000
2286419528313193/2441406250000000 -684806643933723/1953125000000000
-5625182800717653/19531250000000000 -2337957993303833/2441406250000000
-6536292159748873/9765625000000000 7255640319298527/9765625000000000
-4733809249533839/4882812500000000 2394082621117423/9765625000000000
-672132488977801/1220703125000000 8151972665882621/9765625000000000
-561156120780459/1220703125000000 1734520975482339/1953125000000000
-2343270521336523/2441406250000000 -1370471074301567/4882812500000000
-4297452137132299/4882812500000000 18545102709601/39062500000000
598290973861353/610351562500000 -7727040057574073/39062500000000000
-293468017046381/305175781250000 5357981397052739/19531250000000000
-1310707878301961/4882812500000000 -4703605294655731/4882812500000000
108015313925203/122070312500000 -4549358215124417/9765625000000000
2379045889372279/2441406250000000 1754479002470883/7812500000000000
8831549458057807/9765625000000000 1667149222379513/3906250000000000
-4630495860412611/4882812500000000 -247889833433247/781250000000000
7643830213526967/19531250000000000 -8986678839110591/9765625000000000
-39046818068497/39062500000000 8854034020973989/312500000000000000
4941133773575993/39062500000000000 968718258603097/976562500000000
8627113588590371/9765625000000000 4576061928141311/9765625000000000
-3365219230184533/39062500000000000 -486465923424819/488281250000000
6233567505568267/625000000000000000 -61032120442951/61035156250000
-4875853283497267/4882812500000000 -8339218908047327/156250000000000000
184881449251289/195312500000000 1259495514718977/3906250000000000
1687718907955619/2441406250000000 -3528211651966563/4882812500000000
2433942143675009/2441406250000000 -305219108316171/3906250000000000
-1683184725616019/1953125000000000 -1238438056761121/2441406250000000
4406013557773561/39062500000000000 606456543178763/610351562500000
3730674757432411/4882812500000000 -630045197248987/976562500000000
-5914798631009091/9765625000000000 1942655862396213/2441406250000000
3926866846355033/4882812500000000 5803989897011857/9765625000000000
1443778142554753/9765625000000000 -2414577296284307/2441406250000000
477848825224511/488281250000000 -2007892360971301/9765625000000000
215981844996527/244140625000000 569132836148267/1220703125000000
4811002699545533/4882812500000000 -1668665257170351/9765625000000000
-3215138576456827/19531250000000000 963240118683653/976562500000000
1422640970410361/7812500000000000 75018339406709/76293945312500
1955308521920983/2441406250000000 29238557157577/48828125000000
-5603817969098659/39062500000000000 1208076713670331/1220703125000000
817004975528801/3906250000000000 4774818702785541/4882812500000000
1711964153133597/3906250000000000 -548612592262343/610351562500000
-1195840767083119/2441406250000000 1064240261562341/1220703125000000
-2419761311249349/2441406250000000 -2595006578734083/19531250000000000
7048784529597253/19531250000000000 2276868611773259/2441406250000000
8979524820242411/19531250000000000 -1734467816262817/1953125000000000
-814345863252509/1220703125000000 -3637486900349287/4882812500000000
-8218741204205713/78125000000000000 971143649101593/976562500000000
-3393113385012781/4882812500000000 -7022432475034091/9765625000000000
281970066387487/3906250000000000 4870074746628869/4882812500000000
-4771300269520157/4882812500000000 -2075140138143089/9765625000000000
-67834898813489/156250000000000 -8797302721165561/9765625000000000
8572415764592647/39062500000000000 -4763783610169027/4882812500000000
6588832997191881/9765625000000000 900995208225851/1220703125000000
-3271377098656919/9765625000000000 -4600693521606499/4882812500000000
-1584738101477977/19531250000000000 2433356515803531/2441406250000000
3373132273633593/9765625000000000 -572785853530509/610351562500000
5565627483328253/9765625000000000 8024414144188111/9765625000000000
8370760997724777/9765625000000000 -1005938208034563/1953125000000000
577788888170189/1220703125000000 8602422431261827/9765625000000000
-2421102106565737/2441406250000000 -5027389102032531/39062500000000000
-3097837077952279/4882812500000000 -943572445172479/1220703125000000
-125904658381747/244140625000000 -8366854775664863/9765625000000000
1217287661395687/1220703125000000 5840107413310349/78125000000000000
-8129549211762667/39062500000000000 -2387949348963857/2441406250000000
-7765281173166467/19531250000000000 8960610119631453/9765625000000000
2297910994081941/2441406250000000 3298653157436007/9765625000000000
7873467941977429/19531250000000000 -1787395393104597/1953125000000000
487648848471349/488281250000000 -3974896220647987/78125000000000000
-2633889850914633/4882812500000000 8223012139941213/9765625000000000
-3436486977384737/9765625000000000 4570502950849341/4882812500000000
-5604862155153757/156250000000000000 -2439835020408541/2441406250000000
1217776035670129/1220703125000000 -5407013905765563/78125000000000000
485342234633361/488281250000000 -8558870030328059/78125000000000000
-3857507003608949/9765625000000000 -8971458708467253/9765625000000000
705332618812409/2441406250000000 -4674599608256643/4882812500000000
-4496537364357361/4882812500000000 -1903420510842101/4882812500000000
613996801472313/1220703125000000 -8440375525926451/9765625000000000
2269203340253933/4882812500000000 8646981926831267/9765625000000000
38095184980547/38146972656250 8138994349508529/156250000000000000
2132272632321881/9765625000000000 95299971176321/97656250000000
-589220935764177/1220703125000000 2138162583380369/2441406250000000
1041389818181643/1220703125000000 2547542709270627/4882812500000000
4783477305231147/4882812500000000 -1959798745274441/9765625000000000
-5503258796649063/9765625000000000 4033657591371933/4882812500000000
7765940613563131/9765625000000000 1184189140758109/1953125000000000
-2742317391890681/4882812500000000 -4039994211912951/4882812500000000
2533980329566539/4882812500000000 8347646758105209/9765625000000000
-608559504723099/610351562500000 1196470455897921/15625000000000000
5480121806750169/78125000000000000 -974156998542777/976562500000000
6573375930681631/9765625000000000 -7222060683389499/9765625000000000
2182966773786091/2441406250000000 1749145101967707/3906250000000000
-2400091355194539/2441406250000000 3577940987859947/19531250000000000
-869508534748251/2441406250000000 4562639317561279/4882812500000000
-5412068446923367/9765625000000000 -8128772771239303/9765625000000000
-634785728763983/2441406250000000 4714874995626773/4882812500000000
-8665041207151417/78125000000000000 2426343193944973/2441406250000000
-182399471338853/305175781250000 -3914696504342939/4882812500000000
1200609391420703/1220703125000000 -7058391149829187/39062500000000000
427776215610279/1220703125000000 1143295075097813/1220703125000000
5169488333602829/9765625000000000 4142578364055689/4882812500000000
4332646991076267/19531250000000000 -47611572688083/48828125000000
1233041998702259/1953125000000000 -236671287272603/305175781250000
973936024505717/1220703125000000 5887286584794813/9765625000000000
2104020441121449/9765625000000000 1192034301257519/1220703125000000
5981924467741697/9765625000000000 -3859534016654673/4882812500000000
8455253360581701/19531250000000000 -1100387746239351/1220703125000000
-5503211938697917/9765625000000000 -8067347147507519/9765625000000000
6645467674513447/9765625000000000 7155780252887999/9765625000000000
-8569380655593621/156250000000000000 -609432942647639/610351562500000
-3595437884796677/4882812500000000 -1651868966256483/2441406250000000
-300994352890251/781250000000000 4505872739184469/4882812500000000
-257164694027949/488281250000000 -8301443229874523/9765625000000000
-3867860065202181/4882812500000000 -5960374627880509/9765625000000000
-3603157461454523/4882812500000000 1647658506648211/2441406250000000
758764189786071/1220703125000000 1912477998496247/2441406250000000
-7889083011882971/78125000000000000 4857853658249419/4882812500000000
-4879127523873557/4882812500000000 6069255005204641/156250000000000000
-8774583022909837/19531250000000000 1744925268705117/1953125000000000
5715308292861153/9765625000000000 -7918502557818463/9765625000000000
-5133181876338521/39062500000000000 -4840469615121343/4882812500000000
1981492898930663/2441406250000000 89139777198563/152587890625000
-2515859082264329/39062500000000000 2436337350383919/2441406250000000
7915988760263749/9765625000000000 -571878952121889/976562500000000
-694515283442539/1220703125000000 -1003874813136327/1220703125000000
2072834828737271/4882812500000000 4420996910531603/4882812500000000
5163832728144149/19531250000000000 4709064119587931/4882812500000000
976168240477877/1220703125000000 1465894519625599/2441406250000000
8784012935972101/9765625000000000 8534295139330439/19531250000000000
2828004276212979/4882812500000000 995120901067973/1220703125000000
4861560755891489/4882812500000000 7281053584104301/78125000000000000
791122674092639/976562500000000 5725375367107051/9765625000000000
-3811224932667311/4882812500000000 -6104563022124123/9765625000000000
-595880090818717/610351562500000 -8455741231887059/39062500000000000
1872189376400051/2441406250000000 1253569984690789/1953125000000000
-8054150995402377/9765625000000000 5522506983597567/9765625000000000
8311940327154321/9765625000000000 512631247959493/976562500000000
805434866935221/976562500000000 5522218680306791/9765625000000000
1566820164456311/1953125000000000 5830462755815567/9765625000000000
-2404244313816619/2441406250000000 1697403933161543/9765625000000000
-5708440612299579/19531250000000000 -933921078488901/976562500000000
-1353402416482529/1953125000000000 -7040950157266153/9765625000000000
-7713451534247803/19531250000000000 -8971794580674903/9765625000000000
-107670146587359/305175781250000 -91376333108357/97656250000000
-6843002613600937/19531250000000000 457331281589691/488281250000000
7993593253723197/9765625000000000 -1121960757507249/1953125000000000
1507309911086269/2441406250000000 -7682167724782027/9765625000000000
3159060948425197/4882812500000000 3723196453894307/4882812500000000
6278786369932967/19531250000000000 2311812628528897/2441406250000000
7146780827157321/9765625000000000 -6655145035925327/9765625000000000
-8283324629720239/9765625000000000 -5172423486074499/9765625000000000
7956916181308481/9765625000000000 -226468245983427/390625000000000
-724798111296551/2441406250000000 -2331336993100743/2441406250000000
4841931127490951/4882812500000000 -5044194234423291/39062500000000000
488274222250933/488281250000000 -6706509550535793/1250000000000000000
-3278175251590277/4882812500000000 452345017140147/610351562500000
486452825312471/488281250000000 -6754630477322417/78125000000000000
-7042900734660813/9765625000000000 -3382490978640563/4882812500000000
-8675237999327611/9765625000000000 -8968316964881929/19531250000000000
-8647130586143859/9765625000000000 4538123430097551/9765625000000000
