2000
-952630168936647/976562500000000 429744471229057/1953125000000000
-563734654447447/976562500000000 -3987096549436907/4882812500000000
130612593233957/152587890625000 1262217969546659/2441406250000000
-6265327611222963/19531250000000000 -2312383093283269/2441406250000000
832155868573687/976562500000000 -1277671042377063/2441406250000000
-4868276220036249/4882812500000000 6023836504252901/78125000000000000
-1594730428691377/2441406250000000 -7394375524513079/9765625000000000
-4794797603075931/4882812500000000 -738332762136337/3906250000000000
905840921971649/19531250000000000 975511633434709/976562500000000
1163549471587803/3906250000000000 -2330583156106313/2441406250000000
-1188158450207901/1220703125000000 2239937378900749/9765625000000000
-5490980029217271/9765625000000000 8075677678025671/9765625000000000
663078965249191/976562500000000 1433876706345859/1953125000000000
6119723728560417/39062500000000000 -482251861021567/488281250000000
4657574308954921/4882812500000000 2931797719297389/9765625000000000
7456322580862143/9765625000000000 6306400337018759/9765625000000000
6480768167718479/19531250000000000 -2303086823017327/2441406250000000
8894568439434289/19531250000000000 2173549727831179/2441406250000000
575913023202381/610351562500000 6467897403432993/19531250000000000
781562030510257/976562500000000 -1171042456738327/1953125000000000
-151286264252699/152587890625000 -1018263115491093/7812500000000000
-5611293122261851/19531250000000000 4676958921527941/4882812500000000
64082413066061/390625000000000 -2408329742144883/2441406250000000
-1685318949032601/3906250000000000 8809969176496749/9765625000000000
6977549677563571/9765625000000000 -6832366510789473/9765625000000000
7244201718280583/78125000000000000 -2430887900104783/2441406250000000
1913767048158701/2441406250000000 -1515902425263907/2441406250000000
-5375071296995459/9765625000000000 -4076642006383457/4882812500000000
-2725109307680143/4882812500000000 1620648619354673/1953125000000000
8676174959576639/9765625000000000 -8964690672062323/19531250000000000
-7069254211107103/9765625000000000 -673743842564587/976562500000000
-8657934449841089/9765625000000000 451747747120889/976562500000000
90634377454761/781250000000000 4849842829780141/4882812500000000
1775297755408889/2441406250000000 6703768918665647/9765625000000000
-7973561465034267/9765625000000000 -1409559975753639/2441406250000000
589193883920381/610351562500000 5097912055433699/19531250000000000
464890283853933/488281250000000 -5972684901083881/19531250000000000
912164946971787/976562500000000 217971315775407/610351562500000
-618785389362379/976562500000000 -7554991451470339/9765625000000000
-944351000735879/976562500000000 -497495743963277/1953125000000000
4595095482078939/19531250000000000 -2372876761684399/2441406250000000
3230539190094789/9765625000000000 230395106531539/244140625000000
4376637910150983/39062500000000000 4852067772567159/4882812500000000
-7764491406046091/9765625000000000 -2961423004488779/4882812500000000
-4766623293816643/19531250000000000 947033564528397/976562500000000
-2202679958680941/4882812500000000 4357758473089299/4882812500000000
-953449115963921/976562500000000 -4224173276458599/19531250000000000
2270895039640441/2441406250000000 -3585526899021683/9765625000000000
-1675288918694547/7812500000000000 -4769227666480839/4882812500000000
-4347839793363123/4882812500000000 4444388390500707/9765625000000000
-7213370204806997/19531250000000000 181503999088423/195312500000000
3683031378754347/4882812500000000 -6411595050614817/9765625000000000
-3817604461527043/19531250000000000 2394314955321997/2441406250000000
684107551893317/3906250000000000 -4807348853568899/4882812500000000
-4878754476010093/4882812500000000 -6368938460917431/156250000000000000
2423917465741799/2441406250000000 -2333595979577151/19531250000000000
8647244684011607/9765625000000000 -4537906016595981/9765625000000000
-84274501934777/305175781250000 4692941171697067/4882812500000000
582865209851259/976562500000000 1567089612691371/1953125000000000
23050517069699/78125000000000 4665443645093677/4882812500000000
-3959061682727827/39062500000000000 -971533818519187/976562500000000
-4775645352288909/4882812500000000 -406953437988691/1953125000000000
-4177513773894553/9765625000000000 8826993276849501/9765625000000000
-8313837646631467/39062500000000000 2385469530756941/2441406250000000
-2423481501114669/2441406250000000 -4724794616835507/39062500000000000
2878196473385001/4882812500000000 -1972171580438071/2441406250000000
-7624457605786883/9765625000000000 -6102055215923857/9765625000000000
-4909867970588281/9765625000000000 -1055200130247933/1220703125000000
-4189758538580577/19531250000000000 -2384571666040397/2441406250000000
487570283804903/488281250000000 842881124961337/15625000000000000
-60755257988147/97656250000000 -1911403573106717/2441406250000000
-3874379751977413/9765625000000000 71713480206987/78125000000000
4646523572572017/156250000000000000 4880653004334589/4882812500000000
2297436379577091/4882812500000000 -16830291973241/19073486328125
-8687458383954203/19531250000000000 8746396306330451/9765625000000000
5606574234593251/156250000000000000 -6099585150117/6103515625000
-409675422377407/610351562500000 -3619459213936443/4882812500000000
-5304124076717593/78125000000000000 4871546009088607/4882812500000000
5238162887830159/39062500000000000 -4838711986111591/4882812500000000
2296676112690743/2441406250000000 -3312384786669087/9765625000000000
-810615585221457/976562500000000 5445885505611781/9765625000000000
-358739501147549/390625000000000 3864409798194261/9765625000000000
-7053304615912661/9765625000000000 1688533491594299/2441406250000000
2440536488318377/2441406250000000 -834077575968387/31250000000000000
-1636382858235987/2441406250000000 1811826597334989/2441406250000000
2398986584414641/2441406250000000 1812524627529837/9765625000000000
271122521057881/305175781250000 -2241418752801957/4882812500000000
-18703686770726/19073486328125 -3827347349289549/19531250000000000
-1614924466554833/2441406250000000 3661957643043759/4882812500000000
4789443669931181/4882812500000000 -7602472198804371/39062500000000000
-1424649632562163/1953125000000000 -3340163441047359/4882812500000000
2973777372950959/4882812500000000 3872790472809127/4882812500000000
-3753937639949881/9765625000000000 901528612058389/976562500000000
-4078032413256821/4882812500000000 -1074170157588303/1953125000000000
