2000
-1716786116808049/1953125000000000 4656561754020179/9765625000000000
-1509388517179459/7812500000000000 -4790815698838459/4882812500000000
5446983985437583/9765625000000000 1621083552479779/1953125000000000
89191238881039/97656250000000 397701655883897/976562500000000
391410765178961/1220703125000000 4624999428820351/4882812500000000
381206975215129/1953125000000000 -4788905477554561/4882812500000000
-5459371740341511/39062500000000000 -241744487273201/244140625000000
-869070561240377/15625000000000000 2437626906550047/2441406250000000
5187080871836113/9765625000000000 -8274153954916291/9765625000000000
-477840943598521/610351562500000 607572612874947/976562500000000
57285996822523/122070312500000 2155873443585921/2441406250000000
7628034051445971/9765625000000000 762197974513981/1220703125000000
-73590593822013/97656250000000 -6419632127299821/9765625000000000
37849490097141/39062500000000 -2414733495083173/9765625000000000
-6370108790397719/9765625000000000 -1480393807594759/1953125000000000
-4038962427198429/9765625000000000 -889124367860337/976562500000000
2333657576315387/2441406250000000 2869165158145779/9765625000000000
7698775978791273/39062500000000000 -2393519697372981/2441406250000000
-1443224618081773/3906250000000000 -4537326402371831/4882812500000000
-4688960397451679/4882812500000000 1089736350143037/3906250000000000
233385497110207/244140625000000 2866595057279541/9765625000000000
1598284098203609/4882812500000000 -288363823550661/305175781250000
-3065911802319427/4882812500000000 -7600537541662351/9765625000000000
221594715183567/244140625000000 409886364312929/976562500000000
13002165280837/62500000000000 -238799184093321/244140625000000
7855687339728227/39062500000000000 2391527266556119/2441406250000000
292331104271053/305175781250000 -1401693415810651/4882812500000000
7079609500331423/19531250000000000 -2275373787580423/2441406250000000
-7650531150086727/19531250000000000 -70197290561051/76293945312500
1219482055582651/1220703125000000 55896102463093/1250000000000000
1144420910966267/2441406250000000 -539140824372573/610351562500000
4341391638246541/4882812500000000 8939061743623223/19531250000000000
908030497330933/976562500000000 -224613324268053/610351562500000
-601167378516483/610351562500000 1687739343197173/9765625000000000
-7087056200898061/9765625000000000 -3359355073743223/4882812500000000
239779377930791/244140625000000 -918802414997593/4882812500000000
1520488302016631/4882812500000000 2320020109481103/2441406250000000
710033511133061/1220703125000000 -3971837927111977/4882812500000000
8658162348733053/9765625000000000 4517040666587621/9765625000000000
394046088849451/976562500000000 4467667166063013/4882812500000000
8578851198289503/9765625000000000 -4665912960850401/9765625000000000
2797311798524739/9765625000000000 4678206877171511/4882812500000000
-5751648679572327/19531250000000000 2333145221681969/2441406250000000
86927070791191/610351562500000 -604129716377083/610351562500000
-6917491796197867/39062500000000000 961127987542351/976562500000000
-485594922208171/488281250000000 8183731181826143/78125000000000000
-5507078840799783/39062500000000000 302127768149201/305175781250000
-1217147766767407/1220703125000000 372396202727773/4882812500000000
-255789170106483/390625000000000 3690354638302833/4882812500000000
7840955298349649/9765625000000000 -2910620709140387/4882812500000000
3565450580609507/9765625000000000 -284108724576911/305175781250000
2008075980800261/2441406250000000 -5554234900141883/9765625000000000
2747901428435279/39062500000000000 -2435357988306727/2441406250000000
2878920722619847/19531250000000000 2414738411154023/2441406250000000
8655807770097409/9765625000000000 -2260775502330247/4882812500000000
-5329278359023821/9765625000000000 4091644651379973/4882812500000000
4872951909383891/4882812500000000 4962518044396879/78125000000000000
88351003040741/390625000000000 4756278595293393/4882812500000000
60177105914149/390625000000000 -301532752893249/305175781250000
1050949320698399/2441406250000000 -4407253114066691/4882812500000000
-6521538862227631/9765625000000000 -3634451901906247/4882812500000000
790461892637911/976562500000000 -5734494857383183/9765625000000000
7555291014325479/19531250000000000 -1801075523822787/1953125000000000
-1782839390211971/1953125000000000 3988047687570973/9765625000000000
-4826649260633583/4882812500000000 590763478888283/3906250000000000
8329322262100791/9765625000000000 -1274505352447989/2441406250000000
-41321681873751/625000000000000 152254032930179/152587890625000
-1655090765472107/1953125000000000 -518500680730979/976562500000000
-6990260163654609/9765625000000000 -852420216987421/1220703125000000
-228561981853013/305175781250000 3235470529261629/4882812500000000
-194914898063003/195312500000000 4982451915900953/78125000000000000
-2253174378251979/2441406250000000 18800741461207/48828125000000
4006396252476133/4882812500000000 -5582346094000783/9765625000000000
2075357499521043/39062500000000000 4875916256040983/4882812500000000
-190736045550487/610351562500000 2319133599511521/2441406250000000
-8589917366973363/19531250000000000 8770448195375613/9765625000000000
7355252782788309/9765625000000000 6423993161726579/9765625000000000
-1112091021296353/1953125000000000 321119966739973/390625000000000
-3439282323164999/4882812500000000 -1733002813884113/2441406250000000
4763215568919629/4882812500000000 -4296296738649057/19531250000000000
4430213152134831/4882812500000000 4106126806034033/9765625000000000
-6090309373115909/9765625000000000 -7633843290267459/9765625000000000
5108773436231719/9765625000000000 -2080682965066371/2441406250000000
-6874763898792173/9765625000000000 -1387156126418203/1953125000000000
-3446516302825267/4882812500000000 -6917624819117007/9765625000000000
-945663902362487/976562500000000 -4874180964010369/19531250000000000
8523548379317159/9765625000000000 1191547173480367/2441406250000000
3402191043825921/9765625000000000 4576912926360291/4882812500000000
1328813889359243/1953125000000000 1431415702397791/1953125000000000
-174207468390057/390625000000000 8740696789377239/9765625000000000
-526347353342669/610351562500000 -494416811300869/976562500000000
836559999815309/976562500000000 5038270369037973/9765625000000000
-6856772424850331/9765625000000000 -6953567685327951/9765625000000000
8631866019628929/19531250000000000 2190036442268411/2441406250000000
3903790976229149/4882812500000000 2932963334934161/4882812500000000
2358245471803347/2441406250000000 -2527109882084499/9765625000000000
3589507506581501/4882812500000000 -1324072129174317/1953125000000000
1560922827345303/4882812500000000 46265946264211/48828125000000
-5577718721663807/9765625000000000 -8016014315270781/9765625000000000
-4504955600865773/9765625000000000 -4332228256765019/4882812500000000
-6197115215215351/9765625000000000 -7547396547815107/9765625000000000
-1218606348345573/1220703125000000 572136328181091/9765625000000000
6427712961785981/9765625000000000 7352002293356109/9765625000000000
-6755661069987029/19531250000000000 -2290710759206223/2441406250000000
-6433820760503513/9765625000000000 -7346657883850247/9765625000000000
-7318990004781151/78125000000000000 -4861338232963543/4882812500000000
446542375194157/488281250000000 7901239017523589/19531250000000000
7121985838365411/39062500000000000 300060644908749/305175781250000
-683218282071853/1220703125000000 8092777613363863/9765625000000000
7440617350417183/19531250000000000 -1128651954502809/1220703125000000
8187337417537389/9765625000000000 2661528585795069/4882812500000000
-122202205475291/488281250000000 -59092776641711/61035156250000
-411396237295261/610351562500000 -3606945884023149/4882812500000000
-287654275468743/610351562500000 -8613054986390743/9765625000000000
-3765490052606581/4882812500000000 -777131849088249/1220703125000000
-204853307424663/390625000000000 4157504755374921/4882812500000000
1862543540518033/4882812500000000 -2256811327394849/2441406250000000
1399032950685429/3906250000000000 2279450991449581/2441406250000000
-8267100503778199/9765625000000000 -2599157599158583/4882812500000000
4849934856674409/4882812500000000 -4525411247050723/39062500000000000
-477397152492961/488281250000000 -4100836576734071/19531250000000000
-586201748193589/610351562500000 -543967436775721/1953125000000000
1203797619129483/2441406250000000 8495962118293373/9765625000000000
-4824068192148897/4882812500000000 -6041054147235049/39062500000000000
-4687556580319361/4882812500000000 -5467973981592677/19531250000000000
7279735387340933/9765625000000000 1627361444388607/2441406250000000
-4772669704178413/9765625000000000 1703984219826493/1953125000000000
-8052930592313273/9765625000000000 22097145703827/39062500000000
5198083195397491/19531250000000000 -294169272615661/305175781250000
-8153476832164551/78125000000000000 -1214037005096223/1220703125000000
6915282040694077/19531250000000000 2283256312471271/2441406250000000
949706984027063/976562500000000 -142152757976001/610351562500000
4872652700065379/4882812500000000 -5037169356262067/78125000000000000
4758590252875587/4882812500000000 4377536687030643/19531250000000000
-1379523754421633/2441406250000000 251786699426739/305175781250000
