2000
-1130849842727343/2441406250000000 8654841984223727/9765625000000000
-6564683305813553/19531250000000000 2299370361020303/2441406250000000
172929232381337/244140625000000 6893489724473917/9765625000000000
-4815881703974679/19531250000000000 -4732051682250403/4882812500000000
-2744785131830543/9765625000000000 4685978719027301/4882812500000000
-4538997170951779/4882812500000000 899911466791039/2441406250000000
-66852723951087/78125000000000 -5053199675267269/9765625000000000
8649568775121969/19531250000000000 -8755779328062909/9765625000000000
1060202853527011/1220703125000000 4840403479102619/9765625000000000
7115925255786421/9765625000000000 6688126747803599/9765625000000000
3440588999706733/4882812500000000 55435336589443/78125000000000
-1204253642968217/1220703125000000 399446030309697/2441406250000000
2215205191948351/2441406250000000 -513159437968389/1220703125000000
-7513423348603729/19531250000000000 4507065260144041/4882812500000000
2349541468809183/156250000000000000 -976452086855903/976562500000000
9007127011316497/9765625000000000 7546944982610577/19531250000000000
-2332007796282799/4882812500000000 -343195315103059/390625000000000
5256212514379541/9765625000000000 8230410782233467/9765625000000000
4872829594234793/4882812500000000 -4993170521892307/78125000000000000
-787460025269903/1220703125000000 373100056925579/488281250000000
-273104805095907/390625000000000 6982194142000003/9765625000000000
5040502695154397/9765625000000000 167285103007729/195312500000000
-1175438049103667/4882812500000000 4739219693459633/4882812500000000
-1537835400287971/1953125000000000 -602029805584021/976562500000000
-7923638831256281/9765625000000000 2854092645326733/4882812500000000
1391513082569877/2441406250000000 1604823891861223/1953125000000000
262695825719363/976562500000000 117570804435287/122070312500000
7292890081540449/9765625000000000 6494704450488409/9765625000000000
2434147675395281/2441406250000000 1203975442151153/15625000000000000
8951125751933297/9765625000000000 390445635315617/976562500000000
-2329703362741871/2441406250000000 -5840255989832117/19531250000000000
-4156757331832343/19531250000000000 4770947855554741/4882812500000000
2434578886796077/2441406250000000 5838585823808497/78125000000000000
-6778687565395051/312500000000000000 1220415899926787/1220703125000000
-2888247996631807/4882812500000000 7873977754631671/9765625000000000
1308667602062493/1953125000000000 7249286814813241/9765625000000000
-1436667265059733/4882812500000000 2333336938788633/2441406250000000
301054471291/390625000000 -3111322466529919/4882812500000000
-4179670794598821/4882812500000000 1262161831831987/2441406250000000
-2432440296999313/2441406250000000 -3344676642468893/39062500000000000
1040988902876887/1220703125000000 -5100326097633779/9765625000000000
-8044779745979221/19531250000000000 -4449376679668053/4882812500000000
4849649447038179/4882812500000000 -1136236156788781/9765625000000000
2031876841766187/9765625000000000 -2387976498791907/2441406250000000
18107383767113/19531250000000 -7320681639915273/19531250000000000
-3441723741684513/4882812500000000 -346358132517217/488281250000000
-3314494924111317/4882812500000000 -358552385408277/488281250000000
944755076578183/976562500000000 4944174822394589/19531250000000000
-55926937146873/195312500000000 -2339175547789879/2441406250000000
1354168997919013/31250000000000000 4878225911645111/4882812500000000
1039406948152449/7812500000000000 4839404883598341/4882812500000000
916975529791867/976562500000000 1679510301912249/4882812500000000
-4693101103900299/4882812500000000 2695670557561547/9765625000000000
-977711240727759/19531250000000000 975338155836547/976562500000000
-2347893594452361/4882812500000000 -8562535507496789/9765625000000000
-2931925414295589/4882812500000000 -7809141124391053/9765625000000000
6195612273182651/9765625000000000 7548630352654281/9765625000000000
6908869828834993/19531250000000000 -28544494985399/30517578125000
4809472811365867/4882812500000000 -33724274625587/195312500000000
344814074193687/610351562500000 -1611581393855617/1953125000000000
8954836599609093/9765625000000000 1947969013801713/4882812500000000
7032089103309019/9765625000000000 6776219778294351/9765625000000000
844215331758237/2441406250000000 -1145400033957939/1220703125000000
2270103332402593/4882812500000000 2161509239534433/2441406250000000
4875240931007079/4882812500000000 2174525600338269/39062500000000000
-936258848933691/976562500000000 5553149888112507/19531250000000000
-2324453780140933/4882812500000000 -4294039186377411/4882812500000000
4518811253013841/4882812500000000 -7399678663068257/19531250000000000
2324156579029913/4882812500000000 4294200054295121/4882812500000000
-6421941097689533/9765625000000000 7357044527419361/9765625000000000
-2367592429590809/4882812500000000 -1708162240420999/1953125000000000
-4531389322077789/4882812500000000 3637784337706479/9765625000000000
4413771431462409/4882812500000000 8352704626371053/19531250000000000
2267428417928921/2441406250000000 362045930148629/976562500000000
121438383199709/122070312500000 -992387923145503/9765625000000000
-1597655167414373/2441406250000000 7384266997960693/9765625000000000
-4466861576568987/9765625000000000 8684156798238769/9765625000000000
-2026420592465951/9765625000000000 -597066563575669/610351562500000
-4264301023895567/4882812500000000 4757139765766597/9765625000000000
-7905462858152317/39062500000000000 4781772950565077/4882812500000000
1079750383443311/1220703125000000 -2277736521510031/4882812500000000
-2826324577564809/9765625000000000 -2336922669651241/2441406250000000
6947180109102759/9765625000000000 -6863244143428963/9765625000000000
-6046962672300783/78125000000000000 4868164224806587/4882812500000000
-4298976753747013/9765625000000000 54802996080053/61035156250000
7699025786101663/9765625000000000 6007697860708931/9765625000000000
4854772087182283/4882812500000000 -261268966618707/2441406250000000
-8845122953318507/9765625000000000 -2069494599008601/4882812500000000
283139097544051/305175781250000 364357751628423/976562500000000
-930076502025953/976562500000000 -5954225954241817/19531250000000000
4816704671495401/4882812500000000 1281213442577629/7812500000000000
-6785515775294257/9765625000000000 -3511559742616441/4882812500000000
-1113372373873487/2441406250000000 -8691021974092003/9765625000000000
4245034924188523/9765625000000000 -175894411660001/195312500000000
-4660227450289257/4882812500000000 2914884575228831/9765625000000000
5086074202029963/39062500000000000 4841246539279433/4882812500000000
4765025860806273/4882812500000000 8528114280674009/39062500000000000
1288074390690187/2441406250000000 -8295858090962903/9765625000000000
-1095853956137307/3906250000000000 4686732131993433/4882812500000000
-2140006366558547/19531250000000000 303338399156341/305175781250000
-60133982185869/156250000000000 901343759999601/976562500000000
8682802855055199/9765625000000000 -893898567419599/1953125000000000
1527922880999369/1953125000000000 -1520767145711123/2441406250000000
570986352311469/976562500000000 -1980607390865699/2441406250000000
1198094079904341/1220703125000000 7483259701822887/39062500000000000
993941575486067/2441406250000000 -8919681269695089/9765625000000000
-3321821874145887/4882812500000000 3578736836734737/4882812500000000
990218426399963/19531250000000000 -1219133263503917/1220703125000000
598327866870111/9765625000000000 -2436819589705397/2441406250000000
-7133841269559349/19531250000000000 142045352044869/152587890625000
1368654233151717/1953125000000000 6966855201058949/9765625000000000
2380553221469279/2441406250000000 13542314178421/61035156250000
-2939086863335559/4882812500000000 -389918277590633/488281250000000
-3104063831406699/4882812500000000 -7538340836207663/9765625000000000
-384712188866051/976562500000000 2243979233616231/2441406250000000
2429360998384011/2441406250000000 1550195960249903/15625000000000000
-1796598672839721/39062500000000000 48776453390999/48828125000000
6071563736099661/9765625000000000 7648761039482443/9765625000000000
8480572659884743/9765625000000000 4842243178635331/9765625000000000
4815465939585331/4882812500000000 -1293078875713127/7812500000000000
-1338560336727667/1953125000000000 -7111528475940519/9765625000000000
-4841037270384151/4882812500000000 5098806491925357/39062500000000000
-97597173695643/97656250000000 -5434079292168389/156250000000000000
-8840267204557497/9765625000000000 -1037337559351167/2441406250000000
53880018945509/61035156250000 2293969634524057/4882812500000000
7329383298884613/156250000000000000 -39019500445657/39062500000000
-708121434081741/976562500000000 -840608365077293/1220703125000000
-687854636619071/976562500000000 -1386405878937183/1953125000000000
-8035380576272531/9765625000000000 -2774891467926589/4882812500000000
441764583581559/488281250000000 2079967110186463/4882812500000000
-4864490161273979/4882812500000000 -169041240423707/1953125000000000
8030673864946413/9765625000000000 2778295741794403/4882812500000000
3519872549890471/4882812500000000 -3384132849443681/4882812500000000
4766962389039773/4882812500000000 2114641805731151/9765625000000000
2347097998758097/2441406250000000 -5376068224357563/19531250000000000
3673228420647247/9765625000000000 -4524235421879987/4882812500000000
8693844269385321/9765625000000000 889595491452177/1953125000000000
-506209890089721/3906250000000000 -4841639154523779/4882812500000000
-7241006837672039/9765625000000000 409531227906389/610351562500000
-2058897793143013/2441406250000000 -5248092003659833/9765625000000000
-709705242309553/9765625000000000 4869901182510363/4882812500000000
-5941564137176917/19531250000000000 290712160219/305175781250
-74600663678043/76293945312500 2046027330514113/9765625000000000
5070077895257683/9765625000000000 8346360990074921/9765625000000000
443861121298511/488281250000000 254355447962317/610351562500000
-6337675981569121/39062500000000000 -4818118099623159/4882812500000000
-6256032565310253/9765625000000000 -149972648416173/195312500000000
-829638271843373/3906250000000000 596426725488367/610351562500000
-304174166959677/305175781250000 1581115584284483/19531250000000000
4637534626365571/4882812500000000 -1222490703288423/3906250000000000
-2397221531717183/2441406250000000 -3699023918046159/19531250000000000
-8190327867197897/156250000000000000 -4876099738679531/4882812500000000
-6554232669194113/39062500000000000 -4813589065681767/4882812500000000
7705579202873903/9765625000000000 -5999290023732991/9765625000000000
