2000
-5195501623436817/9765625000000000 4134434499465749/4882812500000000
-8054952247993251/9765625000000000 2760669118310517/4882812500000000
4154140845813619/4882812500000000 5132239956704737/9765625000000000
-3798878934511951/4882812500000000 6135267476183119/9765625000000000
4878840221309489/4882812500000000 -1260263928090721/31250000000000000
7794044693728679/9765625000000000 -5883901677695237/9765625000000000
3355465672853013/4882812500000000 -3547211303046567/4882812500000000
3316869914273853/4882812500000000 -1433330771702957/1953125000000000
4759616280089373/156250000000000000 -2440273289762261/2441406250000000
8557921796438939/19531250000000000 -8778264365586959/9765625000000000
-8591896945949661/9765625000000000 2320923227446671/4882812500000000
6413265203457417/9765625000000000 -736460868415609/976562500000000
-8998769906301169/9765625000000000 -1896679454604379/4882812500000000
1026394739863333/2441406250000000 -8860680168492659/9765625000000000
8139012862914083/156250000000000000 4876183647332913/4882812500000000
-467603804191891/488281250000000 5623559215562217/19531250000000000
-6615834343439457/19531250000000000 -2297078519903961/2441406250000000
976486151730457/976562500000000 122111377395043/9765625000000000
-2661311541722463/19531250000000000 -1209317904725239/1220703125000000
2360410248565953/4882812500000000 -8548759294452281/9765625000000000
-4116191024359987/4882812500000000 -5253124541121989/9765625000000000
-2491678009895513/4882812500000000 8398428092246641/9765625000000000
-2673752989689313/4882812500000000 -8171389810866621/9765625000000000
-2905802594664311/4882812500000000 -7848100200939947/9765625000000000
-1267734874609543/1953125000000000 -7428905628226351/9765625000000000
-8739013355186723/9765625000000000 -4358563664613963/9765625000000000
-7660176183562411/9765625000000000 -302857773870047/488281250000000
2071580789654387/9765625000000000 -2385843465534777/2441406250000000
2300549327863353/2441406250000000 -6538194332292247/19531250000000000
-989728192502643/1220703125000000 -5716246177205271/9765625000000000
4763270051489977/4882812500000000 -8590660330325881/39062500000000000
-4856021525092029/4882812500000000 -8172740767195513/78125000000000000
-668495293168139/976562500000000 -3559453467241473/4882812500000000
4497019068547679/4882812500000000 1521825726111857/3906250000000000
-9131849883469/9765625000000 -6921488090407209/19531250000000000
-1595558338210741/1953125000000000 -5632252779730279/9765625000000000
-3322272160751547/4882812500000000 -3578318823141881/4882812500000000
-1801117458991433/1953125000000000 7554291260874469/19531250000000000
-4906296330511623/19531250000000000 -472624310948789/488281250000000
-3421821403120599/39062500000000000 4864042243428983/4882812500000000
3384766299010973/4882812500000000 3519263418847161/4882812500000000
2820014652349207/9765625000000000 -4674798097275453/4882812500000000
-192845859232503/195312500000000 6188528849824121/39062500000000000
893380554121397/7812500000000000 1212695572938627/1220703125000000
-8776711938585081/9765625000000000 -1712857691121973/3906250000000000
-8502616221947571/39062500000000000 -4765737783308507/4882812500000000
-29287854945153/61035156250000 4283932287923209/4882812500000000
4864651558704913/4882812500000000 1346371707542963/15625000000000000
-4777956852381263/4882812500000000 805177735187133/3906250000000000
5516834385215873/78125000000000000 4870623100605181/4882812500000000
-1216137472800023/1220703125000000 -3375319990106291/39062500000000000
-4748805222017573/9765625000000000 8533245607854237/9765625000000000
