3000
4932495331223481559/5483886452240351124 3196280842483870142/6138935081828672026
1543209172590555961/3968569102972242147 2887221330218360609/6229182277625954165
442873347811890736/3676310989713773235 6411969856001091861/9175437384687242820
3250163329428793392/6644133776838371961 7498775664817558595/7605393949646754556
2249301979927380243/8447255066493500602 4357495167479963336/9175221110928642485
2830100489545301902/7479053426490147957 3585384159476095353/6969665817021204400
2495893459429495566/4843694320840409235 3442208200991022703/6705870802526083793
2280941576002109213/6858440011107898746 1794940906233552267/6705201461822629134
1012027597474972341/3499262235529674266 3404766329623068912/4492710647730437804
186376370194649385/6865911397567008086 590495195765009333/4000956525541173527
6849922579110440749/7812575299876979094 5147937349544205593/5727899597580966996
4949260544761028499/6993156729553947712 3420364149123540974/5823504465713972956
4217674711580975679/7014505694695650930 6023798111478339985/8533886105121786758
1014981199628877652/4515320549846191478 1131765482473423356/6235264249639083162
5724339385060727039/8087128584656335368 360316152039520975/7934908075899881579
6345077168582193474/7749084862100471434 1427703735370420585/4465312336257788007
1058031178444235864/2011793421081735334 202037169985344636/4651160489604235300
2523304960055492623/6762946815445967549 3444352763746027457/3515709578255217859
2298605924927832912/8830421175276707502 6778218731529742302/7501894379129401358
5015243779148341408/8145686019999188469 3022881969147982079/6502242334096855624
1935412476729908915/3642480596048503319 2479499945673539758/4930035358659299063
1165190863446063542/3729663754338463578 4953979733130316654/6861531369598007733
5159890394992324866/6098642240315886352 3998199698498767712/6578268920475058456
5174816101091713042/8088420730827793402 5880325197251388208/8704464127358871950
1472806256588593486/2072472469197729376 5374504078939916569/8886483953557204638
436926896652291861/6371282134365065325 2219839333657056573/7334891724241500826
1222061383164344276/3792475346070307556 894351687448483257/6205956043249252662
1869684247865042888/6496462553443758809 3354499881642139008/8028244812642784995
3038452993436645806/3348613675016249843 2859496937663167965/8033251928713135829
2199274652964026817/6547191766245105246 3436414093414904475/7659909248725972846
5346262867447985453/7311783484089699688 1127994561967010459/2741036139002950917
1762054067107152718/5161645540009931893 7922746716336346893/8525732150504235352
1708883437764796012/7279449228550433918 2952210707664271562/7331582568734095504
624416855059962843/4663349742933146248 394984332566928007/4840224793335551866
3456627484042149551/6190421674931733880 2292911839053757366/8065979543680991787
3546770670270259327/4854069935225677614 3727116471856859333/6897446086568031006
2529861402909771962/2630507138596136627 8480802508736027168/9204413953105893928
4109761525302025897/7990920500850767362 1393980484144626559/4001299031042731281
7051591716940344537/8477298567965172522 2139349802374733759/8996158142051014995
4969505119320940984/7777450104383945063 6054366050574881012/6845871082175143175
5738125585819869151/7070124363027819010 186639862084646216/8495938250185502199
1665643970833776925/3666641540080105998 3347520526953624289/8039291882867755436
6603390139540973400/8761789813923680353 2254894760982274752/7551653279375642971
