100
67196024634949/156250000000000 8816434576717747/9765625000000000
-2236233295465937/4882812500000000 8681271464113031/9765625000000000
1196354301968687/1220703125000000 -7763051180488277/39062500000000000
53402679534699/78125000000000 1781981605104799/2441406250000000
-2425312675561741/39062500000000000 4873391985881983/4882812500000000
1725615725849113/3906250000000000 8761078497109473/9765625000000000
-93409807952613/97656250000000 -5696844538228007/19531250000000000
1362581773055701/19531250000000000 974183116095527/976562500000000
5359516432886529/9765625000000000 2040879333250809/2441406250000000
-1659572911637073/1953125000000000 -5149065489449149/9765625000000000
377998657590551/976562500000000 9004395211595231/9765625000000000
-1212923676265883/1220703125000000 -1761210926013941/15625000000000000
7895881474290109/9765625000000000 5746519588810889/9765625000000000
-8680756051184731/9765625000000000 69897920164141/152587890625000
-4878265156726041/4882812500000000 -3370914494940453/78125000000000000
2395041745188103/2441406250000000 -7576629605861651/39062500000000000
-8640413444526773/19531250000000000 -109475486352493/122070312500000
443630810501997/976562500000000 8699804712633447/9765625000000000
-80634188583833/152587890625000 8290703372992511/9765625000000000
-1406572264974751/9765625000000000 2415949426519893/2441406250000000
-7602972751393651/19531250000000000 -8995339514216037/9765625000000000
1283148840611307/2441406250000000 4154031068914589/4882812500000000
8792267739261949/9765625000000000 1062528224382727/2441406250000000
846339134545167/1220703125000000 -7037391283580487/9765625000000000
-3531274370995267/39062500000000000 607852466465323/610351562500000
-44894162736429/48828125000000 -960078047882899/2441406250000000
-36554871200277/39062500000000 6885134308442339/19531250000000000
-8811499202363769/9765625000000000 -336807728627407/781250000000000
-12144580401099/12207031250000 -1973117781198013/19531250000000000
4035686102605031/4882812500000000 5497306828401291/9765625000000000
-8918161955155157/39062500000000000 -1188463956446753/1220703125000000
-7138448653809463/9765625000000000 1332816303284903/1953125000000000
-4829416509461357/4882812500000000 28805390837087/195312500000000
-1897504428392073/2441406250000000 -6144840335463937/9765625000000000
-2414135928872363/2441406250000000 -116443156576003/781250000000000
223155191911411/488281250000000 542880539668581/610351562500000
601327332501483/610351562500000 1673088184289057/9765625000000000
-135685351250883/152587890625000 4467433722853843/9765625000000000
5278756213087397/9765625000000000 4107985043893667/4882812500000000
-2166952924961563/2441406250000000 899699327033947/1953125000000000
5464509417736963/9765625000000000 -2023403204753211/2441406250000000
7982454397258593/9765625000000000 1406410622744829/2441406250000000
-549615742200091/610351562500000 8493668427161691/19531250000000000
-946535430849491/976562500000000 -1201509410625009/4882812500000000
1198757657710877/1220703125000000 7373635887636467/39062500000000000
-603463435244689/610351562500000 -5852033513548361/39062500000000000
2222969247559539/4882812500000000 1738977429850581/1953125000000000
150021696211111/152587890625000 891735584172779/4882812500000000
7559883681102937/39062500000000000 -4790496883443749/4882812500000000
-6474763839233347/19531250000000000 4606701367224819/4882812500000000
-148374003631857/1220703125000000 -121165229106003/122070312500000
2952785713775617/4882812500000000 1944409578681847/2441406250000000
-4776033465994099/4882812500000000 -4062240252590957/19531250000000000
-4493282152120151/4882812500000000 3057747526151/7812500000000
4812145160103543/4882812500000000 -662174294033611/3906250000000000
-186301008950133/244140625000000 252458396234421/390625000000000
-881101151642249/2441406250000000 -1138433708886223/1220703125000000
291920525336297/305175781250000 5693721557400753/19531250000000000
7252361123261687/9765625000000000 408745650676533/610351562500000
-8815785420757633/19531250000000000 -2178559063555747/2441406250000000
-4674266546969911/9765625000000000 -2143575632682793/2441406250000000
8560971711790619/9765625000000000 939727513496243/1953125000000000
-1216103699553749/1220703125000000 -6775515091281361/78125000000000000
-2434348172065041/2441406250000000 1484069102491521/19531250000000000
6557080924268251/39062500000000000 4813528455046317/4882812500000000
957333495161817/1220703125000000 -6059062361394343/9765625000000000
223004067925889/781250000000000 4679663233194617/4882812500000000
1256878268465443/1953125000000000 -7474881744690531/9765625000000000
-2418697756928279/4882812500000000 -4241669373110823/4882812500000000
2519551860419911/4882812500000000 -8365098046720269/9765625000000000
-7665795518582373/39062500000000000 19151465252803/19531250000000
-814378559976063/976562500000000 -5389451525503907/9765625000000000
198828501003093/244140625000000 -226680374599323/390625000000000
7323233127032381/9765625000000000 -3230235603162737/4882812500000000
354700822263353/781250000000000 -1740220692156783/1953125000000000
5424179754943213/9765625000000000 -8120696129439223/9765625000000000
8679375071612039/9765625000000000 -8952291328348181/19531250000000000
-4468434823679999/4882812500000000 7873955180649833/19531250000000000
-4504306754002617/4882812500000000 3769922320686543/9765625000000000
-6560826423497441/9765625000000000 7233463090481817/9765625000000000
-2304257125167461/9765625000000000 1186235054843553/1220703125000000
244709482366129/1562500000000000 -96451159905061/97656250000000
4872725327568573/4882812500000000 1254787900662087/19531250000000000
-8781621181614961/9765625000000000 -8544135079277819/19531250000000000
-2007614759068923/4882812500000000 -8901986495007703/9765625000000000
14432631852279/39062500000000 1134326808578009/1220703125000000
-2431850873907701/4882812500000000 338731367189807/390625000000000
-7915550732317957/19531250000000000 4463839316990761/4882812500000000
-4857084555917903/4882812500000000 -4004697456298331/39062500000000000
-972951020613537/1220703125000000 5897700872017663/9765625000000000
-4973503860540933/19531250000000000 2360925354573937/2441406250000000
-63948236492999/78125000000000 224395781735947/390625000000000
1164280737529629/1953125000000000 7840834824561833/9765625000000000
4526781466671747/4882812500000000 1464263902586619/3906250000000000
145686102001297/195312500000000 -650433169893681/976562500000000
-334200464707669/488281250000000 -711979293212213/976562500000000
197099061742083/610351562500000 4621210159819747/4882812500000000
8217217729076019/9765625000000000 2638406926233317/4882812500000000
2431887226661309/2441406250000000 -861524178099541/9765625000000000
-4817448146325013/4882812500000000 3185093449494869/19531250000000000
