100
-7929967807506599/9765625000000000 227975585403469/390625000000000
655757782546549/1953125000000000 -114984356888751/122070312500000
4348861465101809/4882812500000000 -2220194105817957/4882812500000000
-6334339811490067/19531250000000000 -2309443472310591/2441406250000000
-1283659720708013/19531250000000000 97445105608739/97656250000000
6749313716139673/19531250000000000 -2291003092682701/2441406250000000
63699969468609/97656250000000 296082611546461/390625000000000
2069277362696369/2441406250000000 5182363435763913/9765625000000000
8842374676344097/9765625000000000 -8289714524342473/19531250000000000
-431245046122301/488281250000000 4580230967824089/9765625000000000
-1614358020537747/2441406250000000 -7325913086095969/9765625000000000
-3039618870737317/4882812500000000 3821331578234719/4882812500000000
-4573949870974757/4882812500000000 -854523330279263/2441406250000000
8541433111670427/19531250000000000 8782278277323033/9765625000000000
-4089427654334617/4882812500000000 -5336080722822519/9765625000000000
-18880485458299/19531250000000 -999939906623593/3906250000000000
801253416741973/976562500000000 2791358444223727/4882812500000000
4879112080557919/4882812500000000 3040977338055403/78125000000000000
-1357706130408771/250000000000000000 -2441370246493579/2441406250000000
2403919578115403/2441406250000000 -3409493940091641/19531250000000000
-4843012671675339/4882812500000000 -4977299972625139/39062500000000000
-7010058993646509/78125000000000000 -4863116404497607/4882812500000000
-2327831125661169/4882812500000000 1716883696028793/1953125000000000
4881979128516647/4882812500000000 5773388487641877/312500000000000000
7180157137196781/9765625000000000 -6619121930119367/9765625000000000
-4649908694807831/4882812500000000 5960143676263897/19531250000000000
4776131357413237/4882812500000000 -1624159335545321/7812500000000000
4778505101184997/4882812500000000 -4015463924589949/19531250000000000
-6072441665126521/9765625000000000 -3824032029947593/4882812500000000
3247679106461609/4882812500000000 3646153909478997/4882812500000000
-6599690484384873/9765625000000000 -1799505438150729/2441406250000000
5351852661998131/9765625000000000 -1021067951375609/1220703125000000
635698479850459/1220703125000000 -8336919573465801/9765625000000000
13873963054039/38146972656250 -2274211585706247/2441406250000000
-1439776496298269/1953125000000000 3299375799234683/4882812500000000
-427948020285253/610351562500000 -278521001220983/390625000000000
7985137538811391/19531250000000000 -4456086462979351/4882812500000000
8764099138771247/9765625000000000 8615798959217677/19531250000000000
-346698684782067/610351562500000 4018589219646727/4882812500000000
-2794970860011381/19531250000000000 4832557969480211/4882812500000000
-5696102475290473/39062500000000000 4830620629835307/4882812500000000
-4929321776947993/39062500000000000 4843779343571289/4882812500000000
972896621410767/976562500000000 -6762948684124039/78125000000000000
-987917016631233/1220703125000000 2868131343255283/4882812500000000
-273078200403893/610351562500000 -8733674801333791/9765625000000000
-920826288024877/3906250000000000 1186301533793287/1220703125000000
5688415071696649/78125000000000000 -1217463018297033/1220703125000000
4593924835178929/78125000000000000 2437181766006671/2441406250000000
-104089690932197/152587890625000 1428126729480003/1953125000000000
-3719579692323231/4882812500000000 6326637281404037/9765625000000000
-4453756071154457/9765625000000000 8690885369125507/9765625000000000
4626327269650477/4882812500000000 6246860208769983/19531250000000000
-746845169292039/1220703125000000 -7724613802602323/9765625000000000
923216935682857/1953125000000000 430288257689929/488281250000000
3792122753217183/4882812500000000 -6151963242636867/9765625000000000
-4840907775912973/4882812500000000 2553334495162169/19531250000000000
236029714898557/488281250000000 -8548884202899661/9765625000000000
6396268815358173/78125000000000000 608302510256597/610351562500000
-4125211956272327/4882812500000000 -653092844949327/1220703125000000
767809390849553/976562500000000 -3017213348975709/4882812500000000
-8411061249885979/9765625000000000 -620250457115051/1220703125000000
-13515266819626/19073486328125 -3445416146918189/4882812500000000
-7219052288488673/19531250000000000 -2268517586644437/2441406250000000
4455845188993593/4882812500000000 7987291467704331/19531250000000000
3246148314822589/4882812500000000 -1459006732175323/1953125000000000
1928648703105367/2441406250000000 -748461531668303/1220703125000000
-7807599790866297/9765625000000000 293295146338503/488281250000000
-544864871967761/610351562500000 70412240921771/156250000000000
-603885310069393/610351562500000 -2835489308685621/19531250000000000
4153104991282011/4882812500000000 -2567796105913531/4882812500000000
-4667259574748419/4882812500000000 -71738169269843/244140625000000
-6618009872779103/39062500000000000 -4812225400564753/4882812500000000
-7739963927092969/9765625000000000 744357840355579/1220703125000000
3765792035064047/4882812500000000 -1554080778048911/2441406250000000
-6097248666833581/9765625000000000 3814150965005879/4882812500000000
-4860763839767109/4882812500000000 1854002391233649/19531250000000000
1258846998167503/39062500000000000 2440138164061173/2441406250000000
2866947569421479/9765625000000000 466765581622117/488281250000000
7668972556192187/9765625000000000 -6046014519747373/9765625000000000
-1817504627087919/2441406250000000 1304059239894401/1953125000000000
497034431484103/1220703125000000 -8919454309062779/9765625000000000
-1871954973381481/19531250000000000 -4860333779305519/4882812500000000
-4882241200744049/4882812500000000 -2390116805406211/156250000000000000
-558646171824263/610351562500000 393364106717753/976562500000000
