100
3153961646883307/4882812500000000 186375855733417/244140625000000
-6385832771212389/9765625000000000 1477681582191981/1953125000000000
-3844244228690269/9765625000000000 4488574883824669/4882812500000000
505548875055021/610351562500000 5471657644887819/9765625000000000
-3352415672820939/19531250000000000 1202586788251821/1220703125000000
927260927341309/3906250000000000 189729914846909/195312500000000
-8267605213861149/9765625000000000 2598756225021931/4882812500000000
3433461063812761/312500000000000000 -4882517774733313/4882812500000000
-2397948652510503/2441406250000000 -1467494801221511/7812500000000000
-222786034893297/244140625000000 -3994201283243151/9765625000000000
-4529519310143291/4882812500000000 -1823544002538819/4882812500000000
-6654885368255951/19531250000000000 -1147657647289607/1220703125000000
188506549360089/195312500000000 -1022204187939441/3906250000000000
-6824291776047669/9765625000000000 1746361814530303/2441406250000000
6672431004128877/78125000000000000 972994274255309/976562500000000
-8923291740087381/9765625000000000 1983828127756619/4882812500000000
593112106262511/1220703125000000 8535419469629789/9765625000000000
3707974117643927/4882812500000000 158845725887093/244140625000000
2408343888113477/2441406250000000 -6406880184312289/39062500000000000
-7298705320229079/19531250000000000 4529063280711033/4882812500000000
-7399555496421887/9765625000000000 -6372912214678439/9765625000000000
7648578801893559/19531250000000000 8985668712924549/9765625000000000
-8108276103213981/39062500000000000 2388231861718689/2441406250000000
-3687564910394529/19531250000000000 2397497365724983/2441406250000000
-4882810242345013/4882812500000000 -961631566233013/1000000000000000000
-1071036245735251/1220703125000000 4685278935259961/9765625000000000
-487576243287749/488281250000000 2098359104394899/39062500000000000
2554617957125501/9765625000000000 2356392352911503/2441406250000000
-8156993484471753/9765625000000000 -5369440281343147/9765625000000000
2440582306161781/2441406250000000 4059075763985591/156250000000000000
-859218833054789/1953125000000000 -438494602485949/488281250000000
-5192815966302361/9765625000000000 8270555844726537/9765625000000000
3458474126684867/4882812500000000 13787423037077/19531250000000
6176156759247363/19531250000000000 4632256565701153/4882812500000000
6615115865806587/19531250000000000 4594221701254563/4882812500000000
5026665762046207/19531250000000000 4718330993841813/4882812500000000
-3555668668443911/4882812500000000 836625596907099/1220703125000000
-4864406272154187/4882812500000000 6777081936446697/78125000000000000
-485744354316583/488281250000000 1988366707075289/19531250000000000
-1688225852513213/15625000000000000 970845552998507/976562500000000
-2441309667735021/2441406250000000 -2779645366978529/312500000000000000
-37997672697993/38146972656250 431578197592629/4882812500000000
-478829500781373/976562500000000 8511149308922451/9765625000000000
-741595279291073/976562500000000 6353823715995317/9765625000000000
-8523229475863823/9765625000000000 -4766758955767651/9765625000000000
-1111023846868867/1953125000000000 4015846172752469/4882812500000000
-4639392804424447/19531250000000000 -4743059145798961/4882812500000000
7097659934490441/9765625000000000 -3353753684118519/4882812500000000
3975316922943153/9765625000000000 -4459940778832909/4882812500000000
-3581914639440581/39062500000000000 -4862240985655691/4882812500000000
-1278339905977311/4882812500000000 -942501034374863/976562500000000
-927866021177047/15625000000000000 2437097771534051/2441406250000000
3263282353600431/9765625000000000 287633155172347/305175781250000
1703574751238253/4882812500000000 -4575990709900947/4882812500000000
-6354555469888011/9765625000000000 463457861238237/610351562500000
4601961059607053/4882812500000000 3264237930063663/9765625000000000
-1771551510197531/1953125000000000 4111880689969759/9765625000000000
-972530164753633/9765625000000000 -971707861032673/976562500000000
4877564559913133/4882812500000000 3621160001039371/78125000000000000
-79694987187977/152587890625000 -8327817467662227/9765625000000000
-5749831774216211/19531250000000000 -4666430388495001/4882812500000000
4614782062807/156250000000000 4880682414035219/4882812500000000
1286564160918483/1953125000000000 3673766736492261/4882812500000000
-973684075671943/15625000000000000 974664534277337/976562500000000
587365322009699/610351562500000 -2654795309762753/9765625000000000
-2194779801442773/2441406250000000 -1069301688354547/2441406250000000
-6451090966470849/39062500000000000 1203941416014759/1220703125000000
5436433820364307/9765625000000000 1014062212691979/1220703125000000
-975451223287941/976562500000000 -3725997223667937/78125000000000000
-5329672863128499/156250000000000000 4879971132003901/4882812500000000
-1131286967091663/1220703125000000 1834364925409609/4882812500000000
905011298347219/976562500000000 1834590323956081/4882812500000000
-2433588125285467/2441406250000000 -780905259386847/9765625000000000
4538409720870187/4882812500000000 45032593166417/122070312500000
7477453628095891/9765625000000000 -628133097999943/976562500000000
-5770977473250107/39062500000000000 2414615915734937/2441406250000000
-1125954406384851/1220703125000000 7544518228262803/19531250000000000
-1753263658633699/3906250000000000 2181675782746199/2441406250000000
-56006823183187/1562500000000000 609959340945733/610351562500000
-8037263938538393/19531250000000000 -8900451041165981/9765625000000000
-2325573036632453/2441406250000000 -5944675756081157/19531250000000000
3685210479306799/4882812500000000 160164615578501/244140625000000
3744169903608923/4882812500000000 -6268348951060527/9765625000000000
310155000605439/390625000000000 2968368823540763/4882812500000000
-1536302118940507/1953125000000000 -6030076834012789/9765625000000000
6195121121789817/19531250000000000 -4630673552848803/4882812500000000
5113474632197259/9765625000000000 -1663968855796287/1953125000000000
-3705648186858239/4882812500000000 -6359254492592821/9765625000000000
8307330121069093/9765625000000000 641722509883107/1220703125000000
-4718461238467051/4882812500000000 -5024709267195843/19531250000000000
-2402662319321983/2441406250000000 433218486273811/2441406250000000
8078968522220703/9765625000000000 -2743068503409641/4882812500000000
344890889708679/390625000000000 4585177533432853/9765625000000000
-2083743881721237/2441406250000000 5088773389222003/9765625000000000
378791802753551/488281250000000 -3081158049634543/4882812500000000
2273055968377019/2441406250000000 -1781775566298601/4882812500000000
372020365280413/610351562500000 7741915052600473/9765625000000000
-1079228041730849/1953125000000000 8139355164211101/9765625000000000
