100
7281828468614423/39062500000000000 2398611154465613/2441406250000000
2225273408184301/2441406250000000 -8034416912724959/19531250000000000
-4246958053895619/9765625000000000 -4396896033825343/4882812500000000
7386384279290407/312500000000000000 488144834262321/488281250000000
-1650777301036359/2441406250000000 -1798721429216369/2441406250000000
-4612832225596377/4882812500000000 -1601136086863271/4882812500000000
6498480552275823/9765625000000000 1457905101881709/1953125000000000
415350497175257/488281250000000 -5134298144744979/9765625000000000
-4722898015116071/4882812500000000 4957567547043897/19531250000000000
-6666793198433681/9765625000000000 -3567958102680839/4882812500000000
-4875815489997399/4882812500000000 8361816003803399/156250000000000000
-9006965077877043/9765625000000000 -1509543598656409/3906250000000000
-8324344004965881/9765625000000000 51061461521987/97656250000000
4872352576212431/4882812500000000 -5110949080892671/78125000000000000
4017952379599779/4882812500000000 5549023908913973/9765625000000000
7362071320204507/9765625000000000 -6416177796542679/9765625000000000
3987464797956923/78125000000000000 975289680483209/976562500000000
-2436572000575477/2441406250000000 982798377611519/15625000000000000
-1356110950252001/1953125000000000 1405581856823577/1953125000000000
4624446827690149/19531250000000000 592996411657473/610351562500000
3962623552736359/4882812500000000 5705952151729043/9765625000000000
-787841539811073/1220703125000000 745942336659507/976562500000000
-822202682010849/976562500000000 -5269317470986321/9765625000000000
-4618162886892237/19531250000000000 -4744353868762263/4882812500000000
8242014321832689/78125000000000000 38844513206239/39062500000000
-2384439604033107/2441406250000000 4194566025762403/19531250000000000
868295284854883/976562500000000 89384028708719/195312500000000
4831769926516429/4882812500000000 -5633370784133693/39062500000000000
-2423955732693521/9765625000000000 -4730007141817209/4882812500000000
-999290248016087/3906250000000000 4720336333144061/4882812500000000
-187552643929103/195312500000000 2725334113211211/9765625000000000
2059428267200679/2441406250000000 2622380361270173/4882812500000000
6782589572370411/19531250000000000 -2289467068361899/2441406250000000
4882809696882839/4882812500000000 2678801574048577/2500000000000000000
-8664090238681411/9765625000000000 2252829996726921/4882812500000000
253361601129909/488281250000000 834808907893181/976562500000000
3129117228397423/19531250000000000 2409870172635883/2441406250000000
-6465203511939453/19531250000000000 -4607540491626917/4882812500000000
-2744530144643307/39062500000000000 1217686419143431/1220703125000000
1233972293726989/1953125000000000 -3784846136188327/4882812500000000
175415887623747/1220703125000000 -2416067371373521/2441406250000000
151123555841097/152587890625000 -2699359571387911/19531250000000000
-5100753355262459/19531250000000000 2356679476016251/2441406250000000
2349368330136461/4882812500000000 -1712183464912943/1953125000000000
-8792235565769273/19531250000000000 -8720182342109049/9765625000000000
-5076579280554893/9765625000000000 2085602048103643/2441406250000000
-7026591709836239/9765625000000000 -3390960062573933/4882812500000000
966109491467489/976562500000000 -2850036273641433/19531250000000000
25404392849931/48828125000000 8339790440873199/9765625000000000
2230914352045541/4882812500000000 -217168592710787/244140625000000
-7628886568082271/39062500000000000 -1197196838248841/1220703125000000
-5156022090964483/9765625000000000 -8293543744269469/9765625000000000
-3815456339280031/9765625000000000 -8989422927177963/9765625000000000
7087510307705661/39062500000000000 -4801767421820073/4882812500000000
550472790829199/610351562500000 8436643057316937/19531250000000000
5745823228790349/19531250000000000 -233336948553613/244140625000000
-6846626751146349/9765625000000000 -1740889387840167/2441406250000000
4865762357508983/4882812500000000 -40769423641361/488281250000000
8716262278776887/9765625000000000 -8807770098769869/19531250000000000
988692927193213/1953125000000000 1052746326827909/1220703125000000
-1585605008928259/3906250000000000 -8924911000313117/9765625000000000
-3634681822579679/19531250000000000 2398758841213217/2441406250000000
-4738426473422103/4882812500000000 1178631607470641/4882812500000000
4527940120371201/4882812500000000 3654923351584319/9765625000000000
1582282078139987/2441406250000000 -1487408033375873/1953125000000000
7120272998515471/9765625000000000 6683497891616073/9765625000000000
4376585772087031/9765625000000000 -8730001639186007/9765625000000000
-2089150889842743/9765625000000000 -4769771488239617/4882812500000000
-72587242249241/76293945312500 -1503466600217863/4882812500000000
239266424852109/244140625000000 -7766550165636349/39062500000000000
-2500539494990329/9765625000000000 -4720030028363657/4882812500000000
-1510871099909749/1953125000000000 247545210826831/390625000000000
2893695410697943/19531250000000000 4828924915500121/4882812500000000
-8736969756663239/19531250000000000 -8734058135163343/9765625000000000
-2929031988977949/9765625000000000 4658009318586881/4882812500000000
-8297210253167647/9765625000000000 1287529942742951/2441406250000000
51004609022513/390625000000000 4841010039293527/4882812500000000
1507840493612151/9765625000000000 150758052527767/152587890625000
34884719545911/48828125000000 3416492548241193/4882812500000000
-5404862906013933/19531250000000000 938425787595501/976562500000000
-35990894179823/122070312500000 -4665758970197143/4882812500000000
-581765082182003/4882812500000000 -1212007820192129/1220703125000000
427604655271033/488281250000000 -2357389189168889/4882812500000000
198612557869399/305175781250000 1853607238969421/2441406250000000
-339360203628463/2441406250000000 -2417705343860643/2441406250000000
-2371481803120879/2441406250000000 -4640955315488269/19531250000000000
-5792605109437409/39062500000000000 -4828827226110587/4882812500000000
-1393966709844637/2441406250000000 8017302578183243/9765625000000000
-2441401985303933/2441406250000000 4672817650193161/2500000000000000000
2170719881858259/2441406250000000 -8938687767834667/19531250000000000
8890465985181357/9765625000000000 2020336989647909/4882812500000000
-425812378487/488281250000 -1194805396589821/2441406250000000
94729783807667/97656250000000 -4745571509587309/19531250000000000
-8787901210816489/19531250000000000 -4360637273319621/4882812500000000
-4663200559735507/4882812500000000 579160558027041/1953125000000000
-3190514438633571/4882812500000000 -7392557210337153/9765625000000000
-5811636316356641/9765625000000000 -7848077150935101/9765625000000000
8407586245705633/9765625000000000 -310493087946707/610351562500000
4644202649119831/9765625000000000 -4295311787127139/4882812500000000
-7469791700942961/9765625000000000 12286016896701/19073486328125
