100
-4763313983677919/4882812500000000 -8589101198350001/39062500000000000
1183030910323571/1953125000000000 -388517625955051/488281250000000
8297443868368529/9765625000000000 1029948676233889/1953125000000000
-1968771938522481/4882812500000000 8936620158481099/9765625000000000
426765876115741/4882812500000000 4864126725028801/4882812500000000
8139645563134863/19531250000000000 -221929006338823/244140625000000
-2888235590784077/9765625000000000 -466437366676259/488281250000000
2383935614121241/2441406250000000 210643002357427/976562500000000
3697036292706319/4882812500000000 -3189636430781503/4882812500000000
4767622458132859/156250000000000000 610067368537531/610351562500000
-286196517917329/305175781250000 211884974394541/610351562500000
-7620718870041523/78125000000000000 -1214881708501013/1220703125000000
2338179038996357/2441406250000000 -702412456564613/2441406250000000
-1162575444460991/2441406250000000 536707719193801/610351562500000
-923025365757909/1220703125000000 3195347351515309/4882812500000000
8274905285799687/9765625000000000 -5185882196084809/9765625000000000
8901793253693803/39062500000000000 1188583791251863/1220703125000000
-3789893898058523/9765625000000000 -4500114884146953/4882812500000000
8891152390201583/9765625000000000 -8078326761115243/19531250000000000
-8606382772625199/19531250000000000 4383205891051379/4882812500000000
-6627853180380303/9765625000000000 7172098288503003/9765625000000000
-4789306828438227/78125000000000000 -4873628879739807/4882812500000000
-5971534520590811/9765625000000000 965888573332359/1220703125000000
380818692800581/976562500000000 1124063109618897/1220703125000000
-2438570945375333/2441406250000000 -1505631627519229/31250000000000000
2712487906327271/19531250000000000 -2417747324216957/2441406250000000
4268944249416317/4882812500000000 2370226340569947/4882812500000000
7824804718135959/9765625000000000 -2921466359709719/4882812500000000
445947972082091/2441406250000000 -4800664488895233/4882812500000000
-1675119085991459/2441406250000000 1420859576518091/1953125000000000
4519922787179933/4882812500000000 -7388808735473217/19531250000000000
4259516787734967/4882812500000000 -4774253719759869/9765625000000000
2277212193177659/2441406250000000 7041677549139251/19531250000000000
-48667434887213/400000000000000000 976562492771853/976562500000000
2440918985025101/2441406250000000 -6243180918840471/312500000000000000
-4322750290564739/4882812500000000 -283826747208429/610351562500000
