1000
3944393934076967919/6912048665841384057 230414070744545431/2973318009893651636
7507810324608561393/7838994855104260866 5911742241564719758/6150033719845184562
5520771676024413518/8935227066382143472 9140748394745121741/9163591965758221092
7597311041911922833/8068639149135626316 8636054113019954203/9156403928529825646
188230481230608737/8684080551942140737 419400882476813920/2413819994878721919
5461677605270028489/7952202854816704668 1242415711082291187/8759312987174543062
575233530169867751/8417591737694466264 595457179841501106/4459361211642919527
3665288155940934869/7171777888414274238 7261396883869414310/9052964745056646919
3649424630823990846/5164008280025834664 2970423779837604030/4019693407188794749
4131883952579171655/7817880842824963610 618011714761002419/5159616287976287477
3758115626092384309/5306626589234764151 1054639329439737020/2273188261629734716
4127935376577953020/5594317899068957983 2094314382206479958/3820028267093454424
3595043628569857395/7564289911949410772 374165895219863815/674437726743065472
4150120172984717503/5496124030405060568 5814369983614165390/7511145207038049131
5482507146567964547/7027265016230470039 608734522620276134/5901660875247873762
4005904424843332135/8211201070239746290 126420691011768835/6808974629656654517
825147849704204763/7702600546712474208 5247706883144217271/7331787114065306336
1178924969614196311/3349195271383115749 7195779621149299209/8700279613501533645
3530676528954743719/6666388780361355521 5213065377165758216/8439116675290630002
2837533987646544266/8675532797920491872 1285001493559410855/5800992899048718290
1991378250403578567/6311749178676593062 1422565186119768332/4902083782108954127
755468588897883458/4453024134736926230 3711979361433903790/4677397259435648998
1841513010386293106/2770705265336314460 1034612454341672390/3071978212024373988
1305681924868520610/2657677683145888042 2014017867665929282/2346673704802551487
3549119617321979691/4290173378179562811 1430423921043611691/7689709516209886878
3182624596978695859/7225690791307689538 2988918264091550739/3972269541741110306
2396024787952808718/8588464072122536309 1274247525075705806/3752463266420072237
2440494299668445222/3838801061159520242 6946972570774043177/7879203223644968513
1080221458794434771/6006780558585332486 8374584299246102372/8938347360643147738
26484033554906406/4381225622013866136 5638430132813722146/7384930808933940067
1830119635056916633/4617493755215800910 5223365975024590345/6965975429734064143
1520145164614123559/5498956829834248068 219297775757589688/759792100521657647
2567061386011878432/7084774875215673195 561149004137018292/6204806240163601569
2945774988700742823/5645410773042207100 4486841085309241120/7878482284768576338
2842380347794383351/3349889169352610715 59218784865943710/1142157457706041961
1978906700820647271/2076166750940512849 1450063665752449938/8169406412278501980
3930535640216120541/6626786643959952683 881815870157254539/1761826569885285117
70879022909415164/696186046147606654 139577023750377802/1797909552051494732
7509080365597078980/8326612729753845690 6140739185293565418/6605608429108555071
765325158752562109/4932603120199636603 6184404706589813521/6495566137802885106
1979135430486222382/8888401480249626548 3862801641522341605/4231460076718556186
4158111049220565083/8632010644424102648 3970133122016644429/5785477889739460207
4975832123079112223/7869422901954817446 4330165242175756768/7761904462775870446
1125515403512875349/7957575424422792205 240813249613216824/4294164483409774777
3546613049670073778/7677105245265814552 1824718923481175702/4928349920476285266
581015599396143627/6318141722684651561 3003456997026363586/9069957580095375695
3754613013108622508/4125071232239412798 3358827390168614303/7821273859602454202
1850864081872519481/8998762141836723750 2779140101737558428/6289811688824302255
1004730857051505195/4997697647808525952 5116994773802907337/5268274051391970315
6941804598723043333/7416800652775095676 2205126047536692006/7842159966007686862
4922538168502728645/5732549761796152745 2853899522708831010/4229716693146584449
58440836303588352/4464029547401533348 5371664014460286568/7353750557603567204
699984669918273638/3149559496653336522 7551285933299280686/7818137504469757912
2490413905495089055/3241906385973129568 2650128501709428736/2773551442515242201
3068162980024221939/3836311281875725091 1264037024046807497/7115578882794330200
2932551131307269884/8735768029413889461 1719903625501665565/4789072339676893761
1054024598072219626/2862003545080664859 371950130238634821/8986925391556873056
1238456387635224098/1922192273721080554 2220372960068351905/8830757086624745337
3429377871668623386/5290522075444451548 5454103817258627824/8809286035901850608
412365982150105771/8587195384398343541 6042577429683639133/7227606664231524647
2683607921790968677/9172818117846743077 4141625978991983042/5345222524567550542
834652283222734722/1660358816089679665 3164123103636004044/3776229500105021869
1497986742674561754/2948471249813672776 4506013522709158646/6672960552404142279
1059683346702626154/6474507043324122071 121379092184625697/6181585588689146902
3419938861011380698/9060401003331055952 258022611510187010/5872876748540856735
33767986829574190/8585033422295466623 1044757134963725818/3032859739278972847
191277170631840765/223265499864906158 764674554263617617/3799213024419863177
2759675921724145705/5330480229250516160 1050139833169664255/7163869192254612930
4083833539967210908/6748556715687135551 8236153443813021312/8875578196291225061
12529219103021390/7861442428606048084 672327864125507184/1750478786604078089
874679783447160368/5565482289302679317 1152808333903444220/3652874113131754307
2375408233844085114/8634850914582893652 2941775301562658101/7997477676560802752
1161027342686958798/5805589608130497535 6272610416180062549/6537237243428885933
3015150253560051559/5913385885071752706 1167896637722472246/2691769595545881064
137489722723089799/529622136536301857 290812401106551452/2028323695640970923
828661328672866394/3136273494377372828 1830039362267915720/3835794911527464366
895699457643532493/1527393094261101483 6312788483742484353/7489748362118352134
4374969493727054782/7910141354104015954 1045934506687182965/5898581255479471566
285879507945862727/2680395952489917448 2984261864647158647/7069026625448549312
2770530347923994488/7577277325432992843 2525918154539342604/7051658085049993501
4030696593390722554/7803748046342402432 838582460711482379/6292439505736950409
2371757514534675602/8155174527112383263 8213815157581088433/8442451080648547154
5979289398275946158/8175434387670611226 1803706999442087989/9163674016309330415
4606706762079247325/5779989012040724911 2903569095294790649/4421822473263987399
7626657064259222252/8673790837838768719 2409243480795309409/3847409765548282895
1381846367702239025/5192323450612466684 2031738631805066880/8039384150851984727
2144606130587854454/3582222759646817694 878410784735280739/7496057688178201103
5843813757522325029/6639197210505764241 5301444441269755010/6963919813525732111
98991501321087555/7125661790714616934 4047203901462659360/6852943453280716629
121345668198837105/3316491809660589153 5053184058727433514/8525564435566118158
2696325952452726136/2924561149593223536 1077636362795203603/8218955330425820229
1207134328883214073/7083372923466180199 436159778496939295/3186347390020832472
6508611426461248330/6910736653816360676 1304617622676397304/3161118534074053025
3117933441683817603/3501635206204349855 3819374136914380090/8442861798407202493
1515767151060693194/5723601467582696273 465182112368870960/1110203198646628103
5484793271063790643/6413210369228385437 3772180405543671992/6342429552833603504
2726480136821485965/6768496265745731601 3263391026905316963/4227032830034617915
5585574588086893918/7379896346717952828 5999266711180567345/7131785594178626216
4238754214111418136/5890583204050814786 7597629433833270402/7672986271840073815
5174300163773467325/8536304568947713712 7025100765214275653/7292180161630880223
325309721823143237/5687330199252526013 2011124433747184802/8496505474527244756
2751181824520462386/5261216226153060842 8262791715184888413/8424668933322764899
8365942658122585935/9010470845109041764 3341298679028782776/5659933126712910161
3284781897752904234/6653777558745741700 6552413008982007009/8983837630847494885
1475845009388965498/2005120660811780431 163606832515771654/7734720834672254270
1752533583037906854/5147112948071455218 1806449579341463563/2593868022652205203
1105362799848029983/1976641419244575842 7486936503217111022/9022865065556925244
532018861460981501/4588895336710895167 7650702306757746488/8047044954905301314
3021134673413818769/5034952528185885279 806622606247963100/8372473372694590356
1293504796667303879/3675704985932126502 48813051044401299/2303477182515949459
3742427866468471426/4814650404695434202 2259362571525434158/6252704067638344820
3018469254702054004/7197910861937590033 891838304449182146/6044213206031249521
2614310403581680309/6236415175704844392 1709445298442302416/6008633625673063354
154710249503318197/1177150150973861822 432878696953666394/2904042109558830218
3084584503016252301/5888568744767187215 3923258308799781995/7845181323926342192
3845247652618308179/7946393002012909795 253803298720876169/5571410216352587769
2564457567784571410/5781121742427619628 1306558658259999076/8324609812947357453
598686451542057036/2596993231510789503 723723498970339138/3813702325285260760
393069381643140134/6485804047044162711 734273493891092180/8695634772358829613
2337891784381118261/3193716201703432526 4542698541818358732/6634468909586143076
5324224438099467537/7418148401401055941 2328584851136416419/8631387064168246548
6004737622435095984/8453987812768883836 2835855483676728907/6817897255565181092
6684376236695381517/8408433488123320183 7112938217612330609/9076901645270793195
3036393072399513800/3625269427635849500 3317060653458275169/5072457636883597837
2937055979123516731/4527317503301922040 3053310802958355668/7602247959647095169
2144609193520358020/5667932269328884336 1065798050723112965/6149234536266404454
3394718424304892689/6312009151351988774 2179970939532329700/8711341582999274208
692011383983732062/8659646212909938684 588610590775592931/8765001574874921839
3558961722568022136/6363829298743481342 2152892961851247309/6758758776905238043
2547060217732593442/7523581931469328069 5837693993591079048/7209810416943439997
3248799531252114800/6464977930177421869 3159617209088148400/5669514545805918860
