1000
5064105210692636324/7518650340687312665 1319844406332349314/3634614222801181109
4755496092627481590/6068915560872983580 3074908994006529983/8826754575886084157
1658979521028805892/7686105078539326952 5330257199688808927/7254855328905677123
2218424228981914897/7230721289190554712 5405224940920825045/6092080274686426761
1530986915791653440/8006896414000710587 7291888239544247242/8391201495239482380
5371604806416772831/6594495246961377305 3498716229770252136/8192893833482418716
1132269134505906882/2988326685098247063 3458991573452198237/7877383543041549049
1451636579402091534/3014157911968847409 5465770939267182395/7678266757632479896
6537927345114824229/7042674809810983549 4762888219654812072/5084355759061930801
1498633267971486981/7301523798238430007 1437279525745761936/7761489951529226641
4872921175876706622/9200588345811075473 7082500172622727087/7245029724802022974
5248362683689712793/5597254754109903734 2024607246608932743/8921393928083643177
1194588624807387331/8253647570248786651 3498616897748284001/4360549991868104755
6837545466817930616/7127852625368443579 1346389252287085734/3422599964896740756
1056934455886302641/4288579976992349233 674328134703645892/1756910101057005243
2492517313543906256/8600829542633626177 6170481430908852901/6749867722450879994
7905670283550820451/8844326392375650441 1083892268978119929/4591027815869466505
2667271147254271324/3750377951996170257 5649318926343166251/7204310238110132991
6982028810237803602/7575341705488313117 3964629429936702884/3983769094959089747
547194495321852373/6348074564588048023 94478648485656887/1027173200596886426
6928409962731714597/8869074465521652258 2917105219881142693/7020300663218626466
575127792875908721/2940467007994865963 763909767123172774/4749243269305880786
8217941885679727046/8842650363416896407 7756725522026707758/8330197760127831405
4130595945102851421/6697258481916579795 376693911045991456/7048278844168631288
1440703972127970071/6520581230082855076 346242542777511749/5160383824420952180
7979106749754718981/8602420921341067794 496774416755111289/6922790625564094593
2533339855533739829/3180298636698285232 271015466920682904/5353979197875113897
520596527819994574/782023598867143123 262294772570012485/4482531349205401674
546774822529981170/8097133149206036458 2796175635598139354/6556781811363829364
6999066625602793525/8455421422355217150 7734806368403040731/8200715932259560394
1602501471174411118/6332399121447294147 6583216844744613627/8288555434509350311
8410719794390049905/8486738712442780383 1781340978237458805/5774921337520335833
724778346835459144/7409163004098050070 1419322302143541558/1794277604425019347
3027775300167435985/7599746752573402757 2117148901481776396/5890343310179796875
3650317753687633350/6365405449782181736 5500810406703506816/8242659546798295237
7233793465015098437/8764391891650923888 2705443653962879680/5615394499497646011
2575341385979522062/3233703976986757917 1498706593023301184/7286847605970677172
2342341124578196404/6708598302218438511 3315251947698200215/8920879642126126167
4848195789715571524/7122938854884114824 1407114292917957654/3413128294209415673
7051709523818335800/8826808168396720209 1889154444290315412/8625638046081525952
448958189375197080/5007635042302484592 1209574563871490374/6338254020751374636
4837198956826760260/5778495475743308052 721455981183179/8896465480409755540
5920575254953800252/7113661113163467525 5127607477365136615/8282416870939524291
2452672263552779794/9215379349538361063 1488542609859836124/2154588156962014815
924101705147772662/3576271424744092031 1521812299100023581/8775027008019982188
2601934755298006188/5996026347848591293 1589127944667538829/8114785303660729690
1923520960085056104/4801490353767000175 1813823183614915876/4957819741328913947
2019897181192445772/5947259023012978782 1366715212340222245/7727928610246185856
4538684674926338295/7937905268563035446 2563118997196874202/5773201331748401671
890378858191576835/2124982364065338213 3776626334623203655/5584072126505900000
6777460715082992833/8157779290066035124 2841125914458925077/6143357661379858006
3655394819483278625/7977341533971074444 4280548659295383131/7487232471822288533
2589884872325875378/7654308168934924412 531335097737797855/8225801406084749185
1690697450662162105/2281980619460642161 5066627459894166635/5981108632849160512
5873691741665338402/7747055462719702036 293451942417238358/2681788981951650761
4486831064778330796/7481430766217707613 1501685839819328744/4719768082298980011
3294754052099116212/5903725614417284812 6441578401171106121/6986119898216197784
3947675835933362424/6110610518528492345 2025353280978440426/5844704861952449624
441694121177714719/9144424396171860271 1009007069653208122/8017483901862563713
374127294472896565/6664143179091348417 8618480120739992712/9061496386441457963
305766784051335461/5840383588621888460 1501110484403842561/6243369992835776408
5040442683313044827/5979324296950562877 1909546532421604899/6904179412910281068
2148760712499708307/2155951968138323592 1285602098037215145/8351944653075345258
1924597191381129700/2643816677260211985 5140738842278461446/7238264293044310907
4425864126793880124/4621133676349011641 1031673077971410407/1433180917361929757
3091256867323359969/5316282414380854275 806525560292183399/8329149292146364822
1189148267483536840/9042974377819864391 7831669976958215441/8687026972217064618
2013094771712843231/8496112605413834809 5543695399397285082/9130710572766019281
1727038021633890561/9039921011561447046 2527039930224705881/3488536029991010106
1453891416746192286/6075542807615429028 230749783948205514/583997460798725092
4886688095450211987/8709544898226228185 1512510292781737905/5194870058943144952
1120109526451738184/1424641110368699418 1145775073540407968/4490772444493688677
3295566811577166163/8989883122823588731 2264955141212514191/7905779358856782508
4462648753392528388/5140873059414816519 5657702525866284600/6885337801416868585
2743707815836422431/5354095026625756723 2221839025607795945/4489575986667798533
3782793147187955275/6138234893635924852 1195235003928578664/2524839704689454111
210717682622119455/4901750052918626982 1597330485755901104/5929649233790724434
4968891337892625364/8287202900397822035 6167182920915537994/7904474515282056424
3701708117526333372/4816172901649383982 2095425460873396209/8676773058170962880
79425906253549651/828388657108699733 2160838262600344860/2779264605587069661
2887138102493192980/3753434498283551434 5691561349047408370/5934619406677952748
8843918461221793265/9001346463550094030 6586474661261466464/7195563704152978082
737463604694147651/5515172542025195113 9030645010748078761/9187614960902284433
5482845156603013136/6410059347237244626 7783542000478193922/9202927909989975469
1790700065630327357/7296445053794547844 7309796746890073880/9172749484312130725
3440162443647830471/9035796563241035210 221527524800166636/1692392587604120473
2224654672477682250/6012197172752493997 6046897280202103247/6564013353972023880
5953816850519476140/8850707468449779270 7051966754616774439/8365969074571887099
886275035329138730/8546937442339376663 1777741745164545701/8076471754505223930
1453622983149201239/8167945443755618494 5911355535371106274/7945021250565793542
364389574443207781/1710667296686813400 1185956968802915635/2929353241230112030
8718436138131233356/8840155760644656997 2060445065317913467/7839679325327492747
3010091573228527586/7998277599573422034 777217512764701629/5711349298539635716
2169495545284940226/8789625697962532291 222934683528924373/4722238165617437175
1859568083876010905/7084243961476305107 4919171323397550577/8588394769659009368
1121879383776844771/8003482878369624474 1947494139777428909/6994512464979394197
935191977375831309/937509904684159032 5457045926405080196/7934056673162667352
1408523600691785032/6037162407086798857 352158315502441546/4307461303256763137
2451412109449827828/7384887904695508136 4277269474339862594/8555993530108332008
73351762271509103/9019435892158645729 375688637479866689/1177408642873687781
5578109359416716788/6425965265552116761 6000512466350056508/8397482399141636788
3378323872349841601/6810313658223677416 1903105811133591413/8062393825800978332
7644691613657765143/8284291945775882511 4211640043817066733/5741522785669539514
940174701518014176/5599626649645668321 882982784402893735/5572959012891774993
5898770823207575122/8448026635487525406 7617038108784791435/8054149927796115280
404432567731064086/7063937283086446839 208725583274602923/8665095453072202189
786131951209202499/2270575025210978787 8065839290722633608/9085179317615364294
1938129758925538174/3655923735878374740 6712495355745686504/8941101937339139302
2327090595439638349/8336800840341834143 373241418143029286/806187893644760505
5437105078985657822/5680061445798273936 2799010537129511290/8400580236149828963
1998992783378149864/3003692109486324213 651431876644138150/1832306826869776265
292830748842392876/2235362494271554904 1881714586631775129/4356205840930597573
6460869295083101116/8589374418488400235 3550460512505330677/9066613190655316576
5808036353250072107/9166580222841295347 1931437320003557099/2245744503049758420
2422386997921393983/4484827767894972003 550011292148644434/6328355701451594853
8275290992008126766/8319790304474294801 6262558881017095294/6662239799045559269
3401595911797812025/6820607352488852464 1763116261441276530/7380295556971453159
3806572241149796187/5396612624773938824 1525697001525100430/7560080980642260658
516443282741899640/3974111915199447668 5412993183374613867/6026223330300025435
2290258941705283596/7835223927183270154 3161894935642255443/4656208754356080942
761360113361228881/2880078488146037249 611776983827787754/8432804236878676852
5209999167923699430/7818733374223322071 1420890007836673681/3975636335997105552
4894781023213694953/8662333319246692488 1334640924804647548/2326565386462713898
2164900830163735898/8800376102185905688 8281361059299585041/8912212641465653184
1812100339510896052/9104871190108798751 2977141814507764555/6142957972108365822
3668103727930587185/7398875417408058861 999811701429254713/4871473092357986434
4879485658155284732/7871590893968509341 1127137834447346575/3442180013353109914
1093454532172979725/6153629270536799434 4091725171579631586/4930806694551255536
696026683994734507/7832873398748095499 7788280548226014307/8276788471227591587
1846015269293681611/6134003319693780516 4269901966064006935/8073880611759991598
4242128684626646618/4641331570354777285 5446538056159301967/6234298950591441684
786926410418567282/5992560280104166022 607925270326715058/9196915117683189682
2197516657903360493/3811581016679597518 6201506792882039775/9152376639711888096
431652570178303169/5986452191190110860 1640626081079197178/9165672082616906106
657726897580664164/6147679184570244678 531502824674514869/7889320262381898153
3031029085761765838/6819867743985583076 1024748933285208030/6897401488375048311
635957183581939058/2268110272335619344 613610619602974553/3716593910372227974
2058869277702763816/9058506570544960035 3141927741132815252/8882242687363613661
2412430957921187934/3928479152762102701 1042484824941811811/4285687175994465647
2765752501693467375/3922047825049895819 6332388204448779688/8298600220395080973
2836944511968368538/7637727600331549078 2180605201015777336/8046195620496321771
5175041480555667343/8569097053435361464 2748294681525981712/8757427923743640750
6137254168916855062/8934770083881951864 1969135539355114369/5650565559009918693
217600708655893949/2811622974457900534 1860278071775095446/4988848026783693329
2147969187987757531/6818058981361364963 2907438392871453608/5181450808023099604
5412349026267723407/7468094827660983152 5150265829106449800/6549664517175013549
3933103745237978706/6212253438932199690 1546794626965412724/5336498027025330359
2236756187602546946/3545740087574161717 1283479470680537294/7084461801411730488
2483614875742779721/6496619038426033601 485666811839960118/9116827264386992253
6205678190319846328/6738508961768755646 1840198240793400671/5548609034396005894
7295973470428425686/8006349656391695697 2558929858070988242/4997524668602448647
5494962160674093088/9126805710208976320 1876472409773149261/8219714762594062569
1290222089593016523/6019279352076933317 4833655678506242725/8171204195951240787
6869360965479943163/8120622652756053283 1115348459733907193/1476112888756005742
4610967647877880713/4729637162824872112 368223052972865036/7081882005750548603
2063237050647676976/3476892879526147135 719258915152414493/738869842955850036
6643761985191860860/8238041287614364885 2668325198254649610/4270892053267590861
2601194584727996519/6333638445977483005 7256353375864902133/8176712849581307420
7435099291638194931/8688866616290821074 2060457159874063729/5600229943168917558
749534286445475946/6529797739449713517 4031158276527682276/5359977732902358094
2711528555058024731/3392969925337432855 1192779674327027536/2364495784353547309
7356087715133955962/7955177888628786041 7140466833024635838/7709442576139550199
3536828510103702399/9218061469871341158 2227231602193421302/4159541345762081783
1127643790014985696/2420101082876650816 2348544106702159867/7829864699048699490
966963587961355682/7182627713750733049 2306889587114549145/6144045331141034218
4535717262225456665/5800144086647320807 1793188894352854051/7221292626381239000
3070498371722964631/3950973617014551965 2817053238576279899/6761245483694663490
4547192907911756168/7940845392176137100 1082424497394250577/3033335821830745113
1049195619329759123/8695164078480565842 4135364725234576080/8439576523184178341
795884257704112444/8152013747911657721 3044779755541700776/5301149449543077601
5812156791943975084/8907363504810559139 2189252773873564861/5243599487415765923
314184479199479575/6566883290335749172 4621074041138443394/7375767406356346163
4259995561419375078/7179277164479756313 4188489167252620937/4454648963900415513
5359118239135054336/7903264321299962811 4191814925507568474/4241978687096587154
2425490256464925784/5193568206568384614 2456456916048238211/7027835383140790659
3081726466508879360/4156712192126749880 1717187136397819749/4780322469139218564
352515784649071920/4490198534264864375 1352068039234354588/8509275624311966821
6257682523142025413/6443921565004261459 6083656118096212236/6217771356652865280
53075752599367974/4810040543703600054 4325918294606650626/7507386386924770123
4453506363623880207/4970310155805207397 3883932914841540336/4269874640938079815
20373910168238557/4894931758852185779 814940098227638490/7469579657951414334
3976592508459912995/7469039973934242252 7596372039855764405/7930938250067371291
5593162788956725685/7130971979753526201 3659351987568674615/6857567009070398531
4622573263102709822/6597680317468977008 428160602145582505/8092909337541887298
2347905442081895644/8041002993357990721 691417931948278038/8025590579060590417
1484755053902833686/4032950570419466842 6684595197276165725/7088662857972522769
4878016730241500404/6726609261263343899 5594524530392511156/6258796964126200832
4212127325459624104/5379936401189342426 677104122572531564/2492073949291145589
798084894992953709/4712486337041304960 3221409549466587571/5868662386386535648
1009242046740755083/7424971807076295569 758470995706372808/5551587271016595642
1725663061611126697/3444858399289302061 1574814996513287174/3486124045485396328
1985891329966080880/9030659142297924609 1433080950013377944/5726168502098261035
2021515937593115882/5416426275334922156 3836672075624069286/4553203898123436183
33909579282440413/3895785620774161585 1875564422421292423/2405527616285998024
5258978515693939725/6218098958264663236 8600108154781404146/8678830668200070858
2994495776378379881/8607792157911943102 3955693531319706555/6928172152799485229
1125652936041652190/5606911433745902742 3903129796780591625/4769412930819723612
2030904582586392593/6155827090881179564 2516867956448515062/4621045446133153980
5411836629059408959/6847371293612097801 891242829306593637/8344143331538663425
1923455363775525753/6239287684735101470 3313212102556931192/5174754884927624146
4392277875164675954/6407029579106713087 1801821769759446353/1999852443879649892
1861544137502764027/9156908723414275906 3584189488839748620/3956828326253580498
7704717969370235822/7935795759932059972 2788433994125130877/8593692415231328711
137201775595199671/409870859574927537 1744559547213244841/1882000830415400546
928980258103978993/5995335357764341021 398326721469518372/6661035843580318822
112360903479263501/3744939891562079443 203517607717021546/8512267662100629606
2761414770951059335/3011333350030646810 299747674237001244/7875453341358747301
1021282662861194491/8693963410926252847 469958905810883029/1400281595462734110
3620698181429281517/7792595317849737894 2830123814317562616/7718483277629661871
723560454934622826/1225112287937498223 1951143374990571361/4929573220618053790
3633334951212157599/3783774514528853822 2025602421102223323/6137993950287405928
7356610990329323225/7930499382464345435 3074554636754388850/3740808577428608953
4742159398699980344/5859399526304848213 1340048751604870590/3840181671097183553
5627382915024799236/7285362359051278271 2105902364051563018/8825574731125325220
4986718081197596003/5805083644884503444 2983157332491963163/3585146627065344449
