1000
2560104927442876389/4469780812625737455 858424956457620654/7046875345950688781
5386156617466623859/8142406443378338798 5673880058444261123/6741732557526804586
12137376843188887/8112873055190464566 1586839748192366958/8828462109951924471
3476902965725178522/5456097875021790513 2834819113665382886/4614022092802214369
1853441441168430803/2514756761876570628 4956158749010078640/5529702306838526265
914513316849093304/6446226884633463717 209640266423502862/3239614302296634396
2426772355029618412/4709270959436933682 6330782617957191283/8350832281624991875
3361183555378351943/5050277426024372449 5843920732845614570/7090026579583776885
13152286747113520/6952433270806141072 4602410782651711759/4842886605395094236
310360477071769621/7864797479175152010 2978329581707803941/3192543504122052415
8088134628934750/3414862634462730972 1688524795961481804/5915608321036134076
790137799728083922/2817982984588572705 2932866706100839561/3116969426164207502
633958290201273577/4350895172262107037 6274137018520285433/9039882788413141695
222015596015825327/8698461090335598959 2193908425549390450/7326662371704271494
5233293730549749699/6021111403198311001 629182976471378491/3067983700893054394
2647744891328739886/5350318317844925024 288291340212953480/6576230974714269613
2561563349273179296/8765974748741745133 7679524741195454703/8716164374422087560
4804278262655789526/7074030657775097281 1935972221160252838/6685458061061538645
5756398708224980850/8814414759575889391 1599760880676420348/6126457293029415165
3232700212207919806/5272605477388147975 4223337888051522360/8017335605479526737
5733011969105796067/7491601032525600164 2855036681851376413/8929458639903441474
1579671293499479734/8522443721023718094 6245933170061737490/7430411517718347769
648297858146897660/1545943602252561827 391758820474224094/5697566570632606342
5307797387462350222/8083455199548974374 41913510074293994/2049616722695147627
681626672508250570/5030154957471360847 4338632899094089148/6289113367999789125
3160828352400540520/8029229572490703295 197457195148826720/2062447815795644655
5310377778448950079/6982452849577819638 1891747890153299702/6819982404825831090
70540673896613121/7070810905256565245 3516862826639445238/7596646696576264898
1445105527852534887/8360314567553175155 6142244962539368287/8331834056210886461
1768086089800379608/8869158923408984414 4752550839742739048/6889929605101669329
1976861328492620818/6211470319590382120 1537370162130875352/8110936880451067905
1094692173527342128/2541918314051235161 1948066540259268710/4913515025198504025
1440557874588307260/5617522814587910433 2868500948323538296/7067052674215635299
4707987293533438903/7612555758530827743 2294927753750864645/6652928210874178989
1730319901346205815/1957289292549785015 1166130430999326339/7859939551625502372
3104811046814067578/5300049494996465301 3058353738121874196/8449368033163782103
3250699438133215205/8186367438816932231 3319225109518666311/8419552717038085230
6207865553807186109/6655748817159003787 4310826544293150519/5336165436981632262
5818658707239692249/7792580424328163296 4905766839202203432/6522367136537594870
4346166823737514375/7776276967125189612 3691280130512411830/5947780788893882177
6558950024584504206/9070004514568426277 2887920465425251502/8535585987494247567
189055070801739993/5054849851035555393 715530586929073976/2072127470371652763
1276172987152880512/8476487695661145185 3136009411292109374/3706801501825090953
1630948181909982845/1920124165965902073 3194490657367319550/7792540421728851857
313213113915147480/4037386517600689410 2270601962720355573/5838780299202830618
5505456373386154002/7465633451879870356 4106828312713072204/7632444039247706808
4571443676148957774/6480537425891540929 5554788447544824578/8829954127178845861
1028989687983760432/8282947954546685697 2815909789929182516/6009178451708177349
