1000
1674102098345672314/7819077441437571881 3191045659851618600/7959077320120825884
6881029877950425345/7243843442431891773 7686680070587515545/8654549862110204624
7558170330055782624/8444689045840358930 4319464436088530858/8571470726980695176
1185099033299957257/2745551178373285078 469216406966112493/2463954082233737211
1717535666976512651/8399315975192147236 4817266025668924178/5781988875166941481
1288682968323236317/1455350366328756376 5322939067343220892/8749263475103648170
786106159915206628/2496384720124633035 1526417515934444573/2058360236516377057
8045171979362766436/8444600685971797725 962261010773961379/1129610361873141902
590161653311190433/5256553702386819116 6478466775935393851/7208923432397729021
3360184814108570024/7232864699795717414 4929595071513938923/7261297239720862641
1833622227749103424/3269845479125142658 1347866610102183731/4449028029791758496
3540743061489214133/6617934344473673028 2189479680998686698/3833783908513702373
2232170700659340091/8089615850839671183 6926037882242417809/8982291181034199551
3410941740395951134/5259426674438742418 1685513222920517449/3123181286866830777
4564966380582743983/9205129661140972092 5002755461627360885/8714325644943652914
2479483695744946542/8631219152778675970 451502941402032766/8253821874511868332
6679144261041516836/8923443909166236842 1671279860718109659/5054044930885124497
1460687538252580680/2477077349492541699 1967869795392629086/6922730970966004833
1367801197048281408/4027338280587361921 3833960383089493025/5194655909726905051
1597010439481889906/8299578603486260402 3335890383242202667/8337192617809265312
2542835495387724638/7190520939134057870 203640669645140513/4232502277990717046
51702787834168683/4319074735832859588 215486633436890564/4625643342176315111
5125518059533421094/7515160810319263099 1196669821325707177/1244906116857396365
4292242533406059887/5221195321441028247 146939500746020471/7859571343210440190
8207383207062602543/9165077703021927338 2895744610329692792/4535058287807670613
1899703219058870919/2112839694256356531 4151023895676495632/8780191512834129011
445723481575148085/6129562369427767104 182262468467336785/7691129926517752063
2545839292751883770/4236499201836715946 2376960905182189368/7232787870085567223
1562650862134343973/4071652286100074585 2854707706589692191/5149979504560008115
551423137124768722/5221034666196857496 5356415912837060241/7961237479742542242
311481768433913155/1495343496628575311 2247479693825851087/8418739782093174196
