500
1233549191273192254/4896513873835309051 3781690318028737531/7600086656066789125
1620017839544627867/8573654406783838905 4952662841532320922/6081729451542406242
8220174054124601772/9025069087840022317 4475162595823477838/8945237355427425880
2345159797077496039/3581689099978453025 412128322994705983/9057601332916115746
4200033033984122106/8172168926271522943 184321385885808759/1211797176744620239
6159725533972818582/7940801180636664280 6265635454196949147/7246077719284629470
640771675108508176/1225506033915457551 5491748632195865830/6579264649838359280
867020208662383506/7046999127704295239 3651150493917702368/8443102612858769591
5570736424509434382/8454622312402987988 4620380889654896467/7034516038330979322
4847698342475204130/8912780669745372965 2121330238143318885/6307883221734044186
3632455000020124635/4512489172913129430 2544158631582881389/6873903428086315748
6454048279118041799/6641716589978136812 6079256620890666907/8264494353174887055
846819876729913812/7875564869600798299 2985828374047784811/8371932265885051404
5228249456187533537/5266706693478510876 2496047928808560130/9191341028467403696
3168994340900053009/7194050679050247452 2142112879884307179/4273552782950087760
5397651542223586444/8093912301132141578 4645802736781562996/7051946157302538956
2677496768859813384/7835428120343528256 5629954129989863996/8360134114393848510
2176548804640327052/4294384132649222837 2166577114449845967/2182725627921107540
2600966521712601299/7983156111356376793 3307245738262635768/3589616014222049727
2919134670010541262/6414171777168805190 156888718129679564/8637113225017756285
1869186153441876394/9080970071741899497 5808559307158510254/7480550494952782700
4356186893348333457/7685619968607298166 985987781046334887/8132258350632949086
3416944026549253282/7891005917732547942 1851996272402206437/6018117651709630261
2596402631705793950/4484074291312939554 1452930052242122221/5926474088145535176
173256529234216410/1441381282625641276 1605685451978650892/7097637418371599478
1167520695796929965/5412462452022721101 546844332422779926/1195142297580122180
6669111813168502671/8735894238578941492 2294546647551291373/7989951503131903747
1920448643011472180/3403776493235342745 7668049461204822544/7923045347171855144
7121383040252632041/7372979947356840896 2133914099859837456/3178115655468912773
1155414072884591966/7036233082035175410 1835481409088769765/3962230038200883443
807025696210735304/5770503134229242029 3398659197983844894/6125577968856507824
1097693445533660433/3032268884602678465 1088260072104589310/3299266501876769982
4709604119246695464/6210999974154475540 1226727074572637140/6034316134853198983
4168865253450730146/6946044806779163392 5436922007369913914/8013880465731969327
2278586815129734864/8530209451241572016 4706764940192684019/5401314458429475503
2053935769130139162/7456303458114343869 610380897637994310/2175578948595936631
4932805580914231403/8588680266214563869 361610362609450984/5978458086853112192
2580654602644823984/3667620227201315446 2737609859118610414/8633078770838275890
2210295575428084823/3539131376460804609 3647394481631275422/3648748350106132943
1485039125116738260/4959983539265497362 2261644424182468709/5641268642962378435
2111307519120582352/2752943716514640907 323883665714619825/5625758467590848672
7632936310710988261/8254167370548703146 8259741050984166221/8459522660836364058
1616424556816129735/3195128565777921730 7527618424937769519/7926911350171562115
1254675585604841739/2390452269123824034 4673735751189877334/8084255982103794843
3446616800835198327/7363999449157871545 3406198388592068616/7850809588345037051
3674081794934716565/6228436791450764742 4799611101973222155/7687200489542097780
3434577781318092371/6353606758565897552 6149679451878609605/7357265032301438972
6227842528487241438/8430383559200328668 312137833874270946/1208807950590623664
3167046792905684092/5126305746249482685 1720173851115744353/3588842652035355625
103081667977062569/7471149981373727200 1690750395995135876/4234696068335404052
327982237739784959/5740568024609944178 2403492113948474967/5973993241958311559
2032875669805473674/4131180458188170282 1821661427879392749/7208735171194983753
2664228605998870428/6044678922731338007 3294413487246830289/3759140538189893842
996145650883384076/6955195005531783484 5805956990601311172/8085923259631125184
