500
2524838517626439/9765625000000000 -4716795048031421/4882812500000000
-2422666817547693/2441406250000000 -1207642123759493/9765625000000000
-6748717756308343/9765625000000000 441155444393937/610351562500000
4659871976867057/19531250000000000 -4741804243387407/4882812500000000
-3688638238959733/4882812500000000 6398689194589871/9765625000000000
1219450464910381/1220703125000000 -3538385737577127/78125000000000000
2029017888107027/2441406250000000 5431096960697001/9765625000000000
-1638873863859439/1953125000000000 -33201411337887/61035156250000
-4036388733882167/9765625000000000 -4446206181386951/4882812500000000
4823734471566431/4882812500000000 1211617004017203/7812500000000000
8059524424218049/9765625000000000 1102932413088993/1953125000000000
590531804170243/4882812500000000 -2423485614689083/2441406250000000
487921052616989/488281250000000 600053770127787/15625000000000000
949090920361681/976562500000000 -4600032230029153/19531250000000000
-95020609291267/97656250000000 4507003323623727/19531250000000000
4068478542759327/4882812500000000 5399755645309589/9765625000000000
6580704969217087/9765625000000000 -1803845783124671/2441406250000000
-4852117189829257/4882812500000000 8746260440773461/78125000000000000
-1736076695460243/3906250000000000 -1749630444549637/1953125000000000
-96235911622433/97656250000000 6637981358958659/39062500000000000
930357695606073/3906250000000000 4742300275961577/4882812500000000
1716648221931467/9765625000000000 -600847547618819/610351562500000
7446075227590667/19531250000000000 2257022687176767/2441406250000000
-5977813444855127/19531250000000000 4648490836961291/4882812500000000
1038345620109731/1220703125000000 1026938898384067/1953125000000000
3384555616776837/4882812500000000 -56311456595419/78125000000000
-4790342543169901/4882812500000000 -3783070137870087/19531250000000000
-5664157775101901/9765625000000000 7955171169709529/9765625000000000
1115173381882357/1220703125000000 -7943874282603739/19531250000000000
-4714339059193659/4882812500000000 -317890030623533/1220703125000000
2904457448142177/4882812500000000 7850091678977433/9765625000000000
-7346768759058769/9765625000000000 321684707600249/488281250000000
-3825848823689017/19531250000000000 -4788218662383599/4882812500000000
4791126086429057/4882812500000000 -1883580350391493/9765625000000000
-1036443634862859/1220703125000000 -206369166351061/390625000000000
-6963197769323799/9765625000000000 -684699265852601/976562500000000
-7521638245351529/19531250000000000 4506208804725467/4882812500000000
677810298058527/1220703125000000 4060914811675963/4882812500000000
-149262722393061/152587890625000 -4055204984924417/19531250000000000
1300460716410129/2441406250000000 -258277539752937/305175781250000
1067177957713119/15625000000000000 2435705249745337/2441406250000000
1855415217414133/9765625000000000 -2396936404188859/2441406250000000
4839080761453979/4882812500000000 -1043262935871161/7812500000000000
-2244797723234341/2441406250000000 -7678948508439343/19531250000000000
4859814297865881/4882812500000000 -7573645258799629/78125000000000000
5213436809226427/9765625000000000 -4128786391811399/4882812500000000
-174075118989193/1220703125000000 -1208227616111163/1220703125000000
-489283253225267/976562500000000 -8451486345723747/9765625000000000
3232175845405463/2500000000000000000 -4882808419154273/4882812500000000
-4795687505768783/4882812500000000 3673122393102511/19531250000000000
-587861073726169/976562500000000 -1559607225430513/1953125000000000
-225729377988849/1953125000000000 -970018493836299/976562500000000
-2469609984915873/9765625000000000 4724099336461629/4882812500000000
-5367519586327857/9765625000000000 -8158257481289239/9765625000000000
2224643072590679/2441406250000000 -1005697607192821/2441406250000000
-3365579945284831/9765625000000000 -2291837462503089/2441406250000000
-4879507397125929/4882812500000000 718503684606739/19531250000000000
-1012216631443/1220703125000 5458401878439961/9765625000000000
-260940893609281/305175781250000 2531951721697723/4882812500000000
-4543281746741423/4882812500000000 -223622480417697/610351562500000
3192285069789107/9765625000000000 461456248396927/488281250000000
7577522419784757/9765625000000000 -3080121167189871/4882812500000000
1376304659461929/2441406250000000 -1008247236778069/1220703125000000
512449613413419/610351562500000 5304776378982339/9765625000000000
-508874486572413/7812500000000000 -4872443360325129/4882812500000000
1472114645691001/1953125000000000 -3208948168371393/4882812500000000
4197101768948119/4882812500000000 2495234388038291/4882812500000000
4869015988295909/4882812500000000 5868777663535851/78125000000000000
-3381432752711937/4882812500000000 3522466529158683/4882812500000000
4812865643042889/4882812500000000 -6588145534147759/39062500000000000
4504429195044973/4882812500000000 1507734838646689/3906250000000000
-1074038421881861/1220703125000000 -92821733690343/195312500000000
2434475806954769/2441406250000000 1470608535614849/19531250000000000
5039177006994543/9765625000000000 -836505389897773/976562500000000
-961059367846947/976562500000000 -6932729088014543/39062500000000000
-240567723520999/244140625000000 -3329206680579429/19531250000000000
-2419459252192173/2441406250000000 5225939107692747/39062500000000000
-6222403379792479/9765625000000000 -7526561487144853/9765625000000000
-8781275075594777/19531250000000000 -872294294675309/976562500000000
-6905942901743523/9765625000000000 -6904736365603197/9765625000000000
552275304972323/610351562500000 -8315138109535709/19531250000000000
-6484422838577419/78125000000000000 2432982168427317/2441406250000000
-1218587249195177/1220703125000000 91957426108443/1562500000000000
4866935325549129/4882812500000000 -1259021881494183/15625000000000000
3551867836034089/4882812500000000 6701072387462403/9765625000000000
8151756106417327/19531250000000000 -8874381653726471/9765625000000000
-5833920179057/6103515625000 717582422193931/2441406250000000
207875957582067/390625000000000 -8267990871590973/9765625000000000
6578641776802047/39062500000000000 -150408398839239/152587890625000
-4873134647269203/4882812500000000 983273200155919/15625000000000000
5379578890413171/9765625000000000 1018788822898651/1220703125000000
-4659526820459333/4882812500000000 5838722763860441/19531250000000000
4780341381646801/9765625000000000 4257809528253353/4882812500000000
