500
-5469724696751351/9765625000000000 -2022522301829657/2441406250000000
-17459378057343/39062500000000 -8735877975698729/9765625000000000
-23485004488537/24414062500000 5336726303032047/19531250000000000
3662791868021311/39062500000000000 -4861299437235051/4882812500000000
-4109016759167843/4882812500000000 -5275543264170637/9765625000000000
-1118776036433391/62500000000000000 -976406029987311/976562500000000
-4905697740539281/39062500000000000 605519259169123/610351562500000
-5467773681871483/19531250000000000 -4687571182968409/4882812500000000
352043779827927/390625000000000 4231804262772121/9765625000000000
8000440310428577/19531250000000000 8908741232656967/9765625000000000
-1219080790167027/1220703125000000 8052966603516899/156250000000000000
-4879525267241359/4882812500000000 2866237182510167/78125000000000000
-7231944242388257/39062500000000000 2399200622672473/2441406250000000
5770958873695959/9765625000000000 -7878036894984363/9765625000000000
5521037376051339/19531250000000000 -1170916896427259/1220703125000000
286444112820411/305175781250000 6737357451311399/19531250000000000
-3365344826743979/4882812500000000 -1415136013661657/1953125000000000
-4659488264861057/19531250000000000 -2370913904990417/2441406250000000
-8971721978954397/9765625000000000 3856894654118983/9765625000000000
-7870090225100719/156250000000000000 152394210455179/152587890625000
-2661653650591469/4882812500000000 -8187174788521217/9765625000000000
-441129462661023/3906250000000000 4851577362645897/4882812500000000
2004538719282997/2441406250000000 -2787320577496851/4882812500000000
-4721163720794043/4882812500000000 -996785563816619/3906250000000000
938274782777771/976562500000000 1083067853162131/3906250000000000
-6297413337914357/9765625000000000 7463914314358341/9765625000000000
-607411315043793/610351562500000 1914799410860689/19531250000000000
2405226347015707/4882812500000000 -2124661392421021/2441406250000000
1007799773311101/1220703125000000 2755229896175951/4882812500000000
4661204311497069/4882812500000000 5817260216476319/19531250000000000
-1181487010048887/1220703125000000 76731905224663/305175781250000
-178797745284893/976562500000000 4800275207441987/4882812500000000
6984650622712717/9765625000000000 -10920171406041/15625000000000
3856636310036489/9765625000000000 1794366607053677/1953125000000000
-4835296017047903/4882812500000000 1359073710549857/9765625000000000
-6223389450671113/9765625000000000 -3762873084024377/4882812500000000
6425467284309933/39062500000000000 -2408150447915973/2441406250000000
4268268522566663/4882812500000000 592860740890243/1220703125000000
-8993334936395121/19531250000000000 8668760771937287/9765625000000000
-1761440583760147/9765625000000000 960545463320231/976562500000000
572939925597169/976562500000000 -1977078270553167/2441406250000000
-4849148733826559/4882812500000000 -2289504635975321/19531250000000000
-5250837991528669/9765625000000000 -1029230082599247/1220703125000000
4530893553933791/4882812500000000 1820126784890951/4882812500000000
-4678455979912177/4882812500000000 -1118257946394907/3906250000000000
4642486917684873/4882812500000000 6052005458399461/19531250000000000
642656107700269/2441406250000000 4710608285465733/4882812500000000
2425896224839689/2441406250000000 879225747234181/7812500000000000
3497748092637977/9765625000000000 -4558870197786739/4882812500000000
-345931083349867/488281250000000 3446016028313709/4882812500000000
-6527118683964723/19531250000000000 2301040689312999/2441406250000000
-6217822597542387/9765625000000000 -1506069238595839/1953125000000000
-4878836933751387/4882812500000000 -6303925605214907/156250000000000000
-1735315494652281/9765625000000000 1201276090862889/1220703125000000
5581484432582169/9765625000000000 -1001674092219089/1220703125000000
2392588014111281/2441406250000000 -1943140024887961/9765625000000000
2441278856612237/2441406250000000 -3192366696334353/312500000000000000
6078619900360341/9765625000000000 305726182712749/390625000000000
-5054598433203029/9765625000000000 -8355744510196951/9765625000000000
-4819604976945661/4882812500000000 -6264903006977787/39062500000000000
5295327860872653/39062500000000000 38701917382681/39062500000000
1062482595512149/3906250000000000 -4698723197039437/4882812500000000
1378641838819999/39062500000000000 -2439885253553701/2441406250000000
118585665811853/122070312500000 4633377502412651/19531250000000000
-4754159863382659/19531250000000000 -2367975435881031/2441406250000000
-8410792478514597/9765625000000000 -1240614805348221/2441406250000000
-2342399035004683/2441406250000000 2752834868562059/9765625000000000
1220686396929179/1220703125000000 -6543971873465911/1250000000000000000
-2646267494353193/9765625000000000 -4700124998044059/4882812500000000
-2386428751151937/2441406250000000 1648612835845991/7812500000000000
-3029938185879751/4882812500000000 3829011948258189/4882812500000000
7493700736751393/9765625000000000 1565484767345179/2441406250000000
-601133851638633/610351562500000 6763174755849607/39062500000000000
4879070328351857/4882812500000000 3058078503751131/78125000000000000
678808026482147/1220703125000000 -4058247469178149/4882812500000000
-7212579318887517/19531250000000000 -4537678551109973/4882812500000000
905290212364687/3906250000000000 237493739176497/244140625000000
2995910203096783/4882812500000000 -3855694485450947/4882812500000000
-8182103692875451/19531250000000000 -1108424602972499/1220703125000000
607432055639009/610351562500000 -1908050180535067/19531250000000000
-7251656364843449/19531250000000000 -4533784336296263/4882812500000000
8885674427537561/9765625000000000 -8102400041575343/19531250000000000
-6408511960472401/9765625000000000 -7368745218360259/9765625000000000
-5095857345555003/9765625000000000 1041330800844361/1220703125000000
207215917119457/244140625000000 5163906810581763/9765625000000000
-4209405574937973/78125000000000000 2437859855188707/2441406250000000
-235992242107179/976562500000000 189523822045829/195312500000000
-670493849354209/2441406250000000 2347531144738497/2441406250000000
519873501143433/2441406250000000 -4770826352047591/4882812500000000
-4433991673249173/4882812500000000 255611269549133/610351562500000
-6278696717551271/156250000000000000 2439434352035903/2441406250000000
6359556448270623/9765625000000000 -7411037270307343/9765625000000000
2419909608662269/2441406250000000 -5172282150214777/39062500000000000
-2441001141183863/2441406250000000 2846314128001603/156250000000000000
3867619884903709/4882812500000000 5960998015786843/9765625000000000
-6675944982782471/39062500000000000 120274371589701/122070312500000
971865578990299/976562500000000 3826562484549433/39062500000000000
