500
5692515470094601/19531250000000000 -1167705071298429/1220703125000000
1711861901013829/2441406250000000 6962750386904741/9765625000000000
-3987801037241751/39062500000000000 4857301766955751/4882812500000000
-4882070559661389/4882812500000000 -1361877353070731/78125000000000000
-50514711992227/122070312500000 -277819917687137/305175781250000
706895482558953/1220703125000000 -7961567267306147/9765625000000000
9009044033438/19073486328125 8607617039276817/9765625000000000
-4741123195016713/4882812500000000 -4670946387756159/19531250000000000
-921197879016439/976562500000000 -6482863074348073/19531250000000000
61015655179963/61035156250000 1974738194653797/78125000000000000
-1709874155512387/7812500000000000 4764430654531573/4882812500000000
-4680276647904653/4882812500000000 2783428396229823/9765625000000000
-3413564147835131/4882812500000000 -1745668762879349/2441406250000000
884562483875929/976562500000000 827583297379779/1953125000000000
1195000047973101/1220703125000000 -3986890669511437/19531250000000000
-4024385637583063/4882812500000000 2765172354514527/4882812500000000
4700203361818321/39062500000000000 969467313337443/976562500000000
-1695155400231551/4882812500000000 4579116298940447/4882812500000000
-233540339867637/976562500000000 -2370565895072259/2441406250000000
-263937688394859/390625000000000 7199166065844811/9765625000000000
285723976307533/305175781250000 6861464691550813/19531250000000000
-4769844271467611/4882812500000000 -1670788871289813/7812500000000000
3888313746175129/39062500000000000 -1214640476346239/1220703125000000
6671419789221299/9765625000000000 -3565795480555897/4882812500000000
-2316877450623907/2441406250000000 -3079073513457001/9765625000000000
-8395933900020129/19531250000000000 4408642226560469/4882812500000000
104152037510233/305175781250000 -458964707785553/488281250000000
3135776632447203/19531250000000000 -4819469832576881/4882812500000000
7368327002446221/9765625000000000 1281798561797397/1953125000000000
138617986417027/781250000000000 30033363008291/30517578125000
-968770621702207/976562500000000 -4924680526973407/39062500000000000
3304164803858893/4882812500000000 -7190091198057609/9765625000000000
413230189748881/62500000000000000 4882705774340051/4882812500000000
-2582825235156437/4882812500000000 -82875501120163/97656250000000
-1234297855768967/125000000000000000 -4882574448697661/4882812500000000
8341422239871381/156250000000000000 -2437924801475721/2441406250000000
5732611168426079/19531250000000000 -1166938595873663/1220703125000000
-7955592731274817/9765625000000000 -2831782827774417/4882812500000000
-4715205166783281/4882812500000000 5073378590716841/19531250000000000
276722777588829/305175781250000 8235077196692949/19531250000000000
4519439251504031/4882812500000000 3696769812753257/9765625000000000
8594927991886173/9765625000000000 4636231708501691/9765625000000000
-86101306479753/610351562500000 -2416991832402157/2441406250000000
-6640573716581639/78125000000000000 973028327384621/976562500000000
4972493939340901/9765625000000000 -65662998515251/76293945312500
-4501821776389663/19531250000000000 2375668745506607/2441406250000000
-4808823804232279/4882812500000000 -6774406093550619/39062500000000000
8468557809511521/156250000000000000 -195025423136907/195312500000000
4475936519803583/9765625000000000 8679482928799019/9765625000000000
-48682901897801/48828125000000 -6020945589461463/78125000000000000
3800852120090279/4882812500000000 -6130377173179961/9765625000000000
-2180690749135173/2441406250000000 -70255920467831/156250000000000
-4360433514529471/4882812500000000 -274672460496259/610351562500000
5744667824596941/9765625000000000 987153604005489/1220703125000000
768830028113993/976562500000000 -602141764268587/976562500000000
-4874172744296061/4882812500000000 4645458001415937/78125000000000000
3900427292573931/4882812500000000 -1468717539683911/2441406250000000
7283484047054663/39062500000000000 4797183037969881/4882812500000000
-533457631322721/610351562500000 4745071998401529/9765625000000000
-972703548830471/4882812500000000 2392472869033673/2441406250000000
7325917773384971/39062500000000000 -1199043334087281/1220703125000000
8100102055196589/9765625000000000 -2727442865397229/4882812500000000
2058295134945333/4882812500000000 -2213892445875399/2441406250000000
-7136762278800849/9765625000000000 -6665887474036019/9765625000000000
5733636645967281/9765625000000000 7905241454417827/9765625000000000
-4817260571045377/4882812500000000 318962944758873/1953125000000000
926542682469309/4882812500000000 -4794098097423417/4882812500000000
197904732918329/4882812500000000 -487880022411707/488281250000000
2990191422781317/4882812500000000 -3860131236795103/4882812500000000
-321726428870847/1220703125000000 4710173201657497/4882812500000000
-8988550196276587/78125000000000000 606298402866461/610351562500000
4560507628724667/9765625000000000 1727069214698347/1953125000000000
-4375776974866279/4882812500000000 1733331363844569/3906250000000000
8703972991765341/39062500000000000 -476005475350701/488281250000000
216560022792733/781250000000000 4691470481046607/4882812500000000
-5715029726658937/9765625000000000 1979675902515827/2441406250000000
-195048522389783/195312500000000 812094850863419/15625000000000000
-5652755495518839/9765625000000000 1592655479989399/1953125000000000
8869912531419453/39062500000000000 -4755266090634033/4882812500000000
7326570174942381/9765625000000000 -807085817852857/1220703125000000
-454772362765559/488281250000000 -3555315860296709/9765625000000000
8090776930586211/9765625000000000 -2734353685065219/4882812500000000
6431455128137921/9765625000000000 -3674364454411587/4882812500000000
4793844522228739/4882812500000000 -1855707527444739/9765625000000000
-7793556401629639/625000000000000000 -1220608215808259/1220703125000000
901536963769371/3906250000000000 -237549502780617/244140625000000
-1696025524127141/1953125000000000 4843022525072169/9765625000000000
-3428244577460261/19531250000000000 4807005731739447/4882812500000000
4777586540038463/4882812500000000 1613165643154751/7812500000000000
5367925003239399/39062500000000000 -483648937668377/488281250000000
6501953324968041/9765625000000000 455401756867983/610351562500000
-968422612637759/3906250000000000 -946075667753109/976562500000000
-206478173245669/244140625000000 -2605487190413503/4882812500000000
-6993624101354763/9765625000000000 6815911792972001/9765625000000000
-161153632635173/488281250000000 576151138198089/610351562500000
-6832035710047871/9765625000000000 -174446839497839/244140625000000
861785233685343/976562500000000 71773115187203/152587890625000
6350740356735837/9765625000000000 1854648358886931/2441406250000000
4700017202634343/9765625000000000 -8560214362711149/9765625000000000
5525101085389063/9765625000000000 805237167776411/976562500000000
4147095779989383/4882812500000000 2577489961522741/4882812500000000
2679304820778661/4882812500000000 -2041028147007561/2441406250000000
-5031117150339211/19531250000000000 -4718034460861739/4882812500000000
929000190361951/976562500000000 602106179053857/1953125000000000
-4739723880940537/4882812500000000 1173403358866093/4882812500000000
2853031215880419/9765625000000000 4669787054080649/4882812500000000
-174308121788241/610351562500000 -2339728902329831/2441406250000000
7331951309647219/9765625000000000 1290115058955401/1953125000000000
2391874444430247/2441406250000000 3914290696373463/19531250000000000
-1262773900338719/2441406250000000 -8357862457985201/9765625000000000
906847370957027/4882812500000000 299866413981557/305175781250000
3545012657062107/78125000000000000 -2438891531936593/2441406250000000
-871866243594219/976562500000000 8798262775961079/19531250000000000
-976319262571931/976562500000000 348717031325223/15625000000000000
-4556396316113419/4882812500000000 -1755309237902061/4882812500000000
-5758927433972357/9765625000000000 -3943418138204011/4882812500000000
-8433491517679927/9765625000000000 -615473045483179/1220703125000000
75009825460603/76293945312500 3568351443981401/19531250000000000
-239370595678219/390625000000000 1929313435906899/2441406250000000
4801349365539377/4882812500000000 -710561324110847/3906250000000000
4729461967212783/4882812500000000 -37940735689393/152587890625000
4733888508106439/4882812500000000 191476453059209/781250000000000
3750306843843467/4882812500000000 3126828503000621/4882812500000000
-7387339480811427/19531250000000000 -4520072883522903/4882812500000000
-1173212524828247/3906250000000000 4657380137025491/4882812500000000
2933426059034003/9765625000000000 -4657317983475179/4882812500000000
-4191291365680779/4882812500000000 2504981955648783/4882812500000000
-2427476612113251/2441406250000000 -8333636528347661/78125000000000000
-5154781499167547/9765625000000000 2073578720118689/2441406250000000
-1755576262066281/1953125000000000 4279746644646107/9765625000000000
2405372086328121/2441406250000000 -3343287999344983/19531250000000000
