500
305298914314409/976562500000000 579758465779033/610351562500000
2319262189945337/2441406250000000 6100425542292717/19531250000000000
-5026726337816873/19531250000000000 -2359163480211253/2441406250000000
36215411722743/38146972656250 -3068109286471027/9765625000000000
177993168322623/195312500000000 -4020387010825077/9765625000000000
-5423693386769343/9765625000000000 8121020975649521/9765625000000000
-8313943113483717/9765625000000000 -640382960939947/1220703125000000
2661920508873251/9765625000000000 4697914719454393/4882812500000000
221724073935497/390625000000000 -1607998178345099/1953125000000000
-995629529701027/7812500000000000 -4842999058305199/4882812500000000
1571813075086439/1953125000000000 289838416472471/488281250000000
-246298146500453/390625000000000 151595773073857/195312500000000
8471633951420259/19531250000000000 -2199790987072847/2441406250000000
-29715804852997/38146972656250 -6123498941905117/9765625000000000
271364072257069/1220703125000000 -2380317339913169/2441406250000000
-1205716300933457/1220703125000000 -6102218019151829/39062500000000000
-418430038143553/610351562500000 7109571383318147/9765625000000000
6923841472212731/19531250000000000 1141425482521347/1220703125000000
-4605295159849289/39062500000000000 4848759768520497/4882812500000000
4876694572593289/4882812500000000 -48870422873311/976562500000000
-5386106754660569/39062500000000000 -151130422706081/152587890625000
-1350508457413357/2441406250000000 -8135444803076529/9765625000000000
-164967495384389/1562500000000000 606940245082043/610351562500000
798330221259643/976562500000000 703054912317687/1220703125000000
8090544120108549/19531250000000000 -4444187372309173/4882812500000000
1470551577086569/2441406250000000 -7795324277198241/9765625000000000
-207213139350489/3906250000000000 4875937694654953/4882812500000000
-4799980630285033/9765625000000000 4252282257491661/4882812500000000
171211054752233/244140625000000 34808860657033/48828125000000
-1114486281733967/19531250000000000 2437428354364771/2441406250000000
3172702542012561/4882812500000000 1855789352948179/2441406250000000
-589444877138323/610351562500000 5068113757746231/19531250000000000
-187929850569621/195312500000000 5319157753939917/19531250000000000
7667856481206071/9765625000000000 -6047429918920191/9765625000000000
1812202865288591/2441406250000000 -3271932305277041/4882812500000000
4465824160320447/4882812500000000 -1974404335300757/4882812500000000
1133614675496221/1220703125000000 -724490683462507/1953125000000000
414842386690077/9765625000000000 -4878404899012337/4882812500000000
4882580104940831/4882812500000000 1524432775837929/156250000000000000
7543006836860411/19531250000000000 -4503975843779423/4882812500000000
-1447171425874143/2441406250000000 7865020627230383/9765625000000000
-147504195283713/152587890625000 499950490481513/1953125000000000
8188436525256311/9765625000000000 -665170782962839/1220703125000000
7084742491716013/9765625000000000 6721149861943161/9765625000000000
5286787294635953/19531250000000000 -73445769841023/76293945312500
-1061307157066321/1220703125000000 -96497807675931/195312500000000
-485512219679133/488281250000000 -8308397515849769/78125000000000000
8231733008856083/19531250000000000 -442795309816941/488281250000000
8804646144051423/9765625000000000 -8448819543265297/19531250000000000
5400084656051177/9765625000000000 -4068369370770851/4882812500000000
924955677161577/1220703125000000 -318640390326483/488281250000000
8461867455850193/19531250000000000 4400756509696113/4882812500000000
8507644169547101/9765625000000000 -2397260015361091/4882812500000000
6170168269218479/39062500000000000 -2410757085585623/2441406250000000
2536920522751417/4882812500000000 -8344073866259557/9765625000000000
7280337520477947/9765625000000000 -6508772328830223/9765625000000000
3491557955668259/19531250000000000 -4804156726241803/4882812500000000
88441897115133/195312500000000 -1088379735599807/1220703125000000
-367173937727853/488281250000000 -80468114242143/122070312500000
-4733770374554557/4882812500000000 -4788780138859351/19531250000000000
-4585363944051699/4882812500000000 -6712728697925329/19531250000000000
-7405311924668049/9765625000000000 6366222344451551/9765625000000000
-2838783268306943/156250000000000000 4882006564443469/4882812500000000
13034951133049/15258789062500 5076644137049737/9765625000000000
-1732673973815909/2441406250000000 3439944986769439/4882812500000000
-2801214206031591/9765625000000000 -2338811538641899/2441406250000000
1580398255459401/4882812500000000 2309989137652877/2441406250000000
-467010756408733/488281250000000 5701863905791587/19531250000000000
4151622265738423/4882812500000000 5140385383521827/9765625000000000
-8850140681685209/9765625000000000 -8256498423667377/19531250000000000
-5313210334409067/9765625000000000 -409686549641777/488281250000000
-4865004575832913/4882812500000000 -666623035485237/7812500000000000
2436339071281591/2441406250000000 -157214526319351/2441406250000000
-2624016155469043/4882812500000000 1647125842235193/1953125000000000
6860404767023903/78125000000000000 4863950005297503/4882812500000000
-6512169219441929/9765625000000000 7277299203549219/9765625000000000
4836011318195113/312500000000000000 610278473731767/610351562500000
1075020236217421/1220703125000000 -2313257827766913/4882812500000000
-976422215366749/976562500000000 -662086090523011/39062500000000000
6605818545715857/9765625000000000 1438479655493277/1953125000000000
4811994759811529/39062500000000000 -4845622400491929/4882812500000000
-929012564465991/1953125000000000 8590158497794617/9765625000000000
-15825025439741/19531250000000 1430899500718703/2441406250000000
7935378723786757/39062500000000000 -4780998638425463/4882812500000000
5620235463518027/39062500000000000 -483200893066327/488281250000000
8227027693413719/9765625000000000 1052301230112913/1953125000000000
1658330526575397/2441406250000000 3583520248117613/4882812500000000
-7686195545285477/156250000000000000 -4876901161546319/4882812500000000
4692827988260131/4882812500000000 2697571784222713/9765625000000000
2298653897877863/2441406250000000 -6580722077389231/19531250000000000
-3638054667176717/9765625000000000 -906267012967253/976562500000000
1314450554242871/2441406250000000 2057348832354317/2441406250000000
-3531157869299473/4882812500000000 -6744711116790891/9765625000000000
8862377741343959/312500000000000000 1220212140389223/1220703125000000
-8558813730440741/78125000000000000 1213355683539353/1220703125000000
-7603072716909291/9765625000000000 6128679866171391/9765625000000000
-2256324372962163/2441406250000000 466225482335523/1220703125000000
4684210559913019/4882812500000000 2756831036212131/9765625000000000
6751030808362457/9765625000000000 1411254968673853/1953125000000000
149324598579303/152587890625000 -502213627728627/2441406250000000
1600012293213607/3906250000000000 -8908826284949569/9765625000000000
5851987077149229/9765625000000000 -3909017743932081/4882812500000000
1414607644849639/2441406250000000 3979622941270703/4882812500000000
4631049030345727/4882812500000000 6190628774126461/19531250000000000
-97518945235709/97656250000000 1656552075774973/31250000000000000
4692634992367711/4882812500000000 1349457201456327/4882812500000000
4261704904193401/4882812500000000 -238321824844687/488281250000000
-1228956466003657/9765625000000000 605499205347889/610351562500000
-3038923767896819/9765625000000000 1160094109689603/1220703125000000
-516482740415411/976562500000000 -4144031537220841/4882812500000000
3654785074482337/19531250000000000 4796563044395963/4882812500000000
-2130785746593707/39062500000000000 -2437771345755779/2441406250000000
-5614287970582039/625000000000000000 -2441307747295943/2441406250000000
3968295149854079/19531250000000000 1195241803736383/1220703125000000
4777952069566759/4882812500000000 -1006494873846347/4882812500000000
4307192729093489/4882812500000000 4599977697598297/9765625000000000
-7204059996632781/19531250000000000 -2269262153375159/2441406250000000
5550662862742551/19531250000000000 -93629571763769/97656250000000
-435545830497283/610351562500000 6841358637138649/9765625000000000
-285485404342663/488281250000000 3961270793683117/4882812500000000
-4176119116667641/9765625000000000 4413826592765853/4882812500000000
-4863619079542241/4882812500000000 6920205486316607/78125000000000000
-7547447224902197/39062500000000000 -479080327723943/488281250000000
2335856228334051/2441406250000000 -284039478408783/976562500000000
-8158703279681007/9765625000000000 5366841942404059/9765625000000000
1795480805567943/2441406250000000 -3308602819545527/4882812500000000
6285429086555067/19531250000000000 462306113252077/488281250000000
-6026026134722997/19531250000000000 4644598580516239/4882812500000000
751750340138949/1220703125000000 -7694101826144971/9765625000000000
-600454976543193/1953125000000000 -14519802040389/15258789062500
-1094611978943879/1953125000000000 -4043916635807393/4882812500000000
-2904471535699287/4882812500000000 7850070829863607/9765625000000000
-1111870000514817/1953125000000000 -1003595560888951/1220703125000000
-8958701287617411/9765625000000000 -3887042948034811/9765625000000000
-4594085898635813/4882812500000000 3308312358959971/9765625000000000
-1901718858138083/9765625000000000 4789334427277631/4882812500000000
4698234815626879/4882812500000000 1329829886635021/4882812500000000
4387375486421307/4882812500000000 8572322207015459/19531250000000000
-4884872630985903/156250000000000000 976085143718643/976562500000000
8135311193284469/9765625000000000 -270111752007597/488281250000000
-1040447703990897/3906250000000000 47064214174891/48828125000000
-938508687215747/976562500000000 -168721942605959/610351562500000
3125383501004323/156250000000000000 -2440917800036709/2441406250000000
-1404646710320881/78125000000000000 4882023223256797/4882812500000000
-6724386536038937/9765625000000000 -885208815006409/1220703125000000
8147241248966559/9765625000000000 2692113095310207/4882812500000000
-5585336140320889/9765625000000000 4005354286459887/4882812500000000
1090594934326193/4882812500000000 -4759460116376467/4882812500000000
18544942125967/24414062500000 -317573027380123/488281250000000
-2431751359841743/2441406250000000 6941109182372951/78125000000000000
