500
-7365610217553609/9765625000000000 3206057460639737/4882812500000000
-1265916434839369/2441406250000000 2087563186479069/2441406250000000
2403369824024471/2441406250000000 274736701373391/1562500000000000
-3633913752856337/4882812500000000 -3261369152205531/4882812500000000
4777134796635609/4882812500000000 -4041467149300131/19531250000000000
299778977607941/4882812500000000 609200173315653/610351562500000
1601355971327061/3906250000000000 -8907317257315459/9765625000000000
3185194959886659/19531250000000000 -602180493950887/610351562500000
2678991677796769/9765625000000000 -1173872033265609/1220703125000000
-1379053687241617/4882812500000000 4684022719614151/4882812500000000
4705049513906207/4882812500000000 -2611028136077601/9765625000000000
-1007132941093707/3906250000000000 -4717731231326919/4882812500000000
-6031265306286167/9765625000000000 -7680577481271433/9765625000000000
148565636937499/152587890625000 -8909814698047113/39062500000000000
-4653358449648433/4882812500000000 -1479227179726557/4882812500000000
-38358531781113/78125000000000 -1701495420321001/1953125000000000
3996916503438433/4882812500000000 5609462139883909/9765625000000000
2202533106737397/2441406250000000 -421295600027301/976562500000000
1013041487629443/1953125000000000 521832353231901/610351562500000
-8899669403095717/9765625000000000 -8040725379274417/19531250000000000
4842200386361613/4882812500000000 -628453123530861/4882812500000000
-681662383577281/1220703125000000 -8101170341921737/9765625000000000
4635991266433263/78125000000000000 -60927599405943/61035156250000
-2224580501267583/2441406250000000 -4023344023906743/9765625000000000
260349232477707/976562500000000 4706093373368507/4882812500000000
8105919784842831/19531250000000000 8884871847756071/9765625000000000
-59629998446157/156250000000000 4513253679411127/4882812500000000
2555658790426489/4882812500000000 260036551345071/305175781250000
226078246146947/976562500000000 4750165636652501/4882812500000000
4823132100126049/4882812500000000 -6088702481888561/39062500000000000
4623088825471739/4882812500000000 -6285103177456469/19531250000000000
1655669237505563/1953125000000000 -1295096908537849/2441406250000000
-1242339089895219/2441406250000000 -8406719277584931/9765625000000000
-3206632939455401/78125000000000000 4878697768340537/4882812500000000
7344372353929551/9765625000000000 -257457185155001/390625000000000
1650080648041233/19531250000000000 4865355590919459/4882812500000000
-7988289868957841/9765625000000000 5617353167652049/9765625000000000
8744428563872127/9765625000000000 8695378250993399/19531250000000000
-8954392726963873/9765625000000000 -7793916225344351/19531250000000000
-7164021846519181/9765625000000000 -6636582149210609/9765625000000000
2304130270334411/2441406250000000 6456987160552139/19531250000000000
234795009153071/610351562500000 901412698944763/976562500000000
4688953744676421/4882812500000000 -5448773352513351/19531250000000000
427571251711269/1220703125000000 914697394891167/976562500000000
6147844612890137/9765625000000000 -3793792240502329/4882812500000000
608656582616963/610351562500000 -5818292458828867/78125000000000000
-8337213280662639/9765625000000000 -5085106326653113/9765625000000000
-7225616089494421/2500000000000000000 -4882792105610583/4882812500000000
7649233303358123/9765625000000000 -6070968745712827/9765625000000000
5673119511743679/19531250000000000 -4672294949807677/4882812500000000
4727655312878347/19531250000000000 -947521769941347/976562500000000
1536060816523331/1953125000000000 -6031613452399527/9765625000000000
3079099373507247/4882812500000000 -1515836664458201/1953125000000000
-7446511839100677/9765625000000000 -1263596344894341/1953125000000000
-143443300608709/390625000000000 2270840205665553/2441406250000000
108654960142251/1562500000000000 -304437018286539/305175781250000
519116975664217/610351562500000 -5136139447911983/9765625000000000
-1729629325887281/1953125000000000 -907237378339159/1953125000000000
1047449356809089/1953125000000000 -8242492205858047/9765625000000000
-5354041892485009/9765625000000000 4083554427644517/4882812500000000
21982516742659/6250000000000000 -305173893622903/305175781250000
8357119853515069/39062500000000000 -2384878677145457/2441406250000000
2344897473996587/2441406250000000 -5437177585378577/19531250000000000
-6951600932450917/9765625000000000 6858766369878227/9765625000000000
6476490820739933/9765625000000000 -7309069591233647/9765625000000000
4687604105550511/4882812500000000 -5467322064458609/19531250000000000
-4754087161619911/9765625000000000 -8530304033288951/9765625000000000
488048687599627/488281250000000 4821898143432869/156250000000000000
5725538044388459/312500000000000000 -4881992886563699/4882812500000000
5936265531031179/39062500000000000 2413050178355617/2441406250000000
4882546904672963/4882812500000000 -3259374809074467/312500000000000000
2151280828049671/2441406250000000 -2308640531919151/4882812500000000
1963853395051213/2441406250000000 2900858024988391/4882812500000000
4455726962489787/4882812500000000 1597669331674919/3906250000000000
5636334881855049/9765625000000000 7974908196349913/9765625000000000
-6735452081767863/9765625000000000 1414229357563107/1953125000000000
-71497381204737/76293945312500 -681599974621751/1953125000000000
1118903317409829/7812500000000000 -604059406195039/610351562500000
8437281885597829/19531250000000000 -8807411664976589/9765625000000000
73706394532399/76293945312500 630435326020227/2441406250000000
6507022643571719/9765625000000000 7281901397071367/9765625000000000
-3998818436549893/4882812500000000 -2802018740420007/4882812500000000
-254079385225879/390625000000000 -3708764042529857/4882812500000000
2807688072366169/9765625000000000 4676652631127251/4882812500000000
-819280689784569/1220703125000000 723942658825799/976562500000000
6171274712644401/39062500000000000 3766790660297/3814697265625
2723296350907309/19531250000000000 4835114938833117/4882812500000000
5966127763651143/19531250000000000 -185977161519981/195312500000000
7735135635896443/9765625000000000 -2980566570926991/4882812500000000
1796867357458917/3906250000000000 4335546527363687/4882812500000000
-1803202711806609/2441406250000000 -1316704846543183/1953125000000000
8176674308659591/9765625000000000 5339422149514983/9765625000000000
-4676611993059393/4882812500000000 1403979407444889/4882812500000000
4275697961598579/9765625000000000 -1755970826429719/1953125000000000
177617794362093/244140625000000 3350018740325843/4882812500000000
-2436123330315041/2441406250000000 5136732362370931/78125000000000000
4620037177083863/78125000000000000 -4874267124993303/4882812500000000
5262585867987341/19531250000000000 -4702226311443867/4882812500000000
7844106645998637/19531250000000000 -1788685879322303/1953125000000000
-6245787546150117/9765625000000000 -3753583939682883/4882812500000000
-4743010119775757/4882812500000000 -2320097337493417/9765625000000000
-740764082044913/2441406250000000 4652626377559763/4882812500000000
-55734322844239/488281250000000 4850899549141959/4882812500000000
2441400528280937/2441406250000000 270625050919349/125000000000000000
-7269470527364653/9765625000000000 163022678430797/244140625000000
150150953678251/976562500000000 -1206187827099651/1220703125000000
6506028507952257/9765625000000000 1820697405775077/2441406250000000
7444352894402309/9765625000000000 -3160262711556943/4882812500000000
1337538780466809/2441406250000000 4084827775212279/4882812500000000
4613135130245529/4882812500000000 -6401052638747241/19531250000000000
-3790980880759713/9765625000000000 8999771975019107/9765625000000000
96575625695707/97656250000000 -5795055624170639/39062500000000000
-4656362021914821/4882812500000000 5878980361968313/19531250000000000
-4986002669835077/19531250000000000 -4721026794690017/4882812500000000
3100432266301019/4882812500000000 1508863289883389/1953125000000000
-4643464520349079/4882812500000000 1509998396825491/4882812500000000
8586566767419727/9765625000000000 4651698914296597/9765625000000000
-243706005077589/244140625000000 4659576517893987/78125000000000000
5308594664150769/19531250000000000 -73421764152513/76293945312500
