3000
-6502307423436723/19531250000000000 -115106900846157/122070312500000
1648374394329219/1953125000000000 -5238222794385469/9765625000000000
-75789595543651/76293945312500 -448411747485081/3906250000000000
1793569317148529/2441406250000000 6625494495806237/9765625000000000
-411028823192913/610351562500000 1443850270711131/1953125000000000
-5454649379433621/19531250000000000 2344263366143591/2441406250000000
2645083604464937/78125000000000000 2440006555312137/2441406250000000
-7120327211397173/9765625000000000 -6683440135384019/9765625000000000
-1268267379770393/2441406250000000 -8344542965027531/9765625000000000
-2265254552139619/2441406250000000 -1821083514339523/4882812500000000
4612658065485131/4882812500000000 -1601637749639793/4882812500000000
-5292064905811537/39062500000000000 -4837795461394771/4882812500000000
4659391557271541/4882812500000000 584044960760103/1953125000000000
-2427203421979377/2441406250000000 -8414723910596311/78125000000000000
-121897514696791/122070312500000 8310848342114383/156250000000000000
4555625018618231/9765625000000000 4318961458798997/4882812500000000
-121332719171857/122070312500000 8575342117117009/78125000000000000
-6410417521097619/9765625000000000 -7367087541615727/9765625000000000
-716005050053853/1953125000000000 4542874939068307/4882812500000000
303963095134741/610351562500000 8468452010871217/9765625000000000
8060195885796801/1250000000000000000 -39061687907087/39062500000000
-4849374521328599/4882812500000000 4563680353716457/39062500000000000
-1858466317685629/4882812500000000 -903060592788419/976562500000000
1024081777984387/9765625000000000 -4855890447503561/4882812500000000
6573125970017581/19531250000000000 -919597386828579/976562500000000
549489053397637/610351562500000 -4251028977888087/9765625000000000
1671575246175851/1953125000000000 5051072811782521/9765625000000000
-149270748911129/4882812500000000 -2440265157399691/2441406250000000
-6976025686914883/9765625000000000 -6833922538054461/9765625000000000
2211163758456989/2441406250000000 -827997801282269/1953125000000000
-188873448916521/610351562500000 -928628545953579/976562500000000
4650652710688033/4882812500000000 297542418806213/976562500000000
-4711575836474179/4882812500000000 -1281760916594391/4882812500000000
5871585912130603/19531250000000000 2328472559422571/2441406250000000
3441589606667901/9765625000000000 -456954299191671/488281250000000
-2182990455305641/2441406250000000 -2186336798925117/4882812500000000
-3515111780886583/4882812500000000 6778155229272521/9765625000000000
-8335006477693527/9765625000000000 5088722694098387/9765625000000000
-207676684798311/244140625000000 102684103904193/195312500000000
2272053464691187/9765625000000000 -4748821029850719/4882812500000000
-8962423890077447/9765625000000000 -7756903932676757/19531250000000000
-7111569004983159/19531250000000000 -2273816013506613/2441406250000000
2418165175560571/2441406250000000 -2688543531299283/19531250000000000
-75454723698631/76293945312500 -5777909517487931/39062500000000000
-727490370308579/976562500000000 -651484518246241/976562500000000
4657335694199383/4882812500000000 -5866627162781151/19531250000000000
7721230385208871/19531250000000000 8970121625443929/9765625000000000
3006610747643349/19531250000000000 4824611502330107/4882812500000000
-30678955372211/97656250000000 927121613453833/976562500000000
4825863381758327/4882812500000000 -1487145629399263/9765625000000000
4830963582356717/4882812500000000 56774573243981/390625000000000
-4759668871891383/4882812500000000 2179367009114767/9765625000000000
6674803627888827/9765625000000000 3564211980569729/4882812500000000
4299242626759909/4882812500000000 -4629630977262359/9765625000000000
-1217407771628801/7812500000000000 -4823164910404793/4882812500000000
5047146716660031/78125000000000000 2436306185020361/2441406250000000
-31566281944607/39062500000000 5752438344104493/9765625000000000
3098491025800407/9765625000000000 -231525896234713/244140625000000
4842360208478539/4882812500000000 5017763782403067/39062500000000000
-1220693365838757/1220703125000000 -2499167507097623/625000000000000000
3837477692449703/4882812500000000 754802245215061/1220703125000000
-4549388798662803/78125000000000000 4874526694395009/4882812500000000
-4577835255666817/4882812500000000 -1698611869183239/4882812500000000
-1217954804289831/1220703125000000 1047898256915841/15625000000000000
-1094083429480887/1220703125000000 2165539447694663/4882812500000000
-2890629852772173/9765625000000000 466400285953191/488281250000000
4853666933198261/4882812500000000 -8523288931152877/78125000000000000
-5421657929700623/9765625000000000 4061190002140363/4882812500000000
-6061976728445031/78125000000000000 -4868091283722547/4882812500000000
4995993529704059/9765625000000000 -4195458267334457/4882812500000000
-8567417902676503/19531250000000000 274248385615209/305175781250000
4875447280635869/4882812500000000 8578848714721637/156250000000000000
239092575618093/244140625000000 3951210495792581/19531250000000000
-8826021662694577/9765625000000000 4179566155747633/9765625000000000
2280892167998587/9765625000000000 -94955232904031/97656250000000
-5505344145981767/625000000000000000 -195304922649473/195312500000000
1761122557476051/1953125000000000 8444788944514917/19531250000000000
8836591829910747/39062500000000000 4756235300702573/4882812500000000
4694277710223941/9765625000000000 -85633631488989/97656250000000
2830700991169467/4882812500000000 1591426520264053/1953125000000000
-2317173545629699/2441406250000000 -307550642847113/976562500000000
8315058881180747/9765625000000000 1024250505357399/1953125000000000
-37546742442243/97656250000000 -4507489682749803/4882812500000000
8142193197081753/9765625000000000 168495530304047/305175781250000
-4618477354950251/4882812500000000 3169558222824109/9765625000000000
7040702693092227/9765625000000000 1353453910971613/1953125000000000
-920286414690363/1220703125000000 6415925357775903/9765625000000000
217699671994899/390625000000000 -1013554348019769/1220703125000000
-3882357649869313/9765625000000000 -1120091588882957/1220703125000000
8677372906854681/19531250000000000 -8748898873542377/9765625000000000
-2259085046727633/2441406250000000 -3702970114252983/9765625000000000
4928416028237317/19531250000000000 -4724804506637771/4882812500000000
6758774343446561/9765625000000000 -7048858135541777/9765625000000000
-3027351122913799/78125000000000000 2439572590435163/2441406250000000
-8447944999628143/9765625000000000 -4898944470381641/9765625000000000
-2292960946277883/4882812500000000 -2155469090998563/2441406250000000
-5610591324720633/39062500000000000 4832184048189561/4882812500000000
1446161337729/1562500000000 -1479069883528727/3906250000000000
1217397724221881/1220703125000000 -5745368240525531/78125000000000000
2417038278608101/4882812500000000 -1060653803966551/1220703125000000
-2645272797168103/4882812500000000 -1026047931955383/1220703125000000
2009205996849743/2441406250000000 -2773846239258473/4882812500000000
-8392346780083531/9765625000000000 4993590608314481/9765625000000000
7080882080221727/19531250000000000 113765595690577/122070312500000
-3679299592457771/4882812500000000 -6420159630132673/9765625000000000
-6324369969539441/9765625000000000 -7441087026034079/9765625000000000
516575099261883/976562500000000 -1657497491073607/1953125000000000
1083128629674407/1220703125000000 2251927142567119/4882812500000000
106000490688253/244140625000000 8797139603233789/9765625000000000
1519301317922789/4882812500000000 4640429012011101/4882812500000000
8248435582280507/9765625000000000 -163371288230101/305175781250000
-226286331590403/244140625000000 -7331746165054567/19531250000000000
7823310279186737/39062500000000000 59798545315007/61035156250000
-1219957506252471/1220703125000000 8736592105989/250000000000000
6726410222730129/19531250000000000 916822136619273/976562500000000
-3387756764056153/4882812500000000 -1758192396877261/2441406250000000
-2159607902630229/2441406250000000 2277330177586137/4882812500000000
8966080906216137/39062500000000000 950489446099083/976562500000000
-8370226105423/15625000000000 -8246209828803911/9765625000000000
-1093725074546597/1220703125000000 -1734747066950781/3906250000000000
-3931126724251679/4882812500000000 -2896221778115501/4882812500000000
1724779182250021/9765625000000000 -4806052652986179/4882812500000000
-6478806042872261/19531250000000000 4606346157892811/4882812500000000
913585440326341/1220703125000000 6476926493866009/9765625000000000
