3000
-506813656865901/1220703125000000 8884164920932897/9765625000000000
-4474473985864173/19531250000000000 475295177437351/488281250000000
280843103764827/4882812500000000 -2437364614764479/2441406250000000
-1297172030381817/1953125000000000 -3650378395814017/4882812500000000
8749642536150299/9765625000000000 1084296636367741/2441406250000000
-48543328635631/195312500000000 -4729595510005529/4882812500000000
2998243904000251/4882812500000000 -192694002256697/244140625000000
1139998845974777/1220703125000000 6983752583217791/19531250000000000
-150443937425127/152587890625000 1631292153833047/9765625000000000
122039782226943/122070312500000 -3494364330481083/156250000000000000
1335785832904563/1953125000000000 3562279356532541/4882812500000000
-1064531291459679/1220703125000000 4779216664771437/9765625000000000
-717946923105779/4882812500000000 -4829742242165641/4882812500000000
1754313639139473/2441406250000000 -6791580826957189/9765625000000000
6905601689314871/39062500000000000 -2402953563096989/2441406250000000
-2417226505146717/2441406250000000 -1096813714191141/7812500000000000
8719211142678843/9765625000000000 8796087468871621/19531250000000000
-918426483505791/976562500000000 829785781095929/2441406250000000
-4530168848874077/19531250000000000 -1187413313880729/1220703125000000
-8194114632339179/19531250000000000 4432311840017753/4882812500000000
6524295331425599/9765625000000000 -1816607450526997/2441406250000000
1786758174627173/3906250000000000 1736827876323887/1953125000000000
-4496283641871591/4882812500000000 7616079119330829/19531250000000000
9000096816356777/9765625000000000 -7580419232952651/19531250000000000
4839406288731187/4882812500000000 -2598475499966207/19531250000000000
3735844323116117/9765625000000000 -2255699708988129/2441406250000000
111673675572577/244140625000000 8684112846756559/9765625000000000
4080175492116277/4882812500000000 -167635507963077/305175781250000
1266559160607747/15625000000000000 973348868141343/976562500000000
566096616254089/610351562500000 -7301587398213261/19531250000000000
-8325321414793303/9765625000000000 -510455237812377/976562500000000
-843033179728279/7812500000000000 -194172042445413/195312500000000
1309754507763161/7812500000000000 1203426295262713/1220703125000000
-859165076424903/976562500000000 -464230209979963/976562500000000
-6628761528455637/9765625000000000 -3585629381276441/4882812500000000
-8604744596761739/9765625000000000 115449669946271/244140625000000
846342121612307/2441406250000000 -4580030345193727/4882812500000000
2256144724764247/2441406250000000 -7463084438841719/19531250000000000
-7740268992440989/9765625000000000 2977233093212621/4882812500000000
944864739625141/976562500000000 2467892627716297/9765625000000000
7034375447453567/9765625000000000 -3386923150327131/4882812500000000
5359092844800019/19531250000000000 4695408997383197/4882812500000000
-2071820977470241/4882812500000000 2210736062235297/2441406250000000
-2935662195573067/9765625000000000 4656965726578523/4882812500000000
812656118935979/15625000000000000 -975240785637137/976562500000000
4178942090455993/4882812500000000 -1010211931410161/1953125000000000
7991644518336601/78125000000000000 -4857198766269401/4882812500000000
-4820868084331171/4882812500000000 -6202393466439777/39062500000000000
-4813065265117587/4882812500000000 3289402775884579/19531250000000000
1219388363931567/1953125000000000 -7628547180710913/9765625000000000
-4661221049836677/9765625000000000 -2145350349668797/2441406250000000
473652620158321/488281250000000 -4744980424612057/19531250000000000
-941982360644969/976562500000000 643931035903601/2441406250000000
-233522159049821/305175781250000 -1571743667533771/2441406250000000
-4780945951472471/4882812500000000 317496401320923/1562500000000000
1220350656830827/1220703125000000 -3754556074980157/156250000000000000
-976561733998947/976562500000000 -6262526529535143/5000000000000000000
4254943720756673/4882812500000000 -2395268636990349/4882812500000000
594254161477699/610351562500000 -4456052729325731/19531250000000000
-1608832162708723/4882812500000000 115253842079099/122070312500000
-2353432079768583/2441406250000000 5195825545679131/19531250000000000
8991778958075701/9765625000000000 1904950314951289/4882812500000000
7556292740009473/9765625000000000 3093132379478169/4882812500000000
-6259972405678611/39062500000000000 -2409852540005481/2441406250000000
-758903416747307/976562500000000 1229210999715693/1953125000000000
1228867719465271/62500000000000000 4881868586344401/4882812500000000
-567072715308801/610351562500000 7223610383185043/19531250000000000
96763022587563/97656250000000 -5271214262862373/39062500000000000
-3897760544096273/19531250000000000 -4784592389270129/4882812500000000
3196371622868401/4882812500000000 3691214753800959/4882812500000000
259141971677719/781250000000000 -4606368727332607/4882812500000000
-8273215521738161/9765625000000000 1297144377360703/2441406250000000
-7915836795126991/39062500000000000 4781504787464457/4882812500000000
-4930598256874493/1250000000000000000 4882774514228541/4882812500000000
800376998692473/1953125000000000 -890799349683899/976562500000000
4545013515564769/4882812500000000 -71383023791261/195312500000000
-8960436347664617/9765625000000000 -7766083208432879/19531250000000000
8736467301294937/19531250000000000 -218354594659089/244140625000000
835837914666737/15625000000000000 -2437910622366337/2441406250000000
-666948010828331/3906250000000000 -4811114965199097/4882812500000000
-3343580809265703/4882812500000000 -7116832239716307/9765625000000000
-4670931024462767/625000000000000000 2441338069058473/2441406250000000
-62758774988789/78125000000000 -2907997987035707/4882812500000000
7891896803308207/9765625000000000 -2875995327124103/4882812500000000
592947918211877/976562500000000 7759427058065893/9765625000000000
4849598862133433/4882812500000000 -2274198888577207/19531250000000000
3145591957538329/4882812500000000 1867291430577083/2441406250000000
-8022338943684689/9765625000000000 2784309138424873/4882812500000000
8410901310246393/9765625000000000 -4962274759615847/9765625000000000
5103965466636299/9765625000000000 -4162840621378901/4882812500000000
5650578265968411/9765625000000000 -3982411232557181/4882812500000000
5238147410904429/9765625000000000 -1648383976411567/1953125000000000
-1725582223086867/1953125000000000 4574558057866317/9765625000000000
-2316763429754121/2441406250000000 -6160891821640029/19531250000000000
6228123460078549/39062500000000000 -4820349741616297/4882812500000000
-5285982420729139/156250000000000000 488001753905577/488281250000000
3926959174847779/4882812500000000 -2901870009017479/4882812500000000
8096485162958403/78125000000000000 2428260242574901/2441406250000000
7054564964337779/9765625000000000 -3376408772814797/4882812500000000
7838766623373731/9765625000000000 2912094154766763/4882812500000000
-5002212714137853/9765625000000000 4193605239025921/4882812500000000
4688263650985409/19531250000000000 4740054789381059/4882812500000000
14532183032597/30517578125000 8587325244013529/9765625000000000
-8119933305775909/19531250000000000 -4440836137994251/4882812500000000
8540937023590049/9765625000000000 -4734957908967487/9765625000000000
-1160370025196329/4882812500000000 -2371465755328449/2441406250000000
639011472107099/9765625000000000 4872347893447791/4882812500000000
8683852445035027/9765625000000000 -1116863307255083/2441406250000000
4033517752287943/4882812500000000 -1375917189744197/2441406250000000
1132644476145429/1953125000000000 1591167419312703/1953125000000000
3675167677276657/9765625000000000 565480210005889/610351562500000
-8600357802021979/9765625000000000 578268932323889/1220703125000000
3938489085881673/19531250000000000 4782507385533313/4882812500000000
663760987810127/976562500000000 7163069645533083/9765625000000000
1041315635578757/1220703125000000 -5096055676204333/9765625000000000
4869497098198037/4882812500000000 90088817562567/1220703125000000
4705171956713883/4882812500000000 -1305072705985953/4882812500000000
8892217501524277/9765625000000000 -1009204499414339/2441406250000000
-5252045060598809/9765625000000000 -8233070771107501/9765625000000000
7334959082259517/9765625000000000 6447154946346771/9765625000000000
-4654398719527173/4882812500000000 5903802801340923/19531250000000000
-915318536759723/1220703125000000 6461247412189347/9765625000000000
1097688836662161/3906250000000000 937212231846637/976562500000000
6898928903381291/9765625000000000 -1727936117647207/2441406250000000
-4236572416214399/156250000000000000 4881017315412997/4882812500000000
-5441095743078617/19531250000000000 -4689510926506301/4882812500000000
3706609833859377/4882812500000000 -635701233275293/976562500000000
-5902010307761141/19531250000000000 -232727039982459/244140625000000
809357418859023/3906250000000000 -4776853310338999/4882812500000000
4660070016460127/4882812500000000 2915891185792477/9765625000000000
-7862748490198617/9765625000000000 1447942890372933/2441406250000000
288400455282683/488281250000000 7880196862878583/9765625000000000
-2005968401387679/2441406250000000 -5566406740687529/9765625000000000
-1201385641316481/1953125000000000 -7699626300125851/9765625000000000
1514410697841631/2441406250000000 -7659790823046683/9765625000000000
-2490039775706477/9765625000000000 1180354379757573/1220703125000000
-115524557018371/195312500000000 -3937087230901097/4882812500000000
975175519816937/976562500000000 -8324647864866569/156250000000000000
-8169163650120399/78125000000000000 -971209007360281/976562500000000
8392399478729163/9765625000000000 -998700408131517/1953125000000000
604213147553001/610351562500000 5526095989891517/39062500000000000
-2325357252444759/2441406250000000 2975037817686689/9765625000000000
-1631448051636907/4882812500000000 4602198948868507/4882812500000000
-7332942412740949/9765625000000000 -3224724298759893/4882812500000000
-104717392545083/122070312500000 156832492097593/305175781250000
4869271186014189/4882812500000000 5814322227508973/78125000000000000
4076156706360473/9765625000000000 1774850733394981/1953125000000000
1271864138056477/62500000000000000 2440900685658559/2441406250000000
973970890124891/976562500000000 -5687894004963193/78125000000000000
-6991767083435397/78125000000000000 4863219266392549/4882812500000000
-3725164652815567/4882812500000000 6313479617317133/9765625000000000
6174997081844449/312500000000000000 4881859142205533/4882812500000000
-1664753996403981/1953125000000000 -638385230080667/1220703125000000
-2375752112411693/9765625000000000 -4736117437865017/4882812500000000
-4838041107014791/4882812500000000 659709145753903/4882812500000000
-875362292203187/1953125000000000 4364944245787813/4882812500000000
564418135410651/610351562500000 -7433455927368747/19531250000000000
2422071474112007/2441406250000000 613300095652863/4882812500000000
609375925101667/610351562500000 -35324464094691/625000000000000
-7274118771377383/9765625000000000 -1303144316497911/1953125000000000
-898686318153189/1220703125000000 1652245769792171/2441406250000000
-2923886662654649/9765625000000000 4658817404250119/4882812500000000
-4866742598525459/9765625000000000 -8466536961492737/9765625000000000
1107259067870029/1953125000000000 -4022339666043721/4882812500000000
-4775215190828991/4882812500000000 8155205616761999/39062500000000000
-7130604804165137/9765625000000000 -1334494762334301/1953125000000000
162611452514639/244140625000000 -5690775180479/7629394531250
-166502533307903/305175781250000 -2046017225555617/2441406250000000
-850061671872097/976562500000000 -4806968591745377/9765625000000000
-3406405531092259/4882812500000000 6996644700969261/9765625000000000
4033504938993509/4882812500000000 -5503706321115333/9765625000000000
-636506799057907/31250000000000000 -1220449885666507/1220703125000000
-8111404646764871/9765625000000000 -5438064572719439/9765625000000000
1425149753097161/7812500000000000 4800883074337043/4882812500000000
-2585948293796391/9765625000000000 -2354255496203053/2441406250000000
-879017459914111/1220703125000000 -169404182303851/244140625000000
-1162670681286677/1953125000000000 196170133131509/244140625000000
-8039426709505293/19531250000000000 -139061917297101/152587890625000
1245449619702387/1953125000000000 376127680316819/488281250000000
946654661267641/976562500000000 -599579377076641/2441406250000000
-4552381687886037/4882812500000000 -1412556010178683/3906250000000000
-8113367485452021/9765625000000000 -5435135664050617/9765625000000000
185949050987201/390625000000000 8588176503992251/9765625000000000
-5336075789456907/156250000000000000 4879964298822523/4882812500000000
4521786380453771/9765625000000000 2163921203079143/2441406250000000
-2440142530711587/2441406250000000 -2513356546125217/78125000000000000
4730884538163207/4882812500000000 -302137116712403/1220703125000000
-1187452430616509/1220703125000000 -4527543281778087/19531250000000000
4304822847279881/9765625000000000 -8765610754200881/9765625000000000
-6229439151654603/78125000000000000 973453076749837/976562500000000
221517143600567/305175781250000 3358567792000627/4882812500000000
-3103253209527393/4882812500000000 3769837851647493/4882812500000000
7931884002454817/9765625000000000 -1424180637512021/2441406250000000
95543618327879/97656250000000 4040594812049741/19531250000000000
-976112599356157/976562500000000 -592793314542771/19531250000000000
-182834022158619/244140625000000 6471644627659/9765625000000
-4539890490021293/4882812500000000 3595136853456611/9765625000000000
-1702794986030359/1953125000000000 119581725530523/244140625000000
297295270728027/390625000000000 1266919616903033/1953125000000000
917080164617957/976562500000000 -6712325619948751/19531250000000000
5868886331923369/9765625000000000 7805357446240887/9765625000000000
647920739659993/9765625000000000 -4872053734200379/4882812500000000
-1734315924765567/4882812500000000 -4564428352297887/4882812500000000
197012836005313/1953125000000000 -4857907991148391/4882812500000000
4829123368491969/19531250000000000 -4731208183793971/4882812500000000
-4843171249210173/4882812500000000 -2483707425540189/19531250000000000
7663297780681811/9765625000000000 -6053205660245009/9765625000000000
-4674230973619153/4882812500000000 176485778260937/610351562500000
4415829071495907/4882812500000000 -2083821374659509/4882812500000000
