3000
-762433840054467/1220703125000000 3813262663755677/4882812500000000
-2715400511476817/4882812500000000 -8116269579659781/9765625000000000
-144804294493009/152587890625000 1539589360073439/4882812500000000
4800070729217923/9765625000000000 -1700902732493899/1953125000000000
-4440878195117973/4882812500000000 8119565275340283/19531250000000000
-920680117694909/9765625000000000 -4861064177767721/4882812500000000
4780292688968359/4882812500000000 -7962551221117621/39062500000000000
-976465224944427/1220703125000000 732551557133691/1220703125000000
-423411955501823/1220703125000000 572459263905059/610351562500000
-5294748436392721/9765625000000000 5128545672719/6103515625000
5179514493891487/39062500000000000 1209924590826183/1220703125000000
-650926094735227/4882812500000000 -4839230634031509/4882812500000000
-6953223744227/62500000000000 4852501343064257/4882812500000000
1899733588373/3906250000000 -8532951334278869/9765625000000000
3775518347184169/4882812500000000 -774084908142833/1220703125000000
6080065980762431/39062500000000000 301456395671389/305175781250000
952890932587921/2441406250000000 -8991074105472191/9765625000000000
-176957757268943/195312500000000 64579302622961/152587890625000
-5589547763325431/9765625000000000 1000971305174759/1220703125000000
73174971179853/76293945312500 2763702550115293/9765625000000000
4095690809327771/4882812500000000 2658415826116049/4882812500000000
631988774343531/1220703125000000 8354950852235203/9765625000000000
4836311002040993/4882812500000000 5378200750100687/39062500000000000
-97288820489869/97656250000000 211584161376371/2441406250000000
4490449213614987/9765625000000000 4335991740668147/4882812500000000
8169493634791439/9765625000000000 5350402357928529/9765625000000000
3428786456811413/9765625000000000 -2285974287287201/2441406250000000
7380391384165369/39062500000000000 191794729415757/195312500000000
7219663318091063/156250000000000000 2438798680557783/2441406250000000
-974144774965519/976562500000000 -549401059402147/7812500000000000
-2901466026283281/19531250000000000 4828633485915191/4882812500000000
8231368899618207/78125000000000000 -2427817345180839/2441406250000000
4722232099628043/4882812500000000 -4967706766545343/19531250000000000
2059081775631069/9765625000000000 4773039227837149/4882812500000000
-3659973403764953/9765625000000000 4526920209269161/4882812500000000
4583879905800403/4882812500000000 6728926118608271/19531250000000000
-6469602706034429/19531250000000000 -4607154540688401/4882812500000000
-2292796833334907/2441406250000000 6710217444290687/19531250000000000
6040849693154013/9765625000000000 383652077491267/488281250000000
5665713213216701/9765625000000000 1590812690749061/1953125000000000
5672545418276551/9765625000000000 -3974596209623523/4882812500000000
-5404233234711009/9765625000000000 8133983943030007/9765625000000000
1650250223224833/2441406250000000 -7196820051423213/9765625000000000
8577806921453609/19531250000000000 -274169090491343/305175781250000
-1313203596377411/2441406250000000 514536247022531/610351562500000
-650880587324693/976562500000000 3640153765468269/4882812500000000
8724564384711247/19531250000000000 273036179985253/305175781250000
-4674524183457001/9765625000000000 8574162075614191/9765625000000000
1935276515959353/9765625000000000 -4785972640106743/4882812500000000
-1738359684059207/3906250000000000 -2186329568247029/2441406250000000
6456998184401647/9765625000000000 7326295522790411/9765625000000000
7667098706197649/39062500000000000 1196958427118267/1220703125000000
3239335612804357/78125000000000000 975722675266551/976562500000000
1300687592257501/3906250000000000 2302088118854627/2441406250000000
814852967910849/976562500000000 -2691138035725457/4882812500000000
8263681594009869/19531250000000000 8848464458245319/9765625000000000
7954531057757591/19531250000000000 4459506434388717/4882812500000000
1220657517715011/1220703125000000 -2701301405207591/312500000000000000
5956719748982409/19531250000000000 93003658045609/97656250000000
1524853424031577/19531250000000000 -4867908615345757/4882812500000000
193329438793351/195312500000000 2776149765588927/19531250000000000
7799371243017269/9765625000000000 -2938419637076207/4882812500000000
8117923560500003/9765625000000000 -5428328352863703/9765625000000000
-6432350754766019/39062500000000000 -192646293113679/195312500000000
-2338554197189623/2441406250000000 1402324847310153/4882812500000000
-598211667395057/1220703125000000 1064076557573369/1220703125000000
-3777137536931629/156250000000000000 -976277122943229/976562500000000
-7513829309766947/9765625000000000 -6237772097817631/9765625000000000
-482579840417363/488281250000000 5951955227957927/39062500000000000
-7366660808980223/9765625000000000 1282181580994827/1953125000000000
1260259382464959/9765625000000000 -4841982495051331/4882812500000000
1267370016470637/1953125000000000 -928807725951709/1220703125000000
-227879644286587/244140625000000 7008800180440221/19531250000000000
6691992120671479/39062500000000000 -1202656624621089/1220703125000000
-4814506804342897/4882812500000000 6510949011465273/39062500000000000
2420827045296749/2441406250000000 -1012236907853327/7812500000000000
-152194750251951/152587890625000 112090522412751/1562500000000000
-2438808482402149/2441406250000000 -7206088434440839/156250000000000000
-1115563654399891/1953125000000000 -4007972522522267/4882812500000000
8430908288454547/39062500000000000 190709116960993/195312500000000
210802415506993/305175781250000 -7061392883548973/9765625000000000
-8207877043614263/19531250000000000 4430720038826999/4882812500000000
5444074793638181/19531250000000000 -58616185388423/61035156250000
-4841308317516163/4882812500000000 -5082309301284631/39062500000000000
2209484530487083/2441406250000000 8308617548843463/19531250000000000
-4868409516646519/4882812500000000 -599619481219173/7812500000000000
-5503975103054801/78125000000000000 974135986004469/976562500000000
4235045425918781/19531250000000000 4766642665459781/4882812500000000
-5612649147518007/19531250000000000 1169214306351581/1220703125000000
-304554537120333/305175781250000 -996483255114491/15625000000000000
1138440592712487/7812500000000000 -4830692451126331/4882812500000000
-7145895669839089/19531250000000000 454426769154197/488281250000000
-1056683069772269/7812500000000000 75592862159121/76293945312500
-932099596277631/976562500000000 -1456576972093539/4882812500000000
-3599323746658363/4882812500000000 -6599007948744251/9765625000000000
-757190838879811/4882812500000000 -2411872713456949/2441406250000000
4631518203281739/4882812500000000 -3092505161079699/9765625000000000
5771971023384349/19531250000000000 466472183701579/488281250000000
-849855588738841/976562500000000 -4810611132648407/9765625000000000
8812714401107857/9765625000000000 420755231995173/976562500000000
-4973435853404713/9765625000000000 131317288789901/152587890625000
-553911935679429/3906250000000000 2416736131096729/2441406250000000
-7438168558351/7812500000000 238931051719081/781250000000000
666234827819779/2441406250000000 -939497366190157/976562500000000
-4705021975536869/4882812500000000 -5222453247080547/19531250000000000
-8704175147920237/9765625000000000 -8855454056106373/19531250000000000
-7222726938978927/9765625000000000 6572643852025841/9765625000000000
2145605643079527/2441406250000000 -4659340557502707/9765625000000000
6700055770016809/39062500000000000 -2405225560278099/2441406250000000
2944309411910333/9765625000000000 -4655600759503579/4882812500000000
4661072454874661/9765625000000000 -8581482110395249/9765625000000000
-2665894146827369/4882812500000000 -8181654186793237/9765625000000000
6641591761843807/9765625000000000 1789844450462691/2441406250000000
1552086885195819/1953125000000000 1482040172378593/2441406250000000
-4235821197823479/39062500000000000 1213505030083179/1220703125000000
-8516524547167513/19531250000000000 1757664746759157/1953125000000000
-2061700328904513/2441406250000000 5230458842333563/9765625000000000
-183150361352479/781250000000000 -4746740278027551/4882812500000000
-302033485773589/305175781250000 -1118233943436211/7812500000000000
-1078882173722899/9765625000000000 4852922956730509/4882812500000000
4885877853561961/78125000000000000 -2436627212051093/2441406250000000
-4661650553469337/4882812500000000 -5811536151477021/19531250000000000
1557902548865191/1953125000000000 -1177980014204121/1953125000000000
1371431816045027/1953125000000000 3476593195540391/4882812500000000
6955645546246877/39062500000000000 4804779360967343/4882812500000000
-4783948462551587/4882812500000000 7820772413235119/39062500000000000
5990228956101681/19531250000000000 290468238810731/305175781250000
4539186375436279/4882812500000000 1439476562467879/3906250000000000
-8369030343401519/19531250000000000 8823676355036553/9765625000000000
1040448339006167/7812500000000000 -241965873400543/244140625000000
-3732715004592481/39062500000000000 -4860468317431733/4882812500000000
4304439882027719/19531250000000000 476275605521969/488281250000000
-4707639920227717/156250000000000000 2440297904736769/2441406250000000
-2167344151761847/4882812500000000 8750880467239847/9765625000000000
-230618205341251/244140625000000 6409936356911489/19531250000000000
8017722137867567/312500000000000000 -4881205138731309/4882812500000000
684520962724789/1220703125000000 -8085729338928307/9765625000000000
1697998241222517/9765625000000000 -150263630320277/152587890625000
-759425049650521/3906250000000000 2394823735722731/2441406250000000
-4974652569935523/9765625000000000 -4201793172237863/4882812500000000
2422239157474519/2441406250000000 -2442581474243279/19531250000000000
-4822010963679791/4882812500000000 768158952501463/4882812500000000
-5144508733478399/9765625000000000 518793151562887/610351562500000
772972885328023/976562500000000 47745139058391/78125000000000
-6948483740116921/9765625000000000 -3430962159291317/4882812500000000
19797595840189/78125000000000 -2361716723648761/2441406250000000
-4280826674022771/4882812500000000 -1174348851186413/2441406250000000
180494575777833/195312500000000 7462359393000383/19531250000000000
1214327022036901/1220703125000000 1993654120341309/19531250000000000
8204563262669941/19531250000000000 -8862207233970367/9765625000000000
645643727169363/976562500000000 7326789842578421/9765625000000000
-4562767741702591/4882812500000000 3477360174289967/9765625000000000
1257719741184683/2441406250000000 130781985962287/152587890625000
-3010463874979457/39062500000000000 4868290275964839/4882812500000000
-6339057415565449/9765625000000000 7428578782162149/9765625000000000
-607740682711019/610351562500000 7218442427355341/78125000000000000
225445341075889/390625000000000 1595010100376923/1953125000000000
-595856759576883/610351562500000 2115618228711973/9765625000000000
-2898953050286589/4882812500000000 1964556509901811/2441406250000000
-4653238430263923/4882812500000000 -2959209368240913/9765625000000000
4824417474507491/4882812500000000 -150579406536619/976562500000000
227446570771897/488281250000000 -2160362449599991/2441406250000000
