3000
966968264115287/976562500000000 5462115721969781/39062500000000000
187964831824223/244140625000000 -1558007277668567/2441406250000000
-4733857885637401/4882812500000000 4787395832800703/19531250000000000
-6814393970670993/19531250000000000 1143995467810527/1220703125000000
71523115100157/76293945312500 -1699570698807941/4882812500000000
-4292316804367951/9765625000000000 2192935362869331/2441406250000000
8979954116564659/9765625000000000 -3837688849427273/9765625000000000
507332400369007/976562500000000 1043048530706739/1220703125000000
-2467822991226577/4882812500000000 8426555071707479/9765625000000000
4579323720484769/4882812500000000 -847297493971537/2441406250000000
-3761161879369131/4882812500000000 -1245505149075617/1953125000000000
-7892970430246359/9765625000000000 5750517318283773/9765625000000000
-231058573816749/244140625000000 1261524689309373/3906250000000000
117420103954097/122070312500000 -533949602117763/1953125000000000
-4804115340361491/4882812500000000 6984937882774421/39062500000000000
4567144348880891/4882812500000000 3454301901479713/9765625000000000
3502518477870477/4882812500000000 6804181720774991/9765625000000000
-917523524288437/976562500000000 -6688046016096957/19531250000000000
1491931124884849/7812500000000000 1198237819176021/1220703125000000
2549033855390159/9765625000000000 4713540549435737/4882812500000000
473598422175719/1953125000000000 947417780091981/976562500000000
2260704898688691/2441406250000000 921779712612519/2441406250000000
1216445571170073/1220703125000000 -3259650712553707/39062500000000000
2542670422596679/4882812500000000 2084267559132481/2441406250000000
29766221125233/76293945312500 8991704521284907/9765625000000000
7541833071146423/9765625000000000 -775485589481551/1220703125000000
1109973457218309/1220703125000000 -8128173913975617/19531250000000000
2333954933028517/2441406250000000 -5730585160380959/19531250000000000
-1094012381500761/1953125000000000 2022465302061769/2441406250000000
-4867956859989167/4882812500000000 6089548700586091/78125000000000000
-3362733571467241/39062500000000000 4864686091455001/4882812500000000
-6073392216578721/9765625000000000 1529461848157397/1953125000000000
406251709320951/610351562500000 3644073136653517/4882812500000000
6282360492371149/19531250000000000 -2311660905896431/2441406250000000
2069823756781303/2441406250000000 -5178871063701503/9765625000000000
-5703666579743761/19531250000000000 -2334984990950203/2441406250000000
-4881630217314131/4882812500000000 -6876451270626959/312500000000000000
-144765241477937/305175781250000 537309156152703/610351562500000
2254085865125761/2441406250000000 7502794744058777/19531250000000000
-970699330175433/976562500000000 -1068509560238733/9765625000000000
8537266369931571/19531250000000000 -8783291090066061/9765625000000000
4617239597569211/4882812500000000 6353526779728143/19531250000000000
-8562789202596279/9765625000000000 1173831139701469/2441406250000000
1958154271909877/2441406250000000 364528490393769/610351562500000
314005670292443/488281250000000 -3739238132638199/4882812500000000
