3000
-194666988088387/195312500000000 3173240645433587/39062500000000000
2318998849619567/4882812500000000 -1074246894503871/1220703125000000
5323951741654677/19531250000000000 939581375420767/976562500000000
292531760616293/305175781250000 2781870724547499/9765625000000000
811567319348929/4882812500000000 4814895263276351/4882812500000000
-368530620577681/1220703125000000 -4654978068401861/4882812500000000
-8392075542627389/39062500000000000 -2384399143338477/2441406250000000
6681448304648751/9765625000000000 142443926080309/195312500000000
4044166261484503/4882812500000000 2736161025894987/4882812500000000
-1322708689948923/9765625000000000 -4837816484793491/4882812500000000
-19016390599004/19073486328125 1208082351781391/15625000000000000
-481724926848253/488281250000000 1594951278830527/9765625000000000
8498935120388603/9765625000000000 601242638469099/1220703125000000
-8623358549109757/9765625000000000 114578354669743/244140625000000
-121606414238969/488281250000000 4728958226898423/4882812500000000
6355137551471677/19531250000000000 18468404188353/19531250000000
2303561769547519/2441406250000000 3234977963246531/9765625000000000
-7666662951785233/19531250000000000 -1796363008264821/1953125000000000
480359431121189/976562500000000 4251261969519103/4882812500000000
2723509359358831/625000000000000000 -488276614038473/488281250000000
8682809049908939/9765625000000000 8938961604894483/19531250000000000
4879214530477583/4882812500000000 5997202610405653/156250000000000000
6174757678339453/9765625000000000 -7565698860938953/9765625000000000
7248156690381511/156250000000000000 -4877556093166337/4882812500000000
-1494958299588347/4882812500000000 -4648328472972641/4882812500000000
856055150380521/1220703125000000 -1740443275595903/2441406250000000
8925197219982643/9765625000000000 7926736081146921/19531250000000000
-6399972373352151/9765625000000000 3688081657886463/4882812500000000
6660481199659849/9765625000000000 -3570904011227503/4882812500000000
4491608656385939/4882812500000000 3830044171043019/9765625000000000
4808155633786423/4882812500000000 3402345805926567/19531250000000000
5951062478655913/9765625000000000 7742886219993081/9765625000000000
783664934353079/1953125000000000 1118132954186769/1220703125000000
1110688639391817/1953125000000000 8032851318104541/9765625000000000
-1632819993406357/15625000000000000 194243132065337/195312500000000
-4415648799771763/4882812500000000 8336813383762829/19531250000000000
981095685915603/3906250000000000 4726296171021797/4882812500000000
-509587369528557/610351562500000 2687449260998627/4882812500000000
-211363883119279/488281250000000 4401634787375053/4882812500000000
-4687473338835077/4882812500000000 683639453196381/2441406250000000
4583938324449799/4882812500000000 3364144674532661/9765625000000000
-4756318268906303/4882812500000000 4416866645076629/19531250000000000
6170555552501593/9765625000000000 -7569126489504371/9765625000000000
408193303496993/488281250000000 -1339746301373643/2441406250000000
5230732509794503/19531250000000000 -2352223562309843/2441406250000000
-4316923289751723/4882812500000000 2281672899553179/4882812500000000
989968601182979/1953125000000000 -263069482447389/305175781250000
2176799885033289/2441406250000000 4421776544436633/9765625000000000
8786463206200163/39062500000000000 -1189421541791729/1220703125000000
